Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
101741,3206,138,18,418,115,5279,245,231,107,1533,Spruce_Fir
19011,2955,300,5,376,58,3980,205,238,172,5413,Lodgepole_Pine
28267,2656,23,12,255,56,1348,213,214,136,1242,Lodgepole_Pine
106610,3073,104,4,210,18,745,226,234,143,1410,Spruce_Fir
45281,3291,351,14,1203,274,2038,194,215,159,1994,Krummholz
70557,3302,359,11,458,125,1332,203,220,154,2518,Spruce_Fir
72729,3376,343,16,234,24,5190,187,215,166,3420,Krummholz
58751,3191,63,6,636,98,3012,226,227,135,3492,Spruce_Fir
67699,2174,22,35,351,123,469,176,144,82,402,Ponderosa_Pine
105681,2885,100,25,0,0,277,251,198,60,1516,Spruce_Fir
35899,3424,235,9,42,3,4083,204,248,181,3759,Krummholz
38032,2424,326,27,212,102,268,144,200,189,277,Ponderosa_Pine
9595,2432,132,24,297,173,1442,250,219,83,525,Ponderosa_Pine
58370,3328,183,5,570,111,939,221,243,157,1095,Cottonwood_Willow
78981,3064,305,23,295,36,3432,150,221,208,1345,Spruce_Fir
90984,2913,42,6,30,-2,3861,221,227,142,6246,Lodgepole_Pine
34740,3365,75,20,242,80,1842,240,198,80,1776,Spruce_Fir
62263,3321,98,8,421,-8,1535,234,228,126,2131,Spruce_Fir
83694,2679,9,27,95,71,2370,179,175,124,6930,Spruce_Fir
27922,2926,180,26,108,45,5295,220,245,141,990,Lodgepole_Pine
109992,2199,1,21,60,12,966,184,194,143,351,Ponderosa_Pine
41445,2958,224,29,309,147,1544,169,252,206,446,Lodgepole_Pine
52066,2994,339,4,240,54,1819,211,234,161,752,Lodgepole_Pine
43940,2674,135,12,90,13,2012,239,234,123,1626,Lodgepole_Pine
2663,3166,222,11,335,19,2729,206,251,180,720,Lodgepole_Pine
31615,2822,70,21,60,6,3235,237,195,79,1848,Lodgepole_Pine
61203,3260,49,5,510,16,4214,222,229,143,2497,Spruce_Fir
43321,3114,18,14,666,318,1172,208,209,135,1200,Spruce_Fir
33916,3110,43,10,120,26,5260,222,219,131,3029,Spruce_Fir
80744,3234,282,6,742,90,6348,204,240,175,1489,Ponderosa_Pine
59095,3034,152,8,691,148,5900,230,240,142,5353,Lodgepole_Pine
64609,3058,207,22,210,35,810,200,254,180,1060,Lodgepole_Pine
59580,2568,113,28,569,-31,661,254,200,54,1283,Ponderosa_Pine
86642,2902,21,4,108,12,4981,217,231,151,1345,Lodgepole_Pine
106423,3054,120,10,212,-14,806,238,231,123,1442,Spruce_Fir
89904,3195,90,4,400,20,3759,226,233,141,4315,Spruce_Fir
30116,3104,359,25,228,60,872,173,184,141,1914,Spruce_Fir
81317,3035,280,13,85,10,2371,183,241,198,3108,Spruce_Fir
90101,2956,295,17,309,-69,497,169,233,203,866,Spruce_Fir
53423,3253,125,8,301,1,6290,234,235,133,518,Spruce_Fir
81295,1981,313,35,127,98,108,108,191,212,324,Ponderosa_Pine
12349,3303,47,18,484,12,1698,223,197,102,3097,Lodgepole_Pine
22420,2961,327,7,108,13,5404,204,233,168,2270,Spruce_Fir
77351,3281,315,20,551,96,1833,164,220,194,3223,Spruce_Fir
93812,3325,333,33,192,78,871,127,177,178,1436,Spruce_Fir
29197,2547,54,16,360,-23,1106,228,204,105,1237,Ponderosa_Pine
18051,3310,121,10,201,42,3229,237,232,125,642,Ponderosa_Pine
79444,3055,72,7,730,-119,1475,228,227,133,892,Spruce_Fir
27330,3156,335,12,319,60,3994,193,224,170,1034,Lodgepole_Pine
53357,3012,142,14,524,185,1179,240,236,122,631,Lodgepole_Pine
35727,2005,239,27,30,12,108,159,250,219,335,Ponderosa_Pine
108918,2995,169,13,446,69,5549,230,245,144,3282,Lodgepole_Pine
6562,3115,275,8,417,-5,2340,199,242,182,2510,Lodgepole_Pine
18537,3104,1,33,674,250,685,156,160,127,1565,Lodgepole_Pine
11155,3110,58,10,30,-1,1702,228,218,123,256,Spruce_Fir
35710,3080,225,2,268,39,2758,216,241,162,6290,Spruce_Fir
55156,2475,14,6,379,153,417,215,228,150,395,Ponderosa_Pine
37040,3024,344,38,272,143,342,120,154,155,2049,Spruce_Fir
4972,3313,176,22,60,12,2438,225,245,140,382,Krummholz
63422,2795,226,32,553,271,1065,158,249,211,1663,Lodgepole_Pine
49532,2953,107,13,150,26,4604,242,223,108,3019,Douglas_fir
107533,3069,65,5,192,32,2890,225,230,140,1395,Lodgepole_Pine
49459,2936,7,6,499,63,4112,213,229,153,5599,Lodgepole_Pine
5494,2271,25,27,210,66,1018,195,170,98,190,Ponderosa_Pine
8399,3256,355,25,702,170,1187,169,186,147,1728,Krummholz
