"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
16,3249,230,24,30,-10,2122,176,253,206,3843,"Spruce_Fir",16
33,3321,43,8,649,107,1050,222,222,136,2495,"Lodgepole_Pine",33
53,2519,226,28,30,0,1129,170,252,207,564,"Ponderosa_Pine",53
79,3010,69,10,570,89,1559,231,221,122,514,"Spruce_Fir",79
84,3042,221,17,618,333,2486,197,254,189,1254,"Lodgepole_Pine",84
89,3295,27,4,0,0,4242,218,230,149,3833,"Krummholz",89
119,2752,13,16,60,4,1300,203,205,136,1006,"Krummholz",119
174,2553,8,14,60,2,1451,202,211,144,1396,"Lodgepole_Pine",174
188,2948,311,23,832,576,914,151,217,202,2242,"Lodgepole_Pine",188
192,2938,199,24,0,0,3226,204,252,171,1053,"Lodgepole_Pine",192
210,3092,122,16,175,16,3463,246,226,103,457,"Spruce_Fir",210
214,2995,198,14,300,109,6170,215,251,168,4968,"Lodgepole_Pine",214
229,2702,18,18,234,34,3409,204,201,129,3054,"Spruce_Fir",229
242,2481,328,16,323,189,366,179,219,179,725,"Ponderosa_Pine",242
263,3188,286,7,649,177,1680,201,240,179,702,"Spruce_Fir",263
270,2863,122,12,342,55,759,240,230,118,2765,"Lodgepole_Pine",270
300,2926,104,12,309,77,2656,240,225,114,1989,"Lodgepole_Pine",300
321,2497,200,27,319,51,2084,198,251,172,153,"Ponderosa_Pine",321
333,2778,352,8,228,45,1573,206,226,158,2521,"Lodgepole_Pine",333
364,2800,268,8,30,4,2207,199,243,184,2892,"Spruce_Fir",364
365,2948,62,16,42,15,1381,232,206,102,1449,"Lodgepole_Pine",365
398,3087,65,15,60,-6,3589,233,209,105,2910,"Spruce_Fir",398
418,3194,274,28,67,19,1189,133,233,233,2539,"Spruce_Fir",418
519,2801,76,4,450,58,3065,225,232,143,6574,"Lodgepole_Pine",519
520,2783,139,25,175,-39,661,248,223,88,335,"Aspen",520
535,2652,293,12,0,0,658,187,238,190,1566,"Lodgepole_Pine",535
569,3227,151,18,566,8,900,240,237,120,2200,"Lodgepole_Pine",569
596,2748,46,19,127,52,127,222,195,101,2671,"Lodgepole_Pine",596
624,3262,64,7,95,7,6354,227,226,133,108,"Spruce_Fir",624
666,3103,281,5,30,2,3730,206,240,173,994,"Spruce_Fir",666
688,3238,197,11,283,44,3190,217,249,165,1159,"Lodgepole_Pine",688
715,2299,19,24,95,36,1110,195,183,116,845,"Douglas_fir",715
768,3350,225,12,42,0,2664,203,251,184,671,"Krummholz",768
781,2906,74,13,537,154,1379,235,215,109,1595,"Lodgepole_Pine",781
787,1940,337,30,67,26,120,141,184,174,830,"Douglas_fir",787
804,3130,333,8,469,-55,1036,201,229,168,997,"Spruce_Fir",804
851,2891,269,35,180,120,2251,111,228,243,1436,"Spruce_Fir",851
858,2540,95,8,67,3,792,234,228,126,808,"Spruce_Fir",858
875,2986,117,11,60,6,2483,239,230,120,685,"Spruce_Fir",875
877,2552,198,3,591,28,859,218,242,160,1020,"Ponderosa_Pine",877
924,2901,69,14,390,24,497,234,211,106,1633,"Lodgepole_Pine",924
928,2334,339,32,300,190,1099,136,176,169,1310,"Ponderosa_Pine",928
933,2326,21,20,212,34,840,203,194,122,698,"Ponderosa_Pine",933
936,2978,124,5,162,10,4074,229,236,140,5574,"Lodgepole_Pine",936
1027,2937,137,24,210,43,908,248,224,90,2847,"Lodgepole_Pine",1027
1049,3382,41,24,300,135,1945,215,181,89,2428,"Spruce_Fir",1049
1079,2997,137,10,85,6,182,235,237,132,1650,"Spruce_Fir",1079
1095,3030,77,14,0,0,953,237,212,103,1260,"Spruce_Fir",1095
1187,2883,306,2,0,0,6169,213,238,162,4484,"Lodgepole_Pine",1187
1196,3041,259,6,870,76,5751,206,244,176,5622,"Lodgepole_Pine",1196
1200,2896,5,11,582,145,1006,206,219,150,2790,"Lodgepole_Pine",1200
1234,3139,93,15,402,95,4029,242,216,100,2746,"Lodgepole_Pine",1234
1242,3109,125,10,234,46,5090,237,233,126,1905,"Spruce_Fir",1242
1258,2714,84,6,134,10,2130,229,229,133,4208,"Lodgepole_Pine",1258
1260,2902,94,8,0,0,1253,232,229,129,1505,"Lodgepole_Pine",1260
1261,2988,117,3,492,71,5403,225,236,146,2780,"Lodgepole_Pine",1261
1281,3189,245,14,607,105,6025,190,250,197,2412,"Lodgepole_Pine",1281
1294,2209,308,26,60,31,573,139,213,209,1315,"Ponderosa_Pine",1294
1388,3175,2,9,30,3,2601,208,224,153,2732,"Spruce_Fir",1388
1412,3086,240,11,42,8,2742,198,250,188,469,"Spruce_Fir",1412
1426,3408,270,9,1050,172,1230,197,243,186,1965,"Spruce_Fir",1426
1434,3178,214,16,270,17,607,204,253,182,2561,"Cottonwood_Willow",1434
1450,2475,256,23,228,60,564,159,247,221,331,"Ponderosa_Pine",1450
1454,2681,134,20,90,8,1947,247,226,98,5229,"Lodgepole_Pine",1454
1492,2813,23,2,60,3,1323,218,235,154,765,"Lodgepole_Pine",1492
1496,3142,312,28,319,112,2704,133,206,208,2717,"Spruce_Fir",1496
1536,2557,105,13,42,1,661,242,223,108,2114,"Lodgepole_Pine",1536
1553,2593,7,10,295,-15,418,208,220,149,1150,"Lodgepole_Pine",1553
