,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
99104,3132,246,10,255,35,5664,199,248,186,2826,Lodgepole_Pine
77257,3258,351,14,384,82,4616,195,216,159,853,Spruce_Fir
7246,2985,114,19,127,23,2456,249,218,89,553,Lodgepole_Pine
54019,2982,108,20,808,184,3071,250,212,81,722,Lodgepole_Pine
88090,2950,244,19,170,58,2201,179,251,207,1362,Lodgepole_Pine
37882,2991,211,19,182,90,2496,201,254,182,1616,Lodgepole_Pine
72098,2867,28,32,600,278,1265,189,153,81,768,Lodgepole_Pine
95321,3042,296,12,60,19,2139,186,236,190,1203,Spruce_Fir
56477,3287,57,16,0,0,2885,229,206,105,2468,Spruce_Fir
27175,2845,168,14,335,92,3362,231,245,142,3026,Aspen
10836,3261,43,17,450,21,2858,221,200,109,1092,Spruce_Fir
61915,2794,22,31,228,108,1632,185,158,93,1015,Lodgepole_Pine
11840,3156,74,17,212,67,1581,238,205,92,1487,Lodgepole_Pine
23635,3023,113,18,67,23,698,248,218,92,1947,Spruce_Fir
6807,2404,275,26,175,59,268,142,235,228,247,Douglas_fir
10003,3071,62,5,212,40,1321,224,230,142,2697,Lodgepole_Pine
22220,2881,12,13,60,11,1708,206,212,142,2863,Lodgepole_Pine
54562,3197,223,31,210,-5,2042,164,250,206,3475,Spruce_Fir
36893,2892,69,21,258,87,283,237,193,78,499,Spruce_Fir
87305,3121,293,13,499,85,2975,182,237,194,513,Spruce_Fir
8657,2261,217,36,510,-68,636,160,246,200,860,Ponderosa_Pine
101669,3018,251,10,778,120,5861,198,247,187,5838,Lodgepole_Pine
71268,3064,237,12,351,46,3037,199,250,187,832,Spruce_Fir
101806,2766,219,10,182,30,1940,209,250,176,966,Aspen
66382,3241,129,3,404,20,4455,225,237,147,2285,Spruce_Fir
47407,2475,323,22,67,18,430,158,211,189,1437,Douglas_fir
11137,3003,112,21,306,110,2092,250,213,81,1507,Lodgepole_Pine
18315,3280,68,17,30,9,2940,235,205,96,2448,Spruce_Fir
32457,3470,179,11,658,125,4035,225,247,154,3081,Krummholz
29425,2653,324,6,272,4,402,204,233,168,1265,Lodgepole_Pine
29814,2723,143,30,67,28,2900,246,218,77,1994,Lodgepole_Pine
50242,3266,312,31,42,1,3034,122,200,210,2308,Spruce_Fir
34179,3179,69,8,242,55,5273,229,224,128,2407,Lodgepole_Pine
47454,3223,24,18,85,11,4471,207,199,123,3485,Spruce_Fir
19854,2819,122,22,420,153,2297,251,217,83,2131,Lodgepole_Pine
49689,3095,187,17,30,1,3130,220,250,157,1187,Spruce_Fir
5953,2980,102,7,0,0,1110,232,231,132,579,Lodgepole_Pine
61612,2635,58,12,0,0,1398,228,215,117,765,Aspen
82273,2960,124,16,127,37,1528,245,227,106,2576,Lodgepole_Pine
67477,3239,305,29,127,15,2914,129,211,216,2431,Spruce_Fir
42428,3118,135,5,30,1,1894,228,238,144,2250,Lodgepole_Pine
50048,2944,267,15,67,8,2753,181,245,202,1974,Spruce_Fir
37243,3038,115,4,134,15,2992,227,236,144,1328,Lodgepole_Pine
95981,2686,151,14,30,7,2315,237,239,128,2040,Lodgepole_Pine
98153,2953,26,15,850,155,3132,212,206,128,886,Lodgepole_Pine
75329,3044,34,7,541,190,6405,219,225,142,3870,Lodgepole_Pine
39596,2505,37,5,175,8,1116,220,229,146,4267,Lodgepole_Pine
66415,2779,94,25,300,135,301,250,194,58,1800,Aspen
62829,2946,347,19,626,148,3122,180,206,162,781,Lodgepole_Pine
40431,2591,101,18,124,36,900,247,214,89,3387,Lodgepole_Pine
107024,2843,28,29,228,59,1095,195,163,88,1712,Lodgepole_Pine
54436,2976,70,6,0,0,4914,227,228,135,1183,Lodgepole_Pine
