Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
96901,3081,258,10,150,14,5625,195,246,189,2257,Lodgepole_Pine
29812,2852,306,15,95,18,1216,176,230,193,1374,Spruce_Fir
42727,3104,73,9,295,-70,1537,231,223,124,1324,Spruce_Fir
56940,2849,51,6,175,15,1275,223,227,139,2347,Lodgepole_Pine
13481,3093,170,10,134,-2,3412,227,245,149,5219,Spruce_Fir
103960,3007,79,28,541,202,570,243,178,47,1593,Lodgepole_Pine
107223,2651,144,8,277,17,819,232,239,138,1740,Lodgepole_Pine
43230,2153,291,34,134,75,510,108,212,234,636,Ponderosa_Pine
25268,3236,277,18,216,44,1608,169,240,210,2505,Spruce_Fir
31455,3073,59,17,690,-101,1150,231,202,98,871,Spruce_Fir
57060,3072,13,20,871,203,2627,196,194,130,1981,Aspen
57377,2846,284,15,541,114,216,178,239,201,1797,Lodgepole_Pine
22798,3247,52,14,67,14,2914,226,209,113,2310,Spruce_Fir
38077,3181,18,18,175,26,1809,202,198,128,1758,Spruce_Fir
38070,2985,224,14,890,185,2654,202,252,185,1426,Lodgepole_Pine
95094,3012,334,17,509,57,5014,178,215,175,1719,Lodgepole_Pine
69950,3093,22,15,702,174,4426,209,206,130,3710,Spruce_Fir
70081,2927,308,30,234,114,1022,123,205,214,1383,Spruce_Fir
84088,3263,311,14,552,198,3143,182,230,187,3319,Lodgepole_Pine
37090,2609,41,5,120,0,811,221,229,144,5701,Lodgepole_Pine
109342,3042,342,7,67,7,1044,206,230,162,2014,Lodgepole_Pine
10687,3054,173,11,679,-31,5850,227,245,149,3085,Lodgepole_Pine
90004,2913,178,14,182,45,960,225,248,151,2006,Lodgepole_Pine
75257,3391,284,8,993,185,1136,198,240,181,2048,Spruce_Fir
63867,3289,37,14,342,21,1650,219,208,122,4903,Spruce_Fir
58711,3215,202,8,417,79,870,217,247,165,573,Spruce_Fir
77959,2783,54,16,488,-30,1716,228,203,104,2486,Lodgepole_Pine
33685,2949,305,23,845,574,930,149,220,208,2278,Cottonwood_Willow
41336,2965,136,15,85,-1,875,242,233,115,1506,Lodgepole_Pine
101493,2828,11,22,371,131,1024,191,191,130,953,Lodgepole_Pine
37994,2586,243,8,192,34,1211,203,247,182,1027,Ponderosa_Pine
108872,2862,12,13,95,15,3553,207,214,143,5479,Lodgepole_Pine
4568,2960,66,23,30,5,443,235,188,74,1328,Spruce_Fir
53920,3120,321,28,216,92,2989,136,199,196,2758,Spruce_Fir
94444,3156,317,16,268,52,4186,176,224,187,1120,Spruce_Fir
37063,3054,207,14,430,53,5697,211,252,174,1718,Spruce_Fir
18448,3208,311,4,124,13,805,208,237,168,1100,Lodgepole_Pine
