Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
109409,2950,340,24,95,40,1784,161,197,170,2763,Lodgepole_Pine
13049,3272,122,27,420,235,3900,253,207,62,2664,Spruce_Fir
84954,2940,67,18,433,135,457,235,200,90,661,Lodgepole_Pine
77707,2916,247,14,67,16,4957,189,250,197,1471,Lodgepole_Pine
65754,3267,323,7,875,76,3711,201,233,171,2584,Spruce_Fir
24627,2923,105,21,541,-97,641,250,209,78,1742,Lodgepole_Pine
69340,2559,117,3,510,13,1063,225,236,146,1265,Ponderosa_Pine
17062,3149,34,22,384,36,1294,211,187,103,2213,Spruce_Fir
98163,2743,175,17,234,130,2172,227,247,145,497,Lodgepole_Pine
9244,2786,314,17,85,21,1822,173,225,191,2888,Lodgepole_Pine
51898,2020,60,18,150,5,391,231,200,95,488,Ponderosa_Pine
2326,2259,26,27,95,-10,511,196,171,98,787,Douglas_fir
80843,2877,51,7,256,30,3900,224,225,137,6360,Lodgepole_Pine
5019,2420,186,23,60,15,1140,216,249,154,1082,Ponderosa_Pine
11436,3183,57,16,558,90,1809,229,206,105,3104,Spruce_Fir
40440,3286,114,15,60,-7,1310,244,224,105,1318,Spruce_Fir
107170,2985,259,6,277,41,277,206,244,176,1358,Lodgepole_Pine
109392,2725,21,7,301,9,1325,215,224,146,1842,Lodgepole_Pine
76517,2975,340,16,192,25,2789,184,214,169,569,Spruce_Fir
54122,2838,306,16,85,19,2422,173,229,195,2283,Spruce_Fir
9264,2843,162,15,30,1,1146,233,243,136,2208,Spruce_Fir
40823,3279,263,12,532,179,4308,189,246,196,1262,Lodgepole_Pine
42700,3319,225,7,60,3,3684,211,247,172,1839,Krummholz
19986,3095,187,17,30,1,3130,220,250,157,1187,Spruce_Fir
12582,3201,76,14,366,53,5795,236,214,106,1830,Spruce_Fir
103822,2877,144,21,42,14,6311,245,230,104,4328,Lodgepole_Pine
48778,2914,45,17,190,59,1405,222,201,108,752,Lodgepole_Pine
20592,2178,102,34,42,17,582,252,173,18,698,Ponderosa_Pine
47844,3027,125,8,309,-6,6511,234,235,133,3535,Lodgepole_Pine
86865,3041,253,20,426,75,1273,171,249,213,612,Lodgepole_Pine
4028,3207,168,11,708,-3,937,229,244,146,2160,Douglas_fir
41969,2919,249,16,362,19,5633,184,250,203,6061,Spruce_Fir
94949,2502,358,56,283,93,513,73,75,91,1478,Lodgepole_Pine
55441,3086,324,16,67,15,4412,177,221,182,1084,Spruce_Fir
100371,2066,246,32,85,53,404,139,244,231,365,Ponderosa_Pine
