Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
106772,3182,319,16,240,43,2413,177,224,186,342,Spruce_Fir
51923,2334,300,29,268,4,576,127,214,220,618,Ponderosa_Pine
54555,3148,266,14,690,237,5773,185,245,199,1397,Lodgepole_Pine
31867,2254,100,35,390,-35,511,252,170,16,408,Ponderosa_Pine
9864,2478,244,24,60,24,1328,164,250,217,1148,Ponderosa_Pine
48185,3296,61,21,192,93,4817,232,191,82,162,Spruce_Fir
28240,2781,93,12,331,38,1693,239,222,111,2630,Lodgepole_Pine
102542,2555,266,4,510,39,900,210,241,169,987,Ponderosa_Pine
498,2372,14,22,0,0,1308,194,189,125,768,Douglas_fir
48290,3078,232,13,485,73,6005,198,251,189,1667,Lodgepole_Pine
23451,2929,337,6,247,33,4473,207,231,164,5917,Lodgepole_Pine
84699,3292,110,23,300,59,2001,252,208,72,1452,Krummholz
32857,3083,53,22,335,-85,967,226,188,85,882,Aspen
39606,2605,103,12,474,-34,703,240,224,112,691,Aspen
103100,3180,202,16,690,96,342,211,252,172,2429,Lodgepole_Pine
29991,3200,270,6,108,16,638,205,242,176,1544,Spruce_Fir
49897,3127,96,20,319,66,1697,248,206,77,2731,Lodgepole_Pine
5833,2843,169,28,474,177,2147,227,238,121,1989,Lodgepole_Pine
4346,2779,175,8,30,2,1740,225,244,153,2329,Lodgepole_Pine
29710,3036,104,2,212,40,30,222,236,150,638,Spruce_Fir
9302,2998,11,16,0,0,6359,202,206,139,3424,Lodgepole_Pine
54489,2922,222,19,108,32,5023,192,254,193,1245,Lodgepole_Pine
21977,2630,44,20,433,-16,603,220,191,97,981,Spruce_Fir
50700,3277,123,30,467,153,3433,254,201,51,467,Spruce_Fir
69147,2867,185,3,67,1,1489,220,241,157,2695,Lodgepole_Pine
85890,3133,205,17,255,45,1981,208,253,176,684,Spruce_Fir
17716,2606,206,20,277,175,1888,204,254,178,451,Ponderosa_Pine
86605,3064,63,11,67,6,3558,230,218,121,469,Spruce_Fir
99944,3213,90,9,30,2,1266,235,225,121,2703,Spruce_Fir
23013,2969,53,14,666,123,1608,227,209,112,2856,Lodgepole_Pine
98539,2227,342,26,60,30,787,159,192,166,509,Ponderosa_Pine
57560,2903,135,18,752,125,2348,245,229,105,1613,Lodgepole_Pine
96874,3134,56,7,247,38,5149,225,225,134,3289,Spruce_Fir
94488,3407,327,18,524,185,942,172,216,182,1318,Spruce_Fir
27865,3211,351,12,598,67,6154,198,219,159,1261,Spruce_Fir
