,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
56677,2820,258,19,376,101,408,171,247,212,1987,Lodgepole_Pine
104144,2585,49,5,242,26,1116,222,229,143,1570,Lodgepole_Pine
68837,2426,65,20,433,90,666,235,194,83,1358,Douglas_fir
90853,2927,214,33,108,48,1328,171,249,194,2724,Spruce_Fir
84230,3116,301,15,192,3,3304,176,232,196,649,Lodgepole_Pine
66491,2936,100,4,67,0,3961,227,234,142,1926,Spruce_Fir
21274,2639,349,20,0,0,2060,178,202,159,4625,Lodgepole_Pine
73399,3078,41,9,212,12,1490,221,221,134,1860,Krummholz
41799,2865,222,11,924,185,2310,206,251,180,1604,Aspen
55011,3194,239,1,319,22,5883,216,240,161,2047,Lodgepole_Pine
32068,3014,202,11,765,105,5640,215,250,168,3082,Lodgepole_Pine
94656,3172,135,9,297,105,4878,235,236,133,1627,Spruce_Fir
72615,3401,108,7,698,168,1924,232,232,133,1798,Krummholz
79009,2248,59,29,446,164,518,227,167,53,582,Ponderosa_Pine
37163,2881,6,9,426,48,2197,210,223,151,2335,Lodgepole_Pine
23508,3255,22,10,703,217,2897,214,218,140,3301,Spruce_Fir
78788,2943,267,18,190,12,1981,170,244,212,1328,Lodgepole_Pine
39843,2960,131,10,323,30,3438,237,235,127,1176,Lodgepole_Pine
31272,3155,104,4,256,19,4469,226,234,143,1935,Spruce_Fir
35613,3421,151,12,85,2,3114,235,240,134,1012,Krummholz
36194,3205,81,10,382,63,2912,233,223,121,4466,Spruce_Fir
5640,3236,34,5,390,33,1863,219,228,145,1195,Spruce_Fir
81987,2900,230,32,60,5,2547,154,249,215,1475,Lodgepole_Pine
50055,1967,124,16,60,9,124,245,227,105,451,Ponderosa_Pine
51413,2978,168,14,433,65,5544,231,245,142,3542,Lodgepole_Pine
85790,2706,346,9,108,24,2308,203,226,161,4583,Lodgepole_Pine
101481,3150,309,12,633,104,5278,187,232,185,930,Lodgepole_Pine
39929,3047,144,14,450,13,6507,239,237,124,3379,Lodgepole_Pine
68169,2827,99,17,90,25,120,246,214,90,661,Spruce_Fir
98682,2888,111,7,301,56,750,232,233,134,1471,Aspen
90941,2581,20,20,124,33,335,202,194,123,1301,Douglas_fir
