,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
15698,2931,50,15,283,37,1538,226,207,112,865,Lodgepole_Pine
82854,2934,335,21,162,45,1950,168,207,176,2329,Lodgepole_Pine
101943,3181,32,16,420,63,2918,215,204,121,908,Ponderosa_Pine
6621,3095,270,1,234,11,5249,215,239,161,1214,Spruce_Fir
99577,2970,162,8,60,-2,1590,229,242,146,1277,Douglas_fir
87530,2559,31,11,365,55,424,217,216,133,875,Lodgepole_Pine
46580,3068,353,8,30,0,4260,206,226,158,870,Spruce_Fir
75193,2969,13,4,190,15,2407,215,231,152,1411,Spruce_Fir
27066,2251,349,22,127,52,1302,174,197,158,700,Douglas_fir
82241,3022,32,16,390,77,1745,215,204,121,3290,Lodgepole_Pine
24129,2971,149,1,30,0,2467,221,238,154,1774,Lodgepole_Pine
77381,3175,0,7,540,68,5693,210,228,155,702,Ponderosa_Pine
88265,2988,32,9,218,30,3992,218,220,137,1092,Lodgepole_Pine
65861,2928,63,3,108,0,780,222,233,146,2117,Lodgepole_Pine
10343,2865,21,14,60,9,3107,210,210,134,4494,Lodgepole_Pine
65104,2867,147,13,108,18,3247,238,238,128,3305,Lodgepole_Pine
26355,2815,58,16,134,-3,3004,230,204,102,4641,Lodgepole_Pine
62695,2683,336,8,108,27,1790,202,229,166,6710,Spruce_Fir
63716,2376,314,26,201,104,524,142,210,203,595,Cottonwood_Willow
5590,3156,250,8,306,47,228,203,246,181,3077,Lodgepole_Pine
85681,3154,49,5,285,92,4137,222,229,142,752,Lodgepole_Pine
70544,3153,27,13,120,11,3159,214,212,132,849,Spruce_Fir
59004,3041,90,7,400,66,2881,231,229,132,6570,Spruce_Fir
18871,3276,195,7,960,132,2254,219,246,162,2123,Spruce_Fir
38184,2481,357,10,450,77,513,204,221,155,1044,Douglas_fir
91908,3158,340,14,212,50,2037,190,219,167,2072,Lodgepole_Pine
42232,3261,345,5,268,19,5773,211,232,160,750,Spruce_Fir
27568,2751,36,14,270,83,1106,218,207,122,2100,Lodgepole_Pine
80604,3039,27,2,283,9,1466,218,234,153,2696,Lodgepole_Pine
75213,2863,85,9,42,0,4039,233,225,124,6120,Lodgepole_Pine
16564,3024,295,14,95,16,3590,181,236,195,1777,Spruce_Fir
36288,3109,217,7,120,-9,6256,212,247,171,2462,Lodgepole_Pine
24243,2948,175,14,108,40,1342,227,247,148,663,Lodgepole_Pine
109232,2961,351,17,446,85,949,188,209,158,1521,Lodgepole_Pine
46718,2969,235,4,283,27,4924,213,243,167,2252,Spruce_Fir
13873,2922,78,16,175,42,3704,239,209,95,5193,Lodgepole_Pine
24116,3349,0,12,474,101,711,202,217,152,1812,Krummholz
49744,3353,70,6,417,31,993,227,228,135,2554,Krummholz
24610,2935,13,9,42,3,3022,212,222,148,1365,Spruce_Fir
86503,2784,339,8,234,64,1396,203,228,164,2313,Lodgepole_Pine
9180,3299,211,8,402,75,3339,213,248,170,1965,Spruce_Fir
72066,3229,333,16,360,81,960,183,218,174,2116,Lodgepole_Pine
68404,2900,306,18,85,20,5239,166,226,199,4344,Douglas_fir
54999,3156,196,13,306,26,2200,217,250,166,765,Spruce_Fir
82381,2970,256,11,258,-7,5810,194,247,191,1945,Lodgepole_Pine
84085,2781,17,5,30,-1,1124,216,229,151,3031,Spruce_Fir
10221,3233,21,19,153,34,2190,204,196,124,987,Spruce_Fir
104066,2727,13,11,175,21,2077,209,217,144,3907,Lodgepole_Pine
98205,2730,59,12,362,22,1290,229,214,116,2241,Lodgepole_Pine
37059,2449,236,21,90,28,990,179,253,206,1263,Ponderosa_Pine
1841,3238,110,15,450,102,626,244,223,104,908,Krummholz
49772,2965,342,7,124,29,5827,206,230,162,4046,Lodgepole_Pine
68802,3206,165,7,350,26,547,226,242,150,874,Spruce_Fir
15264,2973,167,5,90,28,1756,224,242,152,85,Lodgepole_Pine
23993,2710,106,14,42,6,2640,243,223,107,524,Lodgepole_Pine
25930,3023,61,2,404,72,4941,221,234,149,1624,Lodgepole_Pine
97407,3111,342,6,418,26,1291,208,231,162,1260,Spruce_Fir
3368,3083,313,8,30,5,4770,199,234,175,2396,Lodgepole_Pine
26367,3194,297,19,295,11,2742,162,230,206,2614,Spruce_Fir
34903,2219,88,13,42,12,691,239,219,109,1617,Cottonwood_Willow
97393,2995,24,5,0,0,2880,217,230,149,1651,Lodgepole_Pine
14288,2686,99,19,124,33,1996,247,210,84,874,Lodgepole_Pine
73146,3130,155,12,319,52,212,234,241,137,3479,Lodgepole_Pine
77511,3149,339,7,503,103,5117,204,230,164,888,Lodgepole_Pine
52063,2940,340,9,313,79,3109,201,227,165,2270,Lodgepole_Pine
106061,3279,288,8,552,89,750,197,239,182,591,Spruce_Fir
26697,3093,263,14,283,34,5754,185,246,200,1965,Lodgepole_Pine
104029,3018,2,17,108,10,3994,194,205,146,2439,Spruce_Fir
87987,3068,222,7,330,11,1549,212,247,172,1549,Krummholz
71817,2833,283,27,30,18,1860,135,229,229,1172,Spruce_Fir
87661,3014,87,28,404,147,6390,247,183,46,3930,Lodgepole_Pine
60222,3270,118,24,247,33,2193,253,210,70,1890,Spruce_Fir
62063,2391,244,18,228,122,1332,182,251,205,644,Aspen
39942,2499,102,13,30,-10,1199,242,222,107,1565,Ponderosa_Pine
107979,2900,4,12,300,-38,5405,204,218,150,3903,Lodgepole_Pine
46408,3216,211,4,295,33,2488,216,244,164,706,Spruce_Fir
5745,3047,184,13,323,52,1926,223,249,156,3863,Spruce_Fir
51186,3176,199,19,268,43,595,210,253,170,5006,Lodgepole_Pine
90047,3243,315,4,85,1,5636,209,236,166,750,Spruce_Fir
94845,2905,87,20,170,45,3472,245,203,79,5088,Lodgepole_Pine
36564,3123,285,17,752,144,6322,171,238,206,1387,Lodgepole_Pine
7391,2118,3,12,0,0,1182,203,216,150,543,Cottonwood_Willow
50124,3269,356,13,190,46,3909,199,217,155,1396,Spruce_Fir
93751,3099,359,9,67,5,4360,206,223,155,3412,Spruce_Fir
29217,3291,139,5,350,18,1351,227,238,145,2093,Spruce_Fir
14480,3265,174,10,376,58,4236,226,245,152,2206,Spruce_Fir
87303,2058,257,11,0,0,914,195,247,190,212,Cottonwood_Willow
50107,3216,3,16,900,199,1966,197,208,146,2316,Spruce_Fir
26991,2757,94,11,134,14,1952,237,224,117,488,Spruce_Fir
69414,3189,45,22,108,35,3395,220,188,92,685,Spruce_Fir
11447,2764,4,11,564,117,2676,205,219,150,1554,Lodgepole_Pine
46206,2547,13,10,210,29,67,210,219,145,560,Lodgepole_Pine
74434,2609,93,5,120,5,579,227,233,140,6081,Lodgepole_Pine
72689,3187,67,19,469,111,3202,235,199,87,631,Spruce_Fir
72930,3035,71,14,0,0,4897,235,211,104,272,Spruce_Fir
14585,3269,63,27,127,66,4837,232,174,58,127,Spruce_Fir
19726,2651,79,10,42,5,2093,233,223,121,2010,Douglas_fir
58427,2431,259,8,371,-63,1020,202,245,182,1365,Ponderosa_Pine
39858,2217,319,10,330,145,30,195,231,176,361,Ponderosa_Pine
53284,3084,303,7,720,0,973,202,237,174,967,Lodgepole_Pine
5635,3420,5,19,595,223,4226,193,200,142,3632,Krummholz
92924,2588,284,18,170,53,210,169,238,208,1590,Lodgepole_Pine
39751,2331,47,22,270,124,228,221,187,90,1466,Ponderosa_Pine
10112,3280,95,19,108,33,713,246,209,84,1148,Lodgepole_Pine
28609,2705,131,5,474,19,1114,228,237,143,1972,Lodgepole_Pine
45958,2721,76,4,85,0,2382,225,232,143,4260,Lodgepole_Pine
107903,2884,123,19,579,212,949,248,222,95,495,Lodgepole_Pine
79902,2981,306,6,384,102,2496,203,237,173,1405,Lodgepole_Pine
103558,2795,343,33,242,86,1194,136,171,162,1782,Lodgepole_Pine
74785,3109,296,17,218,-13,3353,169,232,202,2161,Spruce_Fir
1803,3018,184,3,636,99,5755,220,241,157,3277,Lodgepole_Pine
6384,3440,134,32,283,9,2526,250,207,59,1020,Krummholz
3998,3183,123,12,361,67,2553,240,231,120,2949,Spruce_Fir
57519,3199,33,14,277,26,1521,216,208,124,212,Spruce_Fir
42459,2198,324,26,127,43,1075,148,203,191,792,Ponderosa_Pine
3446,3207,69,14,631,102,1036,234,211,106,1996,Lodgepole_Pine
10405,2530,1,27,108,24,1717,172,180,137,1733,Lodgepole_Pine
62668,3151,301,20,300,91,1445,159,227,206,2400,Lodgepole_Pine
96003,3278,6,11,180,37,3248,207,219,149,2226,Spruce_Fir
96775,2720,45,10,95,9,2213,223,217,128,2455,Lodgepole_Pine
84245,2964,313,9,90,24,2096,195,233,178,514,Lodgepole_Pine
34030,3020,80,14,424,53,4327,238,215,105,1836,Lodgepole_Pine
27646,3395,189,13,150,14,4172,220,250,161,3474,Krummholz
41843,2760,58,27,150,28,1213,227,173,62,1771,Lodgepole_Pine
87834,3024,63,7,285,49,2976,226,226,134,6613,Spruce_Fir
76361,3353,205,26,765,126,3653,195,253,179,2418,Spruce_Fir
62871,2891,329,18,192,33,2841,176,217,179,2657,Lodgepole_Pine
82520,3046,99,11,30,-2,2613,238,225,117,2001,Spruce_Fir
98667,3098,90,19,134,4,3636,245,206,81,2851,Spruce_Fir
83735,2770,206,10,268,47,3911,214,250,170,1891,Lodgepole_Pine
11025,3106,313,19,120,36,4279,167,223,194,960,Spruce_Fir
67888,2374,238,20,67,20,300,179,253,206,342,Douglas_fir
97590,3257,66,9,953,82,1573,229,223,127,2727,Lodgepole_Pine
66179,3137,191,5,90,-5,4541,220,244,160,1064,Spruce_Fir
75700,2831,176,21,124,51,930,226,246,143,3103,Aspen
47023,3114,31,11,170,17,4980,217,217,134,2363,Krummholz
91022,3297,100,16,162,44,4014,245,216,96,4034,Krummholz
32335,2760,337,7,30,4,871,204,230,165,2164,Lodgepole_Pine
31336,2985,141,13,335,17,4063,239,236,125,2255,Lodgepole_Pine
102943,2723,93,23,90,26,1124,249,199,67,1253,Lodgepole_Pine
17157,2913,2,8,659,29,1421,209,225,154,1041,Lodgepole_Pine
104676,2836,58,17,240,53,1931,230,202,99,1998,Aspen
57017,2867,143,12,437,114,3363,237,237,129,2963,Lodgepole_Pine
102960,3159,45,7,497,17,3399,222,225,138,3848,Spruce_Fir
