,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
65536,3259,196,11,319,33,3475,217,249,165,1831,Lodgepole_Pine
6144,3150,172,7,192,14,2279,225,244,152,2550,Douglas_fir
30722,2961,304,9,190,42,3013,196,236,180,1338,Lodgepole_Pine
14339,2871,51,13,182,70,2275,226,211,116,2212,Spruce_Fir
47112,2845,35,10,277,47,2040,219,218,134,1830,Lodgepole_Pine
49163,2828,47,12,175,27,1273,224,214,122,2100,Lodgepole_Pine
94220,3005,60,13,351,67,1982,230,212,113,1766,Lodgepole_Pine
73742,2837,106,9,85,13,2382,235,229,125,2326,Lodgepole_Pine
14352,3098,306,8,335,43,2353,197,235,178,2172,Spruce_Fir
75794,2838,74,12,335,48,2583,235,217,112,1598,Lodgepole_Pine
79891,2948,70,11,192,13,2337,232,218,117,2222,Lodgepole_Pine
65557,2820,77,9,210,29,2662,232,223,122,2471,Lodgepole_Pine
49175,2915,216,10,182,29,1936,210,250,175,1702,Cottonwood_Willow
32792,2969,36,14,256,75,2131,218,208,123,2410,Lodgepole_Pine
47129,2916,61,9,255,37,3284,227,222,128,2394,Lodgepole_Pine
65561,2897,332,17,319,103,2143,178,216,177,1261,Spruce_Fir
67609,2958,34,14,518,89,2296,217,210,125,2062,Lodgepole_Pine
22558,2928,303,11,295,56,1124,189,235,186,1878,Douglas_fir
32801,2836,95,11,210,45,2171,238,223,114,1819,Lodgepole_Pine
90149,2770,341,16,323,43,1836,186,215,167,1158,Spruce_Fir
57382,3042,56,9,371,73,2258,226,222,130,2251,Spruce_Fir
81959,2934,335,16,342,52,3116,183,218,173,1826,Spruce_Fir
53288,2969,35,13,421,80,2412,218,210,125,1559,Spruce_Fir
81960,2721,340,17,210,62,1812,182,213,169,1725,Lodgepole_Pine
55339,3046,130,7,391,74,2409,232,236,136,2282,Douglas_fir
77867,2950,95,10,256,58,1710,237,225,118,1895,Lodgepole_Pine
71727,2910,202,10,300,45,2461,216,249,168,2208,Lodgepole_Pine
69679,3083,143,7,313,49,3814,231,239,140,2851,Lodgepole_Pine
12339,2897,45,12,242,28,2021,223,214,123,2060,Lodgepole_Pine
94260,2981,82,13,283,52,1950,237,218,109,1841,Lodgepole_Pine
18485,3020,31,13,313,49,2505,216,212,129,2542,Lodgepole_Pine
47157,3064,45,15,247,63,2177,223,207,115,2773,Spruce_Fir
45109,3032,51,16,400,94,2126,226,203,106,1744,Lodgepole_Pine
79924,2835,39,13,360,32,2345,220,210,122,1622,Lodgepole_Pine
34874,3083,259,8,212,26,3041,200,245,184,1513,Lodgepole_Pine
47163,3032,93,9,330,60,2356,235,226,121,2363,Spruce_Fir
71741,2868,337,16,218,73,1606,184,217,171,1879,Spruce_Fir
16446,2931,74,10,182,2,1875,232,222,122,1892,Lodgepole_Pine
30783,2845,35,10,277,47,2040,219,218,134,1830,Lodgepole_Pine
86082,2885,317,11,212,47,2888,192,231,179,2058,Cottonwood_Willow
30787,3190,328,11,543,103,3108,194,228,173,1771,Spruce_Fir
79940,2837,65,11,150,36,2947,230,218,120,2214,Lodgepole_Pine
63555,3049,49,14,190,61,2170,225,210,116,2804,Spruce_Fir
28740,2770,51,12,120,7,1528,226,214,120,1652,Lodgepole_Pine
67655,2798,38,14,306,42,1997,219,209,122,1945,Lodgepole_Pine
69704,2927,340,16,297,44,3078,185,216,168,1786,Spruce_Fir
43083,2894,326,10,228,51,2932,195,229,173,2010,Spruce_Fir
14414,3001,320,11,175,34,3182,191,229,178,1905,Lodgepole_Pine
104527,3083,174,10,306,85,3583,226,245,152,2685,Spruce_Fir
16465,3097,165,8,443,60,2147,228,243,148,1702,Lodgepole_Pine
59476,2752,45,14,218,37,1116,223,210,118,2161,Lodgepole_Pine
45141,3045,110,9,234,27,1900,236,230,126,1587,Spruce_Fir
4182,2907,48,12,313,47,2596,224,213,120,2581,Cottonwood_Willow
18519,2895,143,9,175,21,3248,234,238,135,2135,Lodgepole_Pine
82011,2913,337,14,228,39,1006,189,221,170,1995,Lodgepole_Pine
73821,2945,74,10,192,46,3304,232,222,122,1829,Lodgepole_Pine
90209,2828,83,11,268,45,1718,236,220,114,2053,Lodgepole_Pine
51299,2991,292,11,390,76,2831,188,238,189,1577,Lodgepole_Pine
36972,2825,42,13,247,41,2489,222,212,123,1452,Lodgepole_Pine
24690,2984,345,12,256,69,2476,196,221,163,1919,Spruce_Fir
53364,2953,326,14,361,62,3156,185,224,178,1677,Spruce_Fir
104568,2959,163,9,175,22,3725,229,243,146,2131,Lodgepole_Pine
47226,3036,199,10,335,56,2377,217,249,166,1211,Lodgepole_Pine
59515,3029,284,8,306,58,2349,198,240,181,1128,Lodgepole_Pine
51325,2827,99,9,201,24,2147,235,228,125,1660,Lodgepole_Pine
28802,2836,51,14,242,33,2221,226,210,115,1616,Lodgepole_Pine
75909,2899,192,13,218,13,1782,219,250,162,1615,Lodgepole_Pine
39046,3003,72,8,201,11,3061,229,226,130,1828,Lodgepole_Pine
90247,2774,52,11,270,44,2616,226,217,124,2028,Lodgepole_Pine
18575,2889,89,11,216,39,2929,236,223,117,2355,Lodgepole_Pine
26775,2940,57,16,212,51,2218,229,206,105,1613,Lodgepole_Pine
43162,2947,310,11,216,20,1911,189,232,183,1797,Lodgepole_Pine
155,2786,32,15,309,75,1790,216,207,124,1036,Lodgepole_Pine
