Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
84496,2964,46,34,255,96,1771,208,147,49,2640,Spruce_Fir
109981,2268,172,17,60,15,384,229,246,142,470,Ponderosa_Pine
54467,3154,292,11,124,9,3603,189,238,189,1926,Spruce_Fir
56879,3023,119,12,402,57,430,241,229,117,1357,Spruce_Fir
54582,2936,331,22,382,66,882,162,206,181,1477,Lodgepole_Pine
24461,2402,79,23,85,15,711,243,192,67,782,Ponderosa_Pine
103238,3004,111,25,360,137,6026,253,203,62,4126,Lodgepole_Pine
74803,2988,244,9,646,90,5909,202,248,184,6003,Lodgepole_Pine
7640,2800,61,8,67,9,2866,227,223,129,4618,Lodgepole_Pine
24939,3011,130,12,153,10,3521,240,233,121,5907,Lodgepole_Pine
61201,2951,266,20,713,305,1385,166,244,215,2048,Lodgepole_Pine
99399,2752,118,31,85,39,3394,254,195,43,5953,Aspen
69054,2988,84,10,234,51,4708,234,224,121,1528,Lodgepole_Pine
96340,3263,292,18,210,68,4920,168,234,205,1195,Lodgepole_Pine
34875,2834,319,28,258,95,3509,138,202,199,1321,Lodgepole_Pine
4541,3069,299,25,446,-34,1357,144,222,215,3032,Spruce_Fir
43416,2968,270,7,722,-66,1423,202,243,180,1765,Lodgepole_Pine
44021,3188,348,26,212,50,4279,162,189,158,1544,Spruce_Fir
17977,3129,68,8,30,-5,1537,229,223,127,484,Spruce_Fir
97114,3190,69,4,424,10,5259,224,231,143,2348,Spruce_Fir
89355,3219,54,22,85,28,1991,227,186,82,2265,Spruce_Fir
64749,3050,165,28,216,37,2856,231,235,114,1477,Lodgepole_Pine
36358,3050,333,6,365,75,5313,205,232,165,3681,Spruce_Fir
77228,2353,28,27,210,83,741,198,170,94,693,Douglas_fir
38955,2461,319,16,234,55,459,176,224,187,1392,Lodgepole_Pine
98972,3230,341,11,42,8,3421,196,223,166,1852,Spruce_Fir
89352,2530,285,3,247,22,741,212,239,165,1020,Lodgepole_Pine
27029,3115,340,6,360,36,466,207,231,163,1541,Lodgepole_Pine
58070,2995,32,17,391,76,4744,213,199,116,3526,Spruce_Fir
106078,3026,304,9,90,14,2336,196,236,179,1077,Spruce_Fir
31633,3308,15,9,484,129,1328,212,221,146,2529,Lodgepole_Pine
50946,2825,10,27,242,77,1195,178,174,122,1140,Spruce_Fir
43584,3212,185,14,750,-1,446,222,249,157,2483,Lodgepole_Pine
1073,3071,319,14,335,-49,2014,182,226,183,2256,Lodgepole_Pine
68121,3066,311,5,600,116,859,206,236,169,932,Lodgepole_Pine
47350,2818,14,15,192,37,2122,205,209,138,2489,Lodgepole_Pine
4970,3229,281,25,876,142,3616,142,232,226,2227,Spruce_Fir
13472,2589,94,15,458,63,1008,242,217,101,3756,Lodgepole_Pine
81604,2692,352,13,60,14,2147,196,217,158,5157,Lodgepole_Pine
14883,3129,228,11,283,11,2510,203,251,183,514,Lodgepole_Pine
