,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
51264,2816,58,21,180,60,1416,230,192,86,1514,Lodgepole_Pine
80517,2709,52,23,180,67,1657,225,184,82,1273,Lodgepole_Pine
109599,2693,50,22,190,51,1704,224,188,88,1224,Lodgepole_Pine
66749,2826,58,21,180,75,1355,230,191,84,1209,Lodgepole_Pine
80303,2826,58,21,180,75,1355,230,191,84,1209,Lodgepole_Pine
4613,2830,59,23,150,53,2041,230,185,76,1358,Lodgepole_Pine
30733,2851,51,23,255,69,1262,224,184,82,1981,Lodgepole_Pine
50759,2692,53,22,153,50,1698,226,187,84,1231,Lodgepole_Pine
58613,2711,57,22,180,71,1224,229,189,82,924,Lodgepole_Pine
2501,2711,57,22,180,71,1224,229,189,82,924,Lodgepole_Pine
109605,2730,50,23,268,85,1631,223,184,84,1302,Lodgepole_Pine
82741,2717,61,24,175,48,1632,231,182,70,1298,Ponderosa_Pine
97053,2724,47,21,234,63,1878,222,189,92,1006,Lodgepole_Pine
107841,2716,64,22,210,73,1187,234,189,77,902,Lodgepole_Pine
15349,2733,49,22,150,37,1842,223,188,89,1266,Lodgepole_Pine
8192,2733,49,22,150,37,1842,223,188,89,1266,Lodgepole_Pine
54717,2684,49,23,162,42,1691,223,184,85,1207,Lodgepole_Pine
43661,2874,68,21,234,55,2218,236,192,77,1361,Lodgepole_Pine
85555,2807,38,23,242,73,1448,214,184,96,1482,Lodgepole_Pine
101682,2954,48,23,192,49,1510,222,183,85,1515,Lodgepole_Pine
95942,2807,49,25,180,64,1328,222,178,77,1150,Spruce_Fir
51460,2807,49,25,180,64,1328,222,178,77,1150,Spruce_Fir
15638,2807,49,25,180,64,1328,222,178,77,1150,Spruce_Fir
86755,2797,49,25,175,54,1316,222,178,77,1120,Spruce_Fir
39402,2753,41,21,190,62,1140,217,190,99,1678,Lodgepole_Pine
51481,2753,41,21,190,62,1140,217,190,99,1678,Lodgepole_Pine
8842,2753,41,21,190,62,1140,217,190,99,1678,Lodgepole_Pine
3868,2716,48,20,212,55,1852,223,192,95,1036,Lodgepole_Pine
