,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
6253,3021,207,11,270,0,1250,213,250,172,534,Lodgepole_Pine
90090,2757,82,5,379,29,2363,227,231,138,6089,Lodgepole_Pine
2024,2281,336,20,95,26,755,172,209,174,470,Ponderosa_Pine
8751,3016,300,18,190,36,484,167,230,202,1572,Lodgepole_Pine
581,3075,32,3,426,25,3178,219,232,150,361,Spruce_Fir
69925,3200,265,9,560,83,799,198,244,185,750,Lodgepole_Pine
71911,2794,59,6,90,12,1996,224,228,139,1965,Aspen
104695,3182,147,19,60,-27,2539,242,235,114,2824,Krummholz
32826,3109,285,3,324,61,1376,212,239,165,1211,Spruce_Fir
35672,3176,49,10,342,59,870,224,219,128,2123,Spruce_Fir
57574,3158,79,11,424,95,573,234,220,117,691,Spruce_Fir
30633,2577,200,27,295,157,1570,199,251,172,750,Ponderosa_Pine
107828,2929,209,5,175,20,5798,216,244,165,5180,Lodgepole_Pine
69268,2918,339,12,361,63,3730,194,222,167,5382,Lodgepole_Pine
5894,2895,95,22,85,25,4149,249,200,68,2881,Spruce_Fir
91414,3183,24,6,360,47,2992,217,226,146,1252,Lodgepole_Pine
36993,3277,47,16,870,161,1717,224,202,108,2859,Spruce_Fir
73874,3143,291,12,67,13,3636,186,238,192,1931,Spruce_Fir
77624,3178,235,14,600,69,390,196,252,191,2937,Lodgepole_Pine
94162,3185,265,10,616,80,825,194,245,190,966,Lodgepole_Pine
82797,3233,24,6,170,10,5920,217,226,146,1040,Spruce_Fir
2274,2866,99,11,60,8,3120,238,225,117,2642,Lodgepole_Pine
9177,2872,172,14,124,20,3139,229,246,145,3226,Lodgepole_Pine
90698,3242,202,25,408,9,2118,199,252,174,1107,Lodgepole_Pine
47899,2984,359,12,525,63,1932,202,219,153,872,Lodgepole_Pine
65928,2932,179,9,313,46,1908,224,246,154,1832,Spruce_Fir
97117,3196,352,10,95,9,3428,203,223,158,3387,Spruce_Fir
75353,3257,214,28,384,99,384,181,252,192,1146,Spruce_Fir
15184,2028,137,30,42,19,300,249,212,67,335,Ponderosa_Pine
108125,2893,108,10,781,98,3025,238,228,120,1621,Lodgepole_Pine
21543,2896,129,12,150,26,4322,240,233,121,5826,Lodgepole_Pine
25322,2309,218,27,443,-20,616,179,253,197,793,Ponderosa_Pine
63154,2989,282,6,268,43,2787,204,240,175,607,Lodgepole_Pine
29540,3050,127,11,297,22,277,239,232,122,1727,Spruce_Fir
127,3481,59,22,741,266,2370,231,188,79,1710,Spruce_Fir
27934,3143,143,5,180,7,4345,227,239,145,1779,Spruce_Fir
63896,3100,36,14,212,30,3632,218,207,122,2718,Spruce_Fir
57642,3347,80,11,277,65,2014,235,220,116,2523,Spruce_Fir
21851,2925,209,27,371,117,1771,189,253,185,875,Lodgepole_Pine
90643,2952,130,8,150,20,5646,233,236,135,4200,Lodgepole_Pine
103484,2851,52,3,0,0,3300,221,233,149,3260,Lodgepole_Pine
109220,2644,320,4,210,51,1332,209,236,165,1158,Lodgepole_Pine
66568,3039,79,6,277,51,2251,228,229,135,2646,Spruce_Fir
108438,3070,322,8,306,36,6617,199,232,173,3245,Lodgepole_Pine
36066,2926,58,10,212,11,3935,228,218,123,5639,Lodgepole_Pine
86525,3246,247,6,579,67,4756,207,245,176,2785,Spruce_Fir
96495,3168,24,17,524,170,4679,208,200,124,2375,Spruce_Fir
35261,3023,54,19,1062,225,3073,227,196,94,1065,Lodgepole_Pine
89879,3011,59,12,319,26,4176,229,214,116,4164,Spruce_Fir
5903,2840,356,10,134,36,4131,204,222,156,5200,Lodgepole_Pine
89238,3194,17,22,95,17,4339,196,190,123,3424,Spruce_Fir
21105,3335,162,8,228,-28,3013,229,242,146,638,Spruce_Fir
21540,2961,202,13,845,92,2915,214,251,170,1637,Lodgepole_Pine
72092,3083,70,6,30,-6,6998,226,229,137,2632,Lodgepole_Pine
67591,3244,180,9,240,-10,3690,224,246,155,1684,Lodgepole_Pine
36523,2615,195,21,67,14,2059,210,252,166,1358,Lodgepole_Pine
84386,3082,69,11,108,22,2277,232,218,116,1260,Spruce_Fir
41020,2919,99,9,124,33,5207,235,228,123,4123,Lodgepole_Pine
4231,3105,90,11,30,0,1850,237,222,114,400,Cottonwood_Willow
76685,2968,207,14,277,49,5376,211,252,174,3353,Cottonwood_Willow
79434,2983,75,17,90,-22,2764,239,205,91,1376,Spruce_Fir
24171,2496,46,13,30,0,1310,224,210,118,1448,Krummholz
23721,2725,135,9,120,10,1236,235,236,132,2108,Spruce_Fir
102535,2759,331,6,124,2,2249,206,233,165,3955,Lodgepole_Pine
87124,2845,43,17,234,72,2629,221,201,110,2814,Lodgepole_Pine
106772,3182,319,16,240,43,2413,177,224,186,342,Spruce_Fir
71625,2907,352,18,566,201,2910,186,206,157,1725,Lodgepole_Pine
57128,2289,18,28,242,-2,900,185,168,106,228,Ponderosa_Pine
92341,3276,91,10,30,0,1549,236,224,119,2952,Spruce_Fir
85922,2929,195,16,60,3,5541,215,252,166,3800,Lodgepole_Pine
83304,3417,108,21,361,20,2173,250,211,79,3467,Krummholz
103494,3204,102,18,283,41,807,247,213,87,2780,Lodgepole_Pine
83559,2959,10,12,42,4,4446,207,216,145,3684,Spruce_Fir
109953,2318,354,14,424,130,1308,196,214,156,1087,Ponderosa_Pine
53022,3312,171,14,30,2,1074,229,246,145,1290,Krummholz
80599,3078,142,23,600,37,1087,246,228,98,1962,Cottonwood_Willow
48292,2606,24,24,0,0,2160,199,181,108,7142,Lodgepole_Pine
44627,2831,4,13,418,95,1895,203,215,149,942,Aspen
65122,3243,50,12,454,23,2866,225,213,120,1040,Spruce_Fir
25818,3318,190,12,618,91,4009,220,249,161,2155,Spruce_Fir
69093,2458,353,10,309,7,976,203,222,158,977,Douglas_fir
59184,2853,113,13,42,6,1310,242,226,110,1637,Krummholz
35179,3133,15,11,295,21,1803,210,217,143,2821,Spruce_Fir
3962,2845,218,22,212,102,2829,190,254,192,1148,Lodgepole_Pine
107010,2887,335,20,60,26,612,171,209,175,1804,Lodgepole_Pine
22657,2761,7,8,30,4,631,211,225,151,2885,Lodgepole_Pine
71501,3078,0,6,30,0,1989,212,229,155,1956,Lodgepole_Pine
39676,3018,246,9,799,102,5838,201,247,184,3734,Lodgepole_Pine
24263,2911,18,10,216,9,2173,213,220,143,552,Spruce_Fir
63853,2746,345,15,42,10,1800,190,216,164,3318,Lodgepole_Pine
88729,3306,260,8,124,27,3482,200,245,183,1812,Spruce_Fir
203,3346,209,12,792,144,2781,211,251,173,1332,Spruce_Fir
38762,2911,18,8,0,0,3620,214,223,145,1355,Lodgepole_Pine
68132,3265,123,27,467,159,3360,253,209,66,484,Spruce_Fir
55338,3173,127,14,124,24,1218,243,230,113,1917,Spruce_Fir
36984,2879,45,15,150,31,1323,223,207,115,2297,Lodgepole_Pine
87313,3423,162,14,395,94,1103,233,243,137,4052,Lodgepole_Pine
75546,2895,317,11,268,30,3395,191,231,179,2886,Aspen
3251,2973,349,10,577,241,3313,202,224,160,1374,Lodgepole_Pine
100950,2397,53,18,150,61,424,227,198,98,658,Lodgepole_Pine
67185,2520,330,35,30,32,1072,118,176,184,1666,Lodgepole_Pine
96547,2981,196,11,277,32,1426,217,249,165,1443,Spruce_Fir
4506,3017,347,9,30,3,1254,204,226,161,1438,Lodgepole_Pine
8505,3134,124,14,170,10,3677,243,229,111,170,Spruce_Fir
110087,2595,342,18,190,59,1425,179,209,167,1594,Ponderosa_Pine
36283,2364,34,12,421,140,1250,218,214,130,510,Ponderosa_Pine
78898,2864,31,18,469,130,212,213,199,117,1062,Lodgepole_Pine
75931,2914,351,6,30,0,3201,210,230,159,2307,Lodgepole_Pine
52478,2919,4,10,474,64,3946,207,221,151,5528,Lodgepole_Pine
76454,2194,345,27,150,60,955,156,186,162,541,Ponderosa_Pine
20222,2936,32,10,551,10,4302,218,218,134,4506,Lodgepole_Pine
1174,2913,127,14,162,39,4345,242,230,114,3309,Spruce_Fir
98077,3422,274,24,351,112,3624,150,238,224,1159,Spruce_Fir
54344,2815,38,26,300,120,1784,210,174,86,849,Lodgepole_Pine
74641,2879,62,23,201,51,3426,233,185,72,5150,Lodgepole_Pine
103975,3198,70,12,201,7,437,233,217,114,1800,Spruce_Fir
69206,3049,118,26,175,26,2632,253,207,65,1448,Lodgepole_Pine
47194,2822,124,22,120,71,2100,251,217,82,792,Aspen
52316,3077,178,15,446,100,1535,225,248,150,3472,Spruce_Fir
37170,3021,326,3,67,0,4514,211,235,163,932,Lodgepole_Pine
16913,3405,227,9,108,12,2821,207,249,178,497,Krummholz
4336,3392,169,10,395,-4,2341,228,244,148,390,Krummholz
34954,2965,113,5,0,0,4056,230,234,138,2202,Lodgepole_Pine
79663,2771,108,1,30,-7,210,220,237,154,1307,Lodgepole_Pine
76795,2969,128,9,42,7,1581,235,235,131,2208,Lodgepole_Pine
31665,2938,110,20,664,140,3017,250,213,82,573,Lodgepole_Pine
67347,3113,54,8,120,0,3929,225,223,131,2893,Spruce_Fir
23524,2509,223,16,180,49,907,198,253,189,700,Lodgepole_Pine
69351,3033,146,7,216,5,828,230,239,142,1001,Spruce_Fir
64300,3384,130,8,60,-3,2291,233,236,135,3478,Krummholz
51697,2975,74,12,234,29,4869,234,217,114,4360,Lodgepole_Pine
36450,3096,58,22,85,39,5067,230,187,79,1641,Spruce_Fir
26192,3105,105,15,330,-10,908,244,221,103,1205,Lodgepole_Pine
74273,2890,46,17,258,-37,648,223,201,107,2118,Lodgepole_Pine
23877,3273,195,8,339,52,3751,219,247,163,2623,Spruce_Fir
45589,2862,163,11,256,10,3161,230,243,144,2918,Lodgepole_Pine
47381,2781,260,28,390,201,1382,142,241,231,1052,Lodgepole_Pine
108142,2970,205,10,934,126,2893,215,249,169,1487,Lodgepole_Pine
41088,3141,67,25,201,50,5180,235,180,61,1400,Spruce_Fir
50984,3427,347,13,807,231,927,196,219,162,888,Spruce_Fir
85916,3002,357,49,170,-8,2760,99,105,109,2334,Spruce_Fir
105938,3526,61,15,859,320,2675,231,207,105,1022,Spruce_Fir
12844,2678,24,11,192,21,3390,214,216,137,3086,Ponderosa_Pine
102283,3451,36,27,735,236,2400,207,170,84,1857,Spruce_Fir
102254,3164,331,19,1015,383,1426,171,213,179,1072,Spruce_Fir
53263,3152,105,13,190,46,3528,242,223,108,4280,Spruce_Fir
86226,3246,209,19,759,-23,3974,202,254,181,1248,Lodgepole_Pine
56401,2685,281,40,513,215,845,86,209,246,1800,Lodgepole_Pine
14517,2942,45,7,192,29,4715,222,225,138,4306,Spruce_Fir
77338,2844,143,9,90,1,1827,234,238,135,2476,Lodgepole_Pine
109989,2461,275,28,247,18,360,135,234,232,1829,Ponderosa_Pine
26964,2704,193,33,180,84,1890,196,244,158,1200,Lodgepole_Pine
37458,3071,350,12,751,248,752,198,219,160,1308,Lodgepole_Pine
52860,3263,218,12,285,-11,2742,207,251,179,547,Spruce_Fir
722,3292,327,5,240,27,5641,208,234,165,484,Lodgepole_Pine
24318,3047,344,3,258,12,1974,213,234,159,2021,Lodgepole_Pine
69030,3025,298,31,283,99,1976,118,211,225,1611,Lodgepole_Pine
53984,3306,46,18,446,72,1590,223,197,103,2256,Spruce_Fir
93633,2246,1,35,240,121,1031,148,151,123,1201,Ponderosa_Pine
50041,3089,24,9,285,18,3956,216,222,142,1956,Lodgepole_Pine
56246,3069,93,25,67,5,2854,249,193,58,1132,Lodgepole_Pine
92566,3031,180,11,805,125,5951,224,247,154,3520,Lodgepole_Pine
84056,3336,147,10,437,71,1595,233,239,137,2900,Spruce_Fir
45203,2683,351,17,170,54,2495,187,208,158,1302,Lodgepole_Pine
44137,3150,131,14,192,72,150,242,232,116,2641,Spruce_Fir
74758,2540,213,37,175,102,295,162,245,193,994,Lodgepole_Pine
87409,3079,45,7,182,-5,1230,222,225,138,1530,Lodgepole_Pine
55366,2444,178,27,134,39,1159,221,243,138,1128,Aspen
85875,2781,29,2,0,0,3591,218,233,152,3038,Spruce_Fir
13854,2749,53,2,85,0,1050,221,234,150,2297,Lodgepole_Pine
3740,2981,203,7,30,4,1458,217,247,166,1754,Spruce_Fir
