Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
8434,3051,98,9,664,224,1290,235,228,124,760,Spruce_Fir
66549,3298,346,14,390,46,4498,193,218,163,834,Spruce_Fir
62220,3224,151,19,524,122,424,240,236,117,4549,Krummholz
61271,3187,48,6,30,1,1507,222,227,140,541,Lodgepole_Pine
91216,2729,332,16,85,17,1557,182,218,175,1262,Aspen
94372,2933,243,17,495,69,1736,185,251,202,1124,Lodgepole_Pine
100193,2979,302,12,330,64,2896,186,234,188,1532,Lodgepole_Pine
17484,3378,186,7,1047,176,2922,222,246,158,1412,Krummholz
31974,2975,58,22,95,24,661,230,189,82,618,Spruce_Fir
95508,3155,121,26,255,61,3743,253,209,66,2796,Spruce_Fir
81601,2995,248,11,684,97,5928,197,248,189,5921,Lodgepole_Pine
50065,2614,318,6,85,8,570,205,235,169,1409,Lodgepole_Pine
5456,2675,60,14,95,24,2581,230,210,109,983,Lodgepole_Pine
58262,2455,29,13,351,97,871,215,211,130,1189,Douglas_fir
23322,3024,45,8,485,180,5636,223,222,134,5016,Lodgepole_Pine
105611,3039,131,5,30,-3,2571,229,237,142,3937,Spruce_Fir
89300,2460,210,29,60,36,969,183,251,188,768,Ponderosa_Pine
43107,3142,141,19,362,64,277,244,231,108,3561,Lodgepole_Pine
51498,3125,241,10,297,52,5697,202,248,184,2452,Lodgepole_Pine
49240,3188,128,18,90,6,2681,247,225,99,2908,Spruce_Fir
21261,3171,291,20,297,100,3331,161,233,210,3167,Spruce_Fir
75026,3200,38,15,30,4,1638,218,205,118,2445,Spruce_Fir
80937,2914,96,16,190,54,3502,244,216,97,5114,Lodgepole_Pine
11363,3211,29,17,503,157,3708,212,201,120,1809,Spruce_Fir
35263,1975,130,24,67,23,108,250,218,81,351,Ponderosa_Pine
30527,3369,312,6,319,30,1380,204,236,171,2197,Spruce_Fir
38335,2148,41,38,108,73,433,197,133,41,285,Douglas_fir
36471,3289,210,8,391,62,3896,214,247,169,2406,Spruce_Fir
104108,3100,132,7,390,-8,6485,231,237,138,2821,Lodgepole_Pine
52752,2625,55,16,366,62,752,228,205,106,2442,Spruce_Fir
47790,3092,36,8,247,27,5161,220,222,138,2737,Aspen
37223,2441,283,30,285,-1,391,125,226,233,1832,Ponderosa_Pine
69029,3137,108,20,127,10,926,249,213,83,636,Spruce_Fir
6683,2961,60,16,234,77,1409,231,205,102,1107,Lodgepole_Pine
81486,3288,183,18,228,30,4651,222,249,153,2760,Krummholz
74637,3229,235,23,700,146,3566,175,253,208,2067,Spruce_Fir
59113,3129,17,10,285,48,4966,212,219,144,474,Lodgepole_Pine
103031,3316,270,4,570,113,854,208,241,171,859,Spruce_Fir
54899,3048,184,21,853,104,3094,219,249,153,2081,Lodgepole_Pine
26210,3070,146,10,120,10,6695,234,239,135,2982,Lodgepole_Pine
87211,3117,271,20,738,196,3373,164,242,216,2160,Spruce_Fir
104501,2989,315,39,319,171,1110,93,178,209,1300,Spruce_Fir
22878,2955,76,12,134,27,4672,235,217,111,4504,Lodgepole_Pine
80227,3015,340,10,234,38,4256,200,226,165,2347,Spruce_Fir
29996,2892,155,7,404,59,3734,228,241,146,3290,Lodgepole_Pine
104835,3803,3,16,1040,357,4816,197,208,146,2912,Krummholz
52496,2995,226,17,228,64,2489,193,254,193,1368,Lodgepole_Pine
16340,2673,85,15,60,4,1388,241,212,97,811,Lodgepole_Pine
79495,3029,18,4,42,4,5049,217,231,152,2577,Spruce_Fir
90443,3121,343,13,60,15,1590,194,220,165,2349,Spruce_Fir
87955,3384,195,14,618,178,2155,217,251,165,1095,Spruce_Fir
65349,2176,349,24,90,28,1040,169,193,157,693,Ponderosa_Pine
85444,2768,349,11,499,104,2759,200,222,160,1471,Lodgepole_Pine
95739,3078,357,36,283,85,2713,142,153,132,2497,Spruce_Fir
27904,3260,135,15,362,146,4146,242,232,115,1326,Lodgepole_Pine
92921,2647,323,5,190,13,726,207,235,166,1663,Lodgepole_Pine
85467,3211,247,14,175,28,2925,189,250,197,934,Krummholz
32377,3260,107,13,518,-4,870,241,224,110,2730,Spruce_Fir
103251,2884,10,22,201,54,2297,190,189,130,1748,Spruce_Fir
76910,3141,146,7,1216,207,3062,230,239,142,1577,Cottonwood_Willow
