"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
42,2787,92,6,277,30,3156,230,231,135,5186,"Spruce_Fir",42
50,3020,285,35,376,197,1200,103,214,239,1215,"Spruce_Fir",50
68,2827,54,13,270,35,4250,227,211,115,5385,"Spruce_Fir",68
69,2666,251,22,67,20,1560,166,249,217,1170,"Lodgepole_Pine",69
109,3300,20,18,228,93,2054,205,199,126,2082,"Spruce_Fir",109
164,3040,279,26,395,129,5562,139,232,228,1053,"Lodgepole_Pine",164
168,3066,264,16,366,69,3307,179,246,205,1593,"Spruce_Fir",168
189,3156,219,6,162,21,671,213,246,169,2465,"Spruce_Fir",189
207,2921,4,16,484,102,1500,197,207,145,2803,"Lodgepole_Pine",207
225,2708,15,7,443,99,2399,214,225,148,1563,"Lodgepole_Pine",225
235,3312,312,13,228,42,5689,185,230,185,750,"Spruce_Fir",235
269,3133,38,17,277,27,1036,218,202,114,1906,"Spruce_Fir",269
296,2968,138,17,335,23,6039,244,232,110,3279,"Lodgepole_Pine",296
312,3061,344,10,127,-7,1878,201,225,163,1316,"Spruce_Fir",312
314,3098,72,1,30,1,693,219,237,154,1816,"Spruce_Fir",314
321,2497,200,27,319,51,2084,198,251,172,153,"Ponderosa_Pine",321
338,3088,64,16,0,0,1825,233,205,99,2938,"Spruce_Fir",338
426,2532,334,11,285,6,644,194,225,170,1144,"Lodgepole_Pine",426
452,3149,45,4,240,39,1784,221,231,146,2568,"Spruce_Fir",452
454,2322,302,15,150,58,1064,177,232,194,524,"Douglas_fir",454
461,3132,59,27,150,59,5028,229,175,62,1557,"Ponderosa_Pine",461
497,3359,116,22,134,30,1387,251,213,78,1515,"Krummholz",497
533,2511,38,6,162,12,703,220,227,143,5523,"Aspen",533
549,2994,160,10,531,86,3589,230,242,143,1057,"Lodgepole_Pine",549
564,2481,12,15,201,31,992,203,207,139,272,"Douglas_fir",564
639,3112,46,24,60,18,2812,219,181,84,4015,"Spruce_Fir",639
669,3221,215,25,391,86,420,187,254,192,2632,"Lodgepole_Pine",669
720,2777,70,7,127,11,1167,228,226,132,2400,"Spruce_Fir",720
767,3140,0,13,60,11,4011,200,215,152,1947,"Spruce_Fir",767
801,3057,118,5,510,24,1557,228,236,142,2707,"Lodgepole_Pine",801
828,2769,333,17,108,28,1544,180,216,175,2617,"Lodgepole_Pine",828
831,2593,12,18,210,42,1510,198,200,135,1579,"Lodgepole_Pine",831
892,3032,10,20,470,259,874,194,195,134,1390,"Spruce_Fir",892
906,2264,310,15,300,152,845,178,229,190,228,"Krummholz",906
924,2901,69,14,390,24,497,234,211,106,1633,"Lodgepole_Pine",924
948,3280,182,9,592,189,3905,223,246,156,648,"Lodgepole_Pine",948
960,2839,211,27,382,68,3275,186,253,188,1645,"Ponderosa_Pine",960
1017,3153,160,17,1165,186,3093,235,241,131,1888,"Lodgepole_Pine",1017
1044,2109,255,31,90,25,1191,133,241,235,450,"Lodgepole_Pine",1044
1130,2219,358,36,481,62,700,143,150,128,959,"Ponderosa_Pine",1130
1169,3093,22,15,642,7,3961,209,206,130,3408,"Lodgepole_Pine",1169
1170,2864,334,11,85,13,2791,194,225,170,2681,"Lodgepole_Pine",1170
1177,3105,136,15,153,17,1045,242,233,117,1924,"Spruce_Fir",1177
1196,3041,259,6,870,76,5751,206,244,176,5622,"Lodgepole_Pine",1196
1207,3122,330,14,216,25,384,187,222,175,1909,"Spruce_Fir",1207
1225,2845,138,11,365,92,3289,237,236,128,2922,"Cottonwood_Willow",1225
1235,2968,109,11,376,-52,685,240,227,116,1885,"Lodgepole_Pine",1235
1241,3024,81,10,162,42,170,233,223,121,644,"Spruce_Fir",1241
1291,2600,90,10,190,0,1443,236,224,118,474,"Lodgepole_Pine",1291
1314,2593,307,27,192,91,891,137,213,211,430,"Douglas_fir",1314
1378,3023,148,13,300,2,1209,237,238,129,1282,"Lodgepole_Pine",1378
1412,3086,240,11,42,8,2742,198,250,188,469,"Spruce_Fir",1412
1487,3424,330,9,424,55,4814,198,229,170,4311,"Krummholz",1487
1519,3126,334,7,458,-59,1121,204,231,166,1048,"Spruce_Fir",1519
1530,2939,139,16,67,17,4502,243,233,114,1894,"Lodgepole_Pine",1530
1562,3056,110,7,242,-1,2885,233,232,132,860,"Lodgepole_Pine",1562
1595,3282,93,16,636,121,1315,244,213,94,1698,"Spruce_Fir",1595
1609,2968,61,6,150,9,3586,225,228,137,1061,"Lodgepole_Pine",1609
1627,3413,78,8,391,64,2714,231,226,128,1423,"Krummholz",1627
1634,3166,266,10,175,50,2643,194,245,189,918,"Lodgepole_Pine",1634
1653,3044,72,28,400,67,484,238,174,48,1353,"Lodgepole_Pine",1653
1706,2606,355,9,30,4,1581,206,224,157,1253,"Lodgepole_Pine",1706
1757,3088,75,33,242,113,1998,238,158,24,3784,"Spruce_Fir",1757
1817,2724,55,10,350,40,384,226,220,127,1075,"Lodgepole_Pine",1817
1818,2964,159,27,240,27,3388,236,233,108,1224,"Lodgepole_Pine",1818
1826,3233,173,8,283,3,4536,225,244,152,830,"Lodgepole_Pine",1826
1850,2847,82,5,309,46,3408,227,231,138,6397,"Lodgepole_Pine",1850
1877,2314,78,17,182,40,180,240,207,93,912,"Ponderosa_Pine",1877
1884,3161,155,18,258,68,192,238,239,124,2936,"Krummholz",1884
1950,3024,110,38,95,-13,937,253,170,9,1454,"Lodgepole_Pine",1950
1978,3180,81,15,258,36,3076,239,212,99,2906,"Lodgepole_Pine",1978
1985,2020,354,37,240,171,210,135,150,135,789,"Douglas_fir",1985
2070,2734,315,12,242,9,1260,188,230,182,2049,"Lodgepole_Pine",2070
2076,2751,171,22,60,12,1376,229,243,134,1495,"Spruce_Fir",2076
2082,2610,118,5,295,26,443,228,236,142,1500,"Lodgepole_Pine",2082
2092,2279,25,22,402,121,1442,203,187,112,914,"Ponderosa_Pine",2092
2094,3180,37,17,216,29,1663,217,201,114,4594,"Spruce_Fir",2094
2099,2462,155,21,390,54,360,239,237,117,1116,"Ponderosa_Pine",2099
2100,2729,107,16,0,0,2725,246,219,97,2230,"Aspen",2100
2107,3319,98,14,300,37,1945,243,219,102,2536,"Spruce_Fir",2107
2133,3128,268,23,216,25,4662,156,242,222,3174,"Spruce_Fir",2133
2135,2988,302,6,335,-1,3417,203,237,174,5541,"Lodgepole_Pine",2135
2196,3247,359,11,443,49,1087,203,220,154,1549,"Spruce_Fir",2196
2207,2632,106,3,30,-4,1034,226,235,145,6008,"Lodgepole_Pine",2207
2212,2903,21,11,300,-35,5495,213,217,140,3813,"Lodgepole_Pine",2212
