Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
53506,3023,6,7,384,16,2964,212,226,152,301,Spruce_Fir
22396,3465,21,10,488,212,1146,214,219,141,1641,Krummholz
82397,2786,108,31,474,250,1189,254,188,36,984,Lodgepole_Pine
2853,3240,221,17,800,-29,3980,197,254,189,1180,Lodgepole_Pine
88128,2845,27,14,644,98,3139,213,210,130,1504,Lodgepole_Pine
23812,3028,44,15,677,147,1598,222,206,115,2954,Lodgepole_Pine
16077,3150,64,17,216,-12,2858,233,202,95,1974,Spruce_Fir
91512,2750,70,36,120,83,150,232,148,16,1513,Aspen
51690,2988,157,8,201,10,3606,229,241,145,5958,Lodgepole_Pine
28834,2792,343,9,67,10,811,202,226,163,2800,Lodgepole_Pine
97405,3083,26,26,949,323,1061,199,176,101,1584,Spruce_Fir
44358,3043,305,8,309,8,1917,199,236,176,2040,Lodgepole_Pine
21905,2573,172,33,150,-2,1465,221,233,117,391,Ponderosa_Pine
6436,3041,97,19,524,17,6622,247,209,83,2737,Lodgepole_Pine
99995,2720,329,25,277,110,1549,151,201,185,1165,Lodgepole_Pine
61236,3275,95,18,268,169,4039,245,211,89,1266,Spruce_Fir
88446,3755,357,15,1050,309,5042,194,211,153,3171,Krummholz
54865,2939,351,16,1008,105,2486,190,212,158,960,Lodgepole_Pine
30610,3089,243,23,532,178,5704,169,251,214,1289,Lodgepole_Pine
72128,2548,189,22,67,20,1045,215,250,158,1473,Ponderosa_Pine
109424,3187,216,15,778,104,350,203,253,183,2591,Lodgepole_Pine
85547,3391,64,27,457,106,1973,232,173,56,1678,Spruce_Fir
64272,3037,216,14,847,3,6068,205,253,181,3332,Lodgepole_Pine
2394,1970,8,35,182,121,162,156,148,110,722,Douglas_fir
72238,2955,107,12,295,63,1680,240,225,113,1860,Lodgepole_Pine
19844,2814,332,23,268,64,1337,161,205,179,1290,Lodgepole_Pine
25517,3387,329,33,258,153,4530,126,183,186,3985,Krummholz
63636,3109,25,9,90,5,1797,216,221,141,2335,Lodgepole_Pine
34567,3123,52,9,618,10,3729,225,221,130,3537,Spruce_Fir
42335,3157,50,22,255,71,5190,224,186,86,1341,Ponderosa_Pine
99385,3294,208,21,90,34,2464,200,254,181,601,Krummholz
64907,2995,66,18,426,3,470,235,201,91,1558,Spruce_Fir
49153,3174,342,3,42,1,509,213,235,159,1213,Spruce_Fir
75944,2829,191,15,192,80,1746,218,251,162,1173,Aspen
65502,3194,17,22,95,17,4339,196,190,123,3424,Spruce_Fir
11734,2739,5,15,60,17,3094,199,209,145,6219,Lodgepole_Pine
16227,3456,119,6,892,223,2284,230,235,138,1465,Krummholz
55165,3190,16,13,391,84,990,208,213,140,2212,Spruce_Fir
9131,2988,180,9,210,36,4237,224,246,155,2197,Lodgepole_Pine
14341,2391,282,19,240,67,216,163,237,212,558,Ponderosa_Pine
22969,3359,287,19,926,232,3980,163,235,211,2405,Lodgepole_Pine
24308,2642,19,22,150,76,1239,198,188,120,6490,Spruce_Fir
59513,2995,62,14,362,5,3836,231,211,109,4795,Lodgepole_Pine
21670,2672,189,23,67,-13,1766,215,250,157,1130,Krummholz
18600,2540,79,32,408,142,1140,242,166,30,816,Ponderosa_Pine
69066,3096,8,15,671,-1,1833,202,209,143,3278,Spruce_Fir
38576,2507,107,14,95,24,270,243,222,105,1664,Ponderosa_Pine
107427,2833,264,7,649,101,67,202,244,181,1678,Lodgepole_Pine
50804,3177,217,5,541,24,1812,215,244,166,443,Spruce_Fir
33345,2796,90,15,30,9,2817,242,214,98,2099,Lodgepole_Pine
42576,2539,14,8,0,0,1421,213,224,148,1752,Lodgepole_Pine
47127,2191,296,30,120,54,1146,125,216,225,693,Douglas_fir
47552,3055,70,5,285,8,3844,225,230,140,2059,Lodgepole_Pine
108215,2939,255,20,960,273,2442,170,248,214,1537,Lodgepole_Pine
12834,3004,204,3,711,85,5827,218,242,161,3396,Lodgepole_Pine
8244,3177,47,20,474,256,1897,222,192,96,2806,Spruce_Fir
44821,3054,19,10,300,50,3990,213,219,142,4199,Spruce_Fir
69395,3343,100,15,543,306,3994,244,218,100,2595,Spruce_Fir
59599,3296,119,6,474,109,5295,231,235,137,1110,Lodgepole_Pine
8594,3050,105,13,256,82,3799,242,223,108,2467,Lodgepole_Pine
106074,3065,298,4,0,0,2053,210,238,167,1366,Spruce_Fir
107561,2772,197,21,228,61,655,209,252,168,2100,Lodgepole_Pine
