"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
39,3004,109,23,170,42,4455,252,206,69,2421,"Lodgepole_Pine",39
47,3245,81,9,492,97,685,233,224,123,1844,"Lodgepole_Pine",47
75,2602,342,13,150,41,750,193,221,166,6393,"Lodgepole_Pine",75
87,2975,349,13,351,113,738,195,218,161,1731,"Lodgepole_Pine",87
92,2846,112,10,212,25,2558,238,229,121,2831,"Lodgepole_Pine",92
94,3045,59,1,30,0,3126,220,235,152,537,"Lodgepole_Pine",94
96,2961,102,6,228,65,3390,230,233,137,1657,"Lodgepole_Pine",96
99,2431,89,9,30,-2,421,234,225,122,1337,"Douglas_fir",99
120,3027,28,10,258,3,4093,216,217,136,3616,"Spruce_Fir",120
126,2784,43,8,242,28,1940,222,222,136,1897,"Lodgepole_Pine",126
132,3246,89,13,127,12,1722,239,219,108,1994,"Spruce_Fir",132
133,3043,57,13,30,6,1801,228,212,115,3158,"Spruce_Fir",133
136,3112,102,15,0,0,1243,243,220,102,2253,"Lodgepole_Pine",136
139,3256,18,10,60,12,1992,213,220,143,1883,"Lodgepole_Pine",139
140,2914,49,18,210,-13,641,225,198,101,1544,"Spruce_Fir",140
147,2599,160,13,395,94,789,233,242,138,1458,"Aspen",147
221,2440,324,18,247,62,731,172,218,184,511,"Douglas_fir",221
228,2768,51,13,182,27,1632,226,212,118,1253,"Krummholz",228
244,3083,295,4,780,123,902,209,238,169,949,"Lodgepole_Pine",244
256,3169,191,17,457,73,2203,217,251,162,1008,"Lodgepole_Pine",256
279,2804,96,7,108,6,691,232,229,129,570,"Lodgepole_Pine",279
280,2765,34,5,503,22,1387,219,228,146,1012,"Lodgepole_Pine",280
283,3197,347,17,499,130,4128,185,210,161,726,"Spruce_Fir",283
284,3143,262,21,216,46,256,164,245,217,2376,"Spruce_Fir",284
304,2970,8,18,351,33,384,197,203,139,624,"Lodgepole_Pine",304
