,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
6330,2459,252,15,175,51,212,184,249,202,400,Ponderosa_Pine
109871,2170,64,39,175,94,270,223,134,9,525,Ponderosa_Pine
92898,3262,204,24,256,-5,3308,199,253,177,560,Spruce_Fir
71838,2745,78,15,480,15,2553,238,211,99,2132,Lodgepole_Pine
28264,3279,266,23,30,19,5725,154,242,223,787,Spruce_Fir
90565,3136,84,13,450,28,5313,238,217,107,1190,Lodgepole_Pine
44357,3175,223,19,1048,-94,4203,192,254,193,1233,Lodgepole_Pine
101111,2781,104,4,150,24,3092,226,234,143,5053,Lodgepole_Pine
97509,2874,101,25,511,213,518,252,197,58,1753,Aspen
84445,3159,131,10,150,27,6468,237,235,128,2038,Spruce_Fir
44822,2767,13,19,402,50,3423,198,197,132,2898,Spruce_Fir
86920,2527,2,7,384,159,934,211,227,154,1395,Ponderosa_Pine
6203,2244,340,31,90,48,708,139,178,167,541,Douglas_fir
14679,3318,169,13,1124,148,2525,230,245,144,2003,Krummholz
61157,3002,83,14,90,22,1165,239,214,102,2136,Spruce_Fir
68629,3348,147,19,604,193,1660,242,234,112,1354,Spruce_Fir
109840,2243,320,28,300,170,1493,138,201,197,914,Ponderosa_Pine
25184,3360,105,11,150,27,942,238,227,118,3864,Lodgepole_Pine
65011,2874,8,3,134,9,3528,216,232,154,3363,Lodgepole_Pine
30963,3356,0,9,510,108,752,208,224,154,1779,Krummholz
8865,2991,231,12,693,95,5920,201,251,186,6307,Lodgepole_Pine
6624,3320,122,20,268,50,3204,249,220,90,1095,Spruce_Fir
80451,2967,308,17,690,321,1516,173,228,194,1947,Lodgepole_Pine
59972,2576,351,17,480,89,840,188,209,157,1110,Ponderosa_Pine
91253,3014,289,9,752,118,5865,196,239,183,6476,Lodgepole_Pine
45530,2802,139,5,484,14,865,227,238,145,1213,Lodgepole_Pine
30794,3201,264,4,408,51,5952,209,242,171,2448,Spruce_Fir
70609,2620,38,3,201,11,976,219,233,150,5743,Lodgepole_Pine
14268,2902,342,7,541,41,2965,206,230,162,3536,Lodgepole_Pine
24694,3252,31,16,30,1,2007,214,203,120,4629,Spruce_Fir
9458,2732,53,5,212,24,1061,223,229,142,2239,Lodgepole_Pine
90978,2539,205,28,216,125,1624,191,251,180,607,Ponderosa_Pine
13224,3119,245,15,674,107,6090,188,250,199,1533,Lodgepole_Pine
88312,2411,179,10,108,-3,0,224,246,154,277,Douglas_fir
60185,2737,78,10,120,-16,1680,234,221,118,1187,Lodgepole_Pine
31226,2761,28,14,255,91,256,214,210,129,2630,Lodgepole_Pine
98039,2554,342,16,457,168,882,185,214,167,1198,Ponderosa_Pine
5439,2665,71,19,379,18,1273,237,200,87,5685,Lodgepole_Pine
41024,2763,330,9,67,10,870,199,229,170,2123,Lodgepole_Pine
65063,2954,280,16,30,8,1158,173,240,206,404,Lodgepole_Pine
68748,3129,161,9,277,31,134,229,242,145,4867,Lodgepole_Pine
28718,2753,17,20,134,43,1664,199,194,126,3200,Lodgepole_Pine
69765,2709,173,16,30,1,3061,229,246,144,1847,Lodgepole_Pine
53779,3365,67,6,361,32,1040,227,228,135,3754,Spruce_Fir
23084,2722,338,11,67,13,1053,196,225,167,2279,Lodgepole_Pine
1109,2779,48,14,210,18,1398,224,210,117,1040,Lodgepole_Pine
53509,3145,145,18,234,54,120,242,234,115,3065,Spruce_Fir
102823,2798,159,28,85,36,3960,236,232,106,5482,Lodgepole_Pine
20937,2942,351,30,216,111,5569,153,175,150,4832,Lodgepole_Pine
60537,2829,260,28,85,8,990,140,241,232,1260,Lodgepole_Pine
44649,3286,73,6,789,138,6272,227,229,136,1896,Lodgepole_Pine
72902,2177,303,29,335,283,362,127,211,218,210,Ponderosa_Pine
73188,2882,293,34,732,505,808,109,211,232,2155,Lodgepole_Pine
20481,2794,95,35,153,122,1383,250,166,14,926,Aspen
26641,3152,180,6,60,0,390,222,244,156,1440,Spruce_Fir
14203,3025,8,22,721,156,2505,188,189,132,2163,Lodgepole_Pine
83929,2725,19,15,313,68,1748,208,207,133,2062,Lodgepole_Pine
45440,2578,350,16,420,57,162,188,210,159,760,Lodgepole_Pine
30296,2777,315,7,277,36,4034,202,235,172,1902,Lodgepole_Pine
24400,2893,291,21,362,80,904,158,232,212,1926,Spruce_Fir
41832,3259,19,14,108,11,2814,209,210,136,2656,Spruce_Fir
34837,3464,89,23,295,99,1528,247,196,65,1537,Krummholz
54279,2941,55,13,612,176,1560,228,212,115,1866,Lodgepole_Pine
70349,3078,249,12,85,12,5505,194,249,193,2496,Lodgepole_Pine
103624,2589,166,9,30,-3,3014,228,244,148,2223,Lodgepole_Pine
107927,2975,320,8,175,-24,3763,198,232,173,1337,Lodgepole_Pine
18769,3249,66,8,234,22,4287,228,225,131,2349,Krummholz
15111,2945,232,26,295,132,1517,168,252,211,418,Lodgepole_Pine
33390,2936,102,20,85,22,3624,249,210,81,1273,Lodgepole_Pine
108962,3200,124,24,127,39,1530,252,214,76,2635,Lodgepole_Pine
69839,2551,304,23,153,32,1776,152,222,208,1852,Lodgepole_Pine
85196,2505,345,14,569,258,638,191,217,164,541,Ponderosa_Pine
77174,3007,60,8,470,75,3266,226,224,132,875,Lodgepole_Pine
25719,2704,109,11,402,37,949,239,228,119,1593,Lodgepole_Pine
2895,3005,81,10,216,29,1613,233,223,121,1879,Lodgepole_Pine
32412,2716,79,13,0,0,1343,237,216,107,2073,Lodgepole_Pine
74907,2970,83,15,513,-57,789,240,212,97,1624,Lodgepole_Pine
47068,2582,273,33,319,112,875,117,228,240,1654,Lodgepole_Pine
48196,2689,130,20,306,55,2416,249,223,93,2272,Aspen
105197,2772,77,5,300,-10,997,227,230,138,2551,Spruce_Fir
18154,2729,32,6,30,-2,2412,219,226,144,4136,Lodgepole_Pine
53503,2865,68,24,170,63,182,236,185,68,1243,Spruce_Fir
45125,3027,182,18,150,6,5814,223,249,152,2361,Lodgepole_Pine
41805,2710,59,27,180,70,1222,229,175,62,2147,Lodgepole_Pine
109426,2540,331,30,150,34,858,136,187,182,1798,Lodgepole_Pine
17021,2997,0,8,390,49,4224,209,226,155,2018,Lodgepole_Pine
79416,2821,82,13,0,0,837,237,217,108,175,Aspen
102501,3223,258,14,134,25,2927,186,247,199,1388,Spruce_Fir
35300,2435,105,13,108,24,713,241,224,110,1529,Ponderosa_Pine
82394,3029,238,9,424,38,1167,204,248,181,1723,Lodgepole_Pine
5949,3289,174,19,335,50,4586,227,246,143,2554,Spruce_Fir
13423,2290,200,37,42,29,1608,179,242,168,850,Douglas_fir
17259,2733,49,9,543,109,1337,224,221,131,713,Lodgepole_Pine
40678,2726,265,38,162,92,1146,99,225,247,1410,Lodgepole_Pine
34198,3063,35,12,642,204,1834,219,214,129,3092,Spruce_Fir
5184,3097,54,25,234,27,4790,225,179,74,3137,Spruce_Fir
