"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
51,3227,193,15,677,13,531,217,251,163,2513,"Lodgepole_Pine",51
57,2774,162,4,150,-5,2067,223,240,152,1087,"Lodgepole_Pine",57
78,2862,336,8,0,0,2825,202,229,166,2315,"Spruce_Fir",78
103,3202,302,9,552,-18,5315,195,236,181,2024,"Spruce_Fir",103
167,3241,345,15,90,18,3558,190,216,164,4089,"Spruce_Fir",167
169,3483,49,15,726,249,2193,225,207,112,1698,"Spruce_Fir",169
191,2909,28,23,175,65,972,204,183,105,1740,"Spruce_Fir",191
247,2971,127,19,339,125,2301,248,224,96,1528,"Lodgepole_Pine",247
253,2785,59,6,0,0,2044,224,228,139,1958,"Spruce_Fir",253
271,3065,353,8,60,3,3740,207,227,158,376,"Spruce_Fir",271
278,2952,43,22,170,49,4568,217,185,92,4672,"Spruce_Fir",278
280,2765,34,5,503,22,1387,219,228,146,1012,"Lodgepole_Pine",280
281,3232,303,5,60,6,5791,206,237,170,1481,"Spruce_Fir",281
299,3101,101,9,481,42,480,235,228,124,1222,"Lodgepole_Pine",299
314,3098,72,1,30,1,693,219,237,154,1816,"Spruce_Fir",314
366,3285,17,7,0,0,5348,214,225,147,324,"Spruce_Fir",366
400,2947,337,23,484,218,3353,162,201,174,1382,"Lodgepole_Pine",400
402,3354,13,13,424,57,1195,207,213,142,2724,"Spruce_Fir",402
424,2998,92,16,240,-17,511,243,214,95,1026,"Spruce_Fir",424
426,2532,334,11,285,6,644,194,225,170,1144,"Lodgepole_Pine",426
447,2969,318,17,297,49,4809,172,222,189,1928,"Lodgepole_Pine",447
467,3178,267,12,162,33,2719,188,245,196,685,"Lodgepole_Pine",467
472,3171,223,24,955,396,1167,182,254,200,1433,"Spruce_Fir",472
488,2771,19,17,247,28,1698,206,203,130,1189,"Aspen",488
500,2933,65,13,90,11,1878,232,214,112,2335,"Lodgepole_Pine",500
552,3045,343,18,319,66,2375,181,211,166,2255,"Spruce_Fir",552
557,2510,197,22,42,11,1613,208,252,168,474,"Ponderosa_Pine",557
562,3241,337,10,120,13,4089,197,225,167,1218,"Spruce_Fir",562
580,3069,236,5,150,15,2831,211,245,172,1698,"Lodgepole_Pine",580
586,2608,143,20,300,70,1040,244,231,107,1053,"Ponderosa_Pine",586
618,2296,289,24,295,107,1239,147,230,219,858,"Douglas_fir",618
628,2635,79,8,210,58,1337,231,225,126,1421,"Lodgepole_Pine",628
659,3412,254,22,342,102,3642,163,248,219,924,"Spruce_Fir",659
699,3044,43,10,0,0,1300,222,218,130,1620,"Spruce_Fir",699
724,2623,225,10,108,44,1758,206,250,180,912,"Lodgepole_Pine",724
754,2910,124,17,175,47,2812,246,226,102,1868,"Lodgepole_Pine",754
771,2535,82,13,108,14,0,237,217,108,721,"Lodgepole_Pine",771
776,2610,359,23,268,125,743,180,192,145,365,"Douglas_fir",776
802,3085,320,12,150,18,4838,190,229,179,752,"Spruce_Fir",802
803,2667,22,14,268,98,633,211,210,133,1973,"Lodgepole_Pine",803
811,3107,63,1,162,36,1935,220,236,153,2021,"Lodgepole_Pine",811
815,2898,136,16,90,14,3466,243,232,113,2002,"Lodgepole_Pine",815
862,2506,222,18,85,38,841,195,254,191,841,"Ponderosa_Pine",862
868,2760,104,9,30,3,1734,235,229,126,2903,"Lodgepole_Pine",868
876,2860,55,18,170,47,3059,228,198,96,2047,"Lodgepole_Pine",876
880,3093,238,9,492,87,2654,204,248,182,1954,"Lodgepole_Pine",880
887,3222,357,18,576,67,1290,189,205,151,1668,"Spruce_Fir",887
891,3277,323,12,108,19,2134,189,227,178,2669,"Spruce_Fir",891
921,3136,293,22,170,56,4502,152,229,214,1242,"Spruce_Fir",921
946,3162,40,12,782,35,2305,221,214,126,3125,"Spruce_Fir",946
983,2694,113,32,175,110,1581,254,188,35,1082,"Lodgepole_Pine",983
1019,2924,80,9,190,51,1962,233,223,122,2239,"Lodgepole_Pine",1019
1056,3354,179,12,150,9,4357,225,247,153,3311,"Krummholz",1056
1077,3099,315,3,450,14,1239,212,237,163,1248,"Spruce_Fir",1077
