,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
13673,3084,307,5,240,41,366,207,237,169,671,Spruce_Fir
65161,2792,58,9,360,37,1400,227,221,128,752,Lodgepole_Pine
92460,3238,191,11,382,36,2404,220,249,162,1513,Lodgepole_Pine
35341,2621,337,23,42,14,1298,163,201,173,1879,Cottonwood_Willow
57299,3282,35,8,258,59,3180,219,223,139,3064,Lodgepole_Pine
93195,3168,65,15,331,45,3089,233,209,105,3210,Spruce_Fir
37930,2845,321,12,30,-3,2506,189,228,179,997,Lodgepole_Pine
23140,3090,14,9,150,19,1739,212,222,147,1706,Spruce_Fir
48769,3109,31,8,319,0,3730,218,222,140,3776,Spruce_Fir
98452,2936,75,13,255,10,3666,235,216,110,6054,Lodgepole_Pine
74920,2929,44,16,182,0,5038,222,202,110,2227,Lodgepole_Pine
48762,3087,15,18,42,11,2767,201,200,132,1442,Spruce_Fir
60470,3257,131,24,175,-73,564,250,218,81,3643,Lodgepole_Pine
40628,2762,131,20,30,-13,787,248,225,97,864,Krummholz
11185,2910,315,3,361,57,2672,210,236,164,2279,Lodgepole_Pine
36331,2801,86,16,30,10,1995,241,212,97,1786,Lodgepole_Pine
23483,2849,10,7,277,41,2287,213,226,151,2095,Lodgepole_Pine
37895,3081,144,10,433,48,150,235,238,133,1345,Lodgepole_Pine
51803,3062,319,16,162,32,3425,178,224,186,430,Spruce_Fir
81024,3215,68,22,240,87,1650,236,190,74,2092,Lodgepole_Pine
29399,2940,19,16,484,76,2716,207,204,131,1898,Lodgepole_Pine
44367,2922,37,16,300,109,782,218,204,118,967,Spruce_Fir
100019,3057,302,11,371,-11,1999,190,235,185,2372,Lodgepole_Pine
57415,3112,131,17,234,33,5175,246,228,104,1909,Spruce_Fir
30007,2970,132,28,210,50,1065,251,214,71,3004,Lodgepole_Pine
102947,2786,56,7,510,56,2721,225,226,135,1879,Lodgepole_Pine
69052,3257,359,9,301,83,3611,206,223,155,2672,Spruce_Fir
70534,2610,95,10,277,50,300,236,225,120,1158,Lodgepole_Pine
4848,3158,23,18,618,-36,840,206,198,123,1590,Spruce_Fir
73691,2737,112,11,60,7,2683,239,228,119,2074,Lodgepole_Pine
34285,2844,261,29,60,23,5267,138,240,233,4674,Lodgepole_Pine
109926,2457,0,15,309,139,382,197,211,150,313,Ponderosa_Pine
14486,2863,335,12,228,55,4112,192,223,170,5237,Lodgepole_Pine
24578,2955,39,12,319,72,5835,220,212,125,4458,Lodgepole_Pine
79932,2901,143,14,124,25,2985,239,236,124,1717,Lodgepole_Pine
94261,3177,145,19,90,1,1387,243,233,111,2379,Lodgepole_Pine
55194,3192,27,29,124,33,2323,193,164,91,1566,Spruce_Fir
48465,3178,329,1,612,36,3169,215,237,159,3997,Spruce_Fir
71212,3035,9,5,540,51,4287,215,230,153,1530,Lodgepole_Pine
87649,3032,331,11,484,-88,1878,195,227,171,2201,Lodgepole_Pine
10944,3350,85,3,1044,269,1385,223,234,147,3004,Spruce_Fir
39653,2893,111,15,376,114,644,245,222,101,1248,Aspen
34109,3243,11,10,210,9,30,210,221,147,1041,Spruce_Fir
110225,2335,328,31,42,24,953,129,187,188,871,Douglas_fir
92903,2874,56,10,30,1,658,227,218,124,1728,Lodgepole_Pine
106574,2922,307,20,324,147,577,162,224,200,1167,Spruce_Fir
63622,2674,141,23,192,91,1924,247,226,95,2713,Ponderosa_Pine
