,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
65536,3259,196,11,319,33,3475,217,249,165,1831,Lodgepole_Pine
30722,2961,304,9,190,42,3013,196,236,180,1338,Lodgepole_Pine
14339,2871,51,13,182,70,2275,226,211,116,2212,Spruce_Fir
8194,3078,337,10,514,77,2226,199,227,167,2558,Spruce_Fir
30726,2864,351,18,430,70,2572,185,206,157,1624,Ponderosa_Pine
47112,2845,35,10,277,47,2040,219,218,134,1830,Lodgepole_Pine
49163,2828,47,12,175,27,1273,224,214,122,2100,Lodgepole_Pine
94220,3005,60,13,351,67,1982,230,212,113,1766,Lodgepole_Pine
14352,3098,306,8,335,43,2353,197,235,178,2172,Spruce_Fir
75794,2838,74,12,335,48,2583,235,217,112,1598,Lodgepole_Pine
79891,2948,70,11,192,13,2337,232,218,117,2222,Lodgepole_Pine
49175,2915,216,10,182,29,1936,210,250,175,1702,Cottonwood_Willow
32792,2969,36,14,256,75,2131,218,208,123,2410,Lodgepole_Pine
67609,2958,34,14,518,89,2296,217,210,125,2062,Lodgepole_Pine
47129,2916,61,9,255,37,3284,227,222,128,2394,Lodgepole_Pine
24601,3149,355,15,402,94,3036,193,211,155,2547,Spruce_Fir
8218,2931,198,10,424,46,2640,217,249,166,2184,Lodgepole_Pine
22558,2928,303,11,295,56,1124,189,235,186,1878,Douglas_fir
18464,2707,332,15,153,15,1530,185,221,174,722,Lodgepole_Pine
32801,2836,95,11,210,45,2171,238,223,114,1819,Lodgepole_Pine
90149,2770,341,16,323,43,1836,186,215,167,1158,Spruce_Fir
57382,3042,56,9,371,73,2258,226,222,130,2251,Spruce_Fir
81959,2934,335,16,342,52,3116,183,218,173,1826,Spruce_Fir
53288,2969,35,13,421,80,2412,218,210,125,1559,Spruce_Fir
2091,2662,340,15,192,35,1503,187,217,168,1423,Lodgepole_Pine
55339,3046,130,7,391,74,2409,232,236,136,2282,Douglas_fir
77867,2950,95,10,256,58,1710,237,225,118,1895,Lodgepole_Pine
71727,2910,202,10,300,45,2461,216,249,168,2208,Lodgepole_Pine
69679,3083,143,7,313,49,3814,231,239,140,2851,Lodgepole_Pine
12339,2897,45,12,242,28,2021,223,214,123,2060,Lodgepole_Pine
94260,2981,82,13,283,52,1950,237,218,109,1841,Lodgepole_Pine
18485,3020,31,13,313,49,2505,216,212,129,2542,Lodgepole_Pine
34874,3083,259,8,212,26,3041,200,245,184,1513,Lodgepole_Pine
47163,3032,93,9,330,60,2356,235,226,121,2363,Spruce_Fir
71741,2868,337,16,218,73,1606,184,217,171,1879,Spruce_Fir
16446,2931,74,10,182,2,1875,232,222,122,1892,Lodgepole_Pine
53309,2874,51,9,190,22,3037,225,221,129,2629,Lodgepole_Pine
86082,2885,317,11,212,47,2888,192,231,179,2058,Cottonwood_Willow
65603,2892,259,8,201,27,2215,202,245,182,1350,Aspen
79940,2837,65,11,150,36,2947,230,218,120,2214,Lodgepole_Pine
67655,2798,38,14,306,42,1997,219,209,122,1945,Lodgepole_Pine
69704,2927,340,16,297,44,3078,185,216,168,1786,Spruce_Fir
43083,2894,326,10,228,51,2932,195,229,173,2010,Spruce_Fir
55371,2771,334,15,309,97,1317,185,219,173,864,Lodgepole_Pine
14414,3001,320,11,175,34,3182,191,229,178,1905,Lodgepole_Pine
104527,3083,174,10,306,85,3583,226,245,152,2685,Spruce_Fir
108625,2973,300,13,295,65,1848,183,234,191,973,Lodgepole_Pine
