"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
26,3098,186,15,247,46,306,221,250,158,631,"Lodgepole_Pine",26
56,2322,293,2,424,141,1224,214,238,162,1167,"Ponderosa_Pine",56
194,2866,249,32,658,342,1026,134,242,233,1761,"Lodgepole_Pine",194
220,2532,51,6,120,3,902,223,227,139,745,"Lodgepole_Pine",220
367,2774,110,16,268,70,408,245,221,100,408,"Aspen",367
624,3262,64,7,95,7,6354,227,226,133,108,"Spruce_Fir",624
844,3336,93,27,210,-9,2463,250,189,49,4275,"Spruce_Fir",844
1191,2956,81,8,67,10,1664,231,226,128,2084,"Lodgepole_Pine",1191
1256,2566,77,8,218,30,836,230,226,129,484,"Lodgepole_Pine",1256
1274,3253,27,7,518,-11,691,217,224,143,2906,"Lodgepole_Pine",1274
1510,3286,18,19,124,8,2613,201,197,127,1570,"Spruce_Fir",1510
1617,3182,27,10,408,89,3073,216,219,139,3328,"Spruce_Fir",1617
1654,2775,292,14,95,16,2268,179,236,197,953,"Lodgepole_Pine",1654
1756,3023,47,16,626,142,1631,224,202,108,3019,"Lodgepole_Pine",1756
1913,2939,355,5,42,-2,5239,211,230,157,2780,"Spruce_Fir",1913
1958,3203,39,6,0,0,5559,220,227,142,902,"Spruce_Fir",1958
2040,2395,358,28,256,-15,765,165,177,140,1482,"Ponderosa_Pine",2040
2224,2492,283,15,150,32,841,177,239,202,663,"Lodgepole_Pine",2224
2239,2058,119,32,228,105,268,254,193,40,484,"Ponderosa_Pine",2239
2375,3010,311,10,400,33,1315,193,233,180,1621,"Lodgepole_Pine",2375
2690,3002,354,10,30,6,1027,204,223,157,2275,"Spruce_Fir",2690
3035,3244,13,19,511,63,1626,198,198,133,2236,"Lodgepole_Pine",3035
3146,2733,345,17,42,12,2605,184,211,164,5314,"Lodgepole_Pine",3146
3159,3022,27,17,469,15,1758,211,201,122,1031,"Lodgepole_Pine",3159
3227,2623,310,7,335,209,418,200,235,175,1008,"Lodgepole_Pine",3227
3305,2805,42,11,295,25,1884,222,215,127,1641,"Aspen",3305
3432,2721,351,5,170,24,2352,212,232,158,4545,"Lodgepole_Pine",3432
3491,3317,342,15,175,57,3150,188,217,167,2393,"Spruce_Fir",3491
3637,2222,18,19,108,33,1448,201,197,127,430,"Douglas_fir",3637
4296,3286,352,2,560,-4,1657,216,236,157,3119,"Lodgepole_Pine",4296
4348,3034,30,14,450,118,4630,215,209,128,3699,"Spruce_Fir",4348
4427,2536,318,13,272,28,847,186,228,182,780,"Lodgepole_Pine",4427
4499,3080,188,12,150,11,2079,221,249,160,42,"Spruce_Fir",4499
4667,3045,122,9,488,-17,192,235,233,129,1383,"Lodgepole_Pine",4667
4696,3021,260,12,618,33,5815,191,246,194,4564,"Lodgepole_Pine",4696
4794,3240,134,19,564,124,2550,246,228,101,2689,"Spruce_Fir",4794
4960,3283,343,10,467,106,2609,200,225,163,2374,"Spruce_Fir",4960
5025,3070,161,13,543,56,5773,233,243,139,1595,"Spruce_Fir",5025
5106,3135,304,14,552,-3,2048,181,232,191,511,"Spruce_Fir",5106
5289,2988,255,13,598,88,5711,189,248,197,4652,"Lodgepole_Pine",5289
5331,2299,312,26,60,19,1063,142,211,205,430,"Lodgepole_Pine",5331
5349,2219,303,28,85,42,552,133,214,216,1337,"Ponderosa_Pine",5349
6281,3136,126,9,376,13,3221,235,234,130,3066,"Cottonwood_Willow",6281
6293,3062,156,6,234,-39,711,227,241,148,1584,"Spruce_Fir",6293
6473,2994,39,10,841,217,1100,221,219,132,2418,"Ponderosa_Pine",6473
6587,3184,10,4,0,0,1500,215,231,153,2503,"Spruce_Fir",6587
6594,2911,218,23,30,7,2391,189,254,193,1672,"Lodgepole_Pine",6594
6673,3061,134,13,153,17,3355,241,233,119,626,"Ponderosa_Pine",6673
6742,3134,253,5,234,27,3515,209,243,173,977,"Lodgepole_Pine",6742
6779,2651,335,10,371,98,631,198,227,168,1172,"Ponderosa_Pine",6779
6794,3154,352,7,351,-31,1543,208,229,158,977,"Lodgepole_Pine",6794
7047,2811,313,26,30,16,4802,142,210,204,4781,"Lodgepole_Pine",7047
7415,2658,36,10,242,6,886,219,217,132,1749,"Lodgepole_Pine",7415
7494,2653,45,12,417,25,437,223,213,122,1853,"Spruce_Fir",7494
7576,3033,143,2,85,2,4744,223,238,151,2037,"Lodgepole_Pine",7576
7589,2778,125,12,85,20,3780,240,232,120,5523,"Lodgepole_Pine",7589
7607,3054,51,9,30,2,3054,225,220,128,1215,"Lodgepole_Pine",7607
7912,2099,301,23,297,4,459,151,223,210,741,"Douglas_fir",7912
7926,2198,356,21,242,61,1019,181,197,150,810,"Douglas_fir",7926
8122,3198,31,14,480,138,1559,216,209,127,2263,"Lodgepole_Pine",8122
8335,2139,321,35,134,73,524,112,183,199,785,"Douglas_fir",8335
8411,2892,4,10,218,8,1612,207,221,151,2832,"Lodgepole_Pine",8411
8435,3151,0,12,301,97,3611,202,217,152,1621,"Spruce_Fir",8435
8468,2277,337,26,255,114,860,156,195,173,1173,"Douglas_fir",8468
8731,3317,204,11,134,52,2535,214,250,170,607,"Krummholz",8731
8903,3174,335,15,612,133,860,184,218,173,1329,"Lodgepole_Pine",8903
8908,2704,193,9,120,14,1740,219,248,162,3946,"Lodgepole_Pine",8908
8923,3092,37,12,750,91,2212,219,212,126,2440,"Spruce_Fir",8923
9007,3253,166,16,212,53,1889,232,244,137,255,"Krummholz",9007
9022,3115,142,17,85,24,4990,242,234,115,1544,"Spruce_Fir",9022
9282,2115,283,30,150,79,616,125,226,233,547,"Ponderosa_Pine",9282
9293,3013,72,1,42,1,5142,219,237,154,2547,"Spruce_Fir",9293
9519,3214,186,4,234,19,2780,220,243,158,5105,"Spruce_Fir",9519
9715,3020,330,10,201,57,150,196,228,171,842,"Spruce_Fir",9715
9752,2629,314,26,60,31,2341,143,211,203,2337,"Lodgepole_Pine",9752
9876,2622,229,17,300,92,811,191,253,196,1423,"Ponderosa_Pine",9876
9968,2770,52,8,459,40,2639,225,222,131,2023,"Lodgepole_Pine",9968
9983,3352,68,14,366,145,2160,233,212,108,2086,"Spruce_Fir",9983
10049,3038,88,8,60,8,4713,233,227,126,691,"Lodgepole_Pine",10049
10089,3196,16,14,811,179,1897,208,211,138,2387,"Spruce_Fir",10089
10422,3100,63,15,1356,189,3001,232,209,106,1332,"Lodgepole_Pine",10422
10426,3184,11,5,95,-1,1423,215,230,152,721,"Spruce_Fir",10426
10470,2617,23,16,234,73,2021,208,203,128,2241,"Lodgepole_Pine",10470
10797,2875,306,4,255,80,3211,208,237,168,553,"Lodgepole_Pine",10797
10818,3074,132,7,234,37,1478,232,236,136,2691,"Spruce_Fir",10818
10827,2864,28,4,560,109,2700,218,232,150,2892,"Lodgepole_Pine",10827
10840,3182,311,10,85,0,807,194,233,179,920,"Spruce_Fir",10840
10883,2753,71,17,666,129,1332,237,204,92,837,"Lodgepole_Pine",10883
10998,3536,30,9,503,144,1471,218,220,137,1974,"Krummholz",10998
11052,2917,172,15,295,68,3121,229,246,145,3342,"Lodgepole_Pine",11052
11182,3086,69,17,182,18,859,236,205,95,2084,"Spruce_Fir",11182
11304,3690,19,11,1075,281,5060,212,217,141,3357,"Krummholz",11304
11596,3007,310,21,0,0,2914,158,221,201,1806,"Aspen",11596
11817,2929,209,17,371,20,5770,205,254,179,5413,"Lodgepole_Pine",11817
11950,3008,131,10,120,13,379,237,235,127,990,"Spruce_Fir",11950
12001,3120,63,34,573,20,2914,227,150,0,2761,"Lodgepole_Pine",12001
12226,3082,26,10,268,11,3923,215,218,138,1950,"Lodgepole_Pine",12226
12448,3234,70,8,175,18,601,229,225,129,1902,"Aspen",12448
12489,3050,108,20,446,121,2143,250,212,80,1745,"Lodgepole_Pine",12489
12638,3001,90,9,0,0,2758,235,225,121,658,"Spruce_Fir",12638
12875,3225,49,5,210,22,1854,222,229,142,1323,"Spruce_Fir",12875
12880,2717,82,9,90,4,2070,233,225,124,1328,"Lodgepole_Pine",12880
13162,2848,65,20,170,23,331,234,195,84,295,"Lodgepole_Pine",13162
13291,2214,159,28,170,89,1123,236,231,105,516,"Cottonwood_Willow",13291
13346,3289,3,18,301,66,4497,192,202,144,2164,"Spruce_Fir",13346
13454,2648,36,6,60,6,90,220,226,142,698,"Lodgepole_Pine",13454
13667,2519,83,10,180,-1,457,234,223,120,3328,"Lodgepole_Pine",13667
13772,2714,101,20,67,28,1183,249,209,80,2118,"Lodgepole_Pine",13772
13884,2802,54,18,30,7,4000,228,197,96,1187,"Lodgepole_Pine",13884
13897,2854,356,15,67,14,5724,196,213,154,4604,"Lodgepole_Pine",13897
13924,3031,164,15,270,17,5442,233,243,137,1771,"Lodgepole_Pine",13924
14177,3126,345,15,150,23,2768,190,216,164,721,"Spruce_Fir",14177
14203,3025,8,22,721,156,2505,188,189,132,2163,"Lodgepole_Pine",14203
14499,2713,71,17,150,18,2753,236,205,95,872,"Lodgepole_Pine",14499
14522,2771,339,9,175,8,2154,200,227,166,2758,"Lodgepole_Pine",14522
14557,3208,356,16,42,10,735,193,211,154,1129,"Lodgepole_Pine",14557
14640,3014,145,11,391,49,5303,236,238,132,6095,"Lodgepole_Pine",14640
14691,2661,73,15,384,44,751,237,209,100,860,"Lodgepole_Pine",14691
14713,3010,151,21,499,71,524,241,235,114,1974,"Lodgepole_Pine",14713
14736,3363,85,11,134,6,2379,236,221,114,1113,"Krummholz",14736
14855,3305,29,23,708,233,789,205,184,105,702,"Spruce_Fir",14855
15157,3426,39,15,350,77,3097,219,206,118,1374,"Krummholz",15157
15241,2924,324,4,350,83,977,209,235,165,1994,"Lodgepole_Pine",15241
15378,2655,40,11,0,0,1426,221,216,129,1860,"Lodgepole_Pine",15378
15591,2795,88,7,190,22,2197,231,229,131,2823,"Lodgepole_Pine",15591
15622,2747,98,13,30,3,1490,240,222,110,2442,"Lodgepole_Pine",15622
15794,2967,349,9,180,44,811,204,225,160,2059,"Spruce_Fir",15794
15862,3235,77,24,210,53,1421,242,189,64,2457,"Lodgepole_Pine",15862
15930,3073,182,24,911,126,3154,220,247,147,2056,"Lodgepole_Pine",15930
15975,2315,307,29,216,2,541,130,209,213,566,"Ponderosa_Pine",15975
16038,3334,348,19,60,17,3969,180,204,160,938,"Spruce_Fir",16038
16451,3059,326,10,192,-9,2089,195,229,173,2081,"Lodgepole_Pine",16451
16674,3224,98,13,335,61,2419,241,222,109,1390,"Spruce_Fir",16674
16681,3285,219,10,360,83,1027,209,250,176,691,"Spruce_Fir",16681
16778,2636,14,6,0,0,1440,215,228,150,730,"Aspen",16778
