,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
2787,2952,55,10,277,17,2411,226,220,127,2280,Lodgepole_Pine
49886,3272,259,15,541,174,4320,183,247,202,1275,Lodgepole_Pine
37254,3190,278,13,210,-28,3465,185,242,197,1465,Spruce_Fir
43824,3009,69,3,0,0,5219,223,233,145,2424,Spruce_Fir
102399,3206,73,16,457,48,1187,237,207,96,1862,Spruce_Fir
30503,3138,313,30,258,114,2895,127,201,207,2742,Spruce_Fir
20483,3077,357,5,391,33,3395,213,231,157,595,Spruce_Fir
15163,3216,0,0,874,32,1289,218,238,156,2311,Spruce_Fir
17065,3311,125,13,420,163,1298,241,230,116,2405,Lodgepole_Pine
81598,2949,45,9,182,13,3780,223,220,132,6106,Lodgepole_Pine
93284,3149,90,9,162,17,2888,235,225,121,5568,Spruce_Fir
59773,3035,78,9,454,96,216,232,223,123,1860,Spruce_Fir
106482,2808,318,20,108,34,4018,162,217,193,5520,Spruce_Fir
32329,2889,131,18,658,113,2263,246,227,103,1707,Lodgepole_Pine
30286,2909,25,5,382,49,4014,218,229,148,5689,Lodgepole_Pine
23205,3083,218,11,120,-26,2133,208,250,177,3644,Spruce_Fir
95167,3101,11,1,272,32,4654,217,236,156,2970,Spruce_Fir
101113,2986,253,23,484,277,2395,162,248,220,1158,Lodgepole_Pine
43071,3144,135,5,365,33,339,228,238,144,5651,Spruce_Fir
105571,2695,89,19,67,19,1818,245,207,84,175,Spruce_Fir
67462,2278,63,8,268,73,693,227,224,131,474,Ponderosa_Pine
53907,3001,148,11,150,29,2382,234,239,135,641,Spruce_Fir
420,3135,179,13,210,0,2131,225,247,152,660,Spruce_Fir
27088,2960,223,15,787,164,2501,200,253,187,1556,Lodgepole_Pine
35597,3100,141,6,170,34,1643,230,238,142,2083,Lodgepole_Pine
37285,3093,321,6,573,8,1073,204,234,169,1112,Lodgepole_Pine
7539,2970,99,16,85,15,3701,244,217,97,2646,Spruce_Fir
85326,3055,240,19,180,43,2255,180,252,206,1748,Lodgepole_Pine
39272,3308,40,7,60,-3,1697,221,224,138,3144,Spruce_Fir
76537,2779,57,15,247,44,1530,229,207,108,2455,Spruce_Fir
203,3346,209,12,792,144,2781,211,251,173,1332,Spruce_Fir
27853,3122,313,12,150,20,4153,189,231,182,1234,Spruce_Fir
48306,3030,30,16,362,56,2514,214,204,122,2598,Lodgepole_Pine
76093,3373,186,9,459,-19,3260,222,247,159,170,Spruce_Fir
100509,2717,228,15,30,-2,1560,198,253,189,1332,Lodgepole_Pine
67822,3161,7,24,390,17,5992,183,184,130,1054,Spruce_Fir
54960,3292,67,15,573,113,4082,234,209,103,2766,Spruce_Fir
62145,3169,102,13,108,23,908,242,222,107,2190,Spruce_Fir
85896,2619,105,17,124,15,3171,246,218,95,2322,Lodgepole_Pine
3173,2774,119,22,242,41,2980,251,214,79,1354,Lodgepole_Pine
88594,3234,181,12,467,22,805,224,247,155,2161,Douglas_fir
73596,3348,188,7,270,37,949,221,245,159,1831,Spruce_Fir
77089,3403,249,12,270,93,3696,193,249,193,1001,Spruce_Fir
94029,3006,357,14,579,111,1110,198,214,154,1840,Lodgepole_Pine
101155,2713,22,9,351,-2,1239,215,221,143,1772,Lodgepole_Pine
52195,2965,97,12,42,6,3762,240,222,110,5151,Lodgepole_Pine
33776,2302,291,22,85,-10,541,152,230,215,433,Ponderosa_Pine
6452,2774,117,18,90,19,797,247,221,95,1434,Aspen
101429,3105,36,13,382,30,4565,219,211,126,3056,Spruce_Fir
20271,3155,0,5,390,13,3376,213,231,156,3925,Spruce_Fir
25748,2978,48,6,382,50,3745,223,227,140,1554,Lodgepole_Pine
107471,2888,346,7,361,57,2446,207,229,161,2476,Lodgepole_Pine
94286,3279,114,6,162,11,1172,230,234,138,2128,Spruce_Fir
37256,3020,92,19,566,200,258,246,208,84,725,Cottonwood_Willow
41746,2142,47,34,150,75,210,209,147,47,741,Ponderosa_Pine
27349,3329,186,15,437,143,2184,221,250,158,1167,Ponderosa_Pine
47626,3837,355,17,933,61,4475,189,207,154,2543,Krummholz
76810,3213,50,14,361,0,2007,226,209,114,938,Spruce_Fir
64279,3070,4,4,30,1,1677,215,232,155,1782,Lodgepole_Pine
85009,2890,19,11,150,27,4036,212,217,141,6272,Lodgepole_Pine
97465,2991,144,30,636,163,4410,246,219,79,1622,Lodgepole_Pine
105373,3077,340,20,42,13,4117,173,206,170,768,Spruce_Fir
109803,2865,224,25,175,75,3163,180,254,201,1482,Lodgepole_Pine
11829,2871,294,15,830,194,2220,178,236,197,1697,Aspen
53820,2667,112,7,42,-2,1950,232,233,133,1697,Ponderosa_Pine
54381,2828,317,16,323,63,3004,176,224,187,2953,Krummholz
102301,2873,11,16,90,10,1366,202,206,139,2533,Lodgepole_Pine
40673,2810,337,15,30,12,1337,186,218,171,1712,Spruce_Fir
83443,3176,232,6,30,0,3255,211,245,172,1299,Spruce_Fir
61899,3312,86,13,60,12,2256,239,217,107,2766,Krummholz
51779,2942,45,3,492,62,4145,220,232,149,5614,Lodgepole_Pine
48918,3118,240,14,134,4,2420,193,251,194,391,Lodgepole_Pine
40108,3077,71,14,90,29,5016,235,211,104,685,Spruce_Fir
102715,2662,333,14,30,6,1605,186,221,174,1165,Lodgepole_Pine
61118,2258,329,21,134,58,1282,166,211,182,700,Douglas_fir
25913,3023,105,11,60,7,3121,240,226,115,2254,Lodgepole_Pine
37158,3367,282,6,331,28,1200,204,240,175,2249,Spruce_Fir
84161,3063,42,22,849,38,1745,217,186,94,2190,Spruce_Fir
2203,2938,79,21,339,112,485,242,197,76,553,Spruce_Fir
94356,2742,34,9,216,30,2461,219,221,137,5562,Lodgepole_Pine
83044,3454,98,18,210,70,1591,246,213,89,1624,Krummholz
41340,2807,252,34,42,23,2352,125,239,237,1788,Krummholz
9976,2131,253,37,42,28,579,113,234,241,659,Ponderosa_Pine
71296,2844,49,15,175,17,3458,225,207,113,5352,Lodgepole_Pine
104760,3261,105,15,162,28,1972,244,221,103,1421,Krummholz
72046,2937,118,4,277,19,3794,226,236,145,4681,Lodgepole_Pine
26654,3036,199,15,0,0,2505,214,252,169,1116,Lodgepole_Pine
2348,2960,113,7,30,-1,2576,233,233,132,1745,Spruce_Fir
7052,3005,276,11,451,90,2753,191,242,191,1604,Lodgepole_Pine
78830,3475,117,5,742,190,2345,229,235,139,1273,Spruce_Fir
65917,2941,96,19,153,64,5063,247,209,83,272,Lodgepole_Pine
20921,3151,139,10,0,0,1956,236,237,131,1898,Spruce_Fir
10178,2836,230,21,390,212,700,183,254,202,1771,Lodgepole_Pine
