Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
57463,2757,197,5,108,26,2609,219,244,161,1900,Lodgepole_Pine
13297,3361,345,5,379,106,3357,211,232,160,3279,Krummholz
63459,3528,54,16,872,313,2520,228,203,104,1622,Spruce_Fir
48791,3325,6,9,391,46,3529,209,222,151,2131,Spruce_Fir
102871,3388,259,12,324,67,1795,190,247,195,2053,Spruce_Fir
6721,2469,69,31,256,110,658,235,163,37,700,Lodgepole_Pine
32154,2644,61,20,474,-83,1383,232,196,88,4085,Lodgepole_Pine
105403,3202,180,3,30,-1,5787,220,241,156,886,Spruce_Fir
51274,2808,13,8,30,3,3330,213,225,149,2736,Spruce_Fir
48473,1914,63,16,124,47,150,232,206,101,987,Ponderosa_Pine
822,3078,225,19,323,43,2919,192,254,194,1615,Lodgepole_Pine
26016,3173,45,16,240,25,5494,223,203,110,2337,Lodgepole_Pine
42630,2204,232,30,558,157,600,156,250,217,932,Ponderosa_Pine
5062,2994,91,30,30,17,495,249,177,33,1376,Spruce_Fir
32161,2966,85,13,67,9,2442,239,217,106,1825,Lodgepole_Pine
50069,3022,172,21,218,8,2316,228,245,138,3195,Lodgepole_Pine
38776,3119,283,23,60,22,902,150,233,220,2469,Spruce_Fir
108405,3085,233,9,384,42,5796,205,249,180,1866,Lodgepole_Pine
75430,2991,263,11,721,91,5997,193,246,192,6223,Lodgepole_Pine
3728,3038,39,27,201,32,5075,209,169,80,2746,Lodgepole_Pine
109594,2722,356,25,42,15,1493,170,185,146,1064,Lodgepole_Pine
38146,2998,45,2,277,13,5181,220,234,151,5204,Spruce_Fir
108293,3021,180,18,845,-107,6035,224,248,150,3203,Lodgepole_Pine
106385,3153,62,13,30,0,4126,230,213,113,3246,Spruce_Fir
28379,2676,281,4,180,6,1487,209,240,169,5568,Lodgepole_Pine
56377,3253,127,12,510,175,443,240,232,120,2942,Spruce_Fir
53333,2731,65,7,342,46,1425,227,226,134,2932,Lodgepole_Pine
5072,3041,336,23,30,14,671,163,202,174,2384,Spruce_Fir
75938,3347,152,17,150,-12,2411,239,238,122,324,Krummholz
3718,2850,131,15,182,29,2376,243,231,114,2738,Lodgepole_Pine
42713,3062,285,44,430,232,1411,68,196,246,1033,Spruce_Fir
17259,2733,49,9,543,109,1337,224,221,131,713,Lodgepole_Pine
69923,3108,333,12,799,335,1172,193,225,171,1283,Spruce_Fir
102867,3301,316,21,722,102,782,159,217,196,1008,Spruce_Fir
46197,3253,58,13,362,38,1878,229,211,113,2438,Spruce_Fir
69140,3071,35,4,150,2,5309,219,231,148,2549,Spruce_Fir
35654,3224,329,15,170,35,1216,184,221,177,907,Spruce_Fir
21103,2659,312,26,270,120,927,143,211,204,1144,Lodgepole_Pine
64067,2984,351,12,42,4,1421,198,219,159,1385,Lodgepole_Pine
94620,3139,44,18,573,135,4052,221,197,104,2568,Ponderosa_Pine
67485,3030,284,14,560,-90,1771,182,240,198,1842,Lodgepole_Pine
15872,3193,298,13,451,136,2098,185,235,191,2174,Lodgepole_Pine
16008,3261,337,12,466,62,573,193,223,169,1158,Krummholz
87826,2261,16,27,42,24,1332,186,173,112,691,Ponderosa_Pine
18517,3543,209,8,242,109,2774,214,248,169,2126,Spruce_Fir
37825,3260,146,9,467,69,5762,232,239,139,2910,Lodgepole_Pine
25661,2899,143,16,283,89,283,241,235,118,1253,Lodgepole_Pine
46540,2636,270,0,60,6,1351,217,238,158,95,Lodgepole_Pine
77722,3447,50,25,30,10,3318,222,177,76,2568,Krummholz
39169,3497,115,12,451,4,1233,241,227,114,765,Krummholz
9633,2535,192,26,67,28,1758,208,250,161,1595,Lodgepole_Pine
97377,2803,45,9,95,2,1266,223,220,131,2502,Spruce_Fir
70720,3011,342,6,283,44,531,208,231,162,511,Lodgepole_Pine
106237,3159,175,5,60,1,484,223,243,154,1385,Spruce_Fir
