Var1,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
16784,3223,135,12,703,19,3007,238,235,125,3001,Lodgepole_Pine
94238,3137,4,22,933,364,1074,186,193,139,1643,Lodgepole_Pine
14067,3194,354,17,108,23,577,190,209,155,1036,Lodgepole_Pine
61299,3024,247,10,830,121,5978,198,248,188,3737,Lodgepole_Pine
63411,2816,229,14,42,8,2155,198,252,190,2619,Lodgepole_Pine
99278,2770,72,4,30,-1,866,224,232,144,3104,Spruce_Fir
30695,3174,300,27,339,130,150,134,216,218,2250,Spruce_Fir
36999,2174,334,31,85,31,1022,135,183,178,742,Ponderosa_Pine
9754,2668,89,16,150,44,1388,243,212,93,323,Lodgepole_Pine
56367,3184,95,17,404,108,3268,245,213,91,570,Spruce_Fir
96340,3263,292,18,210,68,4920,168,234,205,1195,Lodgepole_Pine
89723,3175,149,22,180,23,1172,243,232,106,2395,Spruce_Fir
52882,3397,222,27,700,274,3290,174,253,202,2780,Spruce_Fir
39420,2962,18,2,560,17,4242,217,234,154,5577,Lodgepole_Pine
75383,2990,171,27,228,93,1489,226,240,126,1931,Lodgepole_Pine
41875,3146,221,4,127,3,4504,215,244,166,1019,Spruce_Fir
110202,2545,20,32,108,-28,845,180,155,95,1237,Douglas_fir
32733,3269,141,12,577,78,5948,238,237,127,2950,Lodgepole_Pine
6104,3322,63,11,42,2,2859,230,218,121,1800,Krummholz
26347,2830,250,5,30,5,541,209,243,172,451,Spruce_Fir
42707,3370,108,11,234,37,1024,239,227,117,3908,Spruce_Fir
41237,3206,98,21,216,37,1328,249,206,75,1299,Krummholz
78447,3071,39,12,400,3,1922,220,213,126,1240,Lodgepole_Pine
77127,3398,150,29,255,169,3798,242,225,91,3248,Krummholz
16710,3341,151,10,376,141,2894,233,240,138,595,Spruce_Fir
30597,2709,27,15,67,2,1695,212,206,127,1801,Lodgepole_Pine
22484,2971,278,13,395,22,1559,185,242,197,1300,Lodgepole_Pine
