,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
99443,2327,295,10,201,44,1128,193,238,185,990,Douglas_fir
61038,2025,344,19,120,30,180,178,206,165,182,Ponderosa_Pine
97477,2464,344,20,162,52,553,177,206,165,1036,Lodgepole_Pine
110055,2814,186,15,631,180,2764,221,250,158,1911,Ponderosa_Pine
58636,3014,68,23,630,204,630,236,189,73,892,Lodgepole_Pine
22669,2806,129,3,30,-3,2252,225,237,148,2572,Lodgepole_Pine
86226,3246,209,19,759,-23,3974,202,254,181,1248,Lodgepole_Pine
81054,3074,317,24,552,24,3463,152,212,197,1608,Lodgepole_Pine
30357,2961,0,1,324,1,1332,217,236,156,1891,Spruce_Fir
2920,3044,135,13,182,40,6437,240,234,122,3242,Lodgepole_Pine
20855,2305,296,29,395,232,1449,127,217,224,1033,Ponderosa_Pine
99469,3292,296,10,90,20,5539,191,237,186,722,Douglas_fir
59879,3046,155,25,323,65,1834,240,232,106,1342,Spruce_Fir
5087,2526,182,27,67,41,1905,216,245,145,882,Ponderosa_Pine
31229,3172,57,15,90,-1,1894,229,207,108,4422,Spruce_Fir
85714,2523,94,10,564,45,882,236,226,120,3856,Lodgepole_Pine
50459,2947,41,5,247,70,660,221,228,143,1847,Spruce_Fir
32578,2675,147,14,313,41,2201,238,238,127,2455,Ponderosa_Pine
86736,3005,84,23,190,18,570,245,194,66,830,Spruce_Fir
4431,2880,214,16,42,3,849,204,253,182,703,Lodgepole_Pine
24862,2359,238,24,85,31,1456,168,252,214,671,Douglas_fir
19177,3164,340,17,361,78,3180,182,213,169,2525,Spruce_Fir
91298,2269,258,20,30,3,1530,168,247,215,743,Douglas_fir
92330,2610,50,7,30,-6,870,224,224,135,1572,Lodgepole_Pine
64208,2819,191,19,175,70,1749,216,251,161,1190,Aspen
7491,3369,30,8,582,130,3091,218,223,141,2430,Krummholz
92197,3055,7,6,631,83,2402,213,229,153,2371,Spruce_Fir
44889,3176,45,5,30,-1,4456,221,229,144,1826,Spruce_Fir
93002,3162,281,8,618,54,5885,199,241,182,1231,Lodgepole_Pine
47714,3149,47,12,510,56,3246,224,214,122,3198,Spruce_Fir
18217,2992,288,1,552,89,3346,216,238,159,1276,Lodgepole_Pine
58306,3218,354,5,319,34,451,212,231,157,977,Spruce_Fir
72822,2927,150,18,60,9,2285,241,236,118,2854,Lodgepole_Pine
75552,2926,87,5,335,13,4853,227,231,138,2862,Spruce_Fir
27339,2849,16,15,212,61,1290,206,208,137,3042,Spruce_Fir
100742,3321,139,10,306,97,2958,235,237,132,3180,Krummholz
87947,2643,30,4,150,0,1148,218,231,149,5941,Lodgepole_Pine
57789,3398,40,16,127,8,3330,220,203,113,2321,Krummholz
18238,3074,16,8,454,75,2943,214,224,147,1729,Lodgepole_Pine
81241,3086,261,16,124,38,1572,180,247,204,1218,Spruce_Fir
107354,3123,37,17,443,10,3984,217,202,115,3274,Lodgepole_Pine
65006,3186,67,16,60,10,1370,234,206,99,1282,Lodgepole_Pine
99597,3129,103,9,162,20,4032,235,229,125,1733,Lodgepole_Pine
85076,2526,47,8,162,9,600,223,223,134,134,Lodgepole_Pine
51576,2964,308,3,218,10,5042,212,237,164,2488,Spruce_Fir
29679,2455,121,18,0,0,1154,248,223,96,1556,Douglas_fir
105367,3086,347,9,201,48,1784,204,226,161,2067,Spruce_Fir
57343,2933,282,12,382,129,1718,188,241,193,1138,Douglas_fir
22819,3122,99,9,90,-10,5282,235,228,125,2068,Spruce_Fir
38768,2862,337,13,474,53,2163,190,221,170,2753,Lodgepole_Pine
99092,2891,104,9,30,1,5020,236,229,124,1338,Lodgepole_Pine
17535,3013,72,13,450,31,3132,235,214,109,5867,Lodgepole_Pine
5299,3071,47,16,42,-1,2666,224,202,108,3059,Lodgepole_Pine
51407,3029,87,12,258,39,4138,238,219,109,2544,Lodgepole_Pine
22291,3149,16,16,871,-25,4236,204,205,134,3865,Spruce_Fir
103618,3274,125,24,134,-56,604,252,215,76,3662,Lodgepole_Pine
90753,2970,224,15,180,26,95,199,253,187,1146,Lodgepole_Pine
98765,2776,80,11,192,25,1888,235,220,116,558,Spruce_Fir
4228,3086,59,20,60,-15,700,231,193,86,1588,Spruce_Fir
42760,2507,66,23,95,38,967,235,188,74,837,Ponderosa_Pine
90399,2340,317,29,67,36,832,131,200,202,789,Douglas_fir
74696,3153,261,21,335,52,5760,163,245,218,2839,Lodgepole_Pine
81096,3351,2,17,60,15,3605,194,206,146,2346,Krummholz
87366,2604,24,12,499,63,594,213,214,135,2639,Lodgepole_Pine
14171,3008,7,16,30,7,6367,199,206,142,3436,Lodgepole_Pine
54683,2385,6,23,67,18,713,184,187,134,1180,Douglas_fir
63795,2362,89,24,30,7,560,248,194,61,957,Douglas_fir
103708,2833,351,3,30,2,2430,214,234,158,2348,Lodgepole_Pine
78133,2975,11,4,120,10,4986,216,232,153,5701,Lodgepole_Pine
58651,2840,226,25,67,26,1288,176,253,205,2609,Aspen
96532,2980,326,7,60,13,2014,202,232,169,577,Ponderosa_Pine
7020,2950,134,17,60,13,4595,244,230,109,1368,Lodgepole_Pine
2692,3026,145,22,994,141,3111,245,230,102,1581,Ponderosa_Pine
36776,3252,285,5,30,3,4370,207,240,172,595,Spruce_Fir
63649,2932,171,10,339,13,4476,227,245,150,5791,Lodgepole_Pine
59923,2463,88,12,514,107,671,238,220,112,1061,Douglas_fir
18666,2860,247,19,85,14,5214,178,251,207,503,Lodgepole_Pine
107823,3136,14,12,366,41,997,209,216,143,2514,Lodgepole_Pine
73945,3394,359,17,778,202,940,192,205,149,741,Spruce_Fir
65884,3247,291,14,642,44,1514,181,237,196,1398,Spruce_Fir
96017,3002,96,13,277,37,4044,241,220,107,2538,Lodgepole_Pine
86051,2481,221,19,0,0,1577,193,254,192,1107,Lodgepole_Pine
60112,3091,157,13,324,30,1591,234,241,136,743,Lodgepole_Pine
110004,2308,304,28,90,16,1233,132,213,215,1006,Ponderosa_Pine
35114,3084,169,4,295,28,2955,222,241,154,1614,Lodgepole_Pine
52705,3313,282,21,977,203,1440,158,236,216,2821,Spruce_Fir
12734,2748,45,4,134,3,1931,221,230,145,1040,Lodgepole_Pine
58578,2645,62,5,234,11,805,224,230,142,1734,Lodgepole_Pine
87211,3117,271,20,738,196,3373,164,242,216,2160,Spruce_Fir
21779,3024,36,4,285,27,2684,220,230,147,860,Spruce_Fir
90002,2728,95,10,201,9,2213,237,225,118,6690,Lodgepole_Pine
92554,3287,175,19,300,48,4644,227,246,143,2613,Spruce_Fir
104094,2758,74,10,60,9,1839,232,222,122,2192,Krummholz
4313,2879,106,8,42,2,626,233,231,130,1866,Lodgepole_Pine
29018,3091,60,4,180,7,5126,223,231,144,1123,Spruce_Fir
97682,2966,289,17,390,40,5236,171,236,204,1718,Lodgepole_Pine
25300,2829,90,30,270,132,1003,249,177,34,1082,Lodgepole_Pine
8466,3206,162,12,277,48,2480,232,243,140,655,Spruce_Fir
74463,3405,194,13,376,93,4324,218,250,164,3037,Spruce_Fir
5438,2615,17,19,240,34,1215,200,196,127,2641,Lodgepole_Pine
15280,3259,288,1,277,25,285,216,238,159,805,Spruce_Fir
21197,2827,56,14,190,8,3059,228,210,112,4708,Lodgepole_Pine
