,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
1098,3243,153,17,319,62,1732,238,239,125,1345,Spruce_Fir
62760,2900,61,9,306,87,3208,227,222,128,2301,Lodgepole_Pine
106403,3041,59,10,67,3,1224,228,220,125,2977,Spruce_Fir
81303,2512,93,9,60,2,420,234,227,125,323,Lodgepole_Pine
45853,3162,121,10,85,12,4629,237,232,126,2917,Spruce_Fir
77353,3160,15,25,390,66,540,189,180,119,1648,Lodgepole_Pine
48968,2893,47,9,335,36,4120,223,221,132,5827,Lodgepole_Pine
66899,2953,208,5,400,89,1694,217,244,164,1201,Lodgepole_Pine
7253,2965,263,8,765,-10,5487,200,244,183,1867,Lodgepole_Pine
75511,2835,45,4,256,37,2005,221,231,146,1741,Lodgepole_Pine
99410,3281,288,10,0,0,1745,193,239,186,1463,Spruce_Fir
49624,3096,335,8,127,18,67,202,230,166,1315,Spruce_Fir
23416,3103,120,5,150,-2,7013,229,235,140,2577,Lodgepole_Pine
48086,2931,24,14,108,23,2305,212,209,132,1909,Spruce_Fir
32101,3131,38,11,150,15,5323,220,216,129,2901,Lodgepole_Pine
83079,2373,66,21,212,66,947,235,193,80,911,Ponderosa_Pine
15062,2767,139,9,240,43,2818,235,237,133,2420,Lodgepole_Pine
36574,3328,33,14,666,37,1905,216,209,125,2822,Lodgepole_Pine
33576,2973,20,8,256,19,2469,215,224,145,1385,Spruce_Fir
94834,3048,121,13,60,-7,2584,242,228,113,1982,Lodgepole_Pine
30364,3110,24,6,277,31,541,217,226,146,1595,Lodgepole_Pine
42009,3156,220,18,162,21,757,196,254,190,4947,Lodgepole_Pine
74661,2488,25,15,30,3,1535,211,205,127,853,Douglas_fir
31017,2924,76,4,42,2,1343,225,232,143,3227,Spruce_Fir
82730,2895,81,14,342,-32,543,238,214,104,1875,Lodgepole_Pine
