"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
6,2568,90,4,212,23,470,226,233,141,1290,"Lodgepole_Pine",6
49,2913,46,14,30,4,1980,224,210,117,2106,"Spruce_Fir",49
64,2535,210,23,108,28,1410,195,254,184,1328,"Lodgepole_Pine",64
67,2699,47,9,379,17,1731,223,220,131,5965,"Lodgepole_Pine",67
211,2981,258,15,457,4,4871,183,248,203,285,"Cottonwood_Willow",211
215,3039,8,19,636,118,1374,194,198,138,351,"Lodgepole_Pine",215
239,3064,315,15,362,-56,1999,179,227,187,2263,"Lodgepole_Pine",239
291,2938,110,12,234,68,2890,240,227,115,1765,"Lodgepole_Pine",291
292,2819,102,12,124,21,2993,240,224,111,175,"Lodgepole_Pine",292
345,2976,346,15,297,66,1599,191,216,163,2538,"Lodgepole_Pine",345
351,2350,277,16,323,16,150,175,241,205,726,"Ponderosa_Pine",351
364,2800,268,8,30,4,2207,199,243,184,2892,"Spruce_Fir",364
368,2408,336,18,60,7,446,177,212,173,618,"Douglas_fir",368
414,3017,342,13,300,7,2953,193,221,166,1320,"Spruce_Fir",414
417,3063,316,26,365,-40,1249,143,208,200,2938,"Spruce_Fir",417
429,3176,40,18,150,27,5153,219,198,109,1224,"Spruce_Fir",429
434,2875,91,24,277,70,295,248,193,59,182,"Spruce_Fir",434
450,2950,6,13,85,2,3862,204,215,147,2192,"Lodgepole_Pine",450
463,2840,146,23,108,26,5299,244,230,103,4412,"Lodgepole_Pine",463
563,3297,153,14,466,109,1142,236,240,131,2527,"Lodgepole_Pine",563
571,2887,238,18,0,0,2654,183,252,203,1410,"Lodgepole_Pine",571
584,3173,287,10,402,97,3067,193,240,187,1144,"Spruce_Fir",584
616,3100,42,14,511,25,1317,222,208,118,2831,"Lodgepole_Pine",616
641,3287,108,2,67,0,1405,223,236,149,3300,"Lodgepole_Pine",641
659,3412,254,22,342,102,3642,163,248,219,924,"Spruce_Fir",659
689,2085,17,18,162,40,162,202,200,130,824,"Ponderosa_Pine",689
700,3008,90,8,182,33,2937,233,227,127,6607,"Spruce_Fir",700
710,2660,72,14,120,1,1283,235,213,106,904,"Lodgepole_Pine",710
712,3002,47,8,95,1,4428,223,222,133,658,"Lodgepole_Pine",712
762,2999,251,20,457,103,5353,172,249,213,1022,"Lodgepole_Pine",762
820,2881,301,14,30,9,3031,181,233,192,1766,"Spruce_Fir",820
824,3236,34,5,0,0,3391,219,228,146,2003,"Spruce_Fir",824
848,2933,93,31,277,133,2301,250,177,32,1856,"Lodgepole_Pine",848
881,3373,347,16,573,140,5006,188,212,162,3065,"Spruce_Fir",881
920,3104,55,8,268,27,1950,225,223,132,2128,"Lodgepole_Pine",920
925,3342,34,23,272,105,2240,210,184,99,1158,"Spruce_Fir",925
934,2837,75,23,216,91,841,240,190,67,1266,"Lodgepole_Pine",934
945,2799,205,35,400,-112,3270,177,246,179,1597,"Lodgepole_Pine",945
967,2685,96,18,120,42,1207,246,210,86,1008,"Lodgepole_Pine",967
976,3120,47,13,90,-11,1187,224,212,120,2220,"Lodgepole_Pine",976
999,2706,24,16,42,4,2841,209,203,127,1024,"Lodgepole_Pine",999
1012,2357,19,19,0,0,511,202,196,125,1201,"Lodgepole_Pine",1012
1047,3057,96,9,234,26,3848,234,228,125,2520,"Lodgepole_Pine",1047
1067,2886,45,7,295,23,4004,222,225,138,6426,"Lodgepole_Pine",1067
1169,3093,22,15,642,7,3961,209,206,130,3408,"Lodgepole_Pine",1169
1174,2913,127,14,162,39,4345,242,230,114,3309,"Spruce_Fir",1174
1208,2749,28,4,124,-7,1842,218,232,150,2724,"Lodgepole_Pine",1208
1218,2844,319,5,67,7,2800,208,235,167,2483,"Spruce_Fir",1218
1228,2720,124,14,150,-11,2109,243,229,113,845,"Lodgepole_Pine",1228
1234,3139,93,15,402,95,4029,242,216,100,2746,"Lodgepole_Pine",1234
1260,2902,94,8,0,0,1253,232,229,129,1505,"Lodgepole_Pine",1260
1263,3208,57,14,150,-13,960,229,209,110,2824,"Lodgepole_Pine",1263
1264,2601,106,8,170,23,1421,235,230,127,466,"Lodgepole_Pine",1264
1293,3391,199,17,532,112,3663,211,253,170,1657,"Spruce_Fir",1293
1311,3192,297,17,424,82,1195,171,233,201,2678,"Spruce_Fir",1311
1335,2983,103,25,247,125,876,252,199,60,1271,"Spruce_Fir",1335
1346,3201,20,9,684,84,926,214,221,143,2001,"Spruce_Fir",1346
1364,3299,23,10,0,0,3980,214,219,140,1626,"Spruce_Fir",1364
1366,2921,35,18,497,126,3048,216,199,113,1024,"Lodgepole_Pine",1366
1379,2920,352,20,636,226,2750,180,201,156,1867,"Lodgepole_Pine",1379
1451,2817,186,19,446,81,1307,219,250,156,677,"Lodgepole_Pine",1451
1457,3190,59,17,309,46,1423,231,202,98,4830,"Spruce_Fir",1457
1462,2945,33,11,90,3,4932,218,215,132,6204,"Lodgepole_Pine",1462
1514,2996,182,21,30,-2,2619,221,248,150,1727,"Lodgepole_Pine",1514
1527,2975,88,16,30,9,1448,242,213,96,1299,"Lodgepole_Pine",1527
1542,3323,4,12,350,42,1082,204,216,149,2571,"Spruce_Fir",1542
1566,2716,15,11,30,2,1260,211,218,143,2406,"Lodgepole_Pine",1566
1568,2600,96,4,192,-2,767,227,233,141,5615,"Lodgepole_Pine",1568
1569,3276,34,5,524,63,6156,219,228,146,735,"Spruce_Fir",1569
1580,3014,81,29,577,190,537,244,175,40,953,"Spruce_Fir",1580
1600,2669,5,28,210,71,1689,173,174,128,2692,"Douglas_fir",1600
1636,2592,180,1,323,61,960,219,239,157,150,"Lodgepole_Pine",1636
1705,2997,61,9,42,1,1116,227,222,128,1358,"Spruce_Fir",1705
1737,3162,335,4,201,9,1482,211,234,162,323,"Spruce_Fir",1737
1746,2978,135,5,120,13,5057,229,238,143,5844,"Spruce_Fir",1746
1783,2998,135,3,690,72,5366,224,238,149,6183,"Lodgepole_Pine",1783
1788,3146,205,25,150,33,5414,195,253,180,1176,"Spruce_Fir",1788
1808,3010,286,12,295,33,4719,187,239,192,124,"Lodgepole_Pine",1808
1819,2986,54,16,60,13,2042,228,204,105,2697,"Spruce_Fir",1819
1831,2704,108,5,268,20,872,228,234,141,360,"Ponderosa_Pine",1831
