,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
97949,3013,76,19,306,75,2162,240,202,85,1838,Lodgepole_Pine
5040,3013,76,19,306,75,2162,240,202,85,1838,Lodgepole_Pine
84554,3031,82,21,309,44,2313,243,199,77,1883,Lodgepole_Pine
72344,3031,82,21,309,44,2313,243,199,77,1883,Lodgepole_Pine
31604,3002,70,18,270,64,2251,237,201,89,1906,Lodgepole_Pine
37202,2964,54,22,192,56,2419,227,189,85,1899,Spruce_Fir
30910,2968,46,21,234,66,2136,221,189,93,1741,Spruce_Fir
17440,2999,68,18,285,61,2131,235,202,92,1852,Lodgepole_Pine
89221,2970,56,23,216,62,2434,228,186,80,1928,Spruce_Fir
15736,3060,64,21,446,73,2197,234,193,82,1734,Lodgepole_Pine
42546,2934,56,20,201,52,2526,229,192,88,1947,Spruce_Fir
74217,2976,71,19,309,56,1900,237,200,87,1385,Spruce_Fir
26664,3055,73,22,330,30,2363,239,192,72,1761,Spruce_Fir
44908,3054,65,23,408,67,2234,234,186,71,1775,Lodgepole_Pine
9065,2965,65,20,210,45,1742,234,196,85,1440,Spruce_Fir
32236,2991,76,22,285,98,2117,241,194,73,1543,Lodgepole_Pine
81908,2973,78,22,256,53,1836,242,193,70,1411,Spruce_Fir
85859,3095,51,20,258,58,2672,226,192,92,1116,Spruce_Fir
74831,2954,52,20,175,46,2445,226,194,94,1902,Spruce_Fir
64661,3051,71,22,360,26,2337,238,192,74,1790,Spruce_Fir
30634,2905,63,21,313,101,2244,233,191,80,2116,Spruce_Fir
50062,2954,52,19,190,49,2486,226,195,95,1935,Spruce_Fir
71335,2944,75,21,283,93,1637,240,194,74,1740,Lodgepole_Pine
87868,2970,68,21,350,74,1747,236,194,80,1075,Lodgepole_Pine
87824,2970,68,21,350,74,1747,236,194,80,1075,Lodgepole_Pine
61753,2902,58,20,242,83,2297,230,193,87,1319,Lodgepole_Pine
38296,2864,72,21,330,86,1867,239,195,77,1988,Lodgepole_Pine
35310,2954,55,24,256,72,2490,227,182,76,1922,Spruce_Fir
106799,3115,80,23,361,90,2268,243,192,67,1761,Spruce_Fir
43661,2874,68,21,234,55,2218,236,192,77,1361,Lodgepole_Pine
34243,2857,74,20,323,85,1824,239,198,81,1928,Lodgepole_Pine
15696,3186,65,19,210,60,1638,234,199,89,1524,Lodgepole_Pine
81024,3215,68,22,240,87,1650,236,190,74,2092,Lodgepole_Pine
65613,3034,65,18,234,31,2402,234,201,92,1931,Lodgepole_Pine
62323,2880,53,21,242,67,3078,226,190,87,1978,Aspen
61080,2892,52,21,255,79,3130,226,191,89,2040,Lodgepole_Pine
36612,2976,59,24,234,87,2054,230,183,73,1684,Spruce_Fir
60979,2897,46,20,201,78,2408,222,192,97,2084,Aspen
95501,2948,51,22,240,27,2131,224,187,86,2205,Spruce_Fir
18687,2971,46,19,175,52,2142,222,194,99,2183,Spruce_Fir
75325,3282,70,20,301,67,1929,237,196,81,2292,Spruce_Fir
42419,2880,56,19,228,89,2148,229,197,94,2268,Lodgepole_Pine
7316,2964,51,19,162,47,2136,225,195,96,2177,Spruce_Fir
27063,3176,71,20,192,50,1611,238,197,82,1500,Lodgepole_Pine
12542,3030,47,19,277,46,1641,223,196,101,1273,Lodgepole_Pine
100170,3030,47,19,277,46,1641,223,196,101,1273,Lodgepole_Pine
32906,3271,65,19,277,77,1848,234,197,87,2293,Spruce_Fir
97778,3006,69,18,270,24,2281,236,201,89,1920,Lodgepole_Pine
28839,2988,81,23,255,49,1616,244,193,67,2522,Spruce_Fir
47749,2964,39,20,192,63,2378,216,191,102,1866,Spruce_Fir
9039,3143,60,19,170,54,1539,231,197,90,1445,Lodgepole_Pine
800,3004,85,23,297,65,1574,246,193,64,2482,Spruce_Fir
72260,3004,85,23,297,65,1574,246,193,64,2482,Spruce_Fir
53661,2921,49,21,240,107,2436,223,190,91,2017,Spruce_Fir
59275,2880,57,22,150,63,2447,229,188,81,2108,Aspen
91837,2876,58,21,390,94,1689,230,191,85,1633,Lodgepole_Pine
48221,2868,45,19,256,65,2258,221,195,100,1500,Lodgepole_Pine
85119,3126,90,21,277,64,1707,246,203,76,2682,Lodgepole_Pine
107669,3002,95,19,272,64,2191,247,208,81,1878,Lodgepole_Pine
4710,2929,65,18,210,68,3079,234,200,91,2037,Lodgepole_Pine
88053,3120,67,19,301,83,2790,235,199,87,969,Spruce_Fir
75290,2891,55,19,301,106,2044,228,197,94,2200,Lodgepole_Pine
54596,2891,55,19,301,106,2044,228,197,94,2200,Lodgepole_Pine
100784,2872,68,20,351,103,1739,236,196,83,1864,Lodgepole_Pine
11803,3189,59,18,180,61,1710,231,200,96,2072,Lodgepole_Pine
92416,2883,51,19,162,64,2405,225,195,96,2123,Spruce_Fir
13011,3169,70,20,285,56,1211,237,196,81,1179,Spruce_Fir
36716,3169,70,20,285,56,1211,237,196,81,1179,Spruce_Fir
38639,2891,76,22,175,80,2340,241,192,70,1710,Lodgepole_Pine
92013,2947,45,20,150,46,2389,221,192,97,1839,Spruce_Fir
19171,2911,73,21,180,50,3037,239,194,76,2079,Lodgepole_Pine
15642,3055,71,19,210,41,2852,237,198,84,1195,Spruce_Fir
58880,2927,71,18,212,38,2072,237,202,89,2239,Spruce_Fir
84680,3016,62,22,192,34,1587,233,188,76,1366,Spruce_Fir
108545,2882,80,23,212,85,2371,243,193,68,1806,Lodgepole_Pine
55540,2958,37,21,201,54,2270,214,189,102,1801,Spruce_Fir
58284,2900,52,19,277,87,3160,226,196,96,2060,Lodgepole_Pine
85860,2900,52,19,277,87,3160,226,196,96,2060,Lodgepole_Pine
6797,3175,50,22,175,54,2713,224,186,86,1471,Spruce_Fir
58626,3126,55,19,295,72,2880,228,195,92,911,Spruce_Fir
2441,3126,55,19,295,72,2880,228,195,92,911,Spruce_Fir
3997,2864,51,18,240,79,2038,226,199,101,2147,Lodgepole_Pine
85598,2860,46,19,228,57,2230,222,194,99,1492,Lodgepole_Pine
83385,2943,37,20,258,95,2367,216,193,105,1940,Spruce_Fir
11013,2925,40,21,300,36,2336,216,190,100,1500,Spruce_Fir
81942,3158,65,21,384,54,987,235,194,82,2467,Lodgepole_Pine
13026,3158,65,21,384,54,987,235,194,82,2467,Lodgepole_Pine
22474,3016,86,20,408,77,1489,245,202,78,2361,Lodgepole_Pine
11015,3127,87,20,365,102,2255,245,203,79,1756,Spruce_Fir
15901,3105,87,20,255,44,1642,245,202,78,2672,Lodgepole_Pine
94213,3060,49,19,234,41,3290,224,195,97,1613,Spruce_Fir
11016,3060,49,19,234,41,3290,224,195,97,1613,Krummholz
54129,2915,54,20,190,63,1521,227,192,89,2750,Lodgepole_Pine
19202,3080,72,25,330,55,2335,239,183,60,1747,Spruce_Fir
36662,3080,72,25,330,55,2335,239,183,60,1747,Aspen
51715,3080,72,25,330,55,2335,239,183,60,1747,Spruce_Fir
79573,2868,66,19,342,101,1718,235,199,88,1834,Cottonwood_Willow
3190,2868,66,19,342,101,1718,235,199,88,1834,Lodgepole_Pine
97810,3108,49,21,283,102,2640,224,190,91,1061,Spruce_Fir
56193,3108,49,21,283,102,2640,224,190,91,1061,Spruce_Fir
72974,3048,41,21,256,34,3127,218,190,98,1727,Spruce_Fir
2707,3048,41,21,256,34,3127,218,190,98,1727,Spruce_Fir
10876,3190,78,18,234,64,1652,240,204,87,1542,Lodgepole_Pine
48110,3263,67,21,255,53,3144,236,194,81,2343,Spruce_Fir
39957,3160,73,22,295,28,1364,240,192,72,2336,Lodgepole_Pine
26831,3160,73,22,295,28,1364,240,192,72,2336,Spruce_Fir
6902,3106,84,19,234,45,1648,243,203,82,2647,Lodgepole_Pine
63542,3125,61,21,400,44,1063,232,193,84,2561,Lodgepole_Pine
25832,3185,80,22,216,38,3002,243,196,72,2048,Spruce_Fir
49276,3185,80,22,216,38,3002,243,196,72,2048,Spruce_Fir
48719,2958,38,19,192,57,2229,217,196,108,1770,Spruce_Fir
24613,2958,38,19,192,57,2229,217,196,108,1770,Spruce_Fir
103996,2889,54,18,277,101,2086,228,199,98,2233,Spruce_Fir
100856,2876,50,19,153,57,2382,225,196,97,2151,Spruce_Fir
10725,3033,71,24,366,97,2774,238,187,66,1507,Lodgepole_Pine
55982,3007,52,24,170,88,2553,224,182,79,2183,Spruce_Fir
103493,3077,61,19,201,34,1116,232,197,90,2248,Spruce_Fir
76411,2965,49,21,335,95,1838,224,190,91,2989,Lodgepole_Pine
47434,3025,81,19,277,64,1290,242,203,84,1150,Lodgepole_Pine
36116,3025,81,19,277,64,1290,242,203,84,1150,Lodgepole_Pine
65353,3002,48,19,433,47,2424,224,196,100,2661,Lodgepole_Pine
103354,3225,51,18,247,80,1533,226,198,100,2240,Spruce_Fir
107264,2970,75,17,361,87,2325,238,206,93,1660,Lodgepole_Pine
2287,2922,68,19,182,45,3113,236,200,88,2018,Lodgepole_Pine
18564,2862,72,19,216,43,2190,238,200,85,1354,Lodgepole_Pine
