"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
0,2754,146,5,150,2,1790,227,239,146,700,"Lodgepole_Pine",0
1,3219,21,8,67,-1,2869,215,223,145,1825,"Spruce_Fir",1
15,3228,118,11,162,2,2589,240,230,118,1082,"Spruce_Fir",15
21,3270,63,13,42,10,6198,231,213,112,306,"Spruce_Fir",21
32,3156,315,24,484,151,649,149,212,200,1986,"Spruce_Fir",32
52,3088,327,5,600,45,693,208,234,165,824,"Lodgepole_Pine",52
57,2774,162,4,150,-5,2067,223,240,152,1087,"Lodgepole_Pine",57
67,2699,47,9,379,17,1731,223,220,131,5965,"Lodgepole_Pine",67
78,2862,336,8,0,0,2825,202,229,166,2315,"Spruce_Fir",78
86,2910,121,18,362,105,379,248,222,94,1380,"Lodgepole_Pine",86
93,3302,107,5,120,42,6066,229,234,139,661,"Spruce_Fir",93
95,3363,0,1,218,35,3483,217,236,156,2163,"Spruce_Fir",95
98,2999,31,13,306,47,1221,216,212,129,2356,"Spruce_Fir",98
106,2881,58,21,30,4,247,230,192,86,450,"Spruce_Fir",106
128,2893,16,9,430,36,2967,212,222,146,3626,"Spruce_Fir",128
140,2914,49,18,210,-13,641,225,198,101,1544,"Spruce_Fir",140
155,2786,32,15,309,75,1790,216,207,124,1036,"Lodgepole_Pine",155
157,2580,224,27,342,-23,1405,174,253,203,977,"Ponderosa_Pine",157
164,3040,279,26,395,129,5562,139,232,228,1053,"Lodgepole_Pine",164
174,2553,8,14,60,2,1451,202,211,144,1396,"Lodgepole_Pine",174
184,2707,34,5,210,21,1452,219,228,146,1507,"Spruce_Fir",184
227,3209,43,20,0,0,2954,220,192,99,2452,"Spruce_Fir",227
230,3183,157,14,1158,90,3093,235,241,134,2353,"Lodgepole_Pine",230
244,3083,295,4,780,123,902,209,238,169,949,"Lodgepole_Pine",244
263,3188,286,7,649,177,1680,201,240,179,702,"Spruce_Fir",263
268,3329,179,18,661,115,1116,224,248,149,2433,"Lodgepole_Pine",268
272,1983,32,20,60,14,182,211,192,110,362,"Ponderosa_Pine",272
302,3103,11,16,726,-71,4271,202,206,139,4235,"Spruce_Fir",302
309,3518,49,23,931,319,2594,222,183,83,1120,"Spruce_Fir",309
314,3098,72,1,30,1,693,219,237,154,1816,"Spruce_Fir",314
324,3090,45,7,90,5,4842,222,225,138,1415,"Spruce_Fir",324
332,2551,59,7,277,27,816,226,226,134,503,"Lodgepole_Pine",332
336,3285,8,19,576,148,1195,194,198,137,5280,"Spruce_Fir",336
358,2870,78,29,323,198,1324,242,174,40,955,"Aspen",358
368,2408,336,18,60,7,446,177,212,173,618,"Douglas_fir",368
390,2845,309,3,841,113,30,210,237,165,1489,"Lodgepole_Pine",390
402,3354,13,13,424,57,1195,207,213,142,2724,"Spruce_Fir",402
405,2959,213,19,150,23,5392,200,254,184,2871,"Spruce_Fir",405
411,2696,216,4,0,0,942,215,244,165,1767,"Spruce_Fir",411
416,3091,349,10,162,25,2294,202,224,160,2353,"Spruce_Fir",416
433,3145,135,11,60,-9,2379,237,236,128,1442,"Spruce_Fir",433
441,1996,34,33,42,22,153,195,149,68,513,"Ponderosa_Pine",441
448,2603,12,12,90,4,402,207,215,143,1345,"Lodgepole_Pine",448
467,3178,267,12,162,33,2719,188,245,196,685,"Lodgepole_Pine",467
469,2975,196,9,531,62,5608,218,248,163,3638,"Lodgepole_Pine",469
473,2982,129,12,350,17,5716,240,233,121,3755,"Cottonwood_Willow",473
481,3211,18,12,720,118,2916,211,215,139,3618,"Spruce_Fir",481
487,3510,322,16,256,16,1648,179,223,183,2072,"Krummholz",487
515,3224,80,5,0,0,1888,227,230,137,247,"Spruce_Fir",515
526,3220,56,3,30,1,3007,222,232,146,2345,"Krummholz",526
530,3209,135,0,0,0,5314,219,238,156,725,"Spruce_Fir",530
555,2939,78,23,366,112,1165,242,191,66,437,"Aspen",555
570,2965,85,17,42,6,4402,242,209,91,3792,"Lodgepole_Pine",570
591,2858,45,0,391,57,2687,218,237,156,2691,"Lodgepole_Pine",591
613,2417,37,10,90,30,914,220,218,132,1332,"Ponderosa_Pine",613
626,3119,204,10,649,78,534,214,250,169,1749,"Lodgepole_Pine",626
632,2023,84,35,150,76,190,244,157,12,485,"Ponderosa_Pine",632
636,3020,63,22,543,188,570,233,189,78,882,"Lodgepole_Pine",636
637,2885,8,21,124,42,1687,192,195,135,2601,"Ponderosa_Pine",637
647,3323,123,12,67,12,4325,240,231,120,3810,"Spruce_Fir",647
654,3064,261,6,362,73,5801,206,243,176,4523,"Lodgepole_Pine",654
701,3019,57,7,150,5,2935,225,226,136,680,"Spruce_Fir",701
705,2613,191,15,277,9,1588,218,250,162,824,"Ponderosa_Pine",705
719,3249,10,4,30,0,4413,215,231,153,552,"Spruce_Fir",719
720,2777,70,7,127,11,1167,228,226,132,2400,"Spruce_Fir",720
722,3292,327,5,240,27,5641,208,234,165,484,"Lodgepole_Pine",722
747,2126,312,26,190,94,404,141,211,206,395,"Ponderosa_Pine",747
781,2906,74,13,537,154,1379,235,215,109,1595,"Lodgepole_Pine",781
785,3045,50,7,30,5,1158,224,224,135,2067,"Lodgepole_Pine",785
797,2746,358,20,331,103,1316,186,201,149,1992,"Lodgepole_Pine",797
799,3042,2,5,30,2,1101,212,229,155,2039,"Aspen",799
823,2857,109,9,30,0,3996,236,230,124,6108,"Lodgepole_Pine",823
828,2769,333,17,108,28,1544,180,216,175,2617,"Lodgepole_Pine",828
836,3086,259,25,124,21,2598,153,244,225,1396,"Lodgepole_Pine",836
837,2776,344,14,342,49,1864,192,218,164,1179,"Lodgepole_Pine",837
853,2630,54,4,42,2,85,222,230,143,570,"Lodgepole_Pine",853
860,3371,354,11,256,72,4258,202,221,157,3861,"Krummholz",860
861,2984,47,23,417,174,1022,221,184,86,900,"Lodgepole_Pine",861
863,2401,309,17,190,63,1388,170,226,196,769,"Ponderosa_Pine",863
874,3226,287,20,216,22,4064,160,234,213,1734,"Spruce_Fir",874
875,2986,117,11,60,6,2483,239,230,120,685,"Spruce_Fir",875
896,3012,329,6,30,0,4069,207,233,165,1082,"Lodgepole_Pine",896
897,2776,344,34,212,67,1221,135,168,159,1761,"Lodgepole_Pine",897
901,3137,321,25,192,72,3326,148,207,194,3045,"Spruce_Fir",901
943,2791,257,4,240,29,2952,209,242,171,6495,"Lodgepole_Pine",943
949,3082,114,22,255,66,3242,252,211,76,2058,"Lodgepole_Pine",949
960,2839,211,27,382,68,3275,186,253,188,1645,"Ponderosa_Pine",960
971,2977,334,14,170,40,3852,187,221,172,1332,"Lodgepole_Pine",971
1009,3179,50,4,360,-35,2702,221,231,146,1682,"Spruce_Fir",1009
1018,2467,344,26,85,33,726,159,190,163,1741,"Spruce_Fir",1018
1026,3372,5,13,541,85,2210,203,214,148,1434,"Spruce_Fir",1026
1029,2880,346,4,240,3,3697,212,233,159,3480,"Lodgepole_Pine",1029
1047,3057,96,9,234,26,3848,234,228,125,2520,"Lodgepole_Pine",1047
1054,2877,41,16,180,-15,366,220,203,113,582,"Lodgepole_Pine",1054
1055,3103,137,8,390,-5,6475,232,237,137,2797,"Lodgepole_Pine",1055
1076,2452,137,10,30,0,402,236,236,130,1310,"Douglas_fir",1076
1077,3099,315,3,450,14,1239,212,237,163,1248,"Spruce_Fir",1077
1082,2922,75,22,351,140,1366,240,192,72,2133,"Lodgepole_Pine",1082
1087,3338,256,22,256,62,3463,162,247,219,1530,"Krummholz",1087
1088,2768,332,20,170,73,2821,171,211,178,1961,"Lodgepole_Pine",1088
1093,3041,45,20,210,45,1863,221,193,98,3546,"Spruce_Fir",1093
1101,2618,338,14,339,62,524,188,219,169,937,"Ponderosa_Pine",1101
1109,2779,48,14,210,18,1398,224,210,117,1040,"Lodgepole_Pine",1109
1110,3173,287,5,175,30,2538,206,240,172,994,"Spruce_Fir",1110
1112,2750,56,7,210,63,1707,225,225,134,573,"Lodgepole_Pine",1112
1115,2575,86,36,134,66,1624,245,158,11,942,"Ponderosa_Pine",1115
1117,3277,82,7,350,-13,1504,230,228,132,3204,"Lodgepole_Pine",1117
1119,3199,306,15,150,45,4514,177,230,193,3368,"Spruce_Fir",1119
1134,2837,304,26,433,85,1836,140,217,213,2070,"Aspen",1134
1135,3143,188,14,95,5,3247,221,250,159,1405,"Lodgepole_Pine",1135
1150,2318,313,17,404,45,1329,173,225,192,895,"Ponderosa_Pine",1150
1162,2660,64,29,272,150,983,231,167,47,1142,"Lodgepole_Pine",1162
1170,2864,334,11,85,13,2791,194,225,170,2681,"Lodgepole_Pine",1170
1171,3154,62,13,90,-1,2942,230,214,114,3576,"Spruce_Fir",1171
1179,2978,4,13,481,125,2914,203,215,149,1552,"Lodgepole_Pine",1179
1194,3033,353,8,60,9,934,207,227,158,1383,"Lodgepole_Pine",1194
1210,2439,299,12,150,55,342,185,235,190,499,"Ponderosa_Pine",1210
1238,2707,14,27,268,118,1230,183,173,115,805,"Lodgepole_Pine",1238
1242,3109,125,10,234,46,5090,237,233,126,1905,"Spruce_Fir",1242
1250,2190,78,27,108,48,1396,242,178,48,285,"Ponderosa_Pine",1250
1255,2761,197,19,201,54,679,211,252,168,2121,"Lodgepole_Pine",1255
1258,2714,84,6,134,10,2130,229,229,133,4208,"Lodgepole_Pine",1258
1266,2725,141,21,60,22,2270,246,229,101,636,"Lodgepole_Pine",1266
1276,3173,235,17,418,112,3115,188,253,199,180,"Lodgepole_Pine",1276
1278,2982,248,7,805,96,1224,206,245,178,1935,"Lodgepole_Pine",1278
1285,1981,313,30,67,48,175,129,203,207,469,"Ponderosa_Pine",1285
1307,2952,276,18,190,-22,1168,168,241,211,808,"Lodgepole_Pine",1307
1308,3161,76,4,60,0,4026,225,232,143,426,"Spruce_Fir",1308
1340,3323,110,9,451,-6,1530,236,230,126,2105,"Spruce_Fir",1340
1373,3230,309,23,408,192,3029,151,218,204,3059,"Spruce_Fir",1373
1391,3031,214,12,421,9,1195,209,251,177,525,"Lodgepole_Pine",1391
1403,2700,9,18,306,102,1575,196,200,137,2629,"Lodgepole_Pine",1403
1404,3078,2,18,182,9,3349,193,203,146,5167,"Lodgepole_Pine",1404
1431,3322,280,12,458,99,4413,186,241,195,2094,"Spruce_Fir",1431
1441,2626,7,12,108,28,1529,205,216,148,4943,"Lodgepole_Pine",1441
1444,3004,225,12,573,98,5880,204,251,183,3212,"Ponderosa_Pine",1444
1459,3048,209,2,272,127,2868,217,241,161,2282,"Lodgepole_Pine",1459
1469,2953,73,7,339,48,3519,229,226,131,1651,"Lodgepole_Pine",1469
1484,3212,108,4,371,31,5734,226,235,144,2477,"Spruce_Fir",1484
1489,2081,118,18,30,6,1301,248,221,95,633,"Cottonwood_Willow",1489
1527,2975,88,16,30,9,1448,242,213,96,1299,"Lodgepole_Pine",1527
1529,2801,77,15,474,71,2850,238,211,100,1798,"Lodgepole_Pine",1529
1530,2939,139,16,67,17,4502,243,233,114,1894,"Lodgepole_Pine",1530
1534,3073,59,21,234,36,4532,231,192,85,2781,"Spruce_Fir",1534
1540,2919,352,10,240,-19,5558,202,222,158,3756,"Lodgepole_Pine",1540
1542,3323,4,12,350,42,1082,204,216,149,2571,"Spruce_Fir",1542
1544,2989,107,16,335,91,2419,245,220,99,1846,"Lodgepole_Pine",1544
1550,2898,330,10,270,43,3784,196,228,171,5478,"Lodgepole_Pine",1550
1566,2716,15,11,30,2,1260,211,218,143,2406,"Lodgepole_Pine",1566
1574,2787,198,15,60,8,1800,214,252,168,2287,"Lodgepole_Pine",1574
1576,3407,174,12,760,-45,1294,227,246,150,4061,"Spruce_Fir",1576
1591,3174,28,9,324,15,2416,217,220,138,2385,"Spruce_Fir",1591
1601,2845,152,31,60,6,966,240,223,87,404,"Lodgepole_Pine",1601
1612,3171,46,16,390,58,1961,223,203,109,3419,"Spruce_Fir",1612
1614,3490,163,24,201,83,4018,234,238,120,4023,"Krummholz",1614
1616,3333,353,14,234,68,3167,196,215,157,2326,"Krummholz",1616
1650,3178,309,3,150,30,497,210,237,165,792,"Lodgepole_Pine",1650
1670,3061,350,9,492,90,655,203,224,160,655,"Lodgepole_Pine",1670
1674,2786,73,16,365,56,2724,237,209,99,1920,"Lodgepole_Pine",1674
1679,2893,143,16,228,52,3042,241,235,117,3218,"Lodgepole_Pine",1679
1693,3081,231,24,30,0,2718,175,253,207,1289,"Lodgepole_Pine",1693
1715,2405,77,12,283,68,301,235,217,112,484,"Ponderosa_Pine",1715
1717,2991,90,9,60,6,2165,235,225,121,1259,"Lodgepole_Pine",1717
1724,3023,101,35,553,-30,968,252,172,17,1383,"Lodgepole_Pine",1724
1755,3129,335,9,319,54,1984,200,228,167,2462,"Lodgepole_Pine",1755
