"X","elevation","aspect","slope","horizontal_distance_to_hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","class","index"
22,3008,158,3,990,36,5773,222,239,153,6048,"Lodgepole_Pine",22
60,3449,89,19,127,-11,1254,245,206,82,1008,"Krummholz",60
66,3259,217,18,323,110,2997,198,254,187,886,"Spruce_Fir",66
68,2827,54,13,270,35,4250,227,211,115,5385,"Spruce_Fir",68
88,3043,59,6,726,-139,1463,224,228,139,1015,"Lodgepole_Pine",88
134,3220,207,2,495,36,541,218,241,160,1600,"Lodgepole_Pine",134
208,3227,193,15,677,13,531,217,251,163,2513,"Lodgepole_Pine",208
229,2702,18,18,234,34,3409,204,201,129,3054,"Spruce_Fir",229
257,2900,63,18,301,95,330,233,201,93,1361,"Krummholz",257
269,3133,38,17,277,27,1036,218,202,114,1906,"Spruce_Fir",269
287,2341,134,31,67,36,816,250,210,63,752,"Ponderosa_Pine",287
300,2926,104,12,309,77,2656,240,225,114,1989,"Lodgepole_Pine",300
357,2787,325,28,258,117,2222,140,197,191,2424,"Lodgepole_Pine",357
433,3145,135,11,60,-9,2379,237,236,128,1442,"Spruce_Fir",433
435,2340,125,13,201,81,658,242,230,115,722,"Ponderosa_Pine",435
476,2838,81,12,150,23,1114,237,218,110,811,"Spruce_Fir",476
501,2602,93,9,120,33,1362,234,227,125,1405,"Lodgepole_Pine",501
506,2192,53,31,256,141,323,220,158,50,371,"Douglas_fir",506
509,3024,32,19,30,4,1048,212,196,113,2391,"Spruce_Fir",509
558,3267,36,6,458,68,1172,220,226,142,674,"Spruce_Fir",558
566,2943,140,14,42,10,1554,240,235,122,384,"Lodgepole_Pine",566
596,2748,46,19,127,52,127,222,195,101,2671,"Lodgepole_Pine",596
611,2854,225,7,400,53,3531,211,247,172,6244,"Lodgepole_Pine",611
612,2800,342,15,323,73,1798,187,216,166,1024,"Aspen",612
616,3100,42,14,511,25,1317,222,208,118,2831,"Lodgepole_Pine",616
624,3262,64,7,95,7,6354,227,226,133,108,"Spruce_Fir",624
646,2386,317,24,124,69,391,149,210,198,745,"Ponderosa_Pine",646
661,2613,95,13,95,3,95,241,220,106,1577,"Lodgepole_Pine",661
671,3001,297,3,120,26,3032,210,238,166,6232,"Lodgepole_Pine",671
742,2950,127,10,390,33,732,237,234,126,2258,"Lodgepole_Pine",742
745,2949,144,6,510,122,4865,229,239,143,5165,"Lodgepole_Pine",745
776,2610,359,23,268,125,743,180,192,145,365,"Douglas_fir",776
779,2369,286,19,446,160,319,163,236,211,730,"Ponderosa_Pine",779
785,3045,50,7,30,5,1158,224,224,135,2067,"Lodgepole_Pine",785
854,2886,154,16,95,16,4109,237,239,127,6005,"Lodgepole_Pine",854
863,2401,309,17,190,63,1388,170,226,196,769,"Ponderosa_Pine",863
875,2986,117,11,60,6,2483,239,230,120,685,"Spruce_Fir",875
901,3137,321,25,192,72,3326,148,207,194,3045,"Spruce_Fir",901
907,3236,142,13,361,51,3893,239,237,125,1875,"Lodgepole_Pine",907
922,3191,68,8,272,16,3662,229,223,127,4446,"Spruce_Fir",922
948,3280,182,9,592,189,3905,223,246,156,648,"Lodgepole_Pine",948
954,3380,189,14,979,141,2831,220,250,160,1879,"Krummholz",954
963,2945,102,22,702,154,2368,250,206,73,1645,"Lodgepole_Pine",963
977,3001,220,12,408,45,1348,206,251,181,1507,"Lodgepole_Pine",977
1008,3001,36,6,270,19,4869,220,226,142,5190,"Lodgepole_Pine",1008
1018,2467,344,26,85,33,726,159,190,163,1741,"Spruce_Fir",1018
1028,3034,357,21,418,175,1082,183,198,149,3438,"Spruce_Fir",1028
1096,3037,39,12,297,19,4374,220,213,126,2914,"Lodgepole_Pine",1096
1108,3204,70,6,0,0,2862,227,228,135,2818,"Spruce_Fir",1108
1117,3277,82,7,350,-13,1504,230,228,132,3204,"Lodgepole_Pine",1117
1134,2837,304,26,433,85,1836,140,217,213,2070,"Aspen",1134
1140,3037,38,6,218,13,3522,220,227,143,5788,"Spruce_Fir",1140
1144,3201,27,15,362,58,601,212,207,128,1739,"Lodgepole_Pine",1144
1148,2118,52,35,228,170,268,214,145,38,124,"Ponderosa_Pine",1148
1156,3264,123,8,30,0,3625,234,234,132,3650,"Krummholz",1156
1245,2761,197,5,258,15,2490,219,244,161,1690,"Lodgepole_Pine",1245
1246,2804,53,5,470,26,3132,223,229,142,6520,"Lodgepole_Pine",1246
1287,3033,300,10,124,22,3226,191,236,185,342,"Spruce_Fir",1287
1290,2843,88,12,95,19,2424,238,220,112,2285,"Lodgepole_Pine",1290
1301,3286,297,8,631,96,726,196,238,181,713,"Spruce_Fir",1301
1311,3192,297,17,424,82,1195,171,233,201,2678,"Spruce_Fir",1311
1319,2832,12,17,190,45,2101,201,204,137,2521,"Lodgepole_Pine",1319
1332,3306,148,14,450,94,1416,238,238,126,2053,"Spruce_Fir",1332
1339,3140,83,11,443,32,5332,236,220,114,1173,"Lodgepole_Pine",1339
1377,2873,180,12,295,19,5104,224,247,154,4202,"Lodgepole_Pine",1377
1397,3129,90,4,175,16,6699,226,233,141,2382,"Lodgepole_Pine",1397
1401,3397,201,18,216,42,2376,209,253,172,3391,"Spruce_Fir",1401
1404,3078,2,18,182,9,3349,193,203,146,5167,"Lodgepole_Pine",1404
1405,3208,74,22,175,65,3958,240,193,73,1441,"Spruce_Fir",1405
1422,2729,1,11,95,12,1200,205,220,152,2340,"Lodgepole_Pine",1422
1447,2429,78,14,150,35,644,237,213,104,1084,"Douglas_fir",1447
1503,2899,61,2,175,19,3884,221,234,149,3750,"Lodgepole_Pine",1503
1523,3109,347,16,60,14,1953,189,213,162,1861,"Lodgepole_Pine",1523
1543,2710,59,27,180,70,1222,229,175,62,2147,"Lodgepole_Pine",1543
1570,2500,357,14,30,9,1130,197,213,153,4418,"Lodgepole_Pine",1570
1571,2921,130,18,108,29,3924,247,226,101,2560,"Lodgepole_Pine",1571
1588,3390,94,21,277,57,1068,248,204,75,3967,"Spruce_Fir",1588
1605,3063,302,20,658,293,931,161,227,205,1513,"Spruce_Fir",1605
1623,3296,8,13,376,84,2823,204,213,145,2356,"Spruce_Fir",1623
1637,3017,297,13,175,34,2888,184,236,192,824,"Lodgepole_Pine",1637
