,elevation,aspect,slope,horizontal_distance_to_hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,class
15,3228,118,11,162,2,2589,240,230,118,1082,Spruce_Fir
24,2937,41,13,192,29,2168,221,210,122,488,Spruce_Fir
36,3041,297,16,120,24,255,173,233,200,1714,Lodgepole_Pine
40,3152,357,12,285,82,2147,200,217,154,2026,Lodgepole_Pine
49,2913,46,14,30,4,1980,224,210,117,2106,Spruce_Fir
63,3198,128,10,247,36,1243,238,234,125,2448,Spruce_Fir
65,2674,359,19,201,62,2448,188,201,148,1366,Lodgepole_Pine
71,2771,20,16,108,12,1191,208,205,131,2340,Ponderosa_Pine
83,2961,137,16,134,24,942,243,232,113,1170,Spruce_Fir
92,2846,112,10,212,25,2558,238,229,121,2831,Lodgepole_Pine
96,2961,102,6,228,65,3390,230,233,137,1657,Lodgepole_Pine
98,2999,31,13,306,47,1221,216,212,129,2356,Spruce_Fir
107,3215,300,8,272,32,732,198,237,179,785,Spruce_Fir
122,2902,148,16,295,96,2068,240,236,120,1172,Lodgepole_Pine
126,2784,43,8,242,28,1940,222,222,136,1897,Lodgepole_Pine
131,3278,352,11,268,33,4654,200,221,159,842,Spruce_Fir
141,3101,58,6,335,26,1907,224,228,138,2195,Lodgepole_Pine
144,3110,119,12,95,0,2160,241,229,117,3268,Spruce_Fir
151,2671,155,15,134,36,3207,237,240,129,1945,Lodgepole_Pine
155,2786,32,15,309,75,1790,216,207,124,1036,Lodgepole_Pine
170,3348,190,15,485,142,2040,219,250,161,1259,Spruce_Fir
179,3070,344,14,255,32,3772,192,218,164,713,Spruce_Fir
181,3023,255,11,277,69,524,194,247,192,664,Lodgepole_Pine
217,2520,54,10,192,37,150,226,218,125,1781,Cottonwood_Willow
219,2939,139,10,283,65,4039,235,237,132,1567,Lodgepole_Pine
228,2768,51,13,182,27,1632,226,212,118,1253,Krummholz
229,2702,18,18,234,34,3409,204,201,129,3054,Spruce_Fir
231,3052,113,9,451,80,2478,236,231,126,2274,Spruce_Fir
233,3225,144,14,162,1,4200,239,236,123,2259,Spruce_Fir
237,3083,55,12,360,8,1890,227,215,119,1148,Spruce_Fir
247,2971,127,19,339,125,2301,248,224,96,1528,Lodgepole_Pine
256,3169,191,17,457,73,2203,217,251,162,1008,Lodgepole_Pine
259,2687,81,11,268,74,2418,235,221,117,2370,Lodgepole_Pine
269,3133,38,17,277,27,1036,218,202,114,1906,Spruce_Fir
270,2863,122,12,342,55,759,240,230,118,2765,Lodgepole_Pine
274,3126,162,12,150,17,2230,232,243,141,2406,Aspen
276,2917,315,13,120,36,1892,186,229,183,1130,Douglas_fir
277,2768,143,11,162,26,1710,236,238,130,2245,Aspen
288,2866,90,13,150,23,1920,240,219,107,2479,Lodgepole_Pine
291,2938,110,12,234,68,2890,240,227,115,1765,Lodgepole_Pine
295,2768,52,6,256,16,2212,223,227,140,3629,Lodgepole_Pine
300,2926,104,12,309,77,2656,240,225,114,1989,Lodgepole_Pine
307,3121,327,11,30,2,2208,192,227,174,908,Spruce_Fir
311,3244,340,12,90,17,1481,193,221,167,2701,Spruce_Fir
313,3084,263,8,234,30,3066,200,244,183,1490,Lodgepole_Pine
325,3018,81,10,390,-1,1578,234,222,118,853,Lodgepole_Pine
326,3020,309,6,382,53,2438,203,236,173,424,Lodgepole_Pine
331,2996,51,10,295,96,451,225,218,126,1436,Spruce_Fir
344,2805,219,12,108,14,2424,206,251,180,2226,Lodgepole_Pine
345,2976,346,15,297,66,1599,191,216,163,2538,Lodgepole_Pine
347,2820,56,7,335,58,1852,225,225,134,2799,Lodgepole_Pine
349,3190,139,16,258,49,2400,242,233,115,1471,Spruce_Fir
372,3049,105,14,228,33,4213,243,222,105,2571,Lodgepole_Pine
378,3117,236,12,450,60,3130,198,251,189,1767,Lodgepole_Pine
381,2968,170,17,339,56,3375,230,245,140,1237,Lodgepole_Pine
386,2965,187,6,306,46,5421,221,244,159,3421,Lodgepole_Pine
394,3065,11,18,90,4,1189,199,202,136,1418,Lodgepole_Pine
397,3028,138,6,319,58,2316,229,238,143,573,Lodgepole_Pine
398,3087,65,15,60,-6,3589,233,209,105,2910,Spruce_Fir
402,3354,13,13,424,57,1195,207,213,142,2724,Spruce_Fir
410,2790,140,16,150,65,1282,242,233,115,1556,Lodgepole_Pine
412,3018,354,12,306,10,2639,200,219,157,1230,Spruce_Fir
414,3017,342,13,300,7,2953,193,221,166,1320,Spruce_Fir
416,3091,349,10,162,25,2294,202,224,160,2353,Spruce_Fir
428,3028,163,16,335,7,1124,233,243,135,1282,Douglas_fir
437,3066,335,9,190,43,2828,200,228,167,691,Spruce_Fir
440,2790,34,19,162,44,1390,214,196,112,2609,Lodgepole_Pine
446,3060,264,4,379,67,2609,209,242,171,1999,Lodgepole_Pine
455,2949,175,10,518,35,2768,226,246,151,2290,Lodgepole_Pine
459,3010,324,14,433,100,1632,183,224,180,2393,Lodgepole_Pine
471,3003,42,16,124,18,553,220,202,112,1797,Spruce_Fir
476,2838,81,12,150,23,1114,237,218,110,811,Spruce_Fir
478,2826,127,10,330,91,1652,237,234,127,2581,Lodgepole_Pine
482,3202,238,8,180,21,2906,207,247,178,1398,Spruce_Fir
488,2771,19,17,247,28,1698,206,203,130,1189,Aspen
492,3105,309,9,361,71,1385,194,234,180,1276,Spruce_Fir
500,2933,65,13,90,11,1878,232,214,112,2335,Lodgepole_Pine
511,2851,146,14,120,8,3173,239,237,124,2028,Lodgepole_Pine
523,2997,284,12,212,24,2292,187,240,192,972,Lodgepole_Pine
524,3112,61,6,216,29,2420,225,227,136,1110,Lodgepole_Pine
525,3139,216,14,67,-4,1974,205,253,181,582,Spruce_Fir
538,3155,87,9,212,39,2252,233,226,125,3042,Spruce_Fir
