Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
7088,0.19,1.62,8.9,12.7,9.4,0.12,9.3,6.3,49.2,76,4.2
8200,0.22,1.65,17.4,42.4,2.6,0.07,8,0.6,29,178,0
12454,3.94,1.5,30.2,6.8,7.8,0.13,5.2,0.4,49.6,84,0
17589,25,1.12,5.4,4,0.4,1.26,88.6,0,1.6,53,0
10844,30.9,1.61,2.1,6.8,28.5,0.22,2.8,10.8,48.1,23,0.9
6742,20.05,1.62,1.8,14.8,11.8,0.28,2,1.2,68.4,15,0
8127,16.2,1.54,1.1,18,14.8,0.02,2.5,2.7,60.7,137,0.2
6816,0.76,1.6,6.6,2,19.4,0.17,1.8,5.6,61.8,165,2.8
7954,34.2,1.6,7.5,4.1,29,0.03,2.9,26,15.6,190,14.9
8032,0.11,1.16,93.4,0.4,0.4,0.23,4.8,0.2,0.8,43,0
2649,25,1.59,0.5,5.2,29.4,0.25,1.5,1.8,61.6,13,0
4548,0.24,1.44,37.1,5.4,6.8,0.17,23.1,8.8,7.6,109,11.2
17167,0.01,1.41,43.8,5.2,15.2,0.16,14.6,1.6,19.6,160,0
411,0.6,1.59,51.1,11,7.6,0.19,10.3,2.4,17.1,28,0.3
3320,13.27,0.69,5.7,13.1,2,3.28,5.9,0.1,73.2,0,0
13436,64.4,1.53,0.4,2.8,58.2,0.28,1.2,3.9,33.5,0,0
17042,16.4,1.59,4.8,7.6,36,0.56,5.6,14.5,29.9,0,1.6
399,32.2,1.43,5.8,8.2,31,0.24,5.4,3.7,45.8,33,0.1
14553,0.14,1.73,20.6,10.9,11.1,0.13,2.3,0.6,54.5,137,0
8552,51.3,1.23,13.6,8.3,21.9,2.48,11,5,39.3,0,0.3
2859,5.91,1.52,2.6,4.9,3.9,0.76,3.9,0.4,84.2,20,0.1
2798,130.5,1.01,6.8,0.7,18.6,1.15,2.7,0.6,70.6,0,0
17844,11.2,1.51,1.6,17.6,1.9,0.42,6.5,0.1,72.3,15,0
8616,12.9,1.61,1.4,25.7,6.9,0.3,2.9,1.5,61.6,119,0
1093,0.05,1.69,14.4,6,13.4,0.21,17.8,1.8,46.4,130,0.2
12826,0.18,1.79,19.8,10.8,19.2,0.23,5,2.7,42.2,94,0.3
6153,2.47,1.75,13.2,10.4,24.4,0.04,9.4,12.4,28.4,86,1.8
2167,2.47,1.93,3.8,19.9,29.6,0.01,14.1,8.7,23.5,91,0.4
14668,7.63,1.69,10.9,7.4,25.7,0.05,3.1,11.9,36.6,173,4.4
6701,7.9,1.41,2.5,5.4,12.2,1.22,5.6,0.7,73.6,137,0
2418,2.99,1.6,2,36.8,6.3,0.43,5.1,0.4,49.4,46,0
6385,1.97,1.45,11,12.3,12.7,2.42,3.9,1,58.9,0,0.2
2344,0.14,1.43,15.4,38.6,1.4,2.07,27.1,0.3,17.2,0,0
4361,9.63,1.73,9.7,4.7,33.7,0.33,11.2,16.4,23.2,25,1.1
999,0.2,1.49,23.5,20.8,0.2,0.21,11.4,0,44.1,36,0
6455,0.14,1.04,61,11.4,1.6,0.15,12.8,0.2,13,53,0
7998,1.18,1.59,0.8,16.4,1.5,1.35,3.4,0.1,77.8,89,0
16939,3.94,1.63,15.3,8.9,12.8,0.34,5.9,1.4,55.7,23,0
4124,18.4,1.46,4.1,6.1,7.6,0.24,1.6,3,76.5,18,1.1
8176,11.2,1.56,2.6,11.8,23,0.62,10.8,5.4,45.4,18,1
10930,0.07,1.56,26.4,13.5,4.2,0.5,3.9,0.3,51.7,86,0
737,79,1.26,1.1,2.4,62.7,2.64,3.2,13.7,16.6,0,0.3
1411,1.27,1.81,3.5,27.1,19.4,0.06,1.6,5.7,42.1,142,0.6
5143,1.42,1.55,7.5,9,23.2,0.6,23.9,13.6,20.8,23,2
4126,27.2,1.24,1.5,6,48.9,1.4,2.8,5.5,35.2,0,0.1
71,5.11,1.04,1.64,31.9,0.51,0.66,47.52,0.06,18.36,14,0.01
2328,6,1.27,62.2,6,9.2,0.21,6.6,2.4,13.4,46,0.2
686,27,1.42,13.6,8.3,21.9,2.48,11,5,39.3,0,0.3
18323,48.6,0.58,17.9,4.1,16.3,11.26,0.1,7.1,54.4,0,0.1
7033,7.39,1.63,1.6,2.3,9.4,0.1,1.6,0.8,84.3,61,0
12638,15.2,1.53,5.4,17.3,21.9,0.07,5.8,4.8,44.4,96,0.4
7773,31.6,1.06,2,23.6,17.3,1.26,0.9,2,54.2,0,0
6042,50.9,0.83,3.4,2.4,22.4,8.6,11.6,2.7,57.4,0,0.1
1754,3.72,1.58,19.9,15.4,10.9,0.12,5,2.09,46.7,86,0.1
15578,46,1.32,4.6,6.3,15.7,1.24,5.9,0.8,66.7,23,0
5354,9.78,1.45,1.5,10.7,22.7,1.32,4.5,7.7,52.3,0,0.6
5812,24.8,1.26,3.8,13.3,2,1.6,6,0.3,74.6,53,0
146,64.4,1.49,0.5,4.2,11.3,0.05,0.6,0.6,82.3,142,0
7474,7.23,1.59,12.1,10.4,29.4,0.35,6.1,3.2,38.8,48,0
3922,14.13,1.51,1.9,6.9,6.7,0.08,5.9,0.9,77.7,13,0
6630,0.14,1.82,11.8,34.2,8.2,0.22,6.8,0.8,38.2,94,0
11287,4.86,1.79,14,5.2,31.6,0.27,16.4,10.6,21.2,20,1
16943,0.0646,1.41,34,7.2,8.8,0.13,6.8,1,42,66,0.2
4755,10.52,1.67,22,3.6,27.8,0.05,4.8,2.9,38.8,155,0.1
10775,0.36,0.99,29.9,8.6,9.6,0.89,32.1,2.8,16.8,36,0.2
11066,17.4,1.4,3.1,10.3,13.9,1.98,4.3,0.9,67.5,0,0
18716,12.3,1.56,2.4,21.3,21.9,0.36,2.9,3.8,47.6,137,0.1
11527,30.9,1.71,2.4,3.2,29.2,0.24,4.6,18.7,34.9,81,7
13585,0.04,1.68,33.8,13.6,10.8,0.21,1.8,0.7,39.2,152,0.1
6718,48,0.97,18.7,1.6,3.2,3.76,67.7,3.8,3.1,0,1.9
6171,284,1.41,3.8,1.6,37.4,0.22,2.6,44.6,6.4,168,3.6
15732,46,1.4,1.3,2.9,4,0.41,2.6,0.1,89.1,84,0
9258,18.4,1.6,1,8.8,7.5,0.08,11.5,0.6,78.1,91,0
3539,0.01,1.55,44.7,14,5.2,0.02,7.3,0.4,28.4,147,0
14093,4.73,1.69,1.9,22.8,13,0.41,7.1,2,53,28,0.2
17782,5.92,1.74,4.2,3.5,41.2,0.27,12.8,10.7,27.3,104,0.3
3639,20.75,1.03,8.2,33.9,0.4,8.28,7.5,0,30,0,0
10490,72.3,1.65,0.4,0.3,57.9,0.09,0,26.5,14.2,8,0.7
6196,4.11,1.65,18.9,10,26.6,0.11,8.1,16.8,16.6,117,3
247,29.6,1.58,6,8,27,0.05,8.7,21,23.2,160,6.2
16208,0.18,1.49,31,17.8,2.8,0.88,30.5,1.1,16.4,18,0.4
434,0.1,1.66,19.4,6.8,14.6,0.11,1.6,1,56.6,198,0
1641,30.45,1.57,15.3,2.2,40.6,0.1,0.7,14.6,23.7,145,2.9
14499,20.4,1.59,0.3,5.1,10.4,0.08,0.5,0.1,83.6,20,0
7464,4.18,1.6,15.3,4.4,42,0.18,4.9,3.4,30,46,0
2631,20.95,1.48,2.9,24.2,1.4,0.17,1.3,0.2,70,165,0
5208,86.75,1.35,2.4,3.3,39.4,0.1,2.7,7.4,44.6,79,0.2
10546,3.68,1.55,21.1,10.5,31.3,0.07,11.2,8.4,16.5,122,1.1
13590,10.3,1.66,6.2,11.3,12.9,0.03,1,0.6,68,137,0
14908,0.369,1.44,9.4,4.7,34.4,1.57,5.4,12.4,32.9,66,0.8
15675,5.26,1.48,2.2,13.9,14.3,1.5,6.2,0.6,62.8,10,0
109,1.8,1.66,8.7,4.2,33.9,0.45,2.3,2.5,48.4,135,0
17990,0.18,1.57,6,19.7,3.1,0.47,17.9,0.3,53,15,0
14704,15.3,1.48,4.2,19.2,21.1,1.68,6.4,5.7,43,0,0.4
16868,26.3,1.58,1.1,5.6,41,0.28,4.1,3.9,44.3,51,0
996,0.9,1.38,9.5,14.1,8.1,5.06,32.3,1.5,34.4,0,0.1
8572,0.12,1.73,31.9,7.2,20.2,0.08,6.7,2.6,31.2,150,0.2
224,0.2,1.31,51.8,11.2,3.2,0.17,6.7,0.8,26.1,152,0.2
17770,19.1,0.74,2.71,9.4,10.2,7.26,19,1.2,57.3,135,0.2
12064,23,1.41,2.2,3.7,19.1,0.84,7.4,3.4,64.1,10,0.1
16609,17.1,1.35,2.6,25.8,7,3.06,5.6,1,58,0,0
9233,35.5,1.31,4.5,2.2,3.5,1.92,2.4,0.1,87.3,89,0
10886,0.3,1.7,26.6,4.3,34.3,0.05,2.3,7.5,24.5,175,0.5
3014,15.8,1.4,2.8,19.1,0.4,0.28,6.2,0,71.5,15,0
17779,48.6,1.59,0.5,2.8,53.5,0.17,4,14.5,27.5,23,0.2
751,39.1,1.19,1.5,10.2,6.4,1.46,2,1.4,78.4,0,0.1
809,98.1,0.89,5.8,2.9,0.7,5.61,3.7,0.1,86.8,0,0
11779,0.06,1.82,27.6,4.9,32.4,0.08,6.6,6.2,22,114,0.3
6586,50.85,0.93,16.8,4.8,11.7,4.61,15.9,3.9,46.7,0,0.2
15361,2.89,1.7,3.4,10.3,22.5,0.21,4,2.2,57.5,109,0.1
3577,26.95,1.62,1.2,17.2,33.3,3.61,1.4,2.7,44.1,193,0.1
3329,7.2,1.58,4.8,7,34.2,0.47,2.5,3.3,48.2,91,0.1
8529,7.23,1.56,3.4,26.8,8.4,1.02,7.5,1.6,52.2,0,0.1
9419,68.4,1.6,2.6,0.3,64.3,0.05,3.4,2.9,26.5,84,0
9488,72.3,1.55,2.6,2,51.7,0.1,0.8,4.8,37.9,152,0.2
8619,1.65,1.62,23.3,30.2,5.4,0.14,3.3,1,36.8,173,0
11634,22.3,1.41,1.3,7.7,34,1.78,5.8,3.3,47.9,0,0
328,1.3,1.59,54.7,7.2,3.4,0.05,20.9,0.9,12.8,112,0.1
16794,23.7,1.53,2.4,5,23.4,0.15,6.7,23.9,31.5,43,7.1
5849,77.55,1.57,1.3,4.6,46.3,0.05,1.5,5.1,41.2,104,0
11295,12.5,1.57,4.2,3.2,31.4,0.12,7.4,7,46.4,33,0.4
15065,73.6,1.46,0.8,2.6,4.4,0.11,0.7,0.2,91.3,165,0
16046,17.5,1.47,0.5,6.2,31.3,1.09,3.5,1.7,56.8,0,0
480,67.7,1.59,3.6,2,44.1,0.05,1.1,21.1,26.7,155,1.4
6114,0.05,1.13,28.9,2.7,2.5,2.52,60.3,1,4.4,0,0.2
4513,92.7,1.58,1.7,3.5,39.2,0.05,2,18.5,33,76,2.1
441,3.4,1.35,7.9,18,12.1,1.78,21,3.5,37.2,0,0.3
12723,27.6,0.99,16.5,0.4,0.2,1.95,82.5,0,0.4,28,0
12183,12.5,1.69,3.7,14.6,25,0.04,11.1,9.2,35.8,30,0.6
18246,0.02,1.41,40.2,8.4,3,1.86,30.7,0.3,17.5,0,0
18728,22.9,1.19,0.1,22.6,21.1,4.39,0,1.7,54.5,0,0
13207,63.1,1.49,1.4,1.5,34.6,0.6,3.3,1.3,57.9,130,0
6570,0.08,1.78,6.8,21.8,2,0.45,24.2,0.4,44.6,15,0.2
9443,3.33,1.26,12.2,23,8,2.63,30.8,1.6,24.3,0,0.1
6747,22.35,1.65,0.6,12.2,12.6,0.06,1.1,1.3,72.2,56,0
4134,0.6,1.75,8.1,8.2,32.9,3.5,3.3,3.8,43.6,86,0.1
2098,34.2,1.34,0.9,3.5,53.7,4.12,0,4.8,37,0,0.1
15563,17.1,1.51,1,25.2,1.3,0.26,1.7,0.2,70.6,28,0
15464,1.55,1.59,3.6,3.5,36.7,1.32,1.3,5.4,49.4,86,0.1
343,72.4,0.69,8,5.8,22.5,9.05,30.9,2.4,30.4,0,0
1827,0.05,1.28,28,3.2,1.2,0.07,65.6,0.4,1.6,178,0
789,2.4,1.44,4,21.6,3.3,1.38,5.5,0.1,65.4,56,0.1
1864,6.08,1.5,2.8,30,16.3,1.18,4.6,5.1,41.4,0,0.2
10398,0.05,1.56,6.6,4.5,43.8,2.36,3.3,4.7,37.1,71,0
3742,131.5,1.52,0.5,2.4,60.4,0.1,0.5,5,31.2,46,0
13937,27.6,1.59,4.5,2.9,49.5,0.13,4.5,11,25,13,2.6
14257,101,1.37,1.4,7.7,9.9,0.4,1.5,3.7,75.4,18,0.4
3632,26.7,1.63,1,9.2,17.3,0.13,1.5,1.2,69.8,109,0
3856,14.45,1.2,3.7,6.2,15.7,3.8,6.9,2.9,64.5,0,0.1
17084,16.4,1.66,0.8,12.6,27.4,0.08,3.3,3.5,52.4,81,0
12619,15.8,1.49,1.5,18.8,8.4,0.12,2.8,1.5,67,97,0
506,106.5,1.41,0.4,1.3,54.7,0.2,1.5,17.3,24.1,23,0.7
2532,41.4,1.62,3,10.4,27,0.07,4.1,8.9,45.2,89,1.4
11575,44,1.16,3,6.5,28.1,0.57,8.2,2.8,51.3,86,0.1
9889,3.68,1.62,1.6,31.6,2.5,0.1,3.3,0.1,60.9,91,0
16822,4.86,1.38,4.9,38.6,0.9,0.25,19.6,0.1,35.9,30,0
11793,0.13,1.515,40.8,3.4,19.6,0.08,7.8,4.8,21.4,127,2.2
1125,0.16,1.79,11.9,4,23.4,0.18,2.3,3,55.4,132,0
11174,18.4,1.71,0.9,6.5,19,0.18,2.1,8,61.7,94,1.8
10097,31.6,1.51,0.8,2.8,4.8,0.07,1.1,0.1,90.4,137,0
9449,1.04,1.62,30.4,20.4,4.9,0.03,26.1,0.9,17.3,175,0
5925,1.22,1.71,5.5,19.2,18.6,0.02,10.1,6.6,39.3,81,0.7
8555,4.82,1.47,29.1,7.6,17.8,0.14,7.6,4.3,33.3,41,0.3
13543,38.1,1.5,1.4,8.2,21.3,0.34,1.6,0.9,66.6,10,0
14637,12.5,1.6,8.5,9.4,24.8,0.22,7.5,7.8,40.6,28,1.4
654,1,1.76,49.8,9.8,9.2,0.1,8.3,4.2,18,64,0.7
758,7,1.29,3.1,14.3,18.3,1.08,6.8,2.3,55.1,0,0.1
12081,72.3,1.48,2.6,1,44,0.3,4.8,26,17,10,4.6
17913,28.9,1.54,2,1.4,4.2,0.27,2.9,0.1,89.4,142,0
706,171,1.19,4.4,0.4,66.2,1.32,4.8,7.1,17.1,0,0
6575,42.05,1.3,0.5,3.3,16.4,1.83,2,0.8,77,0,0
49,36.43,1.1,15.26,4.64,7.4,3.71,30.22,15.34,6,8,21.14
2005,2.13,1.59,20.7,7.6,14.8,0.07,18.9,7.8,27.6,102,2.6
8417,13.5,1.6,1.7,8.9,8.4,0.23,1.6,0.6,78.8,58,0
9941,30.2,1.58,4.6,11.8,29.1,0.15,5.3,3.7,45.3,147,0.2
7622,11.8,1.42,1.5,50.4,4.3,1.38,7.6,0.1,36.1,0,0
17648,48.6,1.39,4.6,6.84,34,0.36,9,20,23.2,15,2.4
11991,21.4,1.7,3.1,4.6,31,0.15,4.2,3,50.8,96,0
7120,0.11,1.81,23,7.6,22.8,0.12,3.2,3.1,40.3,130,0
5278,10.03,1.67,1.8,21.4,16.8,0.16,4.6,1.5,53.9,81,0
13801,8.22,1.69,4.3,11.4,26.9,0.33,2,1.8,53.6,145,0
8586,0.24,1.74,24.4,15.6,11,0.13,6.2,1.4,41.4,109,0
345,24.1,1.68,2.6,5.5,40.8,0.08,2.3,7.3,41.3,25,0.2
13267,9.2,1.71,4.7,9.4,31.2,0.06,4.3,13.6,34,147,2.8
10017,202,1.36,2.5,1.5,48.6,0.8,0.8,6.2,40.4,0,0
9915,2.28,1.31,45.5,8.6,13.7,0.42,3.1,0.9,28.2,84,0
13597,10.5,1.58,0.5,52.9,4.1,0.02,4,0.1,38.4,99,0
8278,0.07,1.62,28.3,13.2,14,0.05,6.7,1.8,35.8,152,0.2
2016,1,1.63,1.8,8,13.1,0.69,3,1.2,72.8,165,0.1
5897,88.75,1.47,0.3,0.9,55.3,0.06,2.4,1.7,39.4,18,0
238,0.1,1.57,24.3,12,1.2,0.72,51.5,0.5,10.4,10,0.1
8899,6.05,1.63,8.7,11.8,28.6,0.79,5.1,7.9,36.7,0,1.2
1520,30.9,1.38,1.4,9.4,24.7,0.04,8,4.1,52.2,155,0.2
7594,36.2,1.47,0.4,11.3,10.2,0.07,0.4,0.3,77.4,163,0
5695,73.6,1.54,1.5,4,25.5,0.19,1.9,15,47.5,112,4.7
10870,29.6,1.55,1.6,18,17.8,0.16,4.2,3.2,55.2,48,0
12377,26.3,1.5,2.5,4.3,20.4,0.14,1,0.9,70.9,69,0
17199,5.75,1.41,20,10.4,19.2,1.11,7,3,40.2,15,0.2
14332,13.1,0.95,3.6,4.6,39.5,4.64,2.8,2,47.5,0,0
6534,46.05,1.17,2.5,44.9,0.7,1.63,8.1,0.1,43.7,0,0
16164,6.84,1.69,18,5.3,31.1,0.18,4.2,17,22.5,152,1.8
4145,0.13,0.49,24.6,5.5,28.8,5.18,5.6,1.7,33.7,0,0.1
2057,15.09,1.72,0.9,11,21.6,0.14,2.5,2.3,61.7,33,0
10429,6.57,1.86,6.1,3.3,53.1,1.4,4.5,5.5,27.5,74,0
2794,16.45,0.94,9,21.6,0.8,1.67,60.1,0.2,8.2,0,0.1
14550,19.7,1.52,1.8,16.6,12.1,0.45,2.5,0.5,66.5,15,0
17554,1.11,1.65,15.7,19.2,12.9,0.06,8.2,1.6,42.4,140,0
6847,36.5,1.6,1.7,3.3,35.2,0.01,2.3,4.5,52.9,155,0.1
12976,13.8,1.38,1.3,4.9,6.7,2.18,6.3,0.7,80.1,0,0
10256,77.6,0.87,1,8,0.6,1.24,4.4,0,86,0,0
6723,11.19,1.22,17.6,6.5,10.8,2.95,32.4,12.3,11.8,0,8.6
18672,5.48,1.82,2.1,23.1,13.4,0.09,4,1.1,56.3,107,0
54,6.21,1.24,8.88,5.06,14.85,0.16,29.17,21.48,8.76,2,11.8
13522,103,1.03,1.53,5.44,40,2.17,0.5,7.8,44.6,0,0.2
1815,9.36,1.2,15,6.6,26.2,4.93,5,21.4,23.2,0,2.6
14801,5.62,1.6,6.6,0.4,61,0.58,1,5.4,25.5,193,0.1
1291,6.26,1.64,1.5,33.8,10,0.27,3.7,0.3,50.7,38,0
8172,7.62,1.64,2.3,14.5,22.9,0.29,4.1,6.6,49,198,0.6
2381,1.93,1.29,8,34.2,4.2,0.52,43.2,2.8,7.4,38,0.2
34,0.56,1.72,9.1,12.4,22,1.28,16.2,8.9,28.6,0,2.8
4025,69.65,1.09,4.1,2.8,5.4,2.07,3.8,0.5,83.4,0,0
12263,0.91,1.6,48.4,12.4,2.6,0.58,28.8,2.4,5.2,36,0.2
6732,0.37,1.75,20.8,9.9,6.7,0.21,1.4,0.7,60.5,157,0
292,25.9,0.09,2.6,2.9,11.8,0.08,0,4.3,77.7,38,0.7
5100,5.11,1.38,13,21.4,3.5,1.68,30.6,2.3,27.8,0,1.4
3817,0.18,1.62,18.9,22.1,0.1,0.13,2.2,0,56.7,185,0
3200,2.76,0.7,26.8,11.7,1.4,4.96,27.9,0.3,31.9,66,0
18045,19.7,1.62,1.8,17,20.9,0.08,2.8,3.4,54,84,0.1
6149,0.42,1.5,49.3,4.8,13.6,0.02,8.7,11.4,10.2,165,2
10080,25,1.63,1.3,7.5,42.1,0.04,3.4,3.4,42.2,127,0.1
9166,32.9,1.15,5.3,22.3,0.7,2.7,9.3,0,62.4,0,0
11839,57.9,1.47,2,5,47.9,0.23,2.1,3.7,39.3,8,0
6817,41.2,1.11,1.3,11.3,31.2,2.53,3.3,3,49.8,0,0.1
13149,3.94,1.74,3.1,18.7,25.4,0.35,11.6,11.3,27.9,18,2
13974,2.99,1.7,31.5,11.5,17.7,0.22,7.7,8.5,22.2,23,0.9
17650,18.8,1.6,17.6,6.8,28.4,0.14,8.6,15,21.6,86,2
10758,0.00102,1.52,47.9,6.2,8,0.26,13.7,4,18,76,2.2
5149,0.16,1.75,20.9,10.6,12.2,0.02,37.5,6.2,11.8,170,0.8
8274,0.1,1.36,10.9,17,15.2,2.12,13.9,1.7,41.3,0,0
616,2,1.69,4,3.8,31.7,0.01,0.9,11.8,46.3,145,1.5
8976,32.9,1.46,3.4,10.3,27.1,1.54,5.5,7.7,45.4,30,0.6
4867,0.5,1.25,19.5,2.9,6.2,0.45,26.9,1,43.4,33,0.1
799,1.8,1.6,1.7,25.3,2.6,0.08,1.7,0.1,68.6,102,0
13879,1.14,1.61,20,5.2,24.4,0.02,15.4,10,19.6,135,5.4
6003,13.15,1.59,0.8,11.6,24.9,0.36,5.2,7.4,49.8,13,0.3
16817,0.16,1.57,17,32,1,0.15,15.4,0.2,34.4,58,0
3547,26.3,1.35,2.7,2.9,4.2,1.17,2.9,0.1,87.2,56,0
14678,2.63,1.67,6.7,21.4,18.8,0.59,9.5,5.6,37.6,5,0.4
4475,0.03,1.66,27.9,18.4,8,0.09,25.4,2.5,17.2,66,0.6
8983,2.89,1.67,1,5.5,36.9,0.19,0.3,4.8,51.2,13,0.3
11871,1.45,1.73,19.1,20.4,2.2,0.08,7.9,0.2,50.2,71,0
16814,2.82,1.48,5.3,35.4,1.6,0.86,19.7,0.4,37.6,15,0
12408,21.7,1.57,0.6,8.6,12.5,0.16,1.8,0.7,75.8,18,0
4680,21,1.45,2,10.7,8.4,2.34,3.2,1.4,74.2,56,0.1
1481,6.57,1.36,24.9,8.4,11.1,1,21,8.6,19.9,51,6.2
14439,6.31,1.55,6.8,22.8,9.8,0.15,5.4,1.9,53.2,46,0.1
7231,2.25,1.53,4.1,8.2,28.4,1.2,2.9,1.8,54.6,51,0
11486,7.23,1.62,6,0.4,19.8,0.12,1.7,2.4,69.7,132,0
16165,0.63,1.33,11,29.2,0.7,3.28,36.5,0.2,22.3,0,0.1
1961,4.51,1.18,25.3,15.3,6.9,3.68,22.9,1.4,28.2,71,0
1524,1.97,0.94,3.8,1.6,59.1,7.28,2.9,13.7,18.4,56,0.5
4642,1.38,1.68,23.2,15.6,15.4,0.49,4.7,5.6,34.8,112,0.7
12060,21.7,1.55,1.4,3.7,20.9,0.13,5.5,3,65.3,20,0.2
14226,32.9,1.55,4.1,10.3,10.8,0.72,4.3,1.4,69,69,0.1
1395,0.42,1.57,14.3,26.8,7.6,0.13,9.3,2.4,38,152,1.6
14467,137,1.54,1.7,1,72.3,0.16,4.6,7.3,13,23,0.1
7307,14.3,1.57,10.2,6.6,14,0.14,6.6,2.6,59.8,86,0.2
14905,0.0203,1.54,11.3,5.5,32.8,3.79,4.1,10.1,35.8,0,0.4
1639,46.35,1.6,3.5,2.6,48.8,0.05,2,15.1,25.6,64,2.4
7211,30.8,1.56,2.2,4.4,29,0.13,2.2,1.6,60.6,61,0
10544,2.3,1.69,11,6.4,42.7,0.17,3.4,10.1,25.5,53,0.7
546,28,1.45,1.6,41.2,2.4,18,3.6,0.5,50.7,18,0
13351,16.2,1.53,3,27,11.3,0.17,2.2,1.4,55.1,74,0
3128,8.62,1.5,4,14.3,24.8,0.78,13.6,8.7,33.8,0,0.8
16721,0.6,1.67,26.4,1.1,11.5,0.02,1.6,1.2,58.2,124,0
7221,3.29,1.57,13.8,12.8,6.6,0.28,3,0.8,63,68,0
10409,0.14,1.17,6.4,5.1,25.5,4.72,8.1,2.1,52.8,104,0
315,27.6,1.48,1.1,1.6,11.5,0.36,1.8,0.8,83.2,25,0
3702,0.48,1.48,54.3,5.4,4.6,0.13,9.3,0.2,26.2,104,0
3963,0.71,1.28,26.1,3.6,3.6,0.47,29.9,0.4,36.4,64,0
14907,10.5,1.28,9.6,5.2,32.3,2.91,6.3,8.5,37.6,41,0.5
9680,10.3,1.59,35.6,2.9,16.4,0.52,9.4,2.6,33,66,0.1
10203,0.03,1.4,24.6,3,3.9,0.98,10.9,0.4,57,23,0
14589,0.01,1.52,34,14.3,7.6,0.43,8.2,1.3,34.6,152,0
4523,18.4,1.49,1.7,12.6,26.2,0.66,3.9,3,52.5,3,0.1
16305,0.01,1.49,30.1,9,14.8,0.82,11.7,1.1,33.2,18,0.1
16215,20.6,1.35,5.2,13.9,23.3,1.72,17.1,7.8,32.3,0,0.4
5746,6.9,1.68,6.2,22,3,0.06,6.4,0.2,62.2,56,0
10361,40.8,1.37,1.9,2.4,2.9,0.15,2.5,0.1,90.2,66,0
10645,0.02,1.37,64.4,4.3,0.9,0.34,16.6,0.3,3.4,41,0.1
3979,108,1.19,2,3.6,3.9,1.15,0.6,0.1,89.8,0,0
4567,57.2,1.18,1,10.2,26.6,1.5,6.2,1.7,54.3,0,0
12972,0.15,1.39,22.8,7.7,0.9,0.19,5.3,0.2,63.1,91,0
8129,1.07,1.69,15.8,15.8,12.3,0.06,3.7,2.3,50,188,0.1
14216,30.2,1.46,0.9,5.6,15.1,1.52,3.4,1.8,73.2,0,0
9581,34.2,1.51,0.3,9.8,29,0.14,2.6,2.4,55.8,18,0.1
7090,1.25,1.49,18.2,0.8,36.6,0.99,4.1,10.4,29.7,104,0.2
309,1,1.14,19.8,7.7,30.5,4.11,7.6,3.3,31,10,0.1
3212,26.38,1.07,1.3,22.3,19.7,6.05,8.1,1.7,46.8,0,0.1
1374,25.35,1.29,1.1,25.3,5.6,1.33,1.3,0.3,66.4,0,0
16141,13.1,1.28,4.9,11.9,31.4,2.63,9,2.3,40.4,8,0.1
3240,41,1.83,1.8,19,5.3,0.67,2.7,0.2,71,107,0
3889,0.8,1.64,20.8,56.4,5,0.04,5,0.8,12,157,0
16594,0.04,1.31,46.2,13.7,0.7,0.04,18.2,0.1,21.1,173,0
14335,0.02,1.49,0.5,5.4,46.5,0.28,2.3,2.7,42.6,56,0
124,1.27,1.52,19.5,12,10.6,0.51,4.8,3,49.8,38,0.3
2451,4.4,1.1,75.5,2,3,0.53,9.6,0.2,9.6,104,0
831,2.3,0.66,6.2,1.4,42,7.96,19.2,5,26,64,0.2
4991,0.58,1.25,35.5,14.1,17.6,0.28,8.2,6.6,17,157,1
995,0.3,1.56,22.6,19,7.3,0.09,10.8,1.5,38.5,183,0.3
1948,6.03,1.32,9.2,19.5,6.6,3.28,13.3,0.8,50.7,0,0
7023,0.08,1.59,27.4,11.2,2.9,0.36,10,1.4,46.7,33,0.4
15397,28.9,1.61,1.8,2.9,31.4,0.04,0.6,5.4,57.7,64,0.2
