,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
18593,4.03,1.27,8.3,20.2,1.7,0.98,2.0,0.3,67.4,0.0,0.1
9373,80.2,1.47,0.8,0.3,62.8,0.13,0.8,5.3,29.9,15.0,0.1
6041,0.8,1.68,17.4,4.1,15.8,0.3,4.4,2.0,56.3,114.0,0.0
4746,5.91,1.54,6.5,14.0,19.3,1.03,5.4,3.9,50.7,0.0,0.2
1835,0.16,1.55,20.9,40.0,1.8,0.11,8.3,0.4,28.6,193.0,0.0
16731,48.6,1.43,2.8,3.7,33.3,2.21,18.1,8.8,32.8,0.0,0.5
15336,3.29,1.71,3.4,3.3,27.4,0.06,2.0,11.1,52.2,61.0,0.6
2719,4.93,1.62,5.6,9.8,5.4,0.17,1.6,1.7,75.9,89.0,0.0
5191,0.85,1.58,19.0,38.0,0.4,0.2,21.6,0.0,21.0,74.0,0.0
5926,1.86,1.68,18.4,13.2,18.7,0.02,7.7,7.0,33.9,112.0,1.1
10222,86.8,1.32,1.8,3.6,3.5,0.3,1.3,0.1,89.7,13.0,0.0
15517,24.1,1.55,2.0,16.3,35.7,1.2,4.1,0.2,41.7,0.0,0.0
6916,2.92,1.43,16.9,1.3,1.3,1.87,15.0,0.1,65.4,0.0,0.0
7480,34.2,1.51,1.1,5.9,26.6,0.7,0.7,2.7,63.0,0.0,0.0
13278,71.0,1.49,1.9,5.2,42.3,0.32,6.2,17.0,26.1,15.0,1.3
12237,50.0,1.61,0.5,3.3,52.1,0.36,6.6,12.7,24.6,18.0,0.2
9135,18.8,1.35,1.9,7.7,25.6,1.04,3.9,3.0,57.9,28.0,0.0
1742,66.4,1.23,2.3,7.9,34.2,0.38,6.0,21.6,23.6,0.0,3.5
669,10.8,1.48,33.6,14.6,8.8,0.25,5.5,1.6,35.8,38.0,0.1
74,46.7,1.47,2.3,9.1,34.6,0.78,3.3,4.8,45.8,0.0,0.1
5874,32.6,1.54,1.6,3.3,46.2,0.25,6.5,10.5,31.7,25.0,0.2
12223,105.0,1.51,0.5,2.3,56.1,0.04,2.7,8.5,29.8,170.0,0.1
18432,101.0,1.53,0.9,1.0,53.6,0.1,1.0,18.1,24.1,13.0,1.3
15797,0.306,1.58,22.2,5.1,12.2,0.24,7.9,2.6,49.9,43.0,0.1
15665,1.02,0.89,34.1,9.9,10.2,5.03,20.5,0.8,24.5,0.0,0.0
5611,0.01,1.78,11.9,3.8,26.2,0.06,13.9,3.6,41.4,142.0,0.2
561,1.4,1.66,5.4,16.5,19.9,1.34,6.7,2.2,49.2,53.0,0.1
4347,14.45,1.51,1.6,14.9,33.2,0.14,3.0,2.4,44.8,23.0,0.1
18212,1.22,1.7,8.7,16.9,7.4,0.05,4.1,0.9,62.0,38.0,0.0
