Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
1758,16.45,1.54,3,19.3,14.5,0.45,5.4,2.2,55.5,23,0.1
13072,52.2,1.47,0.1,2.7,13,0.15,2,0.3,81.9,13,0
6721,26.6,0.96,10.6,0.2,0.2,1.98,88.7,0.1,0.2,40,0
95,8.5,1.72,5.7,4.8,36.6,0.08,8.8,13.1,29.6,43,1.4
13548,42.1,1.44,0.1,11.8,11.5,0.15,0.6,0.5,75.5,8,0
856,8.9,0.97,0.7,7.1,35.5,8.64,2.6,4.4,49.6,0,0.1
10182,47.3,1.55,1.6,3.6,51.9,0.1,1.7,4.3,36.9,61,0
13189,11.4,1.43,0.1,5,32.4,1.43,3.7,1.9,57,0,0
1608,3.72,1.84,3.1,13.6,22.5,0.08,7.2,26.6,15.6,63,11.4
11499,0.01,1.72,17.9,10.7,23.8,0.05,6.7,2.4,38.5,183,0
17393,14.5,1.44,4,14.8,7.2,1.47,4.6,0.1,69.3,46,0
4092,1.6,1.62,14.6,5.1,2,0.04,2.5,0.1,75.7,135,0
2795,10.18,0.98,15.3,41.1,1.8,0.76,26.5,0.3,15,23,0
18663,4.47,1.7,26.5,4.3,14.7,1.45,8.5,2.7,43.1,23,0.2
12377,26.3,1.5,2.5,4.3,20.4,0.14,1,0.9,70.9,69,0
7005,24.3,1.07,4.8,8.1,6.6,4.54,1.8,0.4,78.2,0,0
16657,25,1.36,1.3,25.5,10.4,0.99,2.5,1.1,59.2,0,0
17653,104,1.42,1,1.6,59.8,0.77,3.3,9.9,24.3,0,0.1
11243,3.29,1.67,15.1,3.5,27.3,0.08,6.1,8,38.8,64,1.2
724,25.1,1.16,2.5,19.4,0.6,2.56,15.5,0.1,61.9,0,0
721,0.5,1.4,2.6,33,1,5,35,60,2.3,99,0.1
14756,18.4,1.49,4.5,32.6,0.4,0.03,3.8,0.1,58.6,142,0
5580,0.3,1.28,35.4,17.2,3.9,1.02,11.8,0.1,31.6,15,0
11363,44.7,1.5,2.4,3,41.5,0.27,4.2,7.2,41.5,33,0.2
12553,10.5,1.64,1.4,3.3,8.2,0.26,4.7,0,82.4,71,0
16798,15.3,1.47,27.1,6.21,3.8,0.11,7.3,3,51,127,1.6
15361,2.89,1.7,3.4,10.3,22.5,0.21,4,2.2,57.5,109,0.1
48,15.15,1.24,12.23,4.52,9.91,3.14,29.12,19.26,7.53,0,17.43
4596,18.6,1.58,2.9,14.4,25.7,0.82,4.8,7.4,44.4,0,0.4
809,98.1,0.89,5.8,2.9,0.7,5.61,3.7,0.1,86.8,0,0
12152,6.13,1.39,5,1.5,33.1,2.76,1.6,6,52.7,96,0.1
16029,134,1.64,0.7,0.3,62.3,0.06,0.5,12.9,23,193,0.3
5904,3.02,1.52,3.5,0.5,38.6,0.1,0.5,2.8,54.1,155,0
965,4.2,1.71,10.9,0.6,51.7,0.14,5.2,17,13.9,147,0.7
13600,0.06,1.7,19.4,46.3,2.4,0.04,6.9,0.1,24.9,188,0
546,28,1.45,1.6,41.2,2.4,18,3.6,0.5,50.7,18,0
12716,8.87,1.07,12.3,1,1.5,2.11,82,0.9,2,0,0.3
9011,98.6,1.22,0.7,2.3,50.8,0.56,0.4,3.6,42.2,0,0
7957,26,1.54,3.5,9.4,29.6,0.32,8.4,20.9,22.7,43,5.5
8377,0.97,1.64,1.8,8,13.1,0.69,3,1.2,72.8,165,0.1
13280,64.4,1.6,2.4,4.8,40.2,0.04,4.9,18.4,26.9,104,2.4
17972,6.14,1.54,3.2,0.5,9.5,1.05,1.3,0,85.5,170,0
16215,20.6,1.35,5.2,13.9,23.3,1.72,17.1,7.8,32.3,0,0.4
2618,8.41,1.55,11.4,35.3,2.4,0.16,12.3,0.7,37.9,56,0
4240,64.4,1.08,1.3,0.6,47.3,3.38,8.6,6.2,35.8,0,0.2
9143,14,1.32,11.2,10.5,3.4,0.97,65.4,1.2,8.2,0,0.1
476,120.3,1.34,3.2,1.7,48.7,0.89,2.6,21.2,21.9,0,0.7
12,0.12,1.77,30.4,14.3,14.5,0.17,13.4,4,22.6,151,0.8
3091,0.41,1.61,7.7,17.4,5.7,0.44,43,1.5,24.5,20,0.2
796,20.4,1.3,1.3,21.5,2.8,0.21,1.7,0.1,72.6,28,0
6388,78.9,0.47,0.8,12.3,18.6,4.64,3.3,1,64,0,0
11507,0.01,1.59,27.7,8.8,19.5,0.06,5.8,1.8,36.3,162,0.1
8569,1.79,1.55,25,9.1,20.5,0.19,6.8,2.6,35.9,36,0.1
14484,0.13,1.67,43.2,22.8,4.8,0.08,5.8,1,22.2,150,0.2
11752,76.2,1.36,8.1,13,21.8,3.05,5.1,1.8,50.2,0,0
15351,0.06,1.74,22.8,3.8,22.9,0.19,1.8,4.9,44.7,157,0.1
1979,0.29,1.08,83,1.2,0.8,0.18,12.4,0.2,2.4,183,0
17602,16.4,1.62,1.7,0.7,49.3,2.17,0.1,7.5,40.6,168,0.1
328,1.3,1.59,54.7,7.2,3.4,0.05,20.9,0.9,12.8,112,0.1
6075,66.9,1.3,1.5,1.7,34.2,0.36,2,3.6,56.9,3,0.1
11720,0.02,1.37,43.8,5.2,15.2,0.16,14.6,1.6,19.6,160,0
6148,2.46,1.74,48.6,6.6,10,0.04,12.6,8.2,11,127,3
8954,5,1.53,2.2,15.4,15.6,0.43,4,7.5,54.9,18,0.4
369,9.2,1.75,14.1,0.8,42.8,0.12,3,9.8,28.7,91,0.8
800,1.1,1.75,20.6,23.8,2.1,0.39,4.4,0.1,48.9,122,0.1
5506,0.53,1.71,22.9,17.5,2.4,0.04,7.8,0.2,49.2,81,0
13381,8.33,1.52,2.7,22.1,14.7,0.31,5.4,1.5,53.6,56,0
5919,1.13,1.63,10.6,9,27.6,0.03,4.4,12.6,34.4,188,1.4
11982,47.3,1.6,1.1,5.5,39.6,0.69,5.1,6,42.7,10,0
7496,31.6,1.56,0.6,5.2,26.1,0.01,1,2.7,64.4,46,0
1379,2.26,1.66,4.6,40,4.4,0.03,4.6,0.4,46,91,0
17614,0.46,1.72,30.5,11.2,18.2,0.03,6.9,7.6,24.8,127,0.8
16955,4.73,1.65,16.2,11.3,23.4,0.15,6.6,2.5,40,66,0
16341,28.5,1.34,1.7,7.6,14.1,0.91,1.4,2.4,72.6,0,0.1
10647,0.22,1.27,83.5,1.1,0.2,0.42,14.1,0.1,0.9,86,0.1
17663,57.9,1.38,2.8,13.6,35.2,1,7.2,16.3,22.5,0,2.4
11490,53.9,1.54,1.3,2.2,19.2,0.07,0.1,1,76.2,147,0
12338,7.89,1.47,1.2,11.6,12.9,0.38,2.3,1.2,70.8,142,0
17984,2.87,1.58,2.3,17.4,7.2,0.37,18.5,0.4,54.2,15,0
214,3,1.55,20.8,26.9,15.6,2.29,1.1,3,32.3,94,0.3
18481,27,1.61,2.6,3.1,30.4,0.67,4.8,11.4,46,48,1.7
18454,0.39,1.54,13.2,37.1,0.7,8.28,20,0.1,28.9,0,0
1432,0.88,1.44,16.9,7.8,19.6,1.24,7.6,2.6,45.5,8,0
18131,0.64,1.63,22.2,9.4,6,0.13,3,0.4,59,130,0
4888,28.9,0.89,17.1,15.2,4.1,7.43,25.2,0.3,38.9,0,0
3732,0.05,1.86,16,18.4,17.4,0.1,5.6,1.6,41,170,0
10586,5.26,1.72,3.6,2.8,47.1,0.1,2.3,6.8,37.2,30,0.2
13297,5.04,1.74,11.4,5.4,16.2,0.07,12.6,1.8,52.4,145,0.2
8614,2.14,1.46,2.9,24.8,6.4,1.17,4.2,1.1,60.6,76,0
2753,7.03,1.19,8.2,5.6,34,4.37,0.3,7.2,44.5,8,0.2
6803,20.7,1.38,0.9,15.8,11.8,0.81,2.8,1.4,67.3,0,0
13390,11.2,1.65,0.6,12.1,26.1,0.16,5.4,6.9,48.7,15,0.2
15706,13.1,1.59,1.3,13.3,17.4,0.24,2.7,1.6,63.7,15,0
1816,31.2,1.47,28.6,6,19.2,0.35,8.2,14.8,20.4,18,2.8
230,13.2,1.46,4.1,14.8,13.1,0.82,4.1,1,62.9,79,0
2094,17.5,1.63,0.3,15.5,31.8,0.07,1.4,2.7,48.3,43,0
14073,10.3,1.32,1.2,53.5,9.6,2.14,8.8,1.9,25,0,0
12516,18.4,1.54,1.2,2.4,4.5,0.12,2.4,0.2,89.3,137,0
15055,0.46,1.57,5.1,29.4,1.8,0.22,8.7,0.4,54.6,30,0
3588,6.06,1.5,1.6,4.5,18.9,0.93,1.8,1.2,72,89,0
9869,0.54,1.52,16.5,21.1,7.5,0.89,10.5,0.4,44,15,0
1615,0.58,1.69,22.7,11.5,15.4,0.05,5.9,16.6,17.8,102,10.1
6414,0.26,1.68,27.4,17.9,1,0.14,7.7,0,46,152,0
6527,78.05,1.17,1.8,18.8,2.8,4.54,7.3,0.1,69.2,0,0
2909,0.27,1.74,5,8,7.2,1.45,8.7,0.6,70.5,58,0
6717,244.7,0.2,57.4,3.2,1.7,4.86,26.6,0.1,11,38,0
9993,0.17,1.84,28.8,3.4,16.4,0.02,2.6,1.6,47.2,173,0
8619,1.65,1.62,23.3,30.2,5.4,0.14,3.3,1,36.8,173,0
2797,154.5,0.19,31,1.9,0.9,11.52,64.7,0.1,1.4,38,0
5988,21.05,1.75,4.2,4.7,47.2,0.11,4.6,3.3,36,107,0
7583,121,1.54,1.6,2.4,65,0.08,0,9.8,21.2,20,0
5092,7.89,1.75,5,0.8,41.1,0.06,8.5,31.5,11.1,56,2
5701,17.4,1.49,0.5,21.6,8.9,0.03,1.9,0.6,66.5,107,0
8916,2.96,1.88,2.2,18.7,20.4,0.13,6.4,6,45.7,56,0.6
1489,26.3,1.21,4.5,4.1,42.3,4.89,7.1,3.5,38.5,84,0
15953,76.2,1.07,2.6,1,13.4,1.79,5.5,1.4,76.1,0,0
16614,51.3,1.48,0.8,1.4,11.9,0.2,1.4,0.9,83.6,48,0
4145,0.13,0.49,24.6,5.5,28.8,5.18,5.6,1.7,33.7,0,0.1
10967,310,1.14,1.5,0.7,69.9,1.17,1.6,10.2,16,0,0.1
4742,9.36,1.66,5.4,18.9,19.9,0.2,6.3,4.3,45.1,58,0.1
7221,3.29,1.57,13.8,12.8,6.6,0.28,3,0.8,63,68,0
13226,20.2,1.66,2.9,11.5,8.4,0.02,1.4,1.2,74.6,114,0
3073,17.97,1.67,22.2,5,28.2,0.12,7.2,12.4,23,122,2
1351,68.4,1.36,0.5,0.6,65,1.79,0,5.8,28.1,0,0
2991,1.19,1.38,2.2,3.3,3.4,3.1,4.4,0,86.7,170,0
17118,7.89,1.32,0.7,7.1,35.5,8.64,2.6,4.4,49.6,0,0.1
7485,0.02,1.68,19.2,2.9,19,0.2,2.1,2.4,54.4,94,0
2906,20.4,1.41,1.5,8.8,7.9,2.17,6.3,0.6,74.9,0,0
13794,50,1.6,0.4,3.4,54,0.02,1.1,2.5,38.6,76,0
6166,71.95,1.49,2.5,1.7,50.9,0.66,5,27.3,11.1,0,1.5
9581,34.2,1.51,0.3,9.8,29,0.14,2.6,2.4,55.8,18,0.1
8792,1.69,1.34,49,7.4,8.5,0.24,6.8,0.6,27.7,46,0
46,11.91,0.73,16.51,6.26,8.29,7.92,41.35,8.92,9.23,0,9.44
4183,0.25,1,4.4,3.4,35.3,5.68,11.3,2.6,43,81,0
9695,0.7,1.65,3.6,3.5,36.7,1.32,1.3,5.4,49.4,86,0.1
18507,11.5,1.61,3,13.3,24.9,0.06,8.3,12.1,36.3,64,2.1
11108,1.97,1.7,11.5,1.4,34.1,0.14,2.5,2.7,47.8,119,0
5171,0.73,1.36,18.6,10,1,0.08,3.4,0.2,66.8,153,0
14129,1.07,1.63,21.4,11,19.2,1.82,8.3,6,33.7,109,0.4
10575,16.4,1.12,6.3,12.5,31.5,5.62,8,2.3,39.2,0,0.2
52,3.7,1.2,16.35,4.05,3.91,2.82,56.86,6.25,3.44,0,9.14
4512,108.5,1.5,1.1,3.7,41.2,0.14,0,18.7,33.6,20,1.7
4241,93.3,1.38,0.7,0.6,53.4,0.52,2.5,7.4,35.3,8,0.1
6171,284,1.41,3.8,1.6,37.4,0.22,2.6,44.6,6.4,168,3.6
3628,30.25,1.61,0.7,9,18,0.16,1.6,1.2,69.5,10,0
14329,57.2,1.59,0.6,2.9,49.2,0.27,1.2,2.7,43.4,10,0
3420,2.61,1.33,7.7,2.4,33.5,0.14,7,7.1,39.4,25,2.9
15999,1.31,1.58,8.8,6.9,3.9,0.1,2.2,0.2,78,104,0
