,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
15292,7.56,0.92,6.1,15.2,2.3,7.44,12.4,0.1,63.9,0.0,0.0
3915,23.7,1.48,2.0,3.6,3.9,0.64,5.0,0.0,85.5,15.0,0.0
14680,0.33,1.75,33.3,14.2,14.6,0.08,6.5,4.8,26.2,30.0,0.4
2265,25.1,1.18,1.2,24.9,7.2,1.22,2.2,1.2,63.3,0.0,0.0
10660,51.3,1.48,2.6,4.1,46.9,0.57,4.1,4.6,37.5,25.0,0.2
11061,6.43,1.63,3.0,8.0,18.7,0.06,2.4,1.9,66.0,81.0,0.0
5218,0.29,1.47,8.7,27.6,3.9,1.93,18.0,0.4,41.3,0.0,0.1
18183,23.0,1.57,0.7,14.2,13.1,0.21,0.7,1.4,69.9,13.0,0.0
7912,112.0,1.6,1.0,0.7,69.7,0.28,0.2,8.2,20.2,23.0,0.0
10600,7.1,1.21,11.0,29.2,0.7,3.28,36.5,0.2,22.3,0.0,0.1
9461,8.94,1.61,3.2,6.0,40.0,0.47,8.5,13.3,29.0,0.0,0.0
5756,22.35,1.53,1.9,14.4,9.8,0.74,6.5,0.8,66.6,0.0,0.0
3126,0.39,1.68,25.4,12.8,7.2,0.16,31.5,0.8,22.2,64.0,0.1
7601,37.5,1.5,0.7,6.1,22.2,0.02,0.1,1.9,69.0,122.0,0.0
15190,0.53,1.75,25.3,17.2,15.8,0.05,9.3,5.0,27.2,152.0,0.2
8328,13.1,1.31,15.2,19.3,8.5,1.49,12.6,1.2,43.2,94.0,0.0
7689,33.5,1.57,0.9,6.2,20.3,0.06,1.1,0.4,71.1,63.0,0.0
737,79.0,1.26,1.1,2.4,62.7,2.64,3.2,13.7,16.6,0.0,0.3
15855,30.2,1.53,2.6,3.1,3.3,0.46,5.7,0.0,85.3,188.0,0.0
10221,108.0,1.19,2.0,3.6,3.9,1.15,0.6,0.1,89.8,0.0,0.0
11678,0.16,1.68,11.0,7.6,30.5,0.17,7.0,4.3,39.5,66.0,0.1
10806,40.8,1.59,1.8,5.7,41.9,0.06,3.6,3.9,43.0,183.0,0.1
16687,38.1,1.68,1.9,3.0,44.2,0.17,4.7,19.5,22.8,81.0,3.9
14403,0.03,1.76,31.8,7.5,20.0,0.08,5.3,2.7,32.5,130.0,0.2
4093,4.21,1.62,4.9,6.1,2.0,0.04,1.5,0.0,85.5,147.0,0.0
14323,6.5,1.48,0.9,4.1,5.6,1.39,3.6,0.3,85.5,76.0,0.0
12974,13.8,1.54,7.8,5.4,0.8,0.06,1.7,0.1,84.2,162.0,0.0
7584,142.0,1.58,1.5,2.1,65.6,0.07,0.7,9.5,20.6,84.0,0.0
5962,3.78,1.79,2.6,11.3,22.4,0.3,9.7,8.4,45.2,99.0,0.4
15953,76.2,1.07,2.6,1.0,13.4,1.79,5.5,1.4,76.1,0.0,0.0
1493,20.35,1.39,3.6,12.9,14.1,1.64,3.0,4.8,61.1,0.0,0.5
11816,23.7,1.47,1.8,14.1,34.7,1.25,3.1,17.0,28.0,0.0,1.3
4707,29.6,1.53,1.6,18.0,17.8,0.16,4.2,3.2,55.2,48.0,0.0
