,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
8516,0.78,1.66,27.2,17.3,20.2,0.04,10.2,5.5,19.4,160.0,0.2
5939,18.75,1.58,5.0,3.4,19.6,0.09,6.4,3.8,61.6,119.0,0.2
16493,98.6,1.46,0.8,1.1,65.0,0.12,0.2,13.1,19.7,36.0,0.1
4625,78.55,1.16,0.9,6.3,27.5,1.98,1.2,8.2,55.5,0.0,0.4
9931,24.3,1.36,1.8,15.9,14.7,1.53,3.2,0.8,63.6,0.0,0.0
4730,0.14,1.85,17.6,10.5,24.1,0.12,6.3,4.9,36.3,127.0,0.3
2649,25.0,1.59,0.5,5.2,29.4,0.25,1.5,1.8,61.6,13.0,0.0
14460,32.0,1.3,1.8,5.4,44.5,0.73,0.9,7.1,40.2,0.0,0.1
613,1.1,1.48,16.6,4.3,22.2,0.13,5.7,8.3,41.8,68.0,1.1
13529,48.6,1.45,1.2,3.8,37.3,0.57,0.7,8.7,48.1,13.0,0.2
6756,5.0,1.36,6.6,10.3,6.4,2.36,4.7,0.8,71.2,119.0,0.0
11104,25.9,1.66,1.7,1.9,39.4,0.27,2.1,3.4,51.4,74.0,0.1
16139,0.06,1.6,12.2,9.1,28.2,0.15,4.3,3.1,43.0,104.0,0.1
16375,16.4,1.69,2.1,6.8,28.5,0.22,2.8,10.8,48.1,23.0,0.9
2518,21.05,1.63,3.8,8.6,32.4,0.31,6.4,12.4,35.0,20.0,1.4
589,11.7,1.63,3.6,6.5,37.5,0.95,5.1,4.2,43.0,46.0,0.1
11838,85.5,1.33,2.1,5.2,45.2,0.45,2.1,4.2,41.2,0.0,0.0
3902,69.0,1.45,4.3,2.5,42.2,0.19,2.1,4.3,44.5,147.0,0.1
9407,6.57,1.53,2.7,18.4,12.6,0.3,15.7,4.5,45.4,13.0,0.7
9499,40.1,1.13,1.5,11.3,10.7,1.96,5.2,0.7,70.6,0.0,0.0
9473,82.8,1.49,2.3,0.8,59.6,0.13,4.0,6.2,27.1,48.0,0.0
7339,2.86,1.74,1.4,13.0,29.5,0.43,3.7,3.0,49.3,145.0,0.1
14621,13.8,1.58,8.8,7.5,29.7,0.46,4.7,1.7,47.5,18.0,0.1
792,7.0,1.7,1.1,24.3,3.3,0.15,2.7,0.1,68.4,91.0,0.1
12828,22.4,1.13,3.4,15.2,7.7,2.49,0.9,0.6,72.2,0.0,0.0
1405,14.8,1.51,0.6,29.0,19.1,0.14,2.3,4.0,44.7,13.0,0.3
6909,0.06,1.57,19.7,15.0,0.2,0.04,5.1,0.1,59.9,127.0,0.0
17228,3.16,1.61,6.7,4.8,45.9,0.2,5.1,9.1,28.0,33.0,0.4
4,0.18,1.9,27.4,14.5,17.2,0.13,5.7,7.7,25.7,129.0,1.8
10624,0.05,1.63,35.7,21.6,0.6,0.24,29.3,0.2,12.6,58.0,0.0
10776,0.15,0.98,19.9,10.0,12.2,0.34,33.5,4.6,19.0,56.0,0.8
12654,4.6,1.61,4.0,32.8,8.8,0.05,5.4,2.2,46.8,66.0,0.0
12386,16.4,1.52,2.9,11.2,15.0,0.26,6.9,1.0,63.0,43.0,0.0
17947,23.7,1.06,11.0,0.1,0.1,1.19,88.7,0.0,0.1,20.0,0.0
9950,60.5,1.55,0.7,2.2,53.9,0.9,0.5,8.0,34.6,18.0,0.1
11102,36.8,1.57,0.6,1.1,40.3,0.3,1.6,4.0,52.3,23.0,0.1
14662,0.78,1.71,31.6,6.9,23.8,0.09,5.6,3.7,28.0,246.0,0.4
12083,44.7,1.68,1.4,0.6,36.0,0.06,1.8,31.0,11.6,96.0,17.6
7200,24.35,1.64,0.6,1.6,43.9,0.06,2.1,0.6,51.2,132.0,0.0
1617,1.94,1.61,36.0,11.8,14.6,0.07,8.4,8.7,18.9,112.0,1.8
7045,21.25,1.52,1.9,15.0,0.7,0.2,2.1,0.0,80.3,43.0,0.0
3507,2.25,1.52,37.0,9.2,9.8,0.21,5.6,0.6,37.8,109.0,0.0
1332,35.5,1.39,2.3,11.8,12.7,0.66,3.8,0.8,68.6,13.0,0.0
871,7.2,1.54,4.6,29.9,6.8,0.31,5.7,1.1,51.8,20.0,0.1
12774,33.5,1.64,0.2,14.1,13.5,0.08,1.5,2.2,68.5,30.0,0.0
16591,53.9,1.62,1.1,4.6,27.8,0.15,2.5,9.8,52.9,124.0,1.4
13524,35.5,1.6543,1.6,5.5,40.3,0.16,0.4,7.9,44.1,25.0,0.2
4238,4.9,1.71,13.7,0.7,42.3,0.59,1.1,7.2,34.7,86.0,0.3
3648,21.7,1.18,3.4,12.6,29.8,3.15,4.5,1.8,47.8,0.0,0.1
12707,14.5,1.53,0.6,19.0,16.4,0.08,4.2,3.4,56.0,20.0,0.4
7105,0.09,1.7,36.6,29.0,0.2,0.1,20.2,0.0,14.0,130.0,0.0
11389,0.26,1.81,22.1,18.3,13.3,0.04,1.1,1.0,44.2,175.0,0.0
3715,0.23,1.66,16.9,14.0,11.6,0.2,6.3,2.4,48.0,53.0,0.8
4438,0.2,1.25,67.1,0.7,0.2,0.14,31.5,0.1,0.4,152.0,0.0
11298,7.89,1.33,9.2,8.5,24.5,2.34,22.3,14.1,20.6,0.0,0.8
10162,44.7,1.45,2.6,3.1,3.3,0.46,5.7,0.0,85.3,188.0,0.0
4653,43.4,1.45,1.1,5.2,11.0,0.1,1.7,1.1,79.8,41.0,0.1
6159,1.07,1.69,21.6,1.8,38.0,0.05,5.4,14.0,17.8,170.0,1.4
