,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
16267,25.4,1.46,1.7,12.6,26.2,0.66,3.9,3.0,52.5,3.0,0.1
5555,2.2,1.34,3.1,19.1,10.4,1.44,3.1,0.4,63.9,48.0,0.0
8439,12.9,1.55,0.4,13.0,37.6,1.21,0.7,3.8,44.5,0.0,0.0
15032,12.7,1.38,1.3,4.7,3.5,1.25,4.9,0.2,85.4,0.0,0.0
12575,0.1,1.75,37.4,14.8,1.1,0.43,19.3,0.2,27.2,28.0,0.0
1166,53.9,1.58,0.9,5.0,33.9,0.16,0.3,8.3,51.3,30.0,0.3
6704,14.15,1.53,0.6,19.0,16.4,0.08,4.2,3.4,56.0,20.0,0.4
173,1.9,1.59,30.0,6.3,8.5,14.41,12.0,1.5,41.6,15.0,0.1
5409,3.29,1.69,3.4,6.6,30.6,0.93,4.7,3.4,51.2,89.0,0.1
2539,25.65,1.61,3.0,9.6,26.2,0.06,5.5,7.1,48.2,94.0,0.4
13693,85.5,1.62,0.6,2.5,54.2,0.04,0.8,9.1,32.6,142.0,0.2
15733,40.8,1.46,0.6,3.2,3.8,0.16,1.8,0.1,90.5,102.0,0.0
8744,52.6,1.4,1.4,2.1,18.8,0.55,0.9,0.1,76.7,0.0,0.0
745,85.4,1.38,0.7,2.3,50.8,0.56,0.4,3.6,42.2,0.0,0.0
12787,13.5,1.67,1.5,21.2,12.3,0.6,2.6,1.2,61.2,81.0,0.0
11338,3.0,1.44,5.3,35.4,1.6,0.86,19.7,0.4,37.6,15.0,0.0
3595,14.7,1.35,0.7,38.2,1.0,0.25,2.8,0.0,57.3,114.0,0.0
4495,17.55,1.39,2.5,16.9,14.6,2.24,5.3,0.9,59.8,0.0,0.0
9298,5.26,1.54,28.5,5.9,5.8,0.26,4.7,1.2,52.4,79.0,0.0
3798,36.8,1.47,1.8,1.7,7.2,0.15,0.6,0.2,88.5,10.0,0.0
13713,73.6,1.44,1.6,0.4,56.4,0.08,0.0,5.3,36.3,155.0,0.0
18515,44.2,1.6,1.4,4.2,30.4,0.11,1.8,4.7,57.4,91.0,0.1
12375,21.0,1.44,2.4,5.7,18.2,0.84,0.6,0.7,72.4,0.0,0.0
15301,0.12,1.83,6.0,33.4,12.5,1.54,5.0,1.8,41.2,61.0,0.1
9766,32.9,1.48,1.4,9.2,8.0,0.08,2.0,0.4,79.0,89.0,0.0
15078,2.82,1.62,23.7,4.4,6.6,0.35,5.3,0.5,59.5,137.0,0.0
3972,5.36,1.67,6.5,5.6,2.5,0.11,3.2,0.1,82.1,70.0,0.0
8350,2.21,1.67,15.5,4.8,12.7,0.22,11.1,2.8,52.9,130.0,0.2
6284,0.7,1.85,7.3,16.2,21.2,0.04,10.1,2.2,42.8,91.0,0.2
7583,121.0,1.54,1.6,2.4,65.0,0.08,0.0,9.8,21.2,20.0,0.0
17993,0.06,1.61,36.2,9.7,1.8,0.05,16.5,0.1,36.7,112.0,0.0
4056,32.85,1.46,0.3,1.0,10.6,0.29,1.9,1.1,85.1,20.0,0.0
13815,11.4,1.51,1.8,13.1,7.1,0.56,2.8,2.0,73.0,18.0,0.2
9453,1.86,1.71,9.8,23.1,15.0,0.12,10.2,3.1,38.8,61.0,0.0
8624,19.7,1.62,0.7,35.2,1.5,0.1,0.6,0.3,61.7,94.0,0.0
4770,16.1,1.42,2.2,14.8,7.3,0.66,6.2,0.4,69.1,5.0,0.0
6149,0.42,1.5,49.3,4.8,13.6,0.02,8.7,11.4,10.2,165.0,2.0
13335,1.58,1.86,0.9,10.9,30.6,0.18,5.2,3.9,48.4,165.0,0.1
11454,29.4,1.54,3.2,2.2,11.1,0.18,2.1,0.9,80.5,53.0,0.0
6783,22.35,1.6,3.7,19.5,12.8,1.19,4.8,1.4,57.8,74.0,0.0
9241,13.1,1.54,1.1,3.7,2.4,0.24,2.8,0.0,90.0,43.0,0.0
