Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
5655,2.89,1.66,6.7,4.8,45.9,0.2,5.1,9.1,28,33,0.4
171,0.3,1.49,10.1,8.5,8.3,17.16,21.8,0.9,50.3,0,0.1
543,2.1,1.68,29.4,21,3.3,0.05,2.5,0.6,43.1,142,0.1
1481,6.57,1.36,24.9,8.4,11.1,1,21,8.6,19.9,51,6.2
12980,0.84,1.36,5.6,3.7,7.2,2.22,5.8,0.6,77.1,53,0
12716,8.87,1.07,12.3,1,1.5,2.11,82,0.9,2,0,0.3
7934,1.93,1.55,24.2,3.4,35.8,0.23,5.5,8.2,22.7,51,0.2
14328,25,1.6,1.3,3.4,40,0.43,0.7,2.2,52.4,0,0
1460,129.5,1.35,0.5,0.6,66.5,1.2,0.1,19.4,12.8,0,0.1
7091,62.42,1.4,2.9,1.6,27.9,0.25,3.6,25.5,23.5,117,15
12253,7.45,1.72,14.8,8.6,26.6,0.1,9.6,14.2,24.4,86,1.8
14966,25,1.46,2,3.9,2.3,0.19,1.9,0.1,89.8,61,0
15190,0.53,1.75,25.3,17.2,15.8,0.05,9.3,5,27.2,152,0.2
17325,7.89,1.44,55,7.2,2.8,0.15,22.8,0.2,12,38,0
18255,61.8,0.94,2.9,3.4,2.4,3.3,6.4,0.1,84.8,0,0
14679,2.32,1.7,12.7,19.8,17.4,0.63,9.9,6,33.4,20,0.8
4523,18.4,1.49,1.7,12.6,26.2,0.66,3.9,3,52.5,3,0.1
5630,0.1,1.68,33.4,6.6,19,0.09,5.2,1.8,34,140,0
2045,80.1,1.33,1.4,7.7,9.9,0.4,1.5,3.7,75.4,18,0.4
1395,0.42,1.57,14.3,26.8,7.6,0.13,9.3,2.4,38,152,1.6
18048,3.19,1.12,6.9,20.7,9.1,5.98,21.6,1,40.7,0,0
15167,114,1.37,0.5,0.4,62.6,0.39,1.2,6.1,29.2,0,0
13502,31.6,1.28,16.1,8.7,20.5,2.6,11.5,3.8,39.2,0,0.1
1843,0.12,1.59,19.4,42,7.2,0.13,11,1.6,18.8,76,0
7428,3.29,1.56,4,22.4,12.2,2.68,2.8,1.6,57,168,0
1321,6.57,1.61,1.6,18.2,8.6,0.24,4.7,1.1,65.7,18,0.1
8966,21,1.52,1.8,20.4,0.3,0.04,0.5,0,77,175,0
11973,37.5,1.68,2.4,3.1,55.2,0.02,2.8,8.3,28.2,160,0
10419,3.44,1.64,7,3.9,33.3,0.14,1.6,2.4,51.8,168,0
2585,14.71,1.62,2.7,15.1,22.9,0.81,5.8,5.6,47.7,0,0.2
14205,15.1,1.65,3.4,6.4,17.2,1.19,14.8,3.6,54.4,61,0.2
46,11.91,0.73,16.51,6.26,8.29,7.92,41.35,8.92,9.23,0,9.44
5166,51.6,1.39,2.7,5.5,19.7,0.84,7.9,24.8,32.5,0,6.9
5048,4.73,1.59,18.3,11.4,15.6,0.29,26.3,5.2,22.4,30,0.8
7114,42.3,1.63,1.8,3.7,34.2,0.3,2.1,5.6,52.5,23,0.1
5366,82.2,0.65,22.2,4.3,14.7,14.32,0.8,6.7,50.3,23,1
14322,48.6,1.46,3.1,3.9,5.5,2.27,4.7,0.1,82.7,66,0
7679,0.1,1.19,62.3,9.8,2.6,0.04,7.6,0.2,17.5,119,0
10939,0.04,1.75,18.3,9.6,6.5,0.1,1.7,0.7,63.2,142,0
8023,1.38,1.62,35.3,11.3,15.4,0.06,9.1,9.2,18.1,150,1.6
955,0.5,1.84,25.4,3.8,26.1,0.08,21.3,4.3,19,66,0.1
95,8.5,1.72,5.7,4.8,36.6,0.08,8.8,13.1,29.6,43,1.4
14443,17.7,1.29,1.2,24.9,7.2,1.22,2.2,1.2,63.3,0,0
3762,35.5,1.5,2.1,6,16.5,0.27,1.5,0.9,73,76,0
7055,0.14,1.53,30.5,28.4,0.5,0.11,11.4,0,29.2,41,0
2577,0.15,1.72,18.5,15.4,18.4,0.08,4.9,5.2,37.3,160,0.3
17661,73.6,1.55,1.2,2.1,55.6,0.15,4.3,9.5,27.2,109,0.1
11583,0.116,1.67,20.5,9.6,18.1,0.29,6.6,2,43.1,74,0.1
8969,5.26,1.6,20.3,17.1,6.8,0.26,12.2,1.7,41.8,30,0.1
18557,14.5,1.5,0.1,2.1,39,0.82,3,1.8,54,0,0
72,2.94,1.05,1.66,27.04,0.64,0.38,57.42,0.05,13.18,26,0.01
1206,36.45,1.56,1.3,6,21.9,0.06,0.5,1.7,68.6,53,0
17639,146,1.51,1.9,1.7,52,0.08,5.1,23.1,14.2,76,2
3034,33.05,1.25,4.9,25.9,7.4,1.71,23.4,2,36.2,0,0.2
9038,164,1.42,3.1,0.2,68.4,0.16,1.8,10.1,16.4,33,0
6572,0.09,1.58,35,14.8,1,0.23,19.8,0.1,29.3,58,0
1089,27.6,1.68,0.6,4.8,28.2,0.02,0.9,4.5,61,53,0
5869,1.07,1.81,12,22.8,1.6,1.12,25.8,0,37.8,53,0
14506,16.4,1.63,1.7,22.9,15.8,0.17,3.5,3.1,52,28,1
3117,0.55,1.56,5.4,23.7,1.7,0.04,18.3,0.3,50.6,152,0
2448,0.66,1.52,37.1,9.5,9.8,0.41,7.5,1,35,36,0.1
236,37.3,0.75,51.9,3,5.8,5.32,6.3,0.5,32.5,46,0
16215,20.6,1.35,5.2,13.9,23.3,1.72,17.1,7.8,32.3,0,0.4
1817,1.71,1.46,38.6,5,18,0.18,4.2,13.6,18.4,86,2.2
9018,0.173,1.31,22.6,7.1,31.4,1.01,7.1,4.3,27.4,73,0.1
15292,7.56,0.92,6.1,15.2,2.3,7.44,12.4,0.1,63.9,0,0
4902,71,1.6,1.2,2.8,25.9,0.16,1.5,18.4,42.6,140,7.7
18408,2.6,1.65,8.2,36.8,0.8,0.08,10.7,0.1,43.4,23,0
8240,0.14,1.59,48.8,10.4,7.2,0.16,7.2,1.4,24.8,91,0.2
5123,74.25,1.39,0.2,0.1,71.7,0.04,0,2.4,25.6,56,0
3938,68.4,1.45,1.6,3.7,53.2,0.48,2,4.2,35.3,5,0
9545,11.8,1.59,0.6,15.9,6.9,0.16,2.5,0.3,73.8,76,0
14702,0.11,1.85,14.2,19.8,16.6,0.16,7,4.2,38,124,0.2
2866,36.15,1.43,0.4,3.2,4.5,0.2,1.7,0.2,90,15,0
847,126,0.02,0.4,0.6,68.3,0.14,0.4,5.2,25,43,0.1
248,4.3,1.69,19.2,7.8,22.9,0.06,7.8,15.8,22,170,4.5
245,42.1,1.47,2.9,6.4,32.1,0.06,8.1,24.2,21.2,38,5.1
12998,47.3,1.09,2,5.3,6.1,5.66,2.7,0.2,83.7,0,0
4378,1.7,1.58,13.2,9.1,22.4,0.3,15.8,4.6,34.7,13,0.2
13364,0.06,1.63,16.5,16.9,21.7,0.31,5.2,4.5,35,168,0.2
3856,14.45,1.2,3.7,6.2,15.7,3.8,6.9,2.9,64.5,0,0.1
9990,0.17,1.52,43.4,7.6,11.4,0.29,3.4,1.2,33,74,0
2391,26.3,1.5,3.2,6.9,9.9,0.86,1.4,0.2,78.4,0,0
1951,0.97,1.72,13.2,23.2,7.2,0.05,6,0.8,49.6,175,0
18462,69.7,1.52,0.3,2.1,29.1,0.09,0.5,2.4,65.9,99,0
721,0.5,1.4,2.6,33,1,5,35,60,2.3,99,0.1
5956,19.7,1.68,6,0.6,30.4,0.04,2,33.6,7.8,142,19.6
933,2.2,1.4,5,0.7,57.1,4.98,5.1,10.5,21.2,119,0.4
8509,65.1,1.59,0.6,0.2,73.4,0.04,0.3,2.3,23.2,155,0
2307,2.88,1.69,14.6,7.4,13,0.16,17,2.8,45,74,0.2
2167,2.47,1.93,3.8,19.9,29.6,0.01,14.1,8.7,23.5,91,0.4
13783,36.8,0.76,25.1,6.5,15.7,7.72,14.3,1.8,36.6,0,0
11787,0.1,1.78,26.6,5.3,32,0.05,7.1,5.5,23.4,157,0.1
3288,3.15,1.63,2.8,10.2,21.7,0.54,3.8,2.2,59.3,142,0
7973,0.01,1.68,29.4,5.5,21.8,0.04,3.9,18.5,14.8,142,6.1
16857,4.21,1.62,17,1.4,36,0.07,3.8,30.6,7.6,188,3.6
12347,0.06,1.57,6.4,3.7,46.8,2.42,2.8,11.5,28.7,56,0.1
11573,39.4,1.16,2.2,6.9,26.1,1.45,11,2.4,51.3,25,0.1
16263,3.35,1.68,5,12.7,26.3,0.02,2.3,3.3,50.3,112,0.1
7912,112,1.6,1,0.7,69.7,0.28,0.2,8.2,20.2,23,0
5038,44,1.34,2.6,9,30.7,0.51,7.7,10,39,0,1
7460,0.01,1.77,15.9,28.6,9.9,0.21,4,1.5,40,155,0.1
14458,29.4,1.47,1.6,41.2,2.4,0.18,3.6,0.5,50.7,18,0
49,36.43,1.1,15.26,4.64,7.4,3.71,30.22,15.34,6,8,21.14
4971,4.85,1.63,2.4,26.4,12.4,0.28,4.9,1.9,51.9,15,0.1
637,0.1,1.77,12.2,5.2,32.2,0.26,1.3,4.8,43.8,157,0.5
717,27.7,0.61,17.6,14.3,0.6,11.55,23.1,0,44.4,0,0
8538,7.56,1.61,6.8,30.2,6.1,0.09,4.6,1.2,51.1,56,0
11572,19.1,1.32,6,7.3,28.3,2.97,0,3,55.3,0,0.1
4157,14.9,1.52,4.6,4.6,47.4,1.48,2.9,1.8,38.7,107,0
271,7.2,1.59,5,23.1,10.5,0.48,6.9,2,52.2,20,0.3
3056,2.89,1.59,22.2,16,16,0.16,14.4,5.6,25.4,23,0.4
4892,0.05,1.49,23.9,21.5,4.5,0.25,9.6,0.4,40.1,102,0
4648,54.55,1.51,1,5.3,10.8,0.2,1,1.2,80.6,51,0.1
257,23.1,0.67,26.6,3.2,3.7,5.9,8,0.4,58.1,0,0
18728,22.9,1.19,0.1,22.6,21.1,4.39,0,1.7,54.5,0,0
10564,1.97,1.71,5.6,2.2,54.9,1.68,8.2,13.2,15.2,71,0.7
14589,0.01,1.52,34,14.3,7.6,0.43,8.2,1.3,34.6,152,0
13100,0.01,1.44,43.1,14.2,1.2,0.18,33.1,0,8.4,168,0
12756,9.2,1.37,3.7,8.5,18.3,1.71,2.4,4.7,62.3,122,0.1
1784,9.56,1.55,3.8,16.3,13.7,0.09,5.3,2.1,58.6,76,0.2
1653,3.3,1.72,34.6,11.1,15.3,0.12,9.1,8.8,19.7,59,1.4
7132,0.59,1.69,7.6,2.6,26.3,0.08,15,9.4,37.7,102,1.4
3963,0.71,1.28,26.1,3.6,3.6,0.47,29.9,0.4,36.4,64,0
12328,4.53,1.5,18.9,8.9,36.8,0.08,2.6,4.5,28,41,0.3
1373,15.45,1.62,0.9,26.7,4.6,0.03,1.7,0.3,65.8,130,0
15218,88.7,1.49,0.7,1.1,46.9,0.2,0.1,5.1,46,160,0.1
17126,12.9,1.59,3.1,7.2,36.3,0.34,5.3,5.7,42.2,30,0.2
17522,80.2,1.54,2.3,1,42.4,0.77,4.8,28,16,0,5.5
7715,1.31,1.65,34.5,8,6.2,0.1,7.6,7,26.6,99,10.1
13915,20.6,1.55,2.9,14.4,25,0.26,7.2,25.9,16.4,13,8.2
209,19.1,1.48,1.4,27.5,18.3,3.09,7.8,2.6,42.2,0,0.2
12202,160,1.46,1,2.2,47.6,0.02,3.8,27.9,14,150,3.5
11767,2.02,1.56,21.9,22.3,6.3,0.18,27.8,1.5,20,33,0.2
1630,23.4,1.61,4.5,2.9,49.5,0.13,4.5,11,25,13,2.6
280,162.1,1.44,1.4,3.4,11.5,0.15,5.3,3.2,73.2,38,2
8204,5.04,1.56,0.8,44.2,9.4,0.15,7.2,2,36.2,20,0.2
2528,0.48,1.69,31.6,6.9,23.8,0.09,5.6,3.7,28,246,0.4
