,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
1733,63.1,1.32,5.0,16.8,22.0,2.14,12.0,7.5,32.9,0.0,0.6
1694,3.38,1.35,7.9,18.0,12.1,1.78,21.0,3.5,37.2,0.0,0.3
10999,25.6,1.63,0.7,3.2,14.6,0.09,2.4,0.6,78.4,18.0,0.0
14741,18.4,1.52,1.9,19.8,10.6,0.34,3.7,4.1,59.7,15.0,0.2
1310,1.27,1.52,19.5,12.0,10.6,0.51,4.8,3.0,49.8,38.0,0.3
8613,1.64,1.53,3.0,23.9,6.5,1.14,7.8,1.1,57.7,71.0,0.0
14727,0.41,1.83,29.1,11.1,13.5,0.02,14.3,3.9,27.9,160.0,0.2
12777,42.1,1.43,0.9,13.8,15.6,0.6,0.6,1.3,67.8,0.0,0.0
2124,37.8,1.64,0.3,6.0,51.4,0.07,1.0,5.7,35.6,41.0,0.0
12453,1.14,1.53,25.6,6.4,8.6,0.2,7.2,0.6,51.6,53.0,0.0
18153,17.1,1.6,0.9,8.6,14.0,0.36,3.2,2.1,71.2,15.0,0.0
18377,0.08,1.56,27.4,11.2,2.9,0.36,10.0,1.4,46.7,33.0,0.4
5626,0.83,1.54,43.7,7.0,13.4,0.26,5.3,1.4,29.2,46.0,0.0
16872,15.8,1.3,1.7,22.3,18.4,0.51,5.0,1.3,51.3,10.0,0.0
5824,32.2,1.48,1.3,3.0,42.2,0.99,4.1,7.0,42.4,0.0,0.0
4491,1.47,1.53,15.7,14.6,12.5,0.48,5.1,0.8,51.2,53.0,0.1
4271,0.44,1.77,9.9,1.0,45.1,0.28,2.5,9.4,31.7,56.0,0.4
43,8.68,1.38,2.71,30.59,5.83,0.07,14.27,0.65,45.88,37.0,0.07
14744,3.94,1.49,2.7,17.8,13.3,0.98,3.1,6.3,56.5,0.0,0.3
8187,26.3,1.55,3.6,6.7,32.6,0.14,2.6,2.7,51.6,102.0,0.2
2377,0.18,1.73,24.1,9.4,20.0,0.04,2.9,1.8,41.8,173.0,0.0
2167,2.47,1.93,3.8,19.9,29.6,0.01,14.1,8.7,23.5,91.0,0.4
2399,30.25,1.61,0.9,6.1,10.0,0.05,1.5,0.2,81.3,94.0,0.0
8330,8.33,1.42,35.7,15.4,5.6,0.21,13.3,0.8,29.2,127.0,0.0
15030,1.4,1.54,4.6,3.8,2.1,2.61,1.9,0.0,87.6,66.0,0.0
5330,0.01,1.14,65.5,5.3,2.9,0.06,17.0,1.0,8.0,157.0,0.3
5091,5.26,1.72,5.0,0.4,37.1,0.09,13.3,14.0,28.9,30.0,1.3
6574,0.02,1.34,42.0,9.9,0.7,0.19,22.1,0.0,25.3,157.0,0.0
5620,20.7,1.71,0.6,0.0,40.2,0.05,3.4,10.0,40.0,145.0,0.4
12748,26.3,1.63,1.6,15.9,11.3,0.05,1.8,1.1,68.3,91.0,0.0
5402,4.28,1.73,6.8,5.0,35.4,0.13,4.5,5.1,43.0,38.0,0.2
5693,0.17,1.57,22.5,28.6,4.4,0.07,11.1,0.4,33.0,162.0,0.0
11630,0.18,1.73,16.6,10.3,23.1,0.29,3.7,2.7,43.5,112.0,0.1
14856,7.1,1.56,4.2,10.3,5.7,0.14,3.3,1.8,74.7,41.0,0.0
6642,5.45,1.64,0.5,18.0,16.6,0.15,5.1,4.0,55.6,86.0,0.2
5193,1.15,1.55,14.2,33.8,0.2,0.06,10.4,0.0,41.4,142.0,0.0
17870,39.4,1.1,2.9,3.2,37.7,2.87,3.6,1.5,51.1,0.0,0.0
