"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
4,0.18,1.9,27.4,14.5,17.2,0.13,5.7,7.7,25.7,129,1.8
5,0.24,1.91,26.2,9.2,22.9,0.11,5.2,10.3,24.3,160,1.9
6,0.04,2.02,20.1,7.2,29,0.09,3.6,10.7,28.6,184,0.8
7,6.25,1.53,9,10.8,25.4,1.12,12.1,13.9,24.5,0,4.3
8,2.51,1.58,32.5,7.5,18.9,0.35,8.5,10.5,18.8,30,3.3
10,0.48,1.56,43.1,10.8,11.4,0.17,13,4.4,15.9,104,1.4
11,0.25,1.62,34,13,15.1,0.18,13.1,5.7,17.8,125,1.3
14,31.02,1.37,4.1,10.9,28.3,1.02,8.6,11,35.4,0,1.7
15,5.56,1.78,4.4,9.9,28.8,0.27,7.8,13.4,33.5,25,2.2
17,4.5,1.75,21.4,8.4,22.8,0.2,6,10.2,29.1,82,2.1
18,0.46,1.81,26.2,5.8,21.7,0.14,2.9,13.3,26.6,136,3.5
22,10.79,1.59,10.9,12.8,24.6,0.19,7.4,7.1,35.7,90,1.5
25,0.42,1.79,26.3,11,23.1,0.14,7.7,6.8,24.4,156,0.7
27,23.67,1.25,9.5,10.2,23.6,1.2,11.1,4.8,38.5,0,2.3
29,1.78,1.61,39.8,5,18.5,0.23,8.6,3.6,23.8,69,0.7
32,0.17,1.88,33.1,3.9,25.6,0.12,5.4,7.2,22.6,148,2.2
35,0.97,2,18.3,12.8,18.7,0.36,11,8.4,29.2,29,1.6
39,0.34,1.7,37.7,11.6,13.2,0.11,12,5.7,18.5,138,1.3
41,16.76,1.3,2.85,8.63,21.57,0.02,8.42,0.48,58.05,34,0
42,9.77,1.5,1.74,21.13,16.02,0.5,3.7,3.81,53.22,24,0.38
45,30.07,0.61,17.63,4.25,3.93,9.67,58.02,5.22,4.1,0,6.85
47,7.74,0.82,12.38,7.54,10.98,6.08,42.38,7.98,10.56,6,8.18
49,36.43,1.1,15.26,4.64,7.4,3.71,30.22,15.34,6,8,21.14
50,0.99,1.29,13.26,5.08,3.62,3.26,61.65,5.73,2.96,0,7.7
51,21.06,0.93,18.03,6.75,13.55,3.06,22.6,12.23,18.87,0,7.97
53,11.29,1,8.76,5.42,15.82,3.19,28.72,22.17,9.08,0,10.03
54,6.21,1.24,8.88,5.06,14.85,0.16,29.17,21.48,8.76,2,11.8
57,0.59,1.18,4.58,4.09,0.2,0.61,90.1,0.12,0.86,26,0.05
59,6.11,1.07,2.93,33.38,0.33,0.74,51.42,0.03,11.91,9,0
60,12,1.02,3.57,34.21,0.47,0.7,48.26,0.02,13.44,17,0.03
61,3.46,1.02,2.99,32.85,0.37,0.1,51.85,0.03,11.91,23,0
63,0.008,1.38,9.06,9.36,0.78,2.14,76.33,0.43,3.86,0,0.18
64,0.39,1.62,6.19,12.65,0.52,0.23,75.63,0.14,4.86,10,0.01
66,1.44,1.03,11.87,25.34,1.42,2.68,42.42,0.51,18.07,0,0.37
68,6.64,1.11,6.45,26.98,1.65,0.51,45.28,0.09,19.45,24,0.1
77,42.7,1.61,1.8,8.3,36.8,0.05,0.1,6.2,46.7,84,0.1
78,38.8,1.64,1.9,9.8,35.2,0.05,0.2,5.5,47.3,140,0.1
82,13.1,1.43,1.9,17.5,0.3,0.04,4.6,0,75.7,74,0
84,0.1,1.57,19.7,15,0.2,0.04,5.1,0.1,59.9,127,0
87,26.3,1.51,2.8,10.4,28.9,0.69,6,20.4,25,36,6.5
91,0.05,1.77,29.4,5.5,21.8,0.09,3.9,18.5,14.8,142,6.1
93,10.5,1.38,5.4,4.1,36.4,2.05,14.2,10.9,28.5,0,0.5
94,7.5,1.74,5.8,5,35,0.22,10.1,11.4,31.5,13,1.2
98,29.3,1.58,0.2,6.9,30.9,0.29,0.8,2,59.2,15,0
99,41.7,1.68,0.4,6.5,30.1,0.12,1,2.1,59.9,36,0
101,0.2,1.25,6.4,5.1,25.5,4.72,8.1,2.1,52.8,104,0
102,65.7,1.33,0.5,4.5,39.7,1.26,3.1,1.8,50.4,0,0
104,39.1,1.54,0.3,4.5,42.4,0.18,1,3.1,48.7,20,0
105,39.4,1.56,0.4,4.4,41,0.12,0.6,3,50.6,43,0
106,0.2,0.99,4.4,3.4,35.3,5.68,11.3,2.6,43,81,0
107,9.8,1.34,4,3.6,37.2,2.22,5.1,2.7,47.4,102,0
110,0.3,1.63,16.2,3.3,36.4,0.17,1.8,2.9,39.4,145,0
112,42.4,1.27,1.7,2.9,14.4,1.62,4.8,0.6,75.5,0,0
114,20.7,1.61,4,2.9,14.8,0.07,2.9,0.6,74.7,61,0
118,0.3,1.65,21.7,1.7,11.6,0.04,3.3,0.4,61.1,201,0
119,14.2,1.32,1.8,14.8,10.9,1.58,7.2,1.3,62.6,0,0.1
120,6.13,1.46,1.8,15,14,0.74,5.3,2,61.8,8,0.1
122,3.94,1.63,3.9,15.1,11.5,0.38,4.2,3.2,61.8,25,0.3
126,23,1.57,3.4,11,14,0.43,2.3,0.6,68.7,20,0
127,25.9,1.55,2.5,11,14.4,0.11,1.7,0.6,69.8,36,0
129,11.7,1.63,6.2,11.3,12.9,0.03,1,0.6,68,137,0
130,1,1.67,13.3,10.4,11.9,0.07,0,0.6,62.8,157,0
131,0.1,1.58,36.7,6.9,9.7,0.14,0.9,0.6,45.2,175,0
132,78.8,1.29,0.9,6.3,25.7,0.72,1.8,0.5,64.8,0,0
133,56.5,1.52,0.7,6.3,21.5,0.16,1.3,0.4,69.8,10,0
134,37.1,1.57,0.9,6.2,20.3,0.06,1.1,0.4,71.1,61,0
135,43.4,1.56,0.8,5.9,22.8,0.04,0.7,0.5,69.3,165,0
136,93.3,1.49,1.9,1.8,53.93,0.6,1.8,5.4,35.1,0,0.1
137,62.4,1.59,2.9,2.3,49.7,0.2,1.1,4.8,39,15,0.2
138,92,1.5,2.7,2.4,49.2,0.1,1,4.3,40.1,51,0.3
141,36.2,1.43,1.5,5.4,10.2,0.72,1.3,0.5,81.1,0,0
143,56.5,1.41,1,5.9,9.4,0.25,1,0.5,82.2,25,0
144,55.2,1.47,0.9,5.3,10.3,0.1,0.3,0.6,82.6,56,0
147,67,1.34,1.3,4.9,14.1,1.03,2,1.3,76.4,0,0
148,56.5,1.4,0.9,4.6,14.8,0.23,0.9,1.4,77.4,5,0
150,47.3,1.46,0.6,4,15.3,0.05,0.8,1.6,77.7,66,0
151,53.9,1.47,0.7,4.3,15.1,0.04,0.9,1.4,77.6,132,0
152,53.9,1.47,0.6,4.7,12.4,0.05,0.6,0.8,80.9,198,0
153,43.8,1.26,2.9,7.8,18.8,2.22,4.7,1.8,63.9,0,0.1
154,25.6,1.5,0.9,8.6,17.4,0.2,1.1,1.7,70.2,8,0.1
155,21.5,1.39,2.7,7.3,16.9,0.69,1,1.7,70.3,20,0.1
157,25.4,1.62,1.6,7.7,15,0.13,0.6,1.6,73.4,61,0.1
158,28.3,1.54,0.8,16.1,13,0.08,0.2,1.4,68.5,10,0
159,6.1,1.48,4.1,13.7,14.9,0.69,3.2,1.8,62.3,48,0
160,9.2,1.65,2.4,14.5,14.5,0.36,1.5,1.6,65.5,64,0
161,12.5,1.66,6,1.7,12.5,2.15,4.1,0.9,74.5,107,0.1
162,71,1.46,0.7,1,41.7,0.67,2,5.1,49.3,0,0.2
163,41,1.55,0.5,2.3,35.5,0.03,0.6,5.1,55.7,8,0.3
164,27.6,1.62,1.8,2.9,31.4,0.04,0.6,5.4,57.7,64,0.2
165,19.6,1.63,2.3,2.9,31.1,0.07,0.5,5.7,57.2,94,0.3
166,21.9,1.66,5,3.1,24.1,0.5,2.8,3.9,60.8,112,0.3
167,21.9,1.66,5,3.1,24.1,0.5,2.8,3.9,60.8,112,0.3
170,13.5,1.53,1.3,8.9,11.8,0.75,1.1,1.7,75.1,74,0.1
172,1.4,1.64,8.7,7.8,13.2,5.7,11.7,2.3,56,8,0.3
176,0.81,1.54,19.3,5.4,22,0.22,2.4,2,48.8,41,0.1
177,0.81,1.54,19.3,5.4,22,0.22,2.4,2,48.8,41,0.1
179,0.95,1.72,9,4.7,26.4,0.18,3.8,2.8,53.2,61,0.1
180,2.95,1.16,9.1,13.7,2.2,1.88,12.9,0.1,62,0,0
181,24.4,1.55,0.4,15.3,2.6,0.04,1.4,0.1,80.2,20,0
182,0.07,1.67,18.4,14,1.5,0.03,2.9,0.2,62.7,71,0.3
183,2.23,1.63,12.1,16.3,0.5,0.06,3.2,0,67.9,109,0
184,14.6,1.55,2.2,12.2,0.2,0.05,0.7,0,84.7,147,0
185,58.8,1.33,3.3,2,63.5,2.32,4.9,8.8,17.3,0,0.2
187,161,1.54,0.2,0.2,73.1,0.12,0.4,8.9,17,20,0.2
188,125,1.48,0.7,0.2,71.9,0.16,0.6,8.4,18,46,0.2
189,140,1.47,1,0.5,68.6,0.26,1,7.9,20.9,53,0.1
190,137,1.64,1.7,0.3,64.1,0.17,1.2,10.1,22.4,89,0.2
191,85.4,1.72,1.6,0.3,62.5,0.1,0.4,12.7,22,140,0.5
192,70.6,1.68,0.7,0.3,62.3,0.06,0.5,12.9,23,193,0.3
197,2.5,1.42,7.7,17.5,4.6,1.95,9.5,0.5,60.2,51,0
198,7.3,1.4,5.6,18.2,5,1.25,7.5,0.5,63.2,64,0
200,1,1.57,26.4,13.5,4.2,0.5,3.9,0.3,51.7,86,0
201,0.3,1.74,26.5,12.6,2.7,0.18,3.4,0.2,54.6,124,0
202,105,1.43,1.8,2.3,63.8,0.8,1.3,15.4,15.1,0,0.3
203,32.9,1.62,0.7,6.9,54.8,0.26,1.6,11.3,24.3,15,0.4
205,0.9,1.47,10.3,6.1,45,2.78,7,10.2,20.8,66,0.6
206,1.8,1.55,15.5,5.5,47.4,0.98,2.8,9.6,18.8,74,0.4
