"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
19,0.66,1.85,23,4.3,23.3,0.13,3.6,16.9,25,170,3.9
48,15.15,1.24,12.23,4.52,9.91,3.14,29.12,19.26,7.53,0,17.43
62,3.91,1.18,4.62,27.26,0.37,0.35,55.88,0.05,11.8,28,0.02
88,12.5,1.6,2.3,10.3,28.4,0.34,5.7,20.8,24.8,48,7.7
120,6.13,1.46,1.8,15,14,0.74,5.3,2,61.8,8,0.1
132,78.8,1.29,0.9,6.3,25.7,0.72,1.8,0.5,64.8,0,0
185,58.8,1.33,3.3,2,63.5,2.32,4.9,8.8,17.3,0,0.2
188,125,1.48,0.7,0.2,71.9,0.16,0.6,8.4,18,46,0.2
204,30.2,1.67,0.7,9.2,49.9,0.1,1.2,11.6,26.9,46,0.5
212,0.5,1.37,9.9,26.8,13.8,4.2,6.4,2.7,40.2,71,0.2
229,5.1,1.55,4.8,15.1,12.9,1.46,4.4,0.9,61.8,71,0.1
231,8.4,1.57,5.1,14.9,12.9,0.42,3.8,1,62.3,86,0
241,1.4,1.59,57.1,9.4,0.8,0.07,23.4,0.3,8.9,96,0.1
254,1.8,1.74,21,20.9,9.8,0.08,4.5,2,41.7,132,0.1
263,0.4,1.56,33.3,21.1,2.3,0.06,0.8,0,42.5,56,0
267,21.7,1.58,0.5,10.9,11.6,0.09,0.9,4.2,71.8,20,0.1
303,7.9,1.44,3.1,19.6,12.7,0.75,7.5,2.3,54.7,13,0.1
316,48.6,1.45,0.8,1.4,11.9,0.2,1.4,0.9,83.6,48,0
326,1.8,1.54,8.1,16.1,13.5,0.52,22.1,4.6,35.1,20,0.5
328,1.3,1.59,54.7,7.2,3.4,0.05,20.9,0.9,12.8,112,0.1
331,24.3,1.45,1.8,5.5,39.2,0.74,5,3.8,44.7,41,0
355,31.9,1.46,0.4,4.8,10.5,0.13,2,0.7,81.6,15,0
360,3.2,1.36,21.7,20.1,3,0.11,5.5,1,48.5,58,0.2
383,46,1.59,0.8,1.4,69.6,0.07,4.6,5.8,18.1,117,0
396,0.1,1.64,38.5,11,9.2,0.15,4.3,1,36,162,0
432,2.8,1.52,10.6,6.7,13.7,1.37,5.9,1,62.1,178,0
440,0.5,1.61,13.3,4.3,2.2,0.11,5.6,0.1,74.5,135,0
448,106.9,1.43,0.4,0.9,59.3,0.16,0.4,11,27.8,56,0.2
462,0.6,1.28,44.5,6.4,12,0.24,17.1,1.6,18.4,130,0
468,1.2,1.42,26.5,10.4,19.5,0.13,7.1,1.9,34.6,79,0
489,143,1.45,3,0.2,70.2,0.3,3.3,3.5,19.8,41,0
563,1.2,1.3,45.5,8.6,13.7,0.42,3.1,0.9,28.2,84,0
574,106.5,0.62,19.5,3.4,6.4,8.65,10.7,0.5,59.5,0,0
587,43,0.91,3.1,5,32.4,6.35,18.5,3.6,36.5,0,0.1
623,39.4,1.63,0.4,1.3,55.3,0.1,0.5,6.7,35.2,28,0.6
634,0.7,1.74,4.2,5.1,35.2,2,2.6,5.1,47.5,81,0.3
648,0.3,1.63,15.9,5.3,3.7,0.14,3.6,0.2,71.3,114,0
691,1.8,1.71,34.9,5.8,20.2,0.06,2.3,5.2,30.9,155,0.6
708,169,1.4,3.1,0.2,68.4,0.16,1.8,10.1,16.4,33,0
719,0.8,1.53,15.5,8.3,1.6,0.15,6.1,0.2,68.3,25,0
720,1,1.29,16.3,10.2,3.2,0.28,4.7,1,63.9,46,0.7
785,5.3,1.7,6,10.1,28.8,0.18,2.7,3.4,49,190,0
788,13.6,1.59,0.7,21.9,3.4,0.12,3.1,0.1,70.8,33,0
858,0.5,1.59,23.1,5.7,25.1,0.23,8.2,3.5,34.4,71,0
