"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
13,0.13,1.74,30.3,7.7,22,0.15,13.8,5.7,19.2,180,1.3
27,23.67,1.25,9.5,10.2,23.6,1.2,11.1,4.8,38.5,0,2.3
38,0.24,1.67,30.8,9.1,18,0.14,9.6,8.1,21.8,117,2.6
61,3.46,1.02,2.99,32.85,0.37,0.1,51.85,0.03,11.91,23,0
72,2.94,1.05,1.66,27.04,0.64,0.38,57.42,0.05,13.18,26,0.01
77,42.7,1.61,1.8,8.3,36.8,0.05,0.1,6.2,46.7,84,0.1
134,37.1,1.57,0.9,6.2,20.3,0.06,1.1,0.4,71.1,61,0
135,43.4,1.56,0.8,5.9,22.8,0.04,0.7,0.5,69.3,165,0
183,2.23,1.63,12.1,16.3,0.5,0.06,3.2,0,67.9,109,0
228,7.2,1.59,6.6,14.8,13.8,0.43,0.1,1,63.7,61,0
240,0.2,1.54,53,10.8,0.9,0.1,27.1,0.3,7.8,46,0.1
248,4.3,1.69,19.2,7.8,22.9,0.06,7.8,15.8,22,170,4.5
261,0.1,1.59,23.7,20.6,1.8,1.71,16.6,0.1,37.2,5,0
269,1.3,1.56,14.6,9.8,8.7,0.08,3.5,3.2,60.1,64,0.1
279,80.1,1.32,1.4,7.7,9.9,0.4,1.5,3.7,75.4,18,0.4
283,105.5,1.03,1.9,3.7,14.1,0.22,6,2.1,72,0,0.2
292,25.9,0.09,2.6,2.9,11.8,0.08,0,4.3,77.7,38,0.7
328,1.3,1.59,54.7,7.2,3.4,0.05,20.9,0.9,12.8,112,0.1
395,0.3,1.6,34.2,11.8,10.4,0.16,3.8,1.2,38.6,124,0
411,0.6,1.59,51.1,11,7.6,0.19,10.3,2.4,17.1,28,0.3
472,42.7,1.3,1.1,17,0.8,0.18,2.7,0,78.4,28,0
493,149,0.99,3,5.5,49.7,1.01,2,9.2,30.4,0,0.2
499,50.9,1.41,0.4,3.3,35.9,0.64,0.7,2.2,57.5,0,0
506,106.5,1.41,0.4,1.3,54.7,0.2,1.5,17.3,24.1,23,0.7
507,92,1.5,0.4,1.9,54.4,0.14,1.2,15.3,26.3,43,0.5
520,24,1.32,7.9,13.7,19.3,0.51,8.7,5.2,44.7,25,0.5
579,1.1,1.64,3.4,9.1,0.2,0.05,1.1,0,86.2,132,0
638,37.1,1.48,0.7,8.4,30.5,0.68,3.8,2.6,54,0,0
666,33.5,1.38,6.4,17.2,14.1,1.29,10.7,1.8,49.7,0,0.1
701,2.6,1.54,18.3,11.2,26.1,0.13,6.3,2.4,35.6,66,0.1
729,0.6,1.51,18.2,13.8,0.3,0.06,7.5,0.1,60.1,152,0
748,14.4,1.7,2.3,3.7,46.2,0.06,0.8,5.1,41.8,38,0.1
808,0.4,1.62,5.6,19.1,24.3,0.2,10,1.9,39.1,185,0
818,28.3,1.54,0.4,12.7,2.6,0.09,1,0.1,83.2,43,0
842,0.3,1.86,14.2,19.3,12.2,0.07,6,3.7,44.2,109,0.4
891,0.2,1.71,13,25.1,3.4,0.05,5.1,0.1,53.3,112,0
897,0.2,1.67,32.8,13.9,9.9,0.08,5,1.2,37.2,132,0
920,11,1.59,5.9,22.8,4.3,0.19,6.3,0.2,60.5,30,0
939,27.6,1.66,1.9,2.1,45.9,0.23,0.8,3.6,45.6,109,0.1
954,0.5,1.38,20.5,5.5,37.7,0.07,4.9,5.4,25.9,38,0.1
959,0.2,1.69,10.4,1.5,50,0.08,2.6,15,20,25,0.5
975,0.1,1.67,21,9.2,35.8,0.1,7.6,10,15.1,135,2
978,13.8,1.52,2.4,14.5,34.8,0.46,3.6,2.4,42.2,15,0.1
993,0.1,1.52,18.1,23.7,6.1,1.02,18.7,2,31.1,10,0.3
995,0.3,1.56,22.6,19,7.3,0.09,10.8,1.5,38.5,183,0.3
1026,35.85,1.41,4.2,11.3,23.4,0.23,6.7,6.7,47.4,58,0.3
1055,29.6,1.53,1.1,22.3,18.4,0.21,1.4,2.4,54.3,127,0.1
1077,18.4,1.53,1.1,12,30.6,0.18,3.8,2.6,49.9,13,0
1078,13.15,1.55,14.1,10.2,28.5,0.68,5.9,2.2,39.1,20,0
1099,0.05,1.62,17,4.3,17.6,0.15,8.7,2.2,50.2,89,0
1102,30.9,1.59,0.6,5.2,26.1,0.01,1,2.7,64.4,46,0
1106,2.61,1.63,13.5,7.2,30.9,0.11,2.5,5.1,40.8,173,0
1120,3.16,1.67,1.6,7,24,0.17,2.3,2.4,62.6,25,0.1
1157,0.24,1.56,14.3,11.4,6.9,0.12,2.4,0.8,64.2,168,0
1179,31.85,1.52,1.4,8.2,21.3,0.34,1.6,0.9,66.6,10,0
1198,20.35,1.63,0.8,12.2,16.8,0.18,2.5,2,65.7,41,0
1206,36.45,1.56,1.3,6,21.9,0.06,0.5,1.7,68.6,53,0
1221,0.06,1.64,33.8,13.6,10.8,0.21,1.8,0.7,39.2,152,0.1
1225,26.05,1.55,1.8,11.8,13.5,0.2,0.8,0.7,71.4,104,0
1237,36.35,1.26,4.9,13.6,9.5,1.1,4.5,0.7,66.7,0,0.1
1262,0.77,1.6,8.2,12.1,11,0.46,0.8,1.3,66.5,109,0.1
1285,0.5,1.27,64.7,8.3,4.5,0.46,0.6,0.2,21.7,8,0
1326,60.45,1.24,4.4,5.7,14.8,0.9,4.3,1,69.8,2,0
1339,97.85,1.6,1.2,1.8,58.4,0.05,0.8,10.9,26.8,117,0.1
1428,0.24,1.63,3.7,10,21.8,1.26,5.3,3.7,55.4,84,0.1
1451,0.1,1.61,42.6,4.3,7.4,0.06,3.2,1.4,40.9,79,0.2
1454,13.2,1.63,18,10.2,20.3,0.46,8.8,8.9,32,20,1.6
1473,3.3,1.59,25.2,20.4,7.3,0.05,8,4.5,32.9,53,1.7
1491,9.22,1.55,1.5,4.6,41.3,0.59,2.9,3.2,46.5,160,0
1496,12.2,1.21,9.8,6.6,42.3,2.84,5,4.2,32,0,0.1
1519,20.7,1.42,1.5,5.1,17.1,0.1,2.1,0.8,73.3,124,0
1535,0.04,1.64,22.7,2.9,35.3,0.27,16.9,8.1,13.7,109,0.4
1562,2.12,1.59,24.2,3.4,35.8,0.23,5.5,8.2,22.7,51,0.2
1624,38.45,1.32,2.5,18.2,12.8,1.83,4.5,0.2,61.8,0,0
1631,10.09,1.7,7.4,4.4,42.9,0.1,5,11,28.7,74,0.5
1669,1.55,1.64,34.2,11,17.5,0.06,5.9,8.9,21.1,81,1.4
1672,8.5,1.52,4.2,17.3,20.5,0.66,13.6,11.9,30.8,0,1.7
1685,0.13,1.61,50.2,12.7,7.1,0.42,15,1.8,18.3,15,0.3
1699,0.75,1.64,19.4,9.5,3.8,0.04,4.5,0.4,62.4,109,0
1712,0.53,1.22,66.2,1.1,0.3,1.65,31.2,0.1,1.1,0,0
1730,3.29,1.68,17.8,13.4,18.5,0.13,13.6,5.5,30.6,48,0.6
1735,5.26,1.68,8.2,15.4,20.6,0.2,12.2,6.7,36,36,0.9
1760,15.55,1.52,1.1,18,14.8,0.02,2.5,2.7,60.7,137,0.2
1785,3.51,1.62,14.1,14.3,12,0.09,5.7,2,51.7,122,0.2
1812,14,1.69,0.6,14,19.8,0.02,4,8.4,51.8,102,1.4
1834,2.95,1.63,3.3,7.3,7.5,0.32,0.7,1.6,79.5,122,0.1
1838,0.31,1.53,3.1,37.1,8.9,0.95,9.7,2.2,38.8,36,0.2
1843,0.12,1.59,19.4,42,7.2,0.13,11,1.6,18.8,76,0
1852,0.51,1.48,39.4,11.8,5.8,0.14,11.2,0.8,30.8,56,0.2
1871,0.25,1.6,29.2,12.8,7.6,0.51,21.1,1.4,27.8,23,0
1873,0.14,1.58,48.8,10.4,7.2,0.16,7.2,1.4,24.8,91,0.2
1875,0.01,1.63,50.6,10.8,5.2,0.07,7.8,0.4,29.2,175,0
1884,7.45,1.54,0.6,16.3,1.6,0.22,2.3,0.2,79,28,0
1886,2.89,1.63,0.7,14.5,1.4,1.06,3.9,0.1,79.4,64,0
1903,9.35,1.63,3.6,15.8,10.1,0.64,4.4,2.1,63.9,86,0.1
1921,7.15,1.55,33.4,11.8,12.2,0.25,6.4,2.2,33.8,25,0.2
1924,16.23,1.4,45.4,8,9,0.06,9.6,1.6,26,132,0.4
1928,18.9,1.63,2.7,9.2,26.4,0.01,4.9,3.6,53,79,0.2
1957,0.33,1.5,63.4,11.2,2.2,0.12,8.6,0.4,14.2,165,0
1980,18.4,1.38,2.6,8.2,16.8,1.06,2.6,2.8,66.8,0,0.1
1986,31.55,1.41,0.9,5.6,15.1,1.52,3.4,1.8,73.2,0,0
2007,19.75,1.33,3.1,10.8,16.1,1.08,3.5,1.8,64.6,0,0.1
2014,52.6,1.51,0.7,3.1,35,0.04,1.8,4.3,54.9,147,0.2
2020,84.6,1.49,2.3,2.8,43.9,0.3,3.9,16.1,28.6,23,2.4
