Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
15105,1.2,1.38,30.6,18.2,0.4,0.11,8.3,0.1,42.4,112,0
4836,42.4,1.26,1.7,2.9,14.4,1.62,4.8,0.6,75.5,0,0
574,106.5,0.62,19.5,3.4,6.4,8.65,10.7,0.5,59.5,0,0
5381,1.15,1.76,18.6,4.6,19.4,0.13,2.3,3.4,51.6,81,0.1
3565,0.15,1.83,19,3.6,29,0.04,0,17.6,30.4,185,0.4
3123,0.88,1.18,9.1,13.3,11.1,1.64,26.4,1,39,0,0.1
511,15.4,1.64,3.7,0.7,54.9,0.48,0.4,18.6,21,107,0.7
17069,10.5,1.58,0.6,30.6,4,0.16,1.3,0.2,63.3,13,0
17642,221,1.48,3.8,1.6,37.4,0.22,2.6,44.6,6.4,168,3.6
4065,78.7,0.97,2.7,1.2,4.5,15.61,9.2,0.2,82.2,0,0
18362,113,0.49,29,4.2,13,11.89,2.8,5.4,45,132,0.6
3092,0.55,1.63,30.9,8.7,6.2,0.24,32.2,0.9,21.1,61,0
16872,15.8,1.3,1.7,22.3,18.4,0.51,5,1.3,51.3,10,0
3990,250,1.36,1.2,1.1,42.1,0.46,4.1,12.1,39.1,13,0.3
2593,0.41,1.88,29.1,11.1,13.5,0.02,14.3,3.9,27.9,160,0.2
3555,0.1,1.27,49.4,12.8,2.2,0.11,13.6,0.2,21.8,68,0
16294,35.5,1.47,2.1,9.1,22.6,0.22,2.1,1.1,63,23,0
4997,1.09,1.69,13.5,23.1,6,0.17,3.1,0.9,53.4,147,0
1827,0.05,1.28,28,3.2,1.2,0.07,65.6,0.4,1.6,178,0
1880,0.23,1.69,15.4,15.2,10.4,0.16,16,1.4,41.4,109,0.2
51,21.06,0.93,18.03,6.75,13.55,3.06,22.6,12.23,18.87,0,7.97
4944,12.8,1.73,1.5,7.8,30.6,0.13,3.3,12.4,42.7,89,1.7
2321,10.5,1.09,5.9,22.4,7.7,3.63,5.4,0.9,57.7,0,0
10332,26.3,1.54,1.3,6.6,2.8,0.06,1.6,0.2,87.5,81,0
5142,0.69,1.49,6,8.04,22.4,1.24,26.4,14.4,20.4,15,2.4
16475,36.8,1.45,1.5,5.4,10.2,0.72,1.3,0.5,81.1,0,0
3995,42.5,1.43,1.7,5.4,1.6,0.04,2,0.1,89.2,76,0
5166,51.6,1.39,2.7,5.5,19.7,0.84,7.9,24.8,32.5,0,6.9
8446,19.7,1.6,0.3,4.2,50.2,0.66,1.7,3.3,40.3,8,0
6518,3.18,1.08,8.2,0.1,0,1.08,91.6,0,0.1,68,0
658,1.4,1.47,8.1,26.8,8.6,0.63,31.2,2.3,22.7,13,0.3
7750,114,1.48,0.9,0.3,60.5,0.12,0.9,6.5,30.9,68,0
5640,44.55,1.51,37.4,5.6,3,0.06,5.2,0.2,48.6,162,0
12387,0.82,1.65,11.4,10.2,12.8,0.23,18.2,1.2,46.2,69,0
4230,5.26,1.61,6,6.3,16.3,0.82,3.2,1.2,67,119,0
7195,0.14,1.75,34.2,6.6,18.9,0.02,3.4,3,33.8,157,0.1
5996,29.93,1.59,2.4,7.6,44.2,0.44,7.5,3,35.3,91,0
4305,0.02,1.71,7.4,1.8,57.4,2.15,5,10.4,17.9,96,0.1
17559,35.5,1.71,1.3,2.9,49.4,0.57,2,3.9,40.5,147,0
1840,3.17,1.56,1.6,49.6,8.8,0.33,10,2.4,27.6,51,0
13328,0.31,1.64,3.3,11.7,19,0.67,8.7,3.9,53.1,175,0.3
236,37.3,0.75,51.9,3,5.8,5.32,6.3,0.5,32.5,46,0
5134,0.52,1.75,18.6,1.6,38.6,0.06,9.8,19.4,10,152,2
14110,3.45,1.47,3.1,18.4,16.8,1.24,1.9,1.6,58.2,0,0
1566,1.21,1.63,20,5.2,24.4,0.02,15.4,10,19.6,135,5.4
5683,23.7,1.55,2.4,10.4,32.1,0.97,3.9,13.1,36.5,0,1.6
69,12.72,1.28,2.7,8.76,32.41,0.07,8.28,5.26,41.35,38,1.24
6940,0.34,1.49,10.1,8.5,8.3,8.65,21.8,0.9,50.3,0,0.1
6006,23.35,1.56,1.8,13.8,22.9,0.06,5.6,6.2,49.4,68,0.3
2545,1.8,1.72,12.7,19.8,17.4,0.63,9.9,6,33.4,20,0.8
481,90,1.62,1.4,1.8,46,0.04,0.7,22.4,26.2,185,1.5
291,33.8,0.11,2.4,4.7,3.7,0.26,5.3,1,82.8,15,0.2
2805,59.15,1.44,0.2,2,11.2,0.08,0.1,0,86.5,10,0
7118,13.7,1.66,1.9,10.7,29.1,0.08,2.7,5.8,49.7,81,0.1
266,18.6,1.52,0.6,11,9.5,0.28,1.2,4.2,73.4,10,0.1
6472,0.41,1.63,22.6,14.6,9,0.14,4.4,0.4,49,180,0
14928,11.8,1.64,1.2,6.6,30.1,0.08,1.4,6.6,54,64,0.1
6138,0.5,1.75,27.5,3,27.4,0.04,7.9,16.6,15.4,150,2.2
5188,6.05,1.36,4,40,1.2,0.58,21.4,0.2,33.2,18,0
52,3.7,1.2,16.35,4.05,3.91,2.82,56.86,6.25,3.44,0,9.14
1615,0.58,1.69,22.7,11.5,15.4,0.05,5.9,16.6,17.8,102,10.1
476,120.3,1.34,3.2,1.7,48.7,0.89,2.6,21.2,21.9,0,0.7
4867,0.5,1.25,19.5,2.9,6.2,0.45,26.9,1,43.4,33,0.1
17472,11.6,1.23,2.2,0.5,35.5,1.3,3.4,2.1,56.3,0,0
4833,8.67,1.29,5,2.1,2.9,3.65,7.5,0.2,82.3,51,0
5320,2.65,1.6,4.9,3.7,9.6,4.18,9.6,1.2,70.9,53,0.2
16352,22.8,1.46,4.1,6.7,21.4,2.17,4.5,6.9,55.7,51,0.7
5588,6.05,1.41,32,10.2,15,0.7,11.8,4.4,25.6,5,1
2905,0.44,1.48,3.2,3.1,2.1,2.01,3.1,0,88.5,137,0
12121,84.1,1.17,7.8,8,40.8,4.07,6.2,2.9,34.3,0,0
6913,33.5,1.41,2.9,2.7,1.7,0.35,4.1,0.1,88.5,25,0
1771,1.77,1.75,27.2,14.2,10.8,0.22,9.2,2,36.4,30,0.2
13293,10.1,1.6,1.2,7.5,19.5,0.59,4.3,2.1,65.2,0,0.2
5150,0.11,1.7,20.7,10.2,13.8,0.01,35.1,8,11.4,185,1
2794,16.45,0.94,9,21.6,0.8,1.67,60.1,0.2,8.2,0,0.1
7229,16.4,1.43,0.1,7,33.1,1.65,4.5,1.2,54.1,0,0
342,0.7,1.51,36.2,4.4,17.6,0.04,18.2,2.8,20.4,135,0.4
5131,1.48,1.69,21,4.6,27.2,0.18,15.6,13,17,28,1.6
2232,0.16,1.87,5.9,13,20.3,0.06,4.8,2.7,53.2,150,0.1
7091,62.42,1.4,2.9,1.6,27.9,0.25,3.6,25.5,23.5,117,15
2348,0.99,1.47,48.2,18.6,0.6,0.24,24.2,0.2,8.2,71,0
4888,28.9,0.89,17.1,15.2,4.1,7.43,25.2,0.3,38.9,0,0
802,16.4,1.53,0.4,18.9,25.4,0.28,4.5,1.6,49.2,15,0
721,0.5,1.4,2.6,33,1,5,35,60,2.3,99,0.1
532,20.7,1.59,4.8,9.2,39.5,0.12,4,5,37.4,53,0.1
3886,1.04,1.64,21.2,37.4,8.8,0.17,8.9,2.2,21.4,71,0.1
4049,1.38,1.42,3.3,1.3,2.2,5.1,9.6,0.1,83.5,135,0
2994,0.2,1.75,21.3,10.4,20,0.15,11.5,9.5,26.2,96,1.1
5196,9.47,1.41,1.3,24.2,0.2,0.03,2.5,0,71.8,188,0
5192,0.02,1.67,25.2,34.4,0.4,0.15,26,0,14,89,0
1082,0.75,1.75,25.7,7.8,20.4,0.26,14.1,2,29.8,91,0.2
4981,0.07,1.53,21.9,5.9,21.9,0.31,5,6.3,38.4,114,0.6
11943,29.6,1.47,1.4,14.5,2.2,0.36,2.5,0.3,79.1,74,0
9313,0.82,1.56,12.9,9.6,0.6,0.07,4,0,72.9,168,0
2162,67.05,1.6,0.6,0.2,73.4,0.04,0.3,2.3,23.2,155,0
6208,0.39,1.9,1.7,2.2,45.8,0.06,14.7,10.2,25.2,132,0.2
17402,85.5,1.44,2.1,0.6,56,0.55,1.3,8.9,29.5,0,0.2
4613,38.35,1.33,1.9,7.8,13.2,1.26,1.5,1.6,74,0,0
5082,7.56,1.59,5.3,4.3,34.7,0.32,10.4,11.8,32.4,18,1.1
2764,2.58,1.66,16.6,11.7,29.7,2.59,5.4,3.8,32.8,91,0
11112,27,1.4,2.6,10.7,17.8,0.12,9.8,1.9,57.2,41,0
5815,0.48,1.74,17.5,9.7,1.9,0.12,9,0.3,61.6,96,0
5686,6.44,1.6,1,31.1,7.6,0.04,3.8,1.1,55.4,81,0
17548,5.7,1.24,6.1,23.5,13.9,4.74,18.1,2,36.2,0,0.2
5147,1.31,1.75,15.3,7.2,22.6,0.07,18.3,14,18.2,74,4.4
6655,3.73,1.22,13.6,15.5,7.4,4.76,22.5,1.3,39.6,0,0.1
1460,129.5,1.35,0.5,0.6,66.5,1.2,0.1,19.4,12.8,0,0.1
13535,21.7,1.23,4.3,3.9,22,7.1,0,2.6,67.2,0,0
1524,1.97,0.94,3.8,1.6,59.1,7.28,2.9,13.7,18.4,56,0.5
3696,51.25,1.56,4.6,11.8,29.1,0.15,5.3,3.7,45.3,147,0.2
961,1.5,1.78,12.9,1.4,44.3,0.14,8.5,13.9,17.6,64,1.4
7191,19.2,1.57,0.1,4.8,30,0.45,3.3,2.4,59.4,38,0
3538,14.1,1.53,3.3,19.1,10.5,0.02,8.2,0.8,58.1,15,0
3273,0.05,1.76,22.8,3.8,22.9,0.19,1.8,4.9,44.7,157,0.1
806,13,1.7,1.2,21.5,21.1,0.1,4.6,1.5,50.1,86,0
334,4.3,1.74,10.7,4.9,33.1,0.06,5.5,3.2,42.6,142,0
5151,87.4,1.31,1.5,0.3,66.8,0.63,4.4,11.8,14.8,0,0.4
6130,13.45,1.6,1.7,0.7,49.3,2.17,0.1,7.5,40.6,168,0.1
812,62.4,1.12,1.8,2.3,2.2,1.52,0.8,0.1,92.8,0,0
8928,23.9,1.61,2.7,15.1,22.9,0.81,5.8,5.6,47.7,0,0.2
5903,6.95,1.58,4.2,0.5,38,0.1,0.3,2.7,54.3,112,0
3557,0.05,1.44,50.6,1.63,20.8,0.02,15.3,0.1,11.6,160,0
7277,3.53,1.69,18.3,2.6,29.1,0.06,5.7,33.4,5.8,152,5.1
1614,1.06,1.71,22.4,13.8,14.3,0.1,8,14.2,20.6,79,6.7
5366,82.2,0.65,22.2,4.3,14.7,14.32,0.8,6.7,50.3,23,1
4400,0.34,1.34,12.6,28.7,2.1,4.45,40.8,1.2,14.4,0,0.2
12583,42.1,1.32,3.8,7.9,19,0.94,3.8,3.7,61.7,10,0.1
18663,4.47,1.7,26.5,4.3,14.7,1.45,8.5,2.7,43.1,23,0.2
7272,13.15,1.74,4.7,9.4,31.2,0.06,4.3,13.6,34,147,2.8
5605,19.9,1.67,1.2,9.4,29.4,0.22,0.9,5,53.9,135,0.2
3613,18.7,1.47,5,13.8,18,1.4,2.4,0.7,60.1,81,0
17343,16.2,1.57,2.7,12.6,15.6,0.16,4.4,0.8,63.9,20,0
4542,26.7,1.46,1.1,6,38.6,0.52,1.9,3.1,49.2,15,0.1
10001,14.5,1.25,19.5,5.6,13.2,1,42.5,1.2,18,76,0
1648,3.5,1.68,25.9,7,21.2,0.06,4.6,18.7,17.5,140,5.1
5392,34.15,1.59,0.7,7.4,24,0.14,0.4,4.9,62.4,38,0.2
7446,19.7,1.46,0.9,16.6,30.5,1.56,0.8,1,50.1,0,0.1
15957,34.6,1.4,1.9,2.5,13.5,0.44,1,0.5,80.6,0,0
6116,0.05,1.02,17.2,2.8,1.2,2.11,77,0,1.8,28,0
5218,0.29,1.47,8.7,27.6,3.9,1.93,18,0.4,41.3,0,0.1
