Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
1801,35.5,1.38,1.7,12.1,24.8,0.56,3.7,2.7,54.8,43,0.2
9364,103,1.41,1.2,0.8,62.2,0.49,1.1,5.7,28.9,0,0
9746,1.58,1.63,27.6,8.4,5.2,0.12,3.6,0.4,54.8,112,0
236,37.3,0.75,51.9,3,5.8,5.32,6.3,0.5,32.5,46,0
13280,64.4,1.6,2.4,4.8,40.2,0.04,4.9,18.4,26.9,104,2.4
5174,4.28,1.59,7.9,15.2,20.4,0.28,11.5,4.2,40.4,30,0.4
2890,57.85,1.45,1,2.5,3.1,0.21,0.9,0.2,92.3,183,0
17259,6.57,1.63,1,31.1,7.6,0.04,3.8,1.1,55.4,81,0
8207,3.23,1.54,1.6,49.6,8.8,0.33,10,2.4,27.6,51,0
12086,5.78,1.68,14.2,0.8,32.6,0.25,1.6,27.2,11.2,152,12.4
2328,6,1.27,62.2,6,9.2,0.21,6.6,2.4,13.4,46,0.2
16501,2.89,1.6,4,3,11.4,0.29,1.5,0.8,79.3,132,0
13278,71,1.49,1.9,5.2,42.3,0.32,6.2,17,26.1,15,1.3
4970,0.58,1.53,15.6,28.7,5.7,0.17,4.5,1.3,44.1,64,0.1
1374,25.35,1.29,1.1,25.3,5.6,1.33,1.3,0.3,66.4,0,0
7800,11.8,1.69,2.5,29.4,17.4,0.2,2.6,4.7,43,89,0.4
13502,31.6,1.28,16.1,8.7,20.5,2.6,11.5,3.8,39.2,0,0.1
12808,36.8,1.48,1,16.9,10.7,0.2,2.2,1.4,67.8,36,0
8015,10.5,1.72,12.8,8.2,24.2,0.07,6.4,21.1,20.6,81,6.7
6715,1.47,1.02,11.6,0.7,1.5,2.19,83.4,0.9,1.7,0,0.2
4661,29.55,1.57,1.4,5.1,7.4,0.06,1.5,1.2,83.4,160,0
5217,0.69,1.18,43.9,22.6,0.6,0.11,13.7,0.2,18.8,175,0.2
3901,75.6,1.48,3,2.6,44.4,0.25,2.9,4.5,42.4,91,0.2
9213,32.9,1.46,0.4,3.2,4.5,0.2,1.7,0.2,90,15,0
17202,1.18,1.49,43.7,7,13.4,0.26,5.3,1.4,29.2,46,0
14367,4.27,1.59,6.7,26.3,7.6,0.16,5,1.3,53,48,0.1
17053,0.01,1.58,17.8,8.8,31.6,0.34,4.6,7.6,29.4,178,0.2
18588,0.14,1.8,17.9,3.1,26,0.03,3.2,1.9,47.8,170,0.1
4065,78.7,0.97,2.7,1.2,4.5,15.61,9.2,0.2,82.2,0,0
14641,2.14,1.68,23,7.2,23,0.07,4.2,8.4,33,122,1.2
721,0.5,1.4,2.6,33,1,5,35,60,2.3,99,0.1
7192,1.22,1.36,1.9,5.1,31.4,2.4,0.8,2.3,58.5,53,0
9392,17.1,1.47,7.6,7.6,33,0.93,9.1,13.7,28,0,1
5354,9.78,1.45,1.5,10.7,22.7,1.32,4.5,7.7,52.3,0,0.6
1406,11.19,1.44,4.1,26.1,18.7,2.68,4.3,4.4,42.1,38,0.3
6438,25.2,1.54,2.5,2.7,38.4,0.42,2,1.4,53,13,0
6656,4.82,1.32,6.5,21.4,9.6,1.63,12.3,1.5,48.7,30,0
5844,25.3,1.7,2.4,3.1,55.2,0.02,2.8,8.3,28.2,160,0
1117,0.04,1.88,8.3,6.4,6,0.07,42.1,3.8,31.2,142,2.2
9968,1.21,1.73,8.3,9.6,29.6,0.11,3.9,2.6,46,190,0
6940,0.34,1.49,10.1,8.5,8.3,8.65,21.8,0.9,50.3,0,0.1
17074,10.2,1.68,13.5,4.5,31.7,0.06,3.3,2.9,44.1,150,0
14106,0.22,1.64,29.2,12.8,7.6,0.51,21.1,1.4,27.8,23,0
6561,0.14,1.62,36.6,10,3.8,0.08,21,0.2,28.4,114,0
3565,0.15,1.83,19,3.6,29,0.04,0,17.6,30.4,185,0.4
13362,11.4,1.5,2.4,21.3,21.9,0.36,2.9,3.8,47.6,137,0.1
10575,16.4,1.12,6.3,12.5,31.5,5.62,8,2.3,39.2,0,0.2
15297,0.02,1.73,21.2,19.5,1.4,0.11,1.1,0.1,56.7,162,0
6724,1.37,1.5,8.6,4.7,19.1,1.6,13.7,5.8,46.4,0,1.7
9984,57.9,1.55,0.7,3.3,56.5,0.21,0.8,4.1,34.6,15,0
6772,12.5,1.74,2.9,14.5,10.9,0.12,2.1,1.1,68.5,74,0
7008,80.15,0.65,29,4.2,13,11.89,2.8,5.4,45,132,0.6
18629,5.17,1.67,18.3,2.6,29.1,0.06,5.7,33.4,5.8,152,5.1
68,6.64,1.11,6.45,26.98,1.65,0.51,45.28,0.09,19.45,24,0.1
848,107.5,0.03,0.8,0.2,65.7,0.13,0.3,4.1,28.8,99,0.1
12756,9.2,1.37,3.7,8.5,18.3,1.71,2.4,4.7,62.3,122,0.1
1653,3.3,1.72,34.6,11.1,15.3,0.12,9.1,8.8,19.7,59,1.4
15303,0.01,1.75,21.6,26.2,12.5,0.15,2.6,1.6,35.4,157,0.1
3099,4.63,1.31,12.2,23,8,2.63,30.8,1.6,24.3,0,0.1
106,0.2,0.99,4.4,3.4,35.3,5.68,11.3,2.6,43,81,0
