"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
20,10.53,1.54,2.8,14.9,27.2,0.51,7.1,5.2,41.7,0,1.1
91,0.05,1.77,29.4,5.5,21.8,0.09,3.9,18.5,14.8,142,6.1
107,9.8,1.34,4,3.6,37.2,2.22,5.1,2.7,47.4,102,0
119,14.2,1.32,1.8,14.8,10.9,1.58,7.2,1.3,62.6,0,0.1
140,74.9,1.56,2.6,2,51.7,0.1,0.8,4.8,37.9,152,0.2
195,12.5,1.42,1,18.2,5.7,0.21,6.5,0.4,68.2,18,0
256,1.8,1.68,27.4,30.5,2.5,0.02,2.6,0.5,36.5,206,0
258,1.1,1.35,27.5,3.6,3.2,0.67,20.1,0.6,45.2,33,0
318,25,1.44,1.8,0.9,10.5,0.39,3.8,1.4,81.6,140,0
324,0.1,1.54,51.2,12.5,9,0.04,6.5,3.5,16.8,58,0.5
354,31.6,1.37,0.6,4.8,12,0.94,2.5,0.6,79.5,0,0
361,2.1,1.5,17.2,22.9,2,0.08,17.3,0.8,39.6,68,0.2
367,3.3,1.63,11.7,1.1,44.6,0.41,3.4,6.9,32.1,51,0.2
415,54.5,1.29,2.8,2.6,53.2,2.34,1.7,5.1,34.5,0,0.1
425,0.3,1.72,14.3,15.3,11.6,0.23,6.9,1.1,45.8,127,0
433,12.3,1.48,5.2,7.2,15.8,0.54,3.3,1.2,67.3,188,0
435,12.5,1.53,3.5,5.6,3.4,0.82,3.9,0.2,83.4,0,0
437,25.2,1.59,1.3,4.8,3.5,0.08,1.7,0.2,88.5,33,0
455,24.9,1.42,5.2,7.2,38.5,2.25,3.5,3.5,42,0,0.1
458,0.1,1.67,11.6,3.9,30,0.14,23.2,2.7,28.6,81,0
475,20.7,1.44,2.4,12.5,1,0.14,3,0.1,81,183,0
498,53.3,1.58,3.6,7.3,41.4,0,1.7,7,38.6,198,0.4
513,3,1.64,6.8,15.4,21.3,0.57,12.3,7,36.3,23,0.9
522,28.3,1.45,8.7,14.1,19.7,0,7.4,5.6,43.9,58,0.6
568,0.1,1.83,17.6,6.2,39.1,0.18,3.1,6.7,27.2,107,0.1
583,1,1.61,12.8,9.9,30.8,0.29,4.3,3.5,38.4,56,0.3
637,0.1,1.77,12.2,5.2,32.2,0.26,1.3,4.8,43.8,157,0.5
646,3.9,1.46,4.5,7.3,3.1,0.63,5.1,0.2,79.8,56,0
657,20.2,1.15,9.1,27.3,9,1.49,27.8,2,23.3,0,0.3
682,1.7,1.39,4.8,10.9,1,1.26,6.4,0.1,76.8,28,0
