,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
4184,9.75,1.35,4.0,3.6,37.2,2.22,5.1,2.7,47.4,102.0,0.0
906,2.6,1.86,29.8,10.9,17.7,0.03,2.9,1.5,37.2,150.0,0.0
1715,0.04,1.23,63.0,2.9,0.7,0.71,28.9,0.2,1.9,64.0,0.0
9756,7.45,1.61,0.5,10.9,12.7,0.95,0.0,0.5,75.4,0.0,0.0
222,6.2,1.54,10.4,9.3,13.8,0.36,3.1,0.9,62.5,89.0,0.0
15203,27.6,1.67,22.2,5.0,28.2,0.12,7.2,12.4,23.0,122.0,2.0
18148,6.84,1.65,2.1,12.0,9.8,0.36,1.7,1.2,73.2,91.0,0.0
14476,0.05,1.66,24.9,14.8,11.4,0.24,5.1,1.8,41.8,94.0,0.2
15545,28.0,1.56,0.8,6.2,23.3,0.03,0.9,0.7,68.0,127.0,0.1
13253,39.4,1.3,1.3,7.4,23.7,0.97,1.4,3.5,62.6,0.0,0.1
3422,42.7,1.61,0.5,1.3,41.3,0.1,0.4,5.5,50.9,81.0,0.1
5851,80.2,1.54,0.7,3.4,51.0,0.34,1.5,6.5,36.8,170.0,0.1
3527,12.2,1.62,5.7,12.0,9.1,0.15,2.3,0.5,70.4,56.0,0.0
6930,40.8,1.28,1.7,4.8,2.2,0.1,4.2,0.1,87.0,53.0,0.0
6964,6.66,1.47,2.3,10.9,1.0,0.68,5.6,0.1,80.1,15.0,0.0
18066,4.82,1.61,3.4,16.8,16.9,0.88,4.5,3.9,54.2,117.0,0.3
1346,79.5,1.42,0.9,1.0,62.9,1.13,0.3,5.5,29.4,0.0,0.0
17181,19.7,1.61,1.3,7.8,34.6,0.09,2.1,6.8,47.2,89.0,0.2
17304,43.4,1.31,4.2,18.7,2.0,2.55,8.8,0.2,66.1,0.0,0.0
1830,13.3,1.35,1.4,41.2,3.8,0.33,5.8,0.8,47.0,64.0,0.0
15746,17.1,1.29,2.8,21.4,0.5,3.44,11.8,0.0,63.5,0.0,0.0
8341,34.2,1.74,3.4,6.4,17.2,1.19,14.8,3.6,54.4,61.0,0.2
5794,40.75,1.6,0.6,4.4,30.1,0.05,2.5,4.9,57.5,114.0,0.0
4308,22.35,1.53,1.5,5.5,47.6,0.88,1.5,10.4,32.9,0.0,0.7
3062,1.2,1.59,16.5,18.4,11.4,0.97,26.1,3.0,24.4,10.0,0.2
2207,5.91,1.5,26.5,7.0,21.3,0.4,5.5,5.0,34.3,25.0,0.4
11648,14.9,1.62,1.6,26.3,20.0,0.15,6.5,2.1,43.5,33.0,0.0
16381,53.9,1.46,0.5,4.5,11.2,0.04,0.5,1.4,81.8,155.0,0.1
7432,1.15,1.56,17.8,19.6,14.1,0.66,4.1,3.1,41.3,33.0,0.0
924,8.8,1.63,3.4,23.8,4.1,0.23,3.6,0.1,65.0,79.0,0.0
8271,0.01,1.75,18.0,14.0,9.8,0.26,3.6,1.8,52.8,132.0,0.0
17541,0.09,1.73,19.0,12.6,22.8,0.09,2.3,3.2,40.0,168.0,0.1
5300,28.25,1.65,2.0,5.6,38.5,0.12,2.7,5.4,45.8,81.0,0.0
3762,35.5,1.5,2.1,6.0,16.5,0.27,1.5,0.9,73.0,76.0,0.0
