"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
0,17.13,1.49,6.1,15.8,23.8,0.93,8.8,9.9,33.1,0,2.5
1,2.69,1.69,9.7,14.8,23,0.58,8.8,9.6,32.3,30,1.8
2,1.2,1.71,27.1,11.8,17.6,0.33,7.3,8.5,25.2,38,2.5
7,6.25,1.53,9,10.8,25.4,1.12,12.1,13.9,24.5,0,4.3
9,2.16,1.55,43.5,7.4,14.5,0.21,8.9,7.5,15.6,81,2.6
10,0.48,1.56,43.1,10.8,11.4,0.17,13,4.4,15.9,104,1.4
12,0.12,1.77,30.4,14.3,14.5,0.17,13.4,4,22.6,151,0.8
15,5.56,1.78,4.4,9.9,28.8,0.27,7.8,13.4,33.5,25,2.2
16,7.03,1.8,7.6,10.2,25.8,0.14,7,12.6,34.2,65,2.6
17,4.5,1.75,21.4,8.4,22.8,0.2,6,10.2,29.1,82,2.1
19,0.66,1.85,23,4.3,23.3,0.13,3.6,16.9,25,170,3.9
25,0.42,1.79,26.3,11,23.1,0.14,7.7,6.8,24.4,156,0.7
27,23.67,1.25,9.5,10.2,23.6,1.2,11.1,4.8,38.5,0,2.3
28,1.77,1.71,34.9,5.9,18.9,0.37,9.2,3.9,26.5,38,0.7
33,0.3,1.87,19.3,4.6,32.4,0.09,2.8,11.1,26,178,3.8
37,0.85,1.67,29.2,10.1,18.4,0.21,8.1,8.1,23.6,78,2.5
42,9.77,1.5,1.74,21.13,16.02,0.5,3.7,3.81,53.22,24,0.38
43,8.68,1.38,2.71,30.59,5.83,0.07,14.27,0.65,45.88,37,0.07
44,23.14,1.42,3.31,16.08,14.08,0.14,6.73,3.5,55.82,29,0.48
45,30.07,0.61,17.63,4.25,3.93,9.67,58.02,5.22,4.1,0,6.85
46,11.91,0.73,16.51,6.26,8.29,7.92,41.35,8.92,9.23,0,9.44
47,7.74,0.82,12.38,7.54,10.98,6.08,42.38,7.98,10.56,6,8.18
48,15.15,1.24,12.23,4.52,9.91,3.14,29.12,19.26,7.53,0,17.43
49,36.43,1.1,15.26,4.64,7.4,3.71,30.22,15.34,6,8,21.14
50,0.99,1.29,13.26,5.08,3.62,3.26,61.65,5.73,2.96,0,7.7
53,11.29,1,8.76,5.42,15.82,3.19,28.72,22.17,9.08,0,10.03
54,6.21,1.24,8.88,5.06,14.85,0.16,29.17,21.48,8.76,2,11.8
57,0.59,1.18,4.58,4.09,0.2,0.61,90.1,0.12,0.86,26,0.05
58,1.77,1.33,4.54,28.55,7.78,1.67,32.82,0.37,25.9,0,0.04
59,6.11,1.07,2.93,33.38,0.33,0.74,51.42,0.03,11.91,9,0
61,3.46,1.02,2.99,32.85,0.37,0.1,51.85,0.03,11.91,23,0
62,3.91,1.18,4.62,27.26,0.37,0.35,55.88,0.05,11.8,28,0.02
65,0.68,1.61,1.54,30.26,2.06,0.07,59.47,0.17,6.37,24,0.13
67,2.54,1.09,8.29,27.78,1.85,0.89,38.28,0.15,23.58,12,0.07
68,6.64,1.11,6.45,26.98,1.65,0.51,45.28,0.09,19.45,24,0.1
69,12.72,1.28,2.7,8.76,32.41,0.07,8.28,5.26,41.35,38,1.24
