"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
0,17.13,1.49,6.1,15.8,23.8,0.93,8.8,9.9,33.1,0,2.5
3,0.39,1.7,36.8,10.7,15.7,0.2,5.4,7.6,21.1,76,2.7
4,0.18,1.9,27.4,14.5,17.2,0.13,5.7,7.7,25.7,129,1.8
5,0.24,1.91,26.2,9.2,22.9,0.11,5.2,10.3,24.3,160,1.9
8,2.51,1.58,32.5,7.5,18.9,0.35,8.5,10.5,18.8,30,3.3
9,2.16,1.55,43.5,7.4,14.5,0.21,8.9,7.5,15.6,81,2.6
11,0.25,1.62,34,13,15.1,0.18,13.1,5.7,17.8,125,1.3
13,0.13,1.74,30.3,7.7,22,0.15,13.8,5.7,19.2,180,1.3
14,31.02,1.37,4.1,10.9,28.3,1.02,8.6,11,35.4,0,1.7
15,5.56,1.78,4.4,9.9,28.8,0.27,7.8,13.4,33.5,25,2.2
16,7.03,1.8,7.6,10.2,25.8,0.14,7,12.6,34.2,65,2.6
17,4.5,1.75,21.4,8.4,22.8,0.2,6,10.2,29.1,82,2.1
25,0.42,1.79,26.3,11,23.1,0.14,7.7,6.8,24.4,156,0.7
28,1.77,1.71,34.9,5.9,18.9,0.37,9.2,3.9,26.5,38,0.7
29,1.78,1.61,39.8,5,18.5,0.23,8.6,3.6,23.8,69,0.7
30,0.13,1.74,36.9,5.9,19,0.26,9.2,3.6,24.4,88,1
32,0.17,1.88,33.1,3.9,25.6,0.12,5.4,7.2,22.6,148,2.2
34,0.56,1.72,9.1,12.4,22,1.28,16.2,8.9,28.6,0,2.8
37,0.85,1.67,29.2,10.1,18.4,0.21,8.1,8.1,23.6,78,2.5
39,0.34,1.7,37.7,11.6,13.2,0.11,12,5.7,18.5,138,1.3
40,0.07,1.82,31.9,7.5,18.4,0.08,11.2,12.6,14.7,183,3.7
43,8.68,1.38,2.71,30.59,5.83,0.07,14.27,0.65,45.88,37,0.07
44,23.14,1.42,3.31,16.08,14.08,0.14,6.73,3.5,55.82,29,0.48
45,30.07,0.61,17.63,4.25,3.93,9.67,58.02,5.22,4.1,0,6.85
46,11.91,0.73,16.51,6.26,8.29,7.92,41.35,8.92,9.23,0,9.44
48,15.15,1.24,12.23,4.52,9.91,3.14,29.12,19.26,7.53,0,17.43
49,36.43,1.1,15.26,4.64,7.4,3.71,30.22,15.34,6,8,21.14
50,0.99,1.29,13.26,5.08,3.62,3.26,61.65,5.73,2.96,0,7.7
52,3.7,1.2,16.35,4.05,3.91,2.82,56.86,6.25,3.44,0,9.14
53,11.29,1,8.76,5.42,15.82,3.19,28.72,22.17,9.08,0,10.03
56,2.84,0.93,6.19,5.03,0.12,1.22,87.95,0.03,0.68,14,0
