Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
18185,12.5,1.75,2.9,14.5,10.9,0.12,2.1,1.1,68.5,74,0
9499,40.1,1.13,1.5,11.3,10.7,1.96,5.2,0.7,70.6,0,0
15232,1.04,1.65,26.2,21.7,5.8,0.05,26.1,1.2,18.9,147,0.1
1959,0.72,1.21,34.4,19.7,2,3.53,33.4,0.4,10.1,23,0
1340,84.15,1.63,0.6,2.5,54.2,0.04,0.8,9.1,32.6,142,0.2
14463,18.7,1.51,1,22.7,24.6,0.06,3.5,6,41.9,102,0.3
5957,6.18,1.67,14.2,0.8,32.6,0.25,1.6,27.2,11.2,152,12.4
245,42.1,1.47,2.9,6.4,32.1,0.06,8.1,24.2,21.2,38,5.1
7254,26.65,1.43,1.8,19.5,7.1,0.22,2.3,3.6,65.2,41,0.5
315,27.6,1.48,1.1,1.6,11.5,0.36,1.8,0.8,83.2,25,0
12150,19.3,1.07,5.4,4,0.4,1.26,88.6,0,1.6,53,0
6455,0.14,1.04,61,11.4,1.6,0.15,12.8,0.2,13,53,0
343,72.4,0.69,8,5.8,22.5,9.05,30.9,2.4,30.4,0,0
197,2.5,1.42,7.7,17.5,4.6,1.95,9.5,0.5,60.2,51,0
11855,14.5,1.48,1.6,27.8,2.2,0.48,5.6,0.2,62.6,20,0
11022,130,1.39,0.6,0.9,51.3,0.08,0.6,15.4,30.3,13,0.9
5205,43.4,1.38,0.6,2.9,44.6,0.13,2.1,8.6,41,8,0.2
12443,19.7,1.56,2.5,2.7,38.4,0.42,2,1.4,53,13,0
12641,0.1,1.62,26,12.4,18.8,0.11,7.9,3.7,30.9,170,0.3
13092,6.84,1.5,2.9,1.6,27.9,0.25,3.6,25.5,23.5,117,15
11387,4.38,1.58,17.3,5.2,28,0.13,10.7,13.2,23.8,89,1.8
1756,0.23,1.68,25.9,15.8,11,0.07,4.7,2,40.4,137,0.2
16555,8.33,1.49,25.5,7.8,7.4,0.34,6.9,10.4,35.6,51,6.4
5136,14.48,1.41,3.2,3.8,30,1.03,10.4,5.5,46.9,13,0.2
236,37.3,0.75,51.9,3,5.8,5.32,6.3,0.5,32.5,46,0
7750,114,1.48,0.9,0.3,60.5,0.12,0.9,6.5,30.9,68,0
463,1.1,1.19,51.5,4.4,11.2,0.15,17.7,1.2,14,155,0
