"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
2,1.2,1.71,27.1,11.8,17.6,0.33,7.3,8.5,25.2,38,2.5
5,0.24,1.91,26.2,9.2,22.9,0.11,5.2,10.3,24.3,160,1.9
12,0.12,1.77,30.4,14.3,14.5,0.17,13.4,4,22.6,151,0.8
17,4.5,1.75,21.4,8.4,22.8,0.2,6,10.2,29.1,82,2.1
19,0.66,1.85,23,4.3,23.3,0.13,3.6,16.9,25,170,3.9
30,0.13,1.74,36.9,5.9,19,0.26,9.2,3.6,24.4,88,1
37,0.85,1.67,29.2,10.1,18.4,0.21,8.1,8.1,23.6,78,2.5
38,0.24,1.67,30.8,9.1,18,0.14,9.6,8.1,21.8,117,2.6
41,16.76,1.3,2.85,8.63,21.57,0.02,8.42,0.48,58.05,34,0
47,7.74,0.82,12.38,7.54,10.98,6.08,42.38,7.98,10.56,6,8.18
48,15.15,1.24,12.23,4.52,9.91,3.14,29.12,19.26,7.53,0,17.43
51,21.06,0.93,18.03,6.75,13.55,3.06,22.6,12.23,18.87,0,7.97
56,2.84,0.93,6.19,5.03,0.12,1.22,87.95,0.03,0.68,14,0
59,6.11,1.07,2.93,33.38,0.33,0.74,51.42,0.03,11.91,9,0
60,12,1.02,3.57,34.21,0.47,0.7,48.26,0.02,13.44,17,0.03
65,0.68,1.61,1.54,30.26,2.06,0.07,59.47,0.17,6.37,24,0.13
74,46.7,1.47,2.3,9.1,34.6,0.78,3.3,4.8,45.8,0,0.1
77,42.7,1.61,1.8,8.3,36.8,0.05,0.1,6.2,46.7,84,0.1
79,32.9,1.1,2.8,21.4,0.3,1.29,7.3,0.1,68.1,0,0
82,13.1,1.43,1.9,17.5,0.3,0.04,4.6,0,75.7,74,0
89,11.2,1.66,1.5,11.4,25.7,0.03,5.8,20.4,24.8,91,10.4
93,10.5,1.38,5.4,4.1,36.4,2.05,14.2,10.9,28.5,0,0.5
98,29.3,1.58,0.2,6.9,30.9,0.29,0.8,2,59.2,15,0
102,65.7,1.33,0.5,4.5,39.7,1.26,3.1,1.8,50.4,0,0
107,9.8,1.34,4,3.6,37.2,2.22,5.1,2.7,47.4,102,0
111,3.3,1.63,7,3.9,33.3,0.14,1.6,2.4,51.8,168,0
116,0.3,1.7,16.1,2.6,11,0.1,4.5,0.5,65.1,152,0
117,0.1,1.66,25.4,1.9,9.1,0.1,3.4,0.3,59.8,170,0
118,0.3,1.65,21.7,1.7,11.6,0.04,3.3,0.4,61.1,201,0
119,14.2,1.32,1.8,14.8,10.9,1.58,7.2,1.3,62.6,0,0.1
131,0.1,1.58,36.7,6.9,9.7,0.14,0.9,0.6,45.2,175,0
133,56.5,1.52,0.7,6.3,21.5,0.16,1.3,0.4,69.8,10,0
140,74.9,1.56,2.6,2,51.7,0.1,0.8,4.8,37.9,152,0.2
143,56.5,1.41,1,5.9,9.4,0.25,1,0.5,82.2,25,0
149,61.1,1.34,1,4.7,14.7,0.18,0.7,1.4,77.5,25,0
152,53.9,1.47,0.6,4.7,12.4,0.05,0.6,0.8,80.9,198,0
155,21.5,1.39,2.7,7.3,16.9,0.69,1,1.7,70.3,20,0.1
157,25.4,1.62,1.6,7.7,15,0.13,0.6,1.6,73.4,61,0.1
162,71,1.46,0.7,1,41.7,0.67,2,5.1,49.3,0,0.2
164,27.6,1.62,1.8,2.9,31.4,0.04,0.6,5.4,57.7,64,0.2
171,0.3,1.49,10.1,8.5,8.3,17.16,21.8,0.9,50.3,0,0.1
