,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
8974,21.5,1.44,2.9,24.2,1.4,0.17,1.3,0.2,70.0,165.0,0.0
743,39.1,1.6,2.4,2.8,60.5,0.21,2.9,14.0,16.5,104.0,0.9
643,60.7,1.12,3.3,8.1,3.3,1.77,9.6,0.2,75.5,0.0,0.0
10461,5.26,1.61,6.0,6.3,16.3,0.82,3.2,1.2,67.0,119.0,0.0
5601,3.06,1.61,1.2,5.4,36.8,0.56,7.0,11.0,38.0,183.0,0.6
1443,10.85,1.63,4.0,2.7,49.6,0.93,3.8,2.7,37.2,142.0,0.0
16725,6.57,1.63,9.8,2.0,29.6,0.2,9.8,9.8,38.2,28.0,0.8
3182,72.3,1.27,3.2,6.6,14.0,4.04,8.5,1.7,65.9,0.0,0.1
3317,2.41,1.62,11.7,7.5,7.5,1.63,4.0,0.8,68.5,94.0,0.0
9884,14.5,1.12,8.2,33.9,0.4,8.28,7.5,0.0,30.0,0.0,0.0
17674,3.94,1.64,29.2,2.82,26.6,0.06,6.6,9.4,24.4,155.0,1.0
11329,2.3,1.26,8.4,17.4,18.6,2.01,10.8,3.2,41.4,0.0,0.2
4928,11.52,1.57,1.1,20.5,7.1,0.1,2.1,1.5,67.5,15.0,0.2
3180,73.95,1.55,0.0,1.9,48.4,0.13,1.1,4.9,43.7,76.0,0.0
14575,11.4,1.56,13.6,10.7,15.3,0.37,5.6,1.5,53.3,28.0,0.0
6452,1.37,1.48,9.0,17.7,11.6,2.18,4.0,1.0,56.6,0.0,0.1
14540,21.0,1.6,1.8,6.1,10.2,0.67,0.9,0.1,80.9,0.0,0.0
16014,11.4,1.35,1.2,3.2,3.1,1.42,3.6,0.2,88.7,0.0,0.0
18259,2.63,1.75,6.5,8.1,24.6,0.34,4.4,8.4,47.5,124.0,0.5
2572,9.7,1.64,2.8,17.4,22.6,0.46,6.9,6.3,43.6,36.0,0.4
6372,26.65,1.47,2.5,4.3,20.4,0.14,1.0,0.9,70.9,69.0,0.0
900,13.8,1.59,0.6,14.2,28.0,0.2,4.0,3.8,49.3,13.0,0.1
16840,0.17,1.62,13.9,26.2,4.4,0.66,12.3,1.2,41.6,15.0,0.4
18612,1.5,1.64,23.1,3.3,31.7,0.06,5.5,18.2,15.4,188.0,2.8
18439,88.1,1.54,2.0,1.8,28.4,0.1,1.9,7.9,57.5,79.0,0.5
16108,0.12,1.55,14.4,7.1,42.1,0.18,1.3,8.1,26.2,38.0,0.7
4019,0.14,1.63,13.9,9.2,0.2,0.16,7.0,0.0,69.7,173.0,0.0
17480,14.5,1.44,1.2,1.1,34.9,0.24,2.5,1.6,58.7,38.0,0.0
6081,25.1,1.21,2.7,19.7,1.2,2.8,8.9,0.3,67.1,0.0,0.1
12716,8.87,1.07,12.3,1.0,1.5,2.11,82.0,0.9,2.0,0.0,0.3
10974,50.0,1.25,1.1,3.5,13.3,0.07,1.1,1.0,80.0,53.0,0.0
4180,59.45,1.41,0.2,4.0,45.1,0.45,1.4,2.6,46.7,10.0,0.0
10932,8.76,1.07,4.5,13.0,4.8,3.62,20.4,0.2,57.1,0.0,0.0
14203,24.3,1.6,1.3,6.4,20.6,0.85,2.5,3.7,65.3,23.0,0.2
14212,40.8,1.5,1.6,8.9,14.8,0.22,4.2,2.9,67.5,79.0,0.1
15817,9.47,1.49,6.7,2.2,2.9,0.13,1.6,0.1,86.5,147.0,0.0
2185,7.23,1.59,7.0,27.7,7.5,0.1,4.1,1.4,51.6,66.0,0.1
6200,34.85,1.59,1.5,11.8,28.0,0.08,12.0,10.8,34.5,36.0,1.4
2421,9.41,1.62,4.4,34.2,6.0,0.39,2.5,0.4,52.5,69.0,0.0
1043,0.6,1.57,17.8,19.6,14.1,0.66,4.1,3.1,41.3,33.0,0.0
1175,9.01,1.68,3.0,3.8,21.3,0.11,0.2,2.8,68.8,68.0,0.1
13521,0.16,1.52,14.3,11.4,6.9,0.12,2.4,0.8,64.2,168.0,0.0
8749,15.8,1.56,1.8,16.6,12.1,0.45,2.5,0.5,66.5,15.0,0.0
8908,2.94,1.63,1.6,19.7,18.1,0.32,5.3,5.7,49.3,53.0,0.3
11580,25.6,1.46,0.7,10.1,26.8,0.08,4.6,2.5,55.3,43.0,0.0
12534,13.7,1.48,0.3,20.4,2.6,0.14,5.7,0.1,70.9,20.0,0.0
1843,0.12,1.59,19.4,42.0,7.2,0.13,11.0,1.6,18.8,76.0,0.0
16244,8.55,1.38,1.0,15.8,12.2,2.36,4.9,0.6,65.5,0.0,0.0
15042,37.5,1.49,0.4,8.4,8.2,0.27,5.7,0.6,76.7,18.0,0.0
12987,3.94,1.55,2.3,2.1,4.2,0.74,3.2,0.5,87.7,66.0,0.0
16775,9.2,1.39,9.2,8.5,24.5,2.34,22.3,14.1,20.6,0.0,0.8
1672,8.5,1.52,4.2,17.3,20.5,0.66,13.6,11.9,30.8,0.0,1.7
12776,38.1,1.63,0.6,2.8,39.3,0.02,0.1,6.3,50.8,155.0,0.1
6693,14.8,1.69,1.3,7.9,19.0,0.06,3.2,1.4,67.2,81.0,0.0
4205,46.0,1.43,0.3,3.5,57.8,2.22,5.2,2.4,30.8,0.0,0.0
2634,27.95,1.5,3.7,11.0,25.5,0.46,4.8,7.0,47.2,94.0,0.8
6159,1.07,1.69,21.6,1.8,38.0,0.05,5.4,14.0,17.8,170.0,1.4
17098,6.31,1.63,3.6,6.5,37.5,0.95,5.1,4.2,43.0,46.0,0.1
11619,44.7,1.47,2.3,5.7,37.0,0.43,4.3,3.3,47.2,41.0,0.2
3703,2.65,1.52,57.1,4.2,4.2,0.05,3.3,0.2,31.0,162.0,0.0
7044,28.5,1.57,0.4,2.5,11.6,0.28,3.1,0.7,81.7,20.0,0.0
4808,41.4,1.34,1.3,3.2,13.9,0.65,2.3,0.8,78.5,0.0,0.0
11730,5.65,1.76,1.3,4.2,38.6,0.87,7.1,12.2,36.0,132.0,0.6
11809,19.7,1.53,0.8,13.1,9.3,0.06,2.3,1.0,73.5,135.0,0.0
12743,0.16,1.75,15.3,5.5,10.4,0.15,1.5,1.2,66.1,145.0,0.0
12333,2.27,1.25,1.1,11.6,12.0,1.49,4.3,1.3,69.7,74.0,0.0
16815,1.5,1.54,6.4,37.2,1.6,0.24,17.6,0.4,36.8,25.0,0.0
12715,0.5,1.79,16.8,9.0,6.2,0.04,2.4,0.4,65.2,168.0,0.0
9940,39.4,1.49,4.2,11.8,28.1,0.14,5.7,3.5,46.6,89.0,0.1
7585,93.3,1.6,1.5,2.4,61.9,0.08,1.1,7.6,25.5,147.0,0.0
9821,31.6,1.63,1.4,15.3,34.5,0.03,1.5,2.7,44.5,142.0,0.1
4856,34.85,1.54,0.8,4.1,17.8,0.15,0.7,2.1,74.3,13.0,0.2
4309,38.8,1.52,0.8,9.3,43.1,0.29,1.5,10.9,33.7,8.0,0.8
16880,11.0,1.66,2.8,23.8,14.6,0.23,4.0,1.4,52.5,84.0,0.0
3531,0.18,1.78,21.6,8.2,11.2,0.05,1.2,0.6,57.2,185.0,0.0
8583,36.2,1.36,7.4,15.7,13.9,0.47,8.6,1.4,53.0,23.0,0.0
1602,11.2,1.66,1.5,11.4,25.7,0.03,5.8,20.4,24.8,91.0,10.4
2016,1.0,1.63,1.8,8.0,13.1,0.69,3.0,1.2,72.8,165.0,0.1
1196,24.55,1.43,0.6,10.7,21.2,0.38,2.2,2.5,62.8,0.0,0.0
11632,3.94,1.62,8.4,11.2,26.5,0.14,3.1,3.0,47.7,152.0,0.1
13719,76.2,1.58,0.4,1.3,69.5,0.05,0.0,2.7,26.1,10.0,0.0
15577,18.0,1.43,5.1,6.3,16.8,2.08,3.3,1.0,67.5,0.0,0.0
11536,39.4,1.167,4.3,12.0,24.0,1.86,6.7,2.7,50.2,46.0,0.1
5873,65.7,1.41,1.2,2.4,51.4,0.59,6.7,11.9,26.2,15.0,0.2
1914,27.9,1.47,4.3,10.8,29.5,1.38,3.3,12.7,39.0,20.0,0.4
16922,6.57,1.21,3.1,2.3,12.8,1.6,3.5,0.2,78.1,104.0,0.0
9341,0.14,1.75,21.3,10.4,20.0,0.15,11.5,9.5,26.2,96.0,1.1
7572,25.6,1.54,1.4,8.2,21.3,0.34,1.6,0.9,66.6,10.0,0.0
16910,0.96,1.67,2.5,1.1,8.3,0.16,1.7,0.4,86.0,107.0,0.0
