,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
9974,0.02,1.84,14.2,15.4,20.2,0.1,7.0,1.4,41.8,130.0,0.0
16986,15.8,1.51,3.9,3.4,42.6,0.64,4.8,4.9,40.3,15.0,0.1
11349,0.01,1.64,25.2,34.4,0.4,0.15,26.0,0.0,14.0,89.0,0.0
2102,0.08,1.71,15.9,5.0,37.3,1.78,2.9,3.1,35.8,119.0,0.0
6523,0.17,1.37,5.8,10.4,6.8,2.8,5.5,0.9,70.6,109.0,0.0
15948,21.5,1.54,1.0,1.1,2.4,0.82,0.6,0.1,94.8,175.0,0.0
15523,15.8,1.3,3.9,20.3,21.4,1.76,3.0,0.6,50.8,33.0,0.0
13527,0.13,1.74,13.9,4.0,35.2,0.13,2.1,7.5,37.1,84.0,0.2
3764,20.05,1.45,1.9,14.8,17.7,0.96,2.8,1.7,61.1,0.0,0.0
6593,0.02,1.62,30.4,9.8,9.8,0.19,4.8,0.4,44.8,91.0,0.0
6695,6.79,1.61,1.3,5.6,17.0,1.07,8.7,1.1,66.3,165.0,0.0
10371,150.0,1.47,0.7,0.2,71.9,0.16,0.6,8.4,18.0,46.0,0.2
672,0.1,1.67,37.7,13.0,10.0,0.05,2.6,1.5,35.0,147.0,0.2
18355,20.8,1.66,11.1,2.9,4.0,0.87,2.2,0.2,79.6,104.0,0.0
15129,17.5,1.5,2.3,22.7,1.2,0.08,5.5,0.1,68.2,36.0,0.0
5723,24.0,1.63,2.0,3.4,56.1,0.35,2.9,6.3,29.3,66.0,0.0
4214,31.55,1.57,17.3,10.1,25.5,0.11,2.5,0.9,43.7,140.0,0.0
34,0.56,1.72,9.1,12.4,22.0,1.28,16.2,8.9,28.6,0.0,2.8
18417,41.6,1.25,0.6,1.3,10.6,1.88,1.3,0.6,85.5,0.0,0.0
6798,4.11,1.62,4.2,16.9,7.3,0.21,2.8,0.8,68.0,23.0,0.0
14592,0.99,1.32,54.8,6.4,7.1,0.43,7.9,0.6,23.1,79.0,0.1
18250,89.4,1.52,1.3,1.3,37.6,0.15,0.5,2.0,57.3,66.0,0.0
16216,17.1,1.45,6.5,12.7,24.6,0.76,14.1,9.9,31.6,10.0,0.6
13252,18.4,1.57,0.9,16.4,4.1,0.02,1.1,1.8,75.3,140.0,0.4
16484,28.9,1.51,6.4,3.0,40.8,0.73,1.8,3.9,44.1,53.0,0.0
450,1.8,1.56,7.5,1.2,52.8,3.21,5.8,8.3,24.2,142.0,0.2
10562,48.0,1.23,1.1,2.4,62.7,2.64,3.2,13.7,16.6,0.0,0.3
17785,23.0,1.56,1.3,3.5,25.3,0.73,3.8,0.5,65.6,8.0,0.0
3647,0.1,1.79,22.1,13.7,4.6,0.04,1.7,0.1,57.8,183.0,0.0
4883,68.35,1.32,2.0,8.3,2.5,1.4,6.3,0.2,80.7,8.0,0.0
6427,21.05,1.26,7.4,4.8,22.7,1.06,5.6,1.7,57.7,33.0,0.1
5851,80.2,1.54,0.7,3.4,51.0,0.34,1.5,6.5,36.8,170.0,0.1
11846,6.76,1.7,2.5,3.3,57.0,0.53,2.8,7.0,27.4,66.0,0.0
7279,2.7,1.67,9.8,7.8,32.0,0.1,6.0,12.8,30.2,58.0,1.4
16880,11.0,1.66,2.8,23.8,14.6,0.23,4.0,1.4,52.5,84.0,0.0
15002,35.5,1.45,0.5,3.4,4.3,0.11,1.6,0.2,90.0,30.0,0.0
15184,2.17,1.56,10.9,17.2,20.1,1.14,14.6,7.0,30.0,0.0,0.2
14893,0.01,1.35,13.0,5.4,31.2,1.93,6.9,6.5,36.9,56.0,0.1
4414,0.03,1.43,41.0,21.0,0.3,0.15,24.9,0.0,12.8,112.0,0.0
9148,142.0,1.23,2.8,0.7,35.4,0.29,3.1,19.8,34.6,173.0,3.6
16517,24.5,1.48,1.3,3.8,1.5,1.25,1.4,0.1,91.9,20.0,0.0
4395,1.18,1.6,13.1,33.8,1.0,0.24,25.3,0.2,26.6,25.0,0.0
2780,10.2,1.5,6.6,6.4,27.6,0.42,4.3,5.8,49.1,0.0,0.2
15480,5.65,1.41,5.9,24.5,7.1,2.35,5.2,0.5,56.8,0.0,0.0
14581,38.6,1.54,2.9,8.6,10.7,0.22,0.1,0.2,77.5,101.0,0.0
8038,1.61,1.75,32.2,11.9,17.3,0.02,5.8,8.5,22.6,124.0,1.7
14688,0.157,1.49,61.7,8.2,8.4,0.08,4.5,2.0,15.0,147.0,0.2
10537,0.05,1.79,14.6,2.7,46.0,0.4,2.1,6.8,27.7,122.0,0.1
16211,0.2,1.29,78.4,2.0,0.4,0.24,17.2,0.2,1.7,61.0,0.1
3395,82.8,1.52,0.4,0.8,56.7,0.03,0.0,5.6,36.5,102.0,0.0
18720,12.5,1.29,0.9,17.9,24.7,2.53,3.4,1.2,51.9,0.0,0.0
7234,0.16,1.69,10.6,7.8,24.5,0.35,4.8,1.7,50.6,89.0,0.0
7132,0.59,1.69,7.6,2.6,26.3,0.08,15.0,9.4,37.7,102.0,1.4
9220,29.6,1.38,2.0,2.3,4.3,0.86,1.4,0.2,89.8,0.0,0.0
12783,51.3,0.88,2.2,19.4,16.5,5.86,0.5,1.4,60.0,0.0,0.0
3331,57.2,1.55,0.9,3.1,43.9,0.33,2.1,4.3,45.7,0.0,0.0
14608,21.7,1.53,5.8,7.0,31.1,0.25,9.3,19.5,25.7,79.0,1.6
12560,0.1,1.8,11.4,11.0,37.2,0.08,7.8,5.4,27.1,178.0,0.1
4855,48.95,1.27,2.1,3.1,18.1,2.39,5.7,1.5,69.4,0.0,0.1
10733,0.53,1.73,29.6,9.8,30.2,0.04,1.4,1.4,27.6,183.0,0.0
3378,46.0,1.58,0.3,2.0,41.7,0.08,1.6,3.4,51.0,13.0,0.0
17139,0.56,1.72,33.3,27.5,3.3,0.06,1.6,0.4,33.9,185.0,0.0
4863,10.23,1.6,26.0,1.0,34.7,0.36,1.0,7.7,29.0,114.0,0.6
18454,0.39,1.54,13.2,37.1,0.7,8.28,20.0,0.1,28.9,0.0,0.0
13660,53.9,1.52,0.7,6.3,21.5,0.16,1.3,0.4,69.8,12.0,0.0
14797,97.3,1.48,0.4,0.6,64.0,0.24,0.5,4.4,30.0,23.0,0.1
4698,14.1,1.75,0.4,21.0,19.5,0.14,2.6,4.7,51.4,79.0,0.4
10867,23.3,1.59,7.3,11.7,21.6,0.12,3.0,4.2,52.1,173.0,0.1
1979,0.29,1.08,83.0,1.2,0.8,0.18,12.4,0.2,2.4,183.0,0.0
9145,145.0,1.01,6.8,0.7,18.6,1.15,2.7,0.6,70.6,0.0,0.0
3349,37.3,1.57,1.6,2.4,27.9,0.03,0.0,2.2,65.8,81.0,0.1
12433,22.3,1.39,7.8,4.4,23.7,0.64,3.6,1.9,58.5,86.0,0.1
2327,3.77,1.37,49.0,7.4,11.8,0.63,8.9,3.6,18.8,18.0,0.4
2966,1.77,1.52,12.9,9.6,0.6,0.07,4.0,0.0,72.9,168.0,0.0
15813,101.0,1.06,1.9,3.7,14.1,0.22,6.0,2.1,72.0,0.0,0.2
5734,3.75,1.74,2.9,28.2,2.0,0.11,7.8,0.2,58.9,41.0,0.0
15248,11.3,1.72,5.3,6.0,33.6,0.14,9.3,16.1,27.9,18.0,1.8
270,4.9,1.49,4.1,20.2,12.8,1.14,3.2,2.2,57.4,0.0,0.1
2161,48.0,1.57,0.7,1.7,43.3,0.03,0.2,1.7,52.3,145.0,0.1
