"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
19,0.66,1.85,23,4.3,23.3,0.13,3.6,16.9,25,170,3.9
25,0.42,1.79,26.3,11,23.1,0.14,7.7,6.8,24.4,156,0.7
130,1,1.67,13.3,10.4,11.9,0.07,0,0.6,62.8,157,0
137,62.4,1.59,2.9,2.3,49.7,0.2,1.1,4.8,39,15,0.2
149,61.1,1.34,1,4.7,14.7,0.18,0.7,1.4,77.5,25,0
192,70.6,1.68,0.7,0.3,62.3,0.06,0.5,12.9,23,193,0.3
228,7.2,1.59,6.6,14.8,13.8,0.43,0.1,1,63.7,61,0
257,23.1,0.67,26.6,3.2,3.7,5.9,8,0.4,58.1,0,0
313,33,1.42,0.2,1.5,13.3,0.58,1.4,0.9,82.7,0,0
317,57.8,1.48,0.6,1.3,11.5,0.1,1.1,0.8,84.7,91,0
323,0.1,1.58,45.2,12.8,9,0.24,10.3,3.3,18.8,43,0.6
352,1,1.64,42,17.5,5.9,0.06,5.6,0.1,27.8,76,0.2
370,1.6,1.81,18.8,0.9,41.2,0.11,3.7,8.4,26.5,124,0.5
387,57.1,1.37,0,1.3,0.8,0.04,2.9,0,95,15,0
421,1.7,1.5,26.4,10.5,15,1.04,15.2,1.1,31.7,30,0.1
422,1.4,1.62,16.8,13.1,19.7,0.21,8.3,1.3,40.8,71,0
424,0.5,1.72,12.1,13.9,20.6,0.19,5.8,1.4,46.2,190,0
507,92,1.5,0.4,1.9,54.4,0.14,1.2,15.3,26.3,43,0.5
533,1.7,1.56,15.7,8.1,30.8,0.14,9.5,4.3,31.4,79,0.2
539,11,1.57,6,29.1,6.7,0.18,4.2,1.1,52.8,33,0.1
544,0.4,1.61,19.8,22.5,0.9,0.03,1.3,0.2,55.3,190,0
561,1.4,1.66,5.4,16.5,19.9,1.34,6.7,2.2,49.2,53,0.1
635,21.2,1.62,3.4,5.8,32.9,1.08,1,5.6,50.9,109,0.4
671,3.3,1.61,31.4,14.1,11.1,0.06,3.1,1.8,38.4,112,0.1
682,1.7,1.39,4.8,10.9,1,1.26,6.4,0.1,76.8,28,0
709,125,1.56,1.4,0.7,62.8,0.06,0.4,9,25.7,68,0
744,6.9,1.72,16.4,2.1,52.9,0.41,4,11.6,12.5,117,0.5
749,39,1.68,0.5,3.7,46.5,0.02,0.7,6.3,42.1,56,0.2
762,8.1,1.74,1.8,14.3,20.3,0.04,4.9,2.7,55.9,91,0.1
809,98.1,0.89,5.8,2.9,0.7,5.61,3.7,0.1,86.8,0,0
815,41.4,1.51,0.5,1.8,1.7,0.08,1.7,0.1,94.2,51,0
819,5.4,1.59,1.8,12.1,2,0.07,1.7,0.2,82.2,79,0
865,19.5,1.38,0.4,26.2,1.5,0.48,2.5,0.2,69.2,0,0
907,14.7,1.49,1.3,7.7,34,1.78,5.8,3.3,47.9,0,0
914,0.6,1.69,10.3,7,29.1,0.18,4,3,46.5,94,0.1
923,10.1,1.56,1.7,24.2,4.1,0.53,5.3,0.2,64.5,66,0
927,0.5,1.78,33.7,22.1,2.5,0.07,4.2,0.1,37.4,145,0
944,51.3,1.32,0.5,4.2,0.7,0.13,0.5,0,94.1,68,0
959,0.2,1.69,10.4,1.5,50,0.08,2.6,15,20,25,0.5
970,0.1,1.67,7.9,8.3,42.4,0.15,2.1,10.8,27.9,28,0.7
991,0.1,1.74,16,2.7,39.4,0.15,4.9,5.5,31.4,124,0.1
998,0.3,1.28,40,14.7,0.1,1.16,16.5,0,28.7,18,0
1022,13.65,1.59,5.7,13.2,19,0.87,8.2,7.4,46.1,183,0.4
1069,0.7,1.7,2.5,41.2,10.9,0.95,2.9,1.3,41.1,140,0.1
1089,27.6,1.68,0.6,4.8,28.2,0.02,0.9,4.5,61,53,0
1097,2.07,1.72,3.2,5.6,25.2,0.08,3.6,5.2,57.1,51,0.1
1198,20.35,1.63,0.8,12.2,16.8,0.18,2.5,2,65.7,41,0
1203,54.9,1.41,1.4,6.6,21.4,0.55,1,1.3,68.3,0,0
1235,0.31,1.78,17.7,44.4,3.4,0.07,2.3,0.1,32.1,178,0
1256,17.1,1.62,1.6,12.5,18.5,0.21,0.8,1.6,64.9,91,0.1
1259,30.9,1.49,4.4,13.4,10.3,0.11,0.2,1.6,70,30,0.1
1320,12.45,1.49,1.1,15.7,8.9,0.82,5.3,0.5,68.5,0,0
1329,67.05,1.5,6.2,3.4,16.7,0.14,2.2,1.2,70.3,88,0
1333,33.5,1.47,2.2,11.7,12.4,0.28,2.4,0.8,70.5,23,0
1353,78.85,1.6,0.5,0.6,62.3,0.03,0,5.5,31.1,61,0
1376,12.25,1.59,0.6,35.3,5.2,0.07,2,0.5,56.4,36,0
1412,27.6,1.08,3.1,25.9,18.2,2.81,5.5,6,40.1,10,1.2
1420,34.2,1.61,0.4,8.8,28,0.03,1.4,7.3,53.8,33,0.3
1424,21.05,1.53,0.8,9,29.2,1.02,1.1,4,55.9,0,0
1437,53.25,1.65,0.2,3.4,40.1,0.04,1,2.5,52.8,10,0
1439,47.35,1.55,0.4,2.9,37.2,0.01,0.9,2.9,55.7,127,0
1450,10.3,1.48,8.3,11.8,23.9,0.84,10.6,10.5,33.4,0,1.5
1455,6.3,1.7,17.4,10.7,20.3,0.11,9.6,7.9,32.8,33,1.3
1490,21.65,1.33,5,5.3,40.2,2.9,5.5,2.9,41.1,91,0
1535,0.04,1.64,22.7,2.9,35.3,0.27,16.9,8.1,13.7,109,0.4
1560,26.41,1.38,4.1,4.5,47.7,1.72,2.3,10.2,31,13,0.2
1568,22.35,1.48,2.5,15.2,6.6,0.08,1,0.3,74.4,109,0
1576,131,1.48,1.4,0.5,63.6,0.31,0.7,10.8,22.8,15,0.2
1588,28.25,1.53,3.5,9.4,29.6,0.32,8.4,20.9,22.7,43,5.5
1640,49.75,1.6,3.8,2.5,49.2,0.04,2.4,13.7,26.5,119,1.9
1707,0.08,1.57,24.3,12,1.2,0.72,51.5,0.5,10.4,10,0.1
1756,0.23,1.68,25.9,15.8,11,0.07,4.7,2,40.4,137,0.2
1781,8.52,1.53,2.7,16.9,13.3,0.8,5,1.9,60.1,0,0.1
1792,0.38,1.62,31.2,11,10.6,0.08,5.6,1.8,39.6,124,0.2
1795,24,1.45,2.6,16,19.8,0.39,3.8,3.2,54.2,10,0.4
1815,9.36,1.2,15,6.6,26.2,4.93,5,21.4,23.2,0,2.6
1833,0.39,1.56,17.4,42.4,2.6,0.07,8,0.6,29,178,0
1838,0.31,1.53,3.1,37.1,8.9,0.95,9.7,2.2,38.8,36,0.2
1877,3.53,1.62,4.6,17,14.8,0.26,7.4,1.8,54.4,28,0
1878,6.32,1.62,6.6,17,14.4,0.19,1.8,2.2,57.8,61,0.2
1899,0.04,1.86,21.2,10,20.8,0.09,5.8,5.4,36.6,170,0.2
1965,1.55,1.57,37.2,13.2,6.4,0.15,16,2.2,25,165,0
1972,26.31,1.03,1.2,6,22.8,3.14,4.5,4.8,60.6,0,0.1
1999,17.05,1.41,0.9,11.5,23.7,0.79,5.2,4.9,53.5,0,0.3
2008,80.2,1.51,1.3,3,38.9,0.1,1.9,3.9,50.8,46,0.2
2061,41.15,1.36,0.6,6.4,17.7,0.98,0,2.2,73.1,0,0
2083,25.6,1.58,0.5,3.6,17.4,0.07,0.7,0.6,77.2,41,0
2085,29.3,1.57,1,3.6,15.3,0.12,1.6,0.5,78,66,0
2132,40.75,1.33,1.9,7.1,42.5,2.01,4.1,5.1,39.3,109,0
2180,21.65,1.42,7.9,17.8,14.1,0.47,7.1,2.1,50.9,10,0.1
2181,0.76,1.66,41.7,12.5,8.8,0.06,2.5,1.1,33.3,173,0.1
2186,1.09,1.66,17.8,22.2,6,0.12,3.9,1.1,48.9,112,0.1
2200,29.6,1.54,4.6,20,15.9,0.07,4.2,3,52.1,76,0.2
2212,7.88,1.44,3.1,19.6,12.7,0.75,7.5,2.3,54.7,13,0.1
2216,5.52,1.67,5.6,15.7,17.5,0.1,5.7,6,48.4,81,1.1
2243,11.5,1.46,3.6,15.4,20,0.4,7,6.4,46.9,58,0.7
2250,24,1.33,7.9,13.7,19.3,0.51,8.7,5.2,44.7,25,0.5
2270,4.36,1.5,2.9,24.8,6.4,1.17,4.2,1.1,60.6,76,0
2311,2.74,1.48,11.7,29.8,6,0.76,14.7,1,36.6,18,0.2
2332,0.37,1.7,32.2,20.6,5.2,0.1,0,0.6,41.4,81,0
2334,34.2,1.38,2.3,22.3,12.5,0.79,6.1,2.4,54.2,0,0.2
2372,13.17,1.65,1.6,22.5,16.3,0.11,3.5,2.4,53.7,20,0
2419,21.26,1.31,3.1,11.9,20.1,1.14,4.3,1.8,58.6,0,0.1
2477,10.3,1.22,7.5,5.4,32.7,2.18,6.2,9.7,37.3,0,1.2
2481,14.05,1.61,4.6,5,32.3,0.09,2.4,11.2,40.6,147,3.9
2495,4.15,1.68,3.6,20.8,24.1,0.78,5.3,6.3,39.4,0,0.5
2499,0.82,1.5,37.6,13.6,15,0.15,5.8,4,26.6,119,0.4
2510,3.16,1.3,31.1,6.4,14.8,0.31,7.3,5,34.8,30,0.6
2513,0.3,1.68,28.7,5.6,9.4,0.09,6.5,1.2,48.6,96,0
2538,32.85,1.61,3.3,10.3,25.6,0.13,6.3,6.5,47.5,66,0.5
2553,0.26,1.57,60.6,6.8,9.4,0.03,5.6,2.2,15.2,104,0.2
2583,0.75,1.59,41.2,9.4,15.4,0.14,5,3,25.8,127,0.2
2622,17.75,1.48,4.5,32.6,0.4,0.03,3.8,0.1,58.6,142,0
2633,39.45,1.43,3.4,10.3,27.1,1.54,5.5,7.7,45.4,30,0.6
2650,30.6,1.63,0.5,4,29.9,0.08,0.7,2,62.9,43,0
2670,68.35,1.5,0.6,2.4,53.4,0.24,0.6,5.7,37.1,13,0.2
2679,34.5,1.2,1.1,6.4,18.8,0.83,1.2,1.4,71.1,0,0
2693,62.45,1.52,0.4,1.7,54.5,0.24,0.8,9.6,32.8,96,0.2
2700,19.5,1.62,1.4,6.2,45.7,0.29,0.7,4.9,41,10,0.1
2704,21,1.56,3.8,7.1,41.8,0.76,2.3,4.1,40.8,10,0.1
2716,3.03,1.57,6.1,11.6,6.4,0.34,2.7,1.7,71.5,33,0
2735,55.9,1.4,0.1,2.8,1.6,0.09,0.1,0,95.4,76,0
2747,0.28,1.72,15.2,4.2,31.9,0.07,11.5,3.4,33.7,155,0.1
2748,58.5,1.36,0.7,7.3,49.7,0.8,3.7,6.5,32.1,0,0
2770,0.24,1.38,9.4,4.7,34.4,1.57,5.4,12.4,32.9,66,0.8
2829,32.85,1.33,2.3,1.6,2.3,0.8,1.4,0,92.4,0,0
2830,25.01,1.42,2.1,4.5,2.1,0.36,2.3,0,89,18,0
2845,31.55,1.49,1.9,2,2.8,0.1,2,0,91.3,147,0
2854,34.5,1.5,1,4.4,3.5,0.15,0.9,0.1,90.1,91,0
2872,32.85,1.48,0.3,3,2.5,0.07,0.3,0.2,93.7,150,0
2926,40.1,1.33,2.9,2.5,5.3,0.83,3.6,0.3,85.4,48,0
2967,35.15,1.2,2.6,24,1,2.16,6.9,0.2,65.3,0,0
2990,7.01,1.4,2.9,2.8,4.9,2.68,6.9,0,82.5,109,0
3001,34.4,1.36,1.8,7.8,3.5,0.35,4.3,0.2,82.4,13,0
3005,116,1.52,3,1.9,49.8,0.05,4.8,13.7,26.5,46,0.3
3029,11.85,1.39,4.1,0.3,59.6,2.16,3.7,5,27.2,41,0.1
3071,23.65,1.63,5.4,6.2,34.2,0.09,9.2,14,29.2,36,1.8
3078,0.33,1.72,15.5,23.3,5.2,0.18,23.7,2.1,29.9,68,0.3
3134,63.1,1.37,1.4,1.5,57.2,0.72,2.2,5.2,32.4,0,0.1
3145,18,1.24,9,8.3,4.9,2.69,3.3,0.2,74.3,109,0
3181,35.2,1.6,0.6,1.8,45,0.16,0.8,4.7,47,122,0.1
3182,72.3,1.27,3.2,6.6,14,4.04,8.5,1.7,65.9,0,0.1
3208,0.1,1.63,23.5,21.4,1.9,0.15,2.9,0.1,50.2,86,0
