,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
17027,32.2,1.48,5.8,8.2,31.0,0.24,5.4,3.7,45.8,33.0,0.1
11182,21.7,1.48,5.3,6.4,33.3,1.26,13.4,16.6,23.3,0.0,1.7
12929,35.5,1.31,2.6,5.1,1.9,1.42,8.6,0.0,81.8,0.0,0.0
16512,0.45,1.54,33.3,21.1,2.3,0.06,0.8,0.0,42.5,56.0,0.0
13012,43.4,1.38,1.9,4.3,23.1,2.67,5.1,13.7,47.5,0.0,4.4
5775,1.73,1.69,23.7,14.6,14.2,0.07,3.3,1.0,43.2,165.0,0.0
6415,53.25,1.21,0.7,14.6,3.8,1.6,4.4,0.1,76.4,0.0,0.0
8450,0.22,1.77,15.7,5.3,36.2,0.89,2.3,3.5,36.9,135.0,0.1
15281,16.7,1.41,4.7,7.0,12.4,1.82,2.7,0.7,72.5,84.0,0.0
10673,1.97,1.69,4.0,3.8,31.7,0.01,0.9,11.8,46.3,145.0,1.5
775,3.3,1.69,3.4,6.6,30.6,0.93,4.7,3.4,51.2,89.0,0.1
836,8.8,1.33,5.5,24.3,10.8,0.76,8.1,2.4,48.7,36.0,0.2
10948,56.5,1.41,1.0,5.9,9.4,0.25,1.0,0.5,82.2,25.0,0.0
3433,42.75,1.54,0.7,2.2,23.8,0.03,0.6,2.2,70.5,36.0,0.0
4362,14.7,1.69,9.1,5.9,32.7,0.2,10.0,16.3,24.4,46.0,1.5
12590,44.3,1.27,8.4,6.1,13.0,1.49,7.2,4.1,61.0,28.0,0.2
1464,29.6,1.36,3.7,15.1,7.3,0.35,1.8,0.3,71.8,58.0,0.0
1582,10.1,1.69,6.6,8.1,28.0,0.09,5.4,20.0,24.3,56.0,7.6
10724,88.1,1.59,1.7,3.5,39.2,0.05,2.0,18.5,33.0,76.0,2.1
13869,0.26,1.49,33.4,5.6,23.2,0.27,15.0,5.2,17.4,124.0,0.2
17859,23.7,1.55,1.5,8.9,3.7,0.09,0.0,0.1,85.8,99.0,0.0
12999,38.8,1.36,2.2,2.86,10.5,0.51,1.2,0.25,83.1,13.0,0.0
5758,26.3,1.56,2.8,15.4,10.6,0.11,5.0,0.7,65.5,43.0,0.0
