,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
1970,0.01,1.32,23.5,11.0,3.6,0.12,5.9,0.2,55.8,45.0,0.0
2983,8.55,1.57,4.4,4.9,2.4,0.75,6.9,0.0,81.4,94.0,0.0
17033,69.7,1.21,3.0,6.5,28.1,0.57,8.2,2.8,51.3,86.0,0.1
12996,0.0126,1.53,28.9,31.8,0.1,0.09,15.4,0.0,23.8,178.0,0.0
1292,11.7,1.67,1.1,33.6,10.9,0.03,2.0,0.4,52.0,46.0,0.0
14816,11.6,1.5,5.2,7.2,15.8,0.54,3.3,1.2,67.3,188.0,0.0
15710,0.646,1.64,19.4,10.6,15.2,0.08,4.0,1.6,49.2,173.0,0.0
7924,171.0,1.47,0.8,0.9,59.9,0.14,2.2,7.6,28.5,180.0,0.1
1114,0.06,1.47,25.4,8.4,12.6,1.33,7.9,1.6,44.1,20.0,0.0
11236,0.13,1.61,26.3,0.7,16.3,0.06,1.3,1.4,54.0,102.0,0.0
11814,4.19,1.68,1.2,30.4,8.8,0.14,4.3,0.9,54.4,36.0,0.0
16220,8.55,1.5,4.3,6.3,33.0,1.87,3.3,3.0,50.1,79.0,0.0
11658,35.5,1.7,1.6,2.6,54.7,0.11,3.3,6.6,31.2,30.0,0.0
12153,1.75,1.58,4.6,2.0,28.8,0.54,2.2,5.4,56.9,104.0,0.1
6955,67.05,1.54,1.4,1.1,42.0,0.09,0.0,2.3,53.2,25.0,0.0
5366,82.2,0.65,22.2,4.3,14.7,14.32,0.8,6.7,50.3,23.0,1.0
13854,0.0465,1.81,18.0,1.7,42.8,0.12,5.8,9.3,21.8,142.0,0.6
15154,14.1,1.39,2.2,26.3,5.5,0.25,13.1,0.8,52.1,23.0,0.0
14035,23.7,1.5,2.1,12.2,21.0,0.06,2.6,3.1,58.7,102.0,0.3
5432,26.95,1.59,0.4,8.0,30.7,0.04,2.3,3.2,55.3,74.0,0.1
15406,46.0,1.48,3.0,0.6,56.3,1.95,2.4,9.3,28.3,30.0,0.1
12749,25.0,1.43,1.1,15.3,11.6,0.02,1.5,1.2,69.3,137.0,0.0
1588,28.25,1.53,3.5,9.4,29.6,0.32,8.4,20.9,22.7,43.0,5.5
12055,2.1,1.69,18.4,13.2,18.7,0.02,7.7,7.0,33.9,112.0,1.1
11044,92.0,0.58,6.7,7.1,2.2,7.27,10.9,0.2,72.9,0.0,0.0
16910,0.96,1.67,2.5,1.1,8.3,0.16,1.7,0.4,86.0,107.0,0.0
17953,3.68,1.76,21.6,12.9,2.3,0.21,6.2,0.0,57.0,130.0,0.0
1558,0.35,1.76,20.2,7.2,31.7,0.12,9.4,7.9,22.9,157.0,0.7
15072,43.4,1.04,2.0,8.6,6.5,5.34,4.4,0.4,78.1,0.0,0.0
10397,73.0,1.62,0.4,2.2,64.5,0.16,0.9,14.3,17.0,30.0,0.7
12372,14.0,1.54,5.6,8.8,14.0,0.14,3.0,0.6,68.0,66.0,0.0
5450,25.3,1.49,6.8,1.9,53.1,0.43,3.2,1.9,33.1,119.0,0.0
11603,0.01,1.62,27.8,9.1,29.7,0.05,10.5,4.0,18.8,170.0,0.1
7638,9.64,1.44,2.2,11.7,10.6,1.98,4.5,0.6,70.4,0.0,0.0
10659,6.57,1.67,2.6,13.4,20.9,0.21,3.9,2.6,56.4,25.0,0.2
13000,37.8,1.4,2.1,3.7,6.7,0.22,0.2,0.2,87.1,36.0,0.0
13893,10.1,1.68,15.2,7.4,26.4,0.12,4.7,18.6,21.3,89.0,6.4
1877,3.53,1.62,4.6,17.0,14.8,0.26,7.4,1.8,54.4,28.0,0.0
10512,1.64,1.81,18.8,0.9,41.2,0.11,3.7,8.4,26.5,125.0,0.5
13892,7.89,1.7,6.6,8.1,28.0,0.09,5.4,20.0,24.3,56.0,7.6
10040,46.0,1.17,1.0,1.9,6.7,1.28,0.1,0.1,90.2,0.0,0.0
2946,47.35,1.29,1.2,7.9,11.5,1.66,5.0,3.3,71.0,0.0,0.1
12216,110.0,1.4,1.0,1.5,57.8,0.24,4.1,8.6,27.0,53.0,0.0
16104,25.6,1.56,1.5,5.5,47.6,0.88,1.5,10.4,32.9,0.0,0.7
3542,29.6,1.37,0.8,19.5,19.5,1.98,6.2,0.5,53.5,8.0,0.0
12411,22.3,1.59,1.0,9.2,16.0,0.12,1.5,0.6,71.7,8.0,0.0
2839,31.55,1.49,2.6,4.9,1.1,0.08,1.2,0.0,90.2,71.0,0.0
