,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
3531,0.18,1.78,21.6,8.2,11.2,0.05,1.2,0.6,57.2,185.0,0.0
17622,10.5,1.71,3.7,14.6,25.0,0.04,11.1,9.2,35.8,30.0,0.6
14895,0.89,1.52,14.6,3.8,25.0,0.4,18.1,9.1,28.1,115.0,1.3
13754,14.5,1.5,0.9,12.6,33.2,2.2,4.8,4.7,43.6,94.0,0.2
18151,0.385,1.75,20.8,9.9,6.7,0.21,1.4,0.7,60.5,157.0,0.0
4789,62.45,1.39,1.4,1.0,35.7,0.64,1.5,2.8,57.5,0.0,0.1
10850,53.9,1.51,0.5,4.5,11.2,0.04,0.5,1.4,81.8,155.0,0.1
5638,1.0,1.55,30.2,6.0,20.2,0.16,6.6,2.6,34.4,99.0,0.0
10457,0.8,1.53,11.7,9.0,48.2,0.23,3.7,10.7,16.2,122.0,0.5
16675,18.4,1.59,0.9,26.2,7.4,0.37,4.1,1.0,60.4,18.0,0.0
13320,5.26,1.78,1.1,27.5,14.4,0.35,2.9,1.6,52.3,89.0,0.2
18293,0.02,1.61,15.2,8.2,1.4,0.08,0.8,0.0,74.4,117.0,0.0
6048,30.9,1.63,0.6,2.0,24.8,0.15,0.3,2.8,69.4,25.0,0.1
14155,0.86,1.53,46.5,9.2,9.2,0.06,7.3,1.6,26.0,99.0,0.2
16225,44.7,1.46,2.6,4.1,46.9,0.57,4.1,4.6,37.5,25.0,0.2
9779,1.28,1.59,5.9,24.5,7.1,2.35,5.2,0.5,56.8,0.0,0.0
14125,1.53,1.63,4.2,19.4,3.4,0.71,0.8,0.4,71.8,130.0,0.0
10149,31.6,1.44,1.1,2.4,7.5,0.08,1.2,0.2,87.6,119.0,0.0
257,23.1,0.67,26.6,3.2,3.7,5.9,8.0,0.4,58.1,0.0,0.0
18502,42.1,1.67,1.7,3.2,31.2,0.06,1.8,5.2,56.6,109.0,0.3
981,0.7,1.66,13.7,12.0,28.6,0.1,3.6,2.2,39.8,53.0,0.1
8652,2.88,1.65,20.1,12.6,11.4,0.11,11.3,2.4,42.0,99.0,0.2
17306,7.36,1.63,2.4,28.8,2.1,0.38,8.7,0.2,57.8,18.0,0.0
10471,64.4,1.08,1.3,0.6,47.3,3.38,8.6,6.2,35.8,0.0,0.2
3488,20.4,1.45,1.3,27.0,3.1,0.46,1.9,0.2,66.5,15.0,0.0
4581,64.45,1.5,4.4,6.2,30.9,0.15,2.5,2.8,53.1,58.0,0.1
15852,46.0,1.47,2.5,4.3,3.4,0.15,3.5,0.0,86.3,117.0,0.0
18295,0.72,1.47,22.4,17.3,0.3,0.08,7.0,0.1,52.9,112.0,0.0
3655,5.26,1.75,8.6,12.2,26.9,0.04,3.5,2.4,46.4,193.0,0.0
5151,87.4,1.31,1.5,0.3,66.8,0.63,4.4,11.8,14.8,0.0,0.4
1326,60.45,1.24,4.4,5.7,14.8,0.9,4.3,1.0,69.8,2.0,0.0
992,3.9,1.39,16.6,23.6,6.4,1.8,20.9,2.3,29.8,0.0,0.4
10653,7.1,1.73,12.0,13.1,21.2,0.15,12.5,9.9,30.4,66.0,0.9
11309,56.5,1.4,1.7,0.3,66.9,0.27,4.0,13.0,13.7,13.0,0.4
9617,0.3,1.58,13.5,11.8,2.0,0.31,4.7,0.1,67.9,64.0,0.0
18674,12.2,1.56,0.5,26.3,17.6,0.27,3.4,1.6,50.5,8.0,0.1
5192,0.02,1.67,25.2,34.4,0.4,0.15,26.0,0.0,14.0,89.0,0.0
2952,2.59,1.46,31.1,4.7,4.1,0.18,3.7,0.5,54.5,91.0,0.0
12673,11.4,1.52,8.5,27.2,6.0,0.17,5.9,1.0,51.4,61.0,0.0
12831,11.5,1.64,1.7,15.6,7.1,0.11,2.1,0.5,73.0,79.0,0.0
1483,11.2,1.53,1.8,13.1,7.1,0.56,2.8,2.0,73.0,18.0,0.2
15687,4.21,1.59,6.2,13.8,15.6,0.83,2.8,2.6,58.9,61.0,0.1
4667,2.3,1.6,33.0,2.0,19.4,0.32,5.8,5.4,38.6,86.0,0.8
9451,1.94,1.4,7.0,20.8,16.8,0.82,13.0,5.6,36.4,18.0,0.4
11889,0.47,1.63,17.7,13.6,7.8,0.17,5.2,0.7,55.0,124.0,0.0
9832,0.44,1.71,16.6,31.6,10.2,0.11,7.0,0.4,34.2,150.0,0.0
2129,39.4,1.33,2.7,4.8,35.2,1.45,3.9,2.1,51.3,109.0,0.0
6216,1.27,1.67,18.6,12.6,22.2,0.06,10.0,10.4,25.0,152.0,1.2
6502,29.25,1.44,3.5,4.1,5.2,1.6,4.4,0.2,82.6,84.0,0.0
11460,6.57,1.82,13.4,5.3,31.5,0.2,4.5,4.1,41.1,109.0,0.1
12829,17.1,1.43,3.0,15.6,6.7,1.16,1.9,0.4,72.4,13.0,0.0
11532,34.2,1.25,1.3,15.1,25.1,0.68,4.5,2.0,52.0,0.0,0.0
1594,6.41,1.45,14.0,10.5,20.8,1.7,20.8,13.4,18.3,0.0,2.2
4987,11.82,1.58,1.4,27.5,17.5,0.29,2.6,5.1,45.3,18.0,0.6
7593,7.89,1.71,2.7,11.5,16.3,0.23,3.2,1.8,64.5,76.0,0.0
12493,23.7,1.59,0.8,2.3,12.4,0.05,0.5,1.4,82.6,142.0,0.0
12183,12.5,1.69,3.7,14.6,25.0,0.04,11.1,9.2,35.8,30.0,0.6
13559,1.97,1.77,15.5,16.6,19.6,0.16,3.5,6.6,37.4,132.0,0.8
17156,14.9,1.65,1.0,15.0,10.7,0.06,2.9,1.4,69.0,107.0,0.0
3110,0.88,1.59,14.9,22.9,11.4,0.1,9.5,3.8,37.2,76.0,0.3
15262,81.5,1.57,0.3,0.4,61.0,0.03,0.6,10.4,26.9,142.0,0.4
5727,8.88,1.63,1.1,28.3,2.1,0.28,6.0,0.2,62.3,36.0,0.0
17624,3.64,1.75,13.2,10.4,24.4,0.04,9.4,12.4,28.4,86.0,1.8
10102,0.4,1.67,15.3,5.8,14.6,0.05,7.1,3.7,53.1,99.0,0.4
10089,25.0,1.39,0.4,3.4,5.4,0.77,1.9,0.1,88.8,0.0,0.0
1959,0.72,1.21,34.4,19.7,2.0,3.53,33.4,0.4,10.1,23.0,0.0
11406,8.76,1.58,3.2,21.3,18.7,0.77,5.2,1.4,50.2,20.0,0.0
10072,78.9,1.37,3.2,1.5,48.0,0.81,1.3,6.4,39.5,0.0,0.1
10096,23.0,1.52,1.0,3.0,5.8,0.16,1.1,0.1,89.0,117.0,0.0
11953,35.5,1.43,1.3,3.0,42.2,0.99,4.1,7.0,42.4,0.0,0.0
3810,7.14,1.49,0.4,24.6,0.5,0.32,8.4,0.0,66.1,25.0,0.0
4482,143.0,1.45,3.0,0.2,70.2,0.3,3.3,3.5,19.8,41.0,0.0
2063,28.7,1.57,0.4,5.8,19.3,0.12,0.8,3.6,70.1,23.0,0.0
598,3.8,1.66,11.0,5.1,32.3,0.11,5.5,5.2,40.7,53.0,0.2
631,30.9,1.44,0.7,3.6,46.1,1.19,2.2,7.9,39.2,0.0,0.3
14778,0.00214,1.82,15.8,3.4,34.4,0.23,0.9,5.2,39.9,130.0,0.4
17022,1.9,1.56,3.6,5.9,31.6,1.69,5.8,3.9,49.1,74.0,0.1
16877,1.43,1.54,2.8,1.9,2.9,0.72,2.7,0.2,89.5,99.0,0.0
4990,0.91,1.73,14.5,16.6,32.0,0.14,2.6,12.8,20.1,147.0,1.4
1534,238.0,1.4,33.4,1.9,35.5,0.59,6.5,8.1,14.4,86.0,0.2
16842,0.09,1.4,47.4,13.2,3.4,0.2,8.4,0.6,27.0,43.0,0.0
6658,0.21,1.5,24.2,2.0,11.4,0.06,5.8,0.4,56.2,178.0,0.0
7958,15.2,1.64,3.9,11.0,27.6,0.18,9.3,19.3,23.9,58.0,5.0
5157,1.0,1.74,15.7,5.8,24.0,0.03,5.3,3.6,45.6,190.0,0.0
9600,28.9,1.56,1.1,11.5,28.3,0.14,1.2,3.2,54.7,36.0,0.0
5512,0.74,1.66,15.4,5.4,32.3,0.41,4.8,3.2,38.8,150.0,0.1
643,60.7,1.12,3.3,8.1,3.3,1.77,9.6,0.2,75.5,0.0,0.0
16829,3.94,1.41,1.3,24.2,0.2,0.03,2.5,0.0,71.8,188.0,0.0
11477,1.84,1.64,4.9,3.7,9.6,4.18,9.6,1.2,70.9,53.0,0.2
13486,18.8,1.52,0.2,7.9,23.8,0.51,2.7,2.0,63.4,0.0,0.0
4548,0.24,1.44,37.1,5.4,6.8,0.17,23.1,8.8,7.6,109.0,11.2
14752,4.21,1.63,11.4,35.3,2.4,0.16,12.3,0.7,37.9,56.0,0.0
3492,1.81,1.6,1.7,25.3,2.6,0.08,1.7,0.1,68.6,102.0,0.0
11186,0.83,1.71,19.6,6.1,26.7,0.12,12.9,13.9,19.5,81.0,1.3
18297,57.8,1.35,0.0,1.3,0.8,0.04,2.9,0.0,95.0,15.0,0.0
13494,0.1,1.74,22.2,3.8,23.0,0.08,1.0,2.6,47.4,198.0,0.0
10968,131.0,1.37,0.9,1.0,69.3,0.19,0.1,9.5,19.1,10.0,0.1
15978,1.14,1.17,10.1,5.3,0.3,4.02,5.6,0.0,78.7,36.0,0.0
454,0.1,1.69,20.5,9.6,18.1,0.29,6.6,2.0,43.1,74.0,0.1
13355,37.7,1.05,4.7,17.4,15.0,3.04,2.5,1.5,58.8,0.0,0.1
14191,1.82,1.18,28.0,19.4,3.9,3.54,22.3,0.6,25.8,38.0,0.0
15168,76.3,1.45,0.6,0.4,58.0,0.07,1.8,6.5,32.6,13.0,0.1
12062,19.1,1.48,1.6,2.2,22.8,0.09,3.0,5.3,64.7,155.0,0.4
4284,2.3,0.66,6.2,1.4,42.0,7.96,19.2,5.0,26.0,64.0,0.2
14165,21.9,1.24,2.6,19.3,13.1,2.02,4.4,3.9,56.5,0.0,0.2
2837,37.45,1.43,2.5,5.0,1.2,0.23,1.5,0.0,89.8,38.0,0.0
814,44.7,1.36,0.4,1.5,1.8,0.14,1.6,0.1,94.6,33.0,0.0
828,14.7,1.37,3.6,16.0,19.2,1.46,9.1,5.6,45.8,13.0,0.7
13222,0.14,1.82,31.1,19.4,9.4,0.06,18.5,5.2,15.8,152.0,0.6
