,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
6984,8.32,1.57,2.3,2.1,4.2,0.74,3.2,0.5,87.7,66.0,0.0
5794,40.75,1.6,0.6,4.4,30.1,0.05,2.5,4.9,57.5,114.0,0.0
1725,0.05,1.76,22.4,13.5,18.6,0.05,4.3,8.1,32.1,170.0,1.0
2043,18.7,1.61,2.4,9.2,17.9,0.16,3.0,1.9,65.6,5.0,0.0
547,26.1,1.38,1.3,36.3,2.4,0.04,3.0,0.4,56.6,61.0,0.0
7878,22.3,1.46,1.1,13.6,33.6,0.57,1.1,3.2,47.4,0.0,0.0
13174,61.3,1.61,1.0,1.9,40.9,0.07,0.3,0.6,55.3,152.0,0.0
8059,0.135,1.54,51.2,12.5,9.0,0.04,6.5,3.5,16.8,58.0,0.5
4214,31.55,1.57,17.3,10.1,25.5,0.11,2.5,0.9,43.7,140.0,0.0
5945,20.35,1.54,1.0,3.0,15.1,0.11,4.3,4.3,72.0,96.0,0.3
14901,2.63,1.67,2.0,16.0,32.2,1.58,2.9,4.4,42.4,58.0,0.1
7666,0.56,1.72,23.4,10.7,11.8,0.1,1.4,0.7,52.0,109.0,0.0
14246,18.4,1.57,1.7,23.0,9.9,0.34,2.9,1.8,60.5,86.0,0.2
6713,7.72,1.09,12.3,1.0,1.5,2.11,82.0,0.9,2.0,0.0,0.3
8582,21.7,1.35,5.4,17.3,14.7,0.85,9.0,1.6,52.0,8.0,0.0
11209,0.74,1.53,19.5,9.7,15.7,0.06,24.1,5.7,24.6,122.0,0.7
14035,23.7,1.5,2.1,12.2,21.0,0.06,2.6,3.1,58.7,102.0,0.3
17533,2.96,1.78,2.6,11.3,22.4,0.3,9.7,8.4,45.2,99.0,0.4
13513,13.1,1.62,24.8,8.2,34.0,0.26,4.3,5.6,22.9,183.0,0.2
11620,7.36,1.47,2.1,13.1,5.5,1.03,3.3,0.8,75.2,51.0,0.0
4954,0.75,1.65,18.9,3.6,29.8,0.08,9.3,13.2,23.4,134.0,1.8
