,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
3334,19.6,1.63,2.3,2.9,31.1,0.07,0.5,5.7,57.2,94.0,0.3
12257,15.8,1.65,6.1,19.8,18.4,0.06,11.3,6.6,36.6,58.0,1.2
2313,5.92,1.38,19.6,28.8,5.4,0.21,11.4,0.8,34.0,41.0,0.0
8573,0.08,1.11,72.4,3.4,0.6,0.08,20.0,0.2,3.4,162.0,0.0
18142,39.4,1.21,18.2,6.9,10.7,3.03,33.0,10.7,14.2,0.0,6.3
17802,3.94,1.56,4.8,8.9,15.4,0.83,3.3,0.8,66.8,0.0,0.0
10058,0.23,1.62,13.4,25.9,0.4,0.16,9.4,0.0,50.9,107.0,0.0
3871,0.66,1.74,21.3,5.5,28.2,0.12,6.1,1.7,37.1,112.0,0.1
15963,15.4,1.11,2.7,1.2,4.5,15.61,9.2,0.2,82.2,0.0,0.0
15390,3.94,1.35,2.2,11.7,2.4,0.76,4.1,0.1,79.5,20.0,0.0
16926,42.5,1.42,0.1,2.3,4.4,0.44,2.0,0.1,91.1,0.0,0.0
15557,25.6,1.46,5.0,13.8,18.0,1.4,2.4,0.7,60.1,81.0,0.0
8300,82.8,0.66,3.1,12.1,5.1,3.42,4.7,0.3,74.7,2.0,0.0
3200,2.76,0.7,26.8,11.7,1.4,4.96,27.9,0.3,31.9,66.0,0.0
8222,3.94,1.37,3.2,22.9,11.5,1.18,5.9,1.9,54.4,0.0,0.2
1133,24.25,1.54,14.9,5.4,17.8,0.41,22.9,11.8,21.0,102.0,6.2
13732,1.31,1.67,3.1,30.0,6.0,0.07,3.2,0.6,57.1,117.0,0.0
13350,13.1,1.56,3.3,27.4,11.9,0.15,2.8,1.2,53.4,41.0,0.0
15610,20.4,1.58,0.7,17.5,24.9,0.43,4.9,1.5,50.5,13.0,0.0
11880,0.45,1.61,25.3,13.8,6.8,0.51,18.1,0.8,35.2,25.0,0.0
4520,2.2,1.63,20.6,14.2,16.0,0.03,13.0,1.0,35.2,127.0,0.0
16147,1.52,1.69,11.0,14.2,32.0,0.07,4.6,4.0,34.1,124.0,0.1
8696,0.01,1.63,35.3,24.4,0.6,0.05,22.7,0.0,17.0,162.0,0.0
13217,18.4,1.47,2.2,13.1,8.4,0.62,2.6,0.9,72.8,13.0,0.0
10424,53.9,1.47,0.5,1.7,66.5,0.88,3.0,5.7,22.6,0.0,0.0
8793,5.0,1.36,54.8,6.4,7.1,0.43,7.9,0.6,23.1,79.0,0.1
2479,18.25,1.34,7.3,5.3,32.7,0.71,8.2,8.6,36.2,23.0,1.7
14468,71.6,1.53,1.3,1.4,67.4,0.11,4.9,7.0,17.9,91.0,0.1
13185,6.57,1.57,3.2,3.4,35.9,1.13,3.7,1.4,52.4,61.0,0.0
5246,15.8,1.39,1.7,22.3,18.4,0.51,5.0,1.3,51.3,10.0,0.0
18615,0.18,1.69,27.0,5.2,10.2,0.21,3.4,0.6,53.6,66.0,0.0
7447,16.2,1.64,0.3,16.3,33.1,0.51,1.6,2.5,46.1,10.0,0.1
18012,18.0,1.36,8.4,6.1,13.0,1.49,7.2,4.1,61.0,28.0,0.2
6556,0.07,1.8,11.4,11.0,37.2,0.08,7.8,5.4,27.1,178.0,0.1
10637,3.68,1.56,7.5,35.9,0.2,0.06,11.2,0.0,45.2,124.0,0.0
17156,14.9,1.65,1.0,15.0,10.7,0.06,2.9,1.4,69.0,107.0,0.0
6559,1.85,1.64,2.0,17.1,7.1,0.11,18.8,0.5,54.5,28.0,0.0
608,10.1,1.55,4.1,6.5,36.0,0.1,10.7,5.4,37.0,137.0,0.3
16831,6.9,1.58,3.1,2.2,40.6,0.15,7.3,15.0,30.0,18.0,1.8
13303,1.8,1.69,29.9,4.0,9.2,0.15,4.3,1.4,51.0,112.0,0.2
11363,44.7,1.5,2.4,3.0,41.5,0.27,4.2,7.2,41.5,33.0,0.2
13758,15.8,1.46,4.1,26.1,18.7,2.68,4.3,4.4,42.1,38.0,0.3
11817,22.4,1.65,1.9,15.2,30.7,0.15,3.8,14.6,31.0,79.0,2.8
11414,0.49,1.76,18.6,16.9,14.5,0.22,5.3,1.2,43.5,112.0,0.0
533,1.7,1.56,15.7,8.1,30.8,0.14,9.5,4.3,31.4,79.0,0.2
7819,0.41,1.63,3.7,10.0,21.8,1.26,5.3,3.7,55.4,84.0,0.1
5309,65.3,1.43,0.8,2.8,6.3,0.09,0.4,0.3,89.4,74.0,0.0
14119,0.52,1.42,1.0,14.3,1.7,1.47,5.3,0.1,77.6,53.0,0.0
588,14.8,1.54,1.9,6.3,39.8,0.49,5.4,4.5,42.0,30.0,0.1
9720,4.38,1.37,2.8,24.5,4.7,1.79,1.9,0.1,66.0,0.0,0.0
567,24.9,1.65,0.4,11.9,40.3,0.02,3.4,6.3,37.6,74.0,0.1
4284,2.3,0.66,6.2,1.4,42.0,7.96,19.2,5.0,26.0,64.0,0.2
8622,4.47,1.61,2.4,39.9,1.3,0.66,5.2,0.2,51.0,64.0,0.0
670,1.3,1.64,34.0,14.4,8.6,0.12,5.6,1.4,35.9,79.0,0.1
6713,7.72,1.09,12.3,1.0,1.5,2.11,82.0,0.9,2.0,0.0,0.3
13919,0.03,1.79,50.5,16.4,4.9,0.03,14.1,3.2,10.3,178.0,0.6
3392,96.05,1.41,0.8,0.4,61.4,1.67,3.2,4.3,29.6,0.0,0.3
15191,0.99,1.53,17.2,17.9,11.7,2.74,24.6,3.0,25.5,0.0,0.1
11392,65.7,1.59,3.3,4.7,38.7,0.15,2.4,5.1,45.7,53.0,0.1
18680,31.1,1.47,0.4,9.9,36.0,0.95,2.7,3.0,47.9,0.0,0.1
16868,26.3,1.58,1.1,5.6,41.0,0.28,4.1,3.9,44.3,51.0,0.0
6993,0.05,1.52,28.9,31.8,0.1,0.09,15.4,0.0,23.8,178.0,0.0
3388,0.1,1.73,38.7,15.2,6.2,0.02,6.7,0.4,32.8,96.0,0.0
10267,76.2,1.03,4.1,2.8,5.4,2.07,3.8,0.5,83.4,0.0,0.0
4358,0.35,1.74,15.7,2.5,40.1,0.13,4.4,4.7,32.5,102.0,0.1
11098,4.47,1.42,0.5,0.7,13.3,1.93,6.7,1.3,77.4,198.0,0.1
11989,28.3,1.61,1.8,4.3,36.2,0.18,2.7,6.6,48.3,43.0,0.1
13206,69.7,1.57,1.4,1.9,39.0,0.16,2.0,1.9,53.8,71.0,0.0
12710,3.62,1.56,2.2,7.8,9.3,0.77,7.0,0.5,73.2,15.0,0.0
16297,21.7,1.52,1.0,5.4,46.9,0.45,2.1,4.1,40.5,15.0,0.0
293,25.1,1.18,1.2,24.9,7.2,1.22,2.2,1.2,63.3,0.0,0.0
13077,41.6,1.5,0.2,2.3,5.0,0.08,1.0,0.2,91.3,145.0,0.0
9130,3.94,1.65,2.5,5.9,30.3,0.14,1.5,4.7,55.0,53.0,0.1
13911,11.3,1.66,1.5,11.4,25.7,0.03,5.8,20.4,24.8,91.0,10.4
11051,2.46,1.51,17.1,21.4,5.7,1.19,7.3,0.6,46.8,15.0,0.1
939,27.6,1.66,1.9,2.1,45.9,0.23,0.8,3.6,45.6,109.0,0.1
2858,16.45,1.41,2.1,5.5,3.7,0.58,1.1,0.4,87.2,0.0,0.0
10332,26.3,1.54,1.3,6.6,2.8,0.06,1.6,0.2,87.5,81.0,0.0
15893,0.36,1.42,22.3,10.1,1.1,0.16,14.9,0.1,51.5,99.0,0.0
2363,22.7,1.58,1.0,24.7,14.9,0.08,3.4,3.4,51.1,68.0,1.5
12610,0.28,1.86,19.4,27.2,7.0,0.1,6.0,0.9,39.5,170.0,0.0
1102,30.9,1.59,0.6,5.2,26.1,0.01,1.0,2.7,64.4,46.0,0.0
528,21.7,1.61,3.2,0.2,65.6,0.36,5.2,5.0,20.8,64.0,0.0
10393,2.63,1.59,5.8,8.6,20.6,0.23,6.2,1.7,56.8,112.0,0.3
