"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
1,2.69,1.69,9.7,14.8,23,0.58,8.8,9.6,32.3,30,1.8
2,1.2,1.71,27.1,11.8,17.6,0.33,7.3,8.5,25.2,38,2.5
4,0.18,1.9,27.4,14.5,17.2,0.13,5.7,7.7,25.7,129,1.8
8,2.51,1.58,32.5,7.5,18.9,0.35,8.5,10.5,18.8,30,3.3
10,0.48,1.56,43.1,10.8,11.4,0.17,13,4.4,15.9,104,1.4
11,0.25,1.62,34,13,15.1,0.18,13.1,5.7,17.8,125,1.3
12,0.12,1.77,30.4,14.3,14.5,0.17,13.4,4,22.6,151,0.8
13,0.13,1.74,30.3,7.7,22,0.15,13.8,5.7,19.2,180,1.3
17,4.5,1.75,21.4,8.4,22.8,0.2,6,10.2,29.1,82,2.1
18,0.46,1.81,26.2,5.8,21.7,0.14,2.9,13.3,26.6,136,3.5
23,4.85,1.61,23.6,10.8,20.6,0.23,7.3,7.1,28.1,106,2.5
26,0.34,1.74,20.6,8.3,31.4,0.12,3.9,11,23.6,177,1.2
30,0.13,1.74,36.9,5.9,19,0.26,9.2,3.6,24.4,88,1
34,0.56,1.72,9.1,12.4,22,1.28,16.2,8.9,28.6,0,2.8
37,0.85,1.67,29.2,10.1,18.4,0.21,8.1,8.1,23.6,78,2.5
39,0.34,1.7,37.7,11.6,13.2,0.11,12,5.7,18.5,138,1.3
42,9.77,1.5,1.74,21.13,16.02,0.5,3.7,3.81,53.22,24,0.38
45,30.07,0.61,17.63,4.25,3.93,9.67,58.02,5.22,4.1,0,6.85
49,36.43,1.1,15.26,4.64,7.4,3.71,30.22,15.34,6,8,21.14
51,21.06,0.93,18.03,6.75,13.55,3.06,22.6,12.23,18.87,0,7.97
53,11.29,1,8.76,5.42,15.82,3.19,28.72,22.17,9.08,0,10.03
54,6.21,1.24,8.88,5.06,14.85,0.16,29.17,21.48,8.76,2,11.8
57,0.59,1.18,4.58,4.09,0.2,0.61,90.1,0.12,0.86,26,0.05
58,1.77,1.33,4.54,28.55,7.78,1.67,32.82,0.37,25.9,0,0.04
