"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
0,17.13,1.49,6.1,15.8,23.8,0.93,8.8,9.9,33.1,0,2.5
1,2.69,1.69,9.7,14.8,23,0.58,8.8,9.6,32.3,30,1.8
2,1.2,1.71,27.1,11.8,17.6,0.33,7.3,8.5,25.2,38,2.5
4,0.18,1.9,27.4,14.5,17.2,0.13,5.7,7.7,25.7,129,1.8
5,0.24,1.91,26.2,9.2,22.9,0.11,5.2,10.3,24.3,160,1.9
6,0.04,2.02,20.1,7.2,29,0.09,3.6,10.7,28.6,184,0.8
7,6.25,1.53,9,10.8,25.4,1.12,12.1,13.9,24.5,0,4.3
8,2.51,1.58,32.5,7.5,18.9,0.35,8.5,10.5,18.8,30,3.3
9,2.16,1.55,43.5,7.4,14.5,0.21,8.9,7.5,15.6,81,2.6
10,0.48,1.56,43.1,10.8,11.4,0.17,13,4.4,15.9,104,1.4
11,0.25,1.62,34,13,15.1,0.18,13.1,5.7,17.8,125,1.3
13,0.13,1.74,30.3,7.7,22,0.15,13.8,5.7,19.2,180,1.3
14,31.02,1.37,4.1,10.9,28.3,1.02,8.6,11,35.4,0,1.7
16,7.03,1.8,7.6,10.2,25.8,0.14,7,12.6,34.2,65,2.6
17,4.5,1.75,21.4,8.4,22.8,0.2,6,10.2,29.1,82,2.1
19,0.66,1.85,23,4.3,23.3,0.13,3.6,16.9,25,170,3.9
20,10.53,1.54,2.8,14.9,27.2,0.51,7.1,5.2,41.7,0,1.1
21,10.19,1.59,6,17.6,21.4,0.22,8.9,3.8,41.2,33,1.1
23,4.85,1.61,23.6,10.8,20.6,0.23,7.3,7.1,28.1,106,2.5
25,0.42,1.79,26.3,11,23.1,0.14,7.7,6.8,24.4,156,0.7
26,0.34,1.74,20.6,8.3,31.4,0.12,3.9,11,23.6,177,1.2
27,23.67,1.25,9.5,10.2,23.6,1.2,11.1,4.8,38.5,0,2.3
28,1.77,1.71,34.9,5.9,18.9,0.37,9.2,3.9,26.5,38,0.7
30,0.13,1.74,36.9,5.9,19,0.26,9.2,3.6,24.4,88,1
31,0.04,1.85,31.5,5.4,22.7,0.1,9.4,5.3,24.5,111,1.2
34,0.56,1.72,9.1,12.4,22,1.28,16.2,8.9,28.6,0,2.8
35,0.97,2,18.3,12.8,18.7,0.36,11,8.4,29.2,29,1.6
36,0.51,1.82,30.9,9.5,17.2,0.23,8.7,8.3,22.3,41,3.1
40,0.07,1.82,31.9,7.5,18.4,0.08,11.2,12.6,14.7,183,3.7
42,9.77,1.5,1.74,21.13,16.02,0.5,3.7,3.81,53.22,24,0.38
45,30.07,0.61,17.63,4.25,3.93,9.67,58.02,5.22,4.1,0,6.85
46,11.91,0.73,16.51,6.26,8.29,7.92,41.35,8.92,9.23,0,9.44
48,15.15,1.24,12.23,4.52,9.91,3.14,29.12,19.26,7.53,0,17.43
49,36.43,1.1,15.26,4.64,7.4,3.71,30.22,15.34,6,8,21.14
52,3.7,1.2,16.35,4.05,3.91,2.82,56.86,6.25,3.44,0,9.14
55,0.4,1,7.55,11.94,0.32,3.5,76.66,0.16,3.35,0,0.02
