"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
2,1.2,1.71,27.1,11.8,17.6,0.33,7.3,8.5,25.2,38,2.5
15,5.56,1.78,4.4,9.9,28.8,0.27,7.8,13.4,33.5,25,2.2
20,10.53,1.54,2.8,14.9,27.2,0.51,7.1,5.2,41.7,0,1.1
40,0.07,1.82,31.9,7.5,18.4,0.08,11.2,12.6,14.7,183,3.7
48,15.15,1.24,12.23,4.52,9.91,3.14,29.12,19.26,7.53,0,17.43
95,8.5,1.72,5.7,4.8,36.6,0.08,8.8,13.1,29.6,43,1.4
112,42.4,1.27,1.7,2.9,14.4,1.62,4.8,0.6,75.5,0,0
121,6.35,1.6,2.2,14.9,12.2,0.32,3.4,3.4,63.6,13,0.3
169,16.4,1.53,1.6,8.4,12.7,0.14,1.1,1.7,74.4,64,0.1
176,0.81,1.54,19.3,5.4,22,0.22,2.4,2,48.8,41,0.1
181,24.4,1.55,0.4,15.3,2.6,0.04,1.4,0.1,80.2,20,0
184,14.6,1.55,2.2,12.2,0.2,0.05,0.7,0,84.7,147,0
226,15.6,1.5,1,15.3,14.9,0.48,3,0.7,65,8,0.1
244,60.5,1.36,2.8,6.6,32.7,0.14,8.5,24.5,20.9,20,4
247,29.6,1.58,6,8,27,0.05,8.7,21,23.2,160,6.2
250,13.3,1.6,4.9,21.8,14.5,0.39,5.9,2.5,50.2,18,0.2
262,0.9,1.49,23.5,15.9,10.1,0.09,7.5,4,38.1,36,0.9
300,0.9,1.63,3.2,23.3,7,0.85,3.4,1.5,61.5,132,0.1
301,1.1,1.59,23.3,30.2,5.4,0.14,3.3,1,36.8,173,0
334,4.3,1.74,10.7,4.9,33.1,0.06,5.5,3.2,42.6,142,0
335,8.9,1.69,13.5,4.5,31.7,0.06,3.3,2.9,44.1,150,0
357,0.5,1.63,14.9,3.9,8.9,0.46,2.6,0.6,69.1,142,0
364,11.8,1.54,4.6,1.7,46.4,0.56,2.2,7,37.9,5,0.2
366,9.2,1.57,10.9,1.2,45.3,0.32,2.2,6.6,33.5,25,0.3
377,53.2,1.3,3.8,7.5,24.3,0.3,7.5,2.3,54.5,109,0.1
393,30.9,1.44,7.2,15.9,14.1,0.21,5.5,1.9,55.3,53,0.1
428,34.5,1.2,1.1,6.4,18.8,0.83,1.2,1.4,71.1,0,0
432,2.8,1.52,10.6,6.7,13.7,1.37,5.9,1,62.1,178,0
434,0.1,1.66,19.4,6.8,14.6,0.11,1.6,1,56.6,198,0
461,0.5,1.13,57.4,4.4,8.4,0.27,15.8,1.2,12.8,102,0
482,68.3,1.31,1.5,19.1,26.6,0.31,4.9,6.2,41.5,0,0.2
507,92,1.5,0.4,1.9,54.4,0.14,1.2,15.3,26.3,43,0.5
511,15.4,1.64,3.7,0.7,54.9,0.48,0.4,18.6,21,107,0.7
518,0.1,1.67,24.2,10.3,20.7,0.04,10.4,7.2,26.3,160,0.9
547,26.1,1.38,1.3,36.3,2.4,0.04,3,0.4,56.6,61,0
587,43,0.91,3.1,5,32.4,6.35,18.5,3.6,36.5,0,0.1
591,5.3,1.63,2.6,6.5,36.4,0.39,5.3,4.5,44.6,86,0.1
619,15.1,1.72,0.9,11,21.6,0.14,2.5,2.3,61.7,20,0
641,0.2,1.7,17.6,6.1,35.5,0.08,4.3,2.5,44,132,0
644,9.9,1.38,2.6,8.4,3.2,0.9,6.2,0.1,79.5,13,0
645,9.2,1.46,4.2,7.2,3.1,0.56,5.1,0.1,80.3,30,0
670,1.3,1.64,34,14.4,8.6,0.12,5.6,1.4,35.9,79,0.1
673,0.8,1.66,41.7,12.5,8.8,0.06,2.5,1.1,33.3,173,0.1
706,171,1.19,4.4,0.4,66.2,1.32,4.8,7.1,17.1,0,0
719,0.8,1.53,15.5,8.3,1.6,0.15,6.1,0.2,68.3,25,0
758,7,1.29,3.1,14.3,18.3,1.08,6.8,2.3,55.1,0,0.1
771,20.7,1.48,1.2,4.4,41.2,1.02,2,4.2,47,0,0
800,1.1,1.75,20.6,23.8,2.1,0.39,4.4,0.1,48.9,122,0.1
818,28.3,1.54,0.4,12.7,2.6,0.09,1,0.1,83.2,43,0
846,127,0.02,0.3,0.5,72.2,0.09,0.2,4.6,22.2,13,0
847,126,0.02,0.4,0.6,68.3,0.14,0.4,5.2,25,43,0.1
861,12.6,1.56,1.4,12.1,0.4,0.14,4.2,0.1,81.8,46,0
865,19.5,1.38,0.4,26.2,1.5,0.48,2.5,0.2,69.2,0,0
873,7.2,1.58,7,27.7,7.5,0.1,4.1,1.4,51.6,66,0.1
888,8.5,1.6,3.4,30.4,3.6,0.66,5.4,0.1,57.1,68,0
962,0.3,1.72,11.8,0.7,46.2,0.14,7.8,17.8,14.6,81,1.1
964,4.9,1.67,12.3,0.5,50.2,0.19,4.3,18.2,13.8,122,0.7
985,11.2,1.7,3.5,2.9,46.5,0.69,2.4,5.1,39.5,0,0.1
987,6,1.73,3.6,2.8,47.1,0.1,2.3,6.8,37.2,30,0.2
1019,9.2,1.59,3,22.8,15.1,0.29,5.5,1.5,52.1,76,0
1021,2.1,1.65,4.5,11.5,21.6,0.83,9.9,9.7,42.4,122,0.4
1024,0.04,1.72,27.7,11.5,16.7,0.14,3.3,1,39.8,152,0
1026,35.85,1.41,4.2,11.3,23.4,0.23,6.7,6.7,47.4,58,0.3
1054,31.56,1.49,1.4,18.8,20.9,0.24,1.7,2.4,54.8,61,0
1089,27.6,1.68,0.6,4.8,28.2,0.02,0.9,4.5,61,53,0
1090,0.27,1.64,14.7,3,23.3,0.17,2.1,3.23,53.5,64,0.2
1095,21.35,1.54,1.9,6.3,25.2,0.25,0.7,4,61.9,5,0
1107,135.9,1.3,1.8,4.2,41.1,1.25,2.7,2.7,47.5,0,0
1116,0.1,1.73,15.2,6.4,11.4,0.09,17.6,6.2,37,99,6.2
1117,0.04,1.88,8.3,6.4,6,0.07,42.1,3.8,31.2,142,2.2
1131,14.5,1.52,0.4,6.5,33.4,0.24,3.4,8,48.1,10,0.2
1132,7.48,1.64,19.8,6,26,0.36,3.4,7,37.4,61,0.4
1138,0.27,1.6,21.8,7,23,0.04,7.6,4.6,35.4,99,0.6
1177,41.4,1.61,1.5,3.5,21.1,0.16,0,2.8,71,48,0.1
1226,11.7,1.63,6.2,11.3,12.9,0.03,1,0.6,68,137,0
1249,25.95,1.68,2.7,13,9.7,0.42,1.5,0.7,72.4,79,0
1258,27.95,1.43,1.2,11.6,12.3,0.34,0.7,1.6,72.5,10,0.1
1261,2.82,1.36,6.9,7.1,11.2,0.75,2,1.2,71.5,84,0.1
1299,43.4,1.57,0.8,5.9,22.8,0.04,0.7,0.5,69.3,167,0
1310,1.27,1.52,19.5,12,10.6,0.51,4.8,3,49.8,38,0.3
1323,24.95,1.64,44.8,8.9,4.9,0.32,3.8,0.6,36.9,43,0.1
1333,33.5,1.47,2.2,11.7,12.4,0.28,2.4,0.8,70.5,23,0
1409,10.64,1.71,2.5,29.4,17.4,0.2,2.6,4.7,43,89,0.4
1424,21.05,1.53,0.8,9,29.2,1.02,1.1,4,55.9,0,0
1433,0.07,1.35,21.5,6.9,19.2,0.07,5.8,2.6,44,46,0
1435,0.68,1.69,7.9,8.4,20.6,0.03,1.4,4.2,57.3,145,0.2
1447,3.7,1.75,4.4,11.6,28.3,0.29,2.3,1.8,51.6,96,0
1465,24.3,1.46,2.7,15.1,7.4,0.21,1.8,0.3,72.7,66,0
1473,3.3,1.59,25.2,20.4,7.3,0.05,8,4.5,32.9,53,1.7
1484,8.53,1.41,4,13.1,7.9,0.68,2.7,3.1,68.5,36,0.7
1486,30.25,1.39,1.7,4.6,48.2,1.4,1.6,3.8,40.1,0,0
1492,8.02,1.63,5.5,4.3,40.6,0.32,2.5,3.1,44,183,0
1514,24.3,1.35,2.2,3.8,23.2,1.69,0.5,0.4,69.9,0,0
1530,11.23,1.78,23.4,1.3,41.3,0.22,9.5,10.5,13.6,102,0.4
1587,26,1.53,2.9,10.9,29.6,0.54,8.3,19.3,24.5,23,4.5
1594,6.41,1.45,14,10.5,20.8,1.7,20.8,13.4,18.3,0,2.2
1602,11.2,1.66,1.5,11.4,25.7,0.03,5.8,20.4,24.8,91,10.4
1609,8.16,1.75,2.6,17,22.9,0.06,7.1,22.8,19,107,8.6
1616,0.74,1.71,35.6,11.6,16.1,0.08,7.6,8.3,19.5,89,1.3
1644,40.45,1.58,7.8,9.3,25.2,0.12,7.6,19.9,24.9,30,5.3
1662,0.08,1.35,47.1,10,9.2,1.51,12.3,2.6,18.2,5,0.6
1707,0.08,1.57,24.3,12,1.2,0.72,51.5,0.5,10.4,10,0.1
1746,7.89,1.63,1.8,8.8,30.4,0.03,7.9,20.4,25.8,104,5
1748,4.27,1.69,19.2,7.8,22.9,0.06,7.8,15.8,22,170,4.5
1797,26,1.49,2.1,12.2,21,0.06,2.6,3.1,58.7,102,0.3
1803,28.9,1.49,1.5,10.7,25.4,0.08,3.1,3.3,55.7,107,0.3
1856,3.81,1.67,1.9,22.8,13,0.41,7.1,2,53,28,0.2
1866,5.99,1.63,1,28.6,14.4,0.14,7,5,43.6,43,0.4
1871,0.25,1.6,29.2,12.8,7.6,0.51,21.1,1.4,27.8,23,0
1928,18.9,1.63,2.7,9.2,26.4,0.01,4.9,3.6,53,79,0.2
1936,16.45,1.55,0.8,13.1,4.7,0.1,2.2,0.5,78.7,25,0
1941,3.51,1.8,3,19.4,31.6,0.2,13.9,8.2,23.7,10,0.2
1996,25,1.54,4.1,10.3,10.8,0.72,4.3,1.4,69,69,0.1
2016,1,1.63,1.8,8,13.1,0.69,3,1.2,72.8,165,0.1
2022,27.95,1.57,1.7,23,9.9,0.34,2.9,1.8,60.5,86,0.2
2023,8.94,1.66,1.8,23.1,10.7,0.16,2.7,2.7,58.8,114,0.2
2039,86.2,1.57,2.1,3.9,36.1,0.1,2.7,14.2,37.8,69,3.2
2071,19.25,1.57,0.6,9.2,8.6,0.11,1.1,0.5,80,74,0
2115,39.45,1.6,0.3,3.9,10.4,0.04,0.4,0.3,84.7,165,0
2129,39.4,1.33,2.7,4.8,35.2,1.45,3.9,2.1,51.3,109,0
2161,48,1.57,0.7,1.7,43.3,0.03,0.2,1.7,52.3,145,0.1
2170,0.8,1.78,12.2,30.2,15.9,0.02,6.5,5.6,29.4,198,0.2
2180,21.65,1.42,7.9,17.8,14.1,0.47,7.1,2.1,50.9,10,0.1
2182,5.26,1.57,3.4,26.8,8.4,1.02,7.5,1.6,52.2,0,0.1
2201,23,1.55,3.5,21.2,15.5,0.02,4.5,3.4,51.7,99,0.2
2204,1.81,1.68,27.4,30.5,2.5,0.02,2.6,0.5,36.5,206,0
2206,7.01,1.59,17,7.6,22.8,0.66,8.4,5.7,38.1,13,0.4
2207,5.91,1.5,26.5,7,21.3,0.4,5.5,5,34.3,25,0.4
2208,3.51,1.53,29.1,7.6,17.8,0.14,7.6,4.3,33.3,41,0.3
2213,4.74,1.71,3,21.2,11.7,0.1,5.9,2.3,55.7,58,0.2
2255,6.9,1.62,3.1,24.5,10.9,0.4,7.2,2.7,51.4,51,0.2
2298,29.6,1.38,5.5,16.2,13.6,0.38,6,1.8,56.8,36,0.1
2307,2.88,1.69,14.6,7.4,13,0.16,17,2.8,45,74,0.2
2403,53.9,1.55,1.6,2.2,19.7,0.09,0.6,0.1,75.8,64,0
2456,22.35,1.57,0.3,11.2,19.2,0.08,3.7,1.4,64.2,41,0
2516,0.12,1.77,28.2,5.2,6.6,0.09,7.2,0,52.8,188,0
2524,13.65,1.67,8,8,29.8,0.01,5.2,12.4,34.4,185,2.2
2543,16.14,1.46,7.3,23.4,17.3,1.18,6.3,6,38.9,0,0.8
2546,0.36,1.73,33.3,14.2,14.6,0.08,6.5,4.8,26.2,30,0.4
2556,4.82,1.65,8.7,11.8,28.6,0.79,5.1,7.9,36.7,0,1.2
2560,15.1,1.73,0.6,13.8,21.6,0.18,1.7,4.1,58.2,99,0
2564,0.88,1.75,3.4,19.2,18.2,0.86,9.2,4.4,45.4,41,0.2
2587,15.8,1.56,4.5,14.6,22.4,0.22,7.3,5.9,45.1,33,0.2
2600,22.05,1.4,4.2,13.4,22.9,0.93,5.2,6.3,47.7,0,0.3
2608,18.85,1.51,1.9,18.8,10.3,0.08,2.9,4,61.9,58,0.2
2619,0.97,1.66,23,31.3,1.7,0.2,11.7,0.6,31.7,66,0
2623,30.55,1.53,1.8,20.4,0.3,0.04,0.5,0,77,175,0
2647,0.15,1.77,12.2,5.2,32.2,0.26,1.3,4.8,43.8,157,0.5
2651,0.03,1.57,6.2,4.3,25.3,4,6.3,1.7,56.2,71,0
2667,0.29,1.31,4.6,0.6,57,4.14,4.8,4.9,28,155,0.1
2675,0.33,1.2,11.1,8,34.5,2.06,8.3,4,34,53,0.1
2687,127,1.5,0.3,0.5,72.2,0.09,0.2,4.6,22.2,13,0
2693,62.45,1.52,0.4,1.7,54.5,0.24,0.8,9.6,32.8,96,0.2
2721,19.9,1.5,0.5,14.2,2.6,0.25,1.4,0.2,81.1,10,0
2726,21.35,1.57,1.1,6.2,52.1,0.35,1.2,6.8,32.5,0,0.1
2762,13.25,1.67,1,14.8,34.1,0.7,2.4,4.6,43.1,51,0
2808,48,1.45,0.6,2.6,14.5,0.08,0,0.4,81.9,76,0
2812,0.17,1.61,24.1,8.1,1.4,0.22,2.5,0,63.9,142,0
2854,34.5,1.5,1,4.4,3.5,0.15,0.9,0.1,90.1,91,0
2857,16.3,1.51,1,3.7,3.1,0.72,0.3,0,91.9,178,0
2866,36.15,1.43,0.4,3.2,4.5,0.2,1.7,0.2,90,15,0
2892,4.76,1.58,7.7,3.9,2.2,5.53,9.7,0,76.5,28,0
2898,13.5,1.46,1.2,4.8,3.1,0.38,5.1,0.1,85.7,18,0
2968,7.39,1.41,1.3,24.4,1,0.53,8.2,0.2,64.9,20,0
2977,0.1,1.6,26,41.6,0.2,0.07,8.6,0,23.6,135,0
3009,0.66,1.58,28,8.3,22.1,0.11,11.9,8,20.9,160,0.8
3011,9.64,1.55,2.6,14.2,1,0.05,3,0,79.2,127,0
3028,71.65,1.49,0.8,0.3,62.8,0.13,0.8,5.3,29.9,15,0.1
3035,11.15,1.34,5,24.8,7.2,0.41,24.8,1.8,36.3,20,0.1
3055,1.32,1.69,16.6,17.6,17,0.28,15.4,5.2,28,13,0.2
3091,0.41,1.61,7.7,17.4,5.7,0.44,43,1.5,24.5,20,0.2
3108,3.15,1.61,8.5,22.2,15.5,0.29,10.7,5.5,37.2,30,0.4
3131,74.95,1.5,2.3,0.8,59.6,0.13,4,6.2,27.1,48,0
3150,55.6,1.38,4,8.3,6.2,0.44,2.4,0.3,78.8,30,0
3174,93.15,1.49,1.9,1.8,53.9,0.6,1.8,5.4,35.1,0,0.1
3223,38.8,1.63,1.9,9.8,35.2,0.05,0.2,5.5,47.3,140,0.1
3238,14,1.6,0.7,16.1,6.5,0.1,3.6,0.2,72.9,58,0
3240,41,1.83,1.8,19,5.3,0.67,2.7,0.2,71,107,0
3242,0.04,1.63,20.9,12.9,3.9,0.1,2.6,0.2,59.5,144,0
3266,0.94,1.68,8.8,3,27.7,0.32,4.4,4.4,51.6,36,0.1
3321,3.68,1.36,2.2,11.7,2.4,0.76,4.1,0.1,79.5,20,0
3340,20.4,1.33,1.5,4.8,28.9,1.22,1.4,5.4,57.8,20,0.2
3353,40.8,1.57,0.5,2.8,31.6,0.12,0.5,4.2,60.2,20,0.2
3366,50.3,1.58,0.5,0.5,59,0.17,0.7,10.6,28.6,45,0.1
3379,18.4,1.16,17.1,3.3,24.6,2.59,4.5,3.7,47.7,10,0.1
3398,91.35,1.5,1.5,0.6,61.1,0.19,0.4,6.2,30.1,53,0.1
3419,36.85,1.6,0.5,1.8,40,0.13,0.3,4.4,53,10,0
3436,32.55,1.48,2.1,0.7,40.5,0.23,4.8,3,48.9,0,0
3441,1.31,1.65,16.6,3.3,31.1,1.08,0.9,3.4,44.8,107,0
3444,29.9,1.67,0.6,2.2,26.5,0.17,1.5,3.7,65.4,46,0.1
3450,20.4,1.35,1,33,1.8,0.81,4,0.1,60.1,8,0
3459,2.63,1.68,3.8,21.6,3.9,0.57,6.7,0.2,63.8,58,0
3496,19.7,1.37,3.9,13.7,9.5,0.85,4.1,0.6,68.2,66,0
3513,17.5,1.53,3.3,10.3,11.9,0.09,2.2,0.7,71.6,89,0
3518,36.8,1.53,2,7.9,8.4,0.11,2.2,0.5,79,46,0
3581,24.5,1.6,1.4,22,18.5,0.13,2.5,0.6,55,89,0
3605,163.5,1.19,2.6,6.2,20,2.14,0.9,1,69.3,0,0
3609,55.2,1.45,3.2,6.4,15.2,0.08,2.8,0.8,71.6,152,0
3616,20.22,1.63,0.8,13.3,18.7,0.17,1.5,0.8,64.9,137,0
3661,13,1.71,1.2,21.5,21.1,0.1,4.6,1.5,50.1,86,0
3668,1.44,1.66,5.4,16.5,19.9,1.34,6.7,2.2,49.2,53,0.1
3673,39.45,1.57,1.6,6.8,26.9,0.42,2.3,1.5,60.8,18,0.1
3683,1.35,1.62,26.2,2.6,29.2,0.26,3.2,4.2,34.4,145,0.2
3692,6.65,1.5,4.8,12.8,28.3,1.74,5.1,3.3,45.4,0,0.2
3695,40.1,1.5,4.2,11.8,28.1,0.14,5.7,3.5,46.6,89,0.1
3731,0.01,1.84,14.2,15.4,20.2,0.1,7,1.4,41.8,130,0
3732,0.05,1.86,16,18.4,17.4,0.1,5.6,1.6,41,170,0
3779,118,1.44,0.2,1.4,50.1,0.04,0.6,8.3,29.4,10,0
3789,26.6,1.35,1.3,3.2,4,0.89,4.9,0.1,86.5,0,0
