"X","Ksat_cmhr","Db","Clay","VFS","MS","OC","Silt","COS","FS","Depth.cm_Top","VCOS"
2,1.2,1.71,27.1,11.8,17.6,0.33,7.3,8.5,25.2,38,2.5
3,0.39,1.7,36.8,10.7,15.7,0.2,5.4,7.6,21.1,76,2.7
5,0.24,1.91,26.2,9.2,22.9,0.11,5.2,10.3,24.3,160,1.9
8,2.51,1.58,32.5,7.5,18.9,0.35,8.5,10.5,18.8,30,3.3
17,4.5,1.75,21.4,8.4,22.8,0.2,6,10.2,29.1,82,2.1
21,10.19,1.59,6,17.6,21.4,0.22,8.9,3.8,41.2,33,1.1
23,4.85,1.61,23.6,10.8,20.6,0.23,7.3,7.1,28.1,106,2.5
24,0.96,1.73,28.7,9.3,20.9,0.18,6.3,8.3,23.9,128,2.6
26,0.34,1.74,20.6,8.3,31.4,0.12,3.9,11,23.6,177,1.2
27,23.67,1.25,9.5,10.2,23.6,1.2,11.1,4.8,38.5,0,2.3
28,1.77,1.71,34.9,5.9,18.9,0.37,9.2,3.9,26.5,38,0.7
30,0.13,1.74,36.9,5.9,19,0.26,9.2,3.6,24.4,88,1
31,0.04,1.85,31.5,5.4,22.7,0.1,9.4,5.3,24.5,111,1.2
34,0.56,1.72,9.1,12.4,22,1.28,16.2,8.9,28.6,0,2.8
37,0.85,1.67,29.2,10.1,18.4,0.21,8.1,8.1,23.6,78,2.5
38,0.24,1.67,30.8,9.1,18,0.14,9.6,8.1,21.8,117,2.6
40,0.07,1.82,31.9,7.5,18.4,0.08,11.2,12.6,14.7,183,3.7
49,36.43,1.1,15.26,4.64,7.4,3.71,30.22,15.34,6,8,21.14
52,3.7,1.2,16.35,4.05,3.91,2.82,56.86,6.25,3.44,0,9.14
56,2.84,0.93,6.19,5.03,0.12,1.22,87.95,0.03,0.68,14,0
65,0.68,1.61,1.54,30.26,2.06,0.07,59.47,0.17,6.37,24,0.13
73,1.56,1.13,3.45,23.77,0.46,0.35,65.42,0.04,6.86,36,0
74,46.7,1.47,2.3,9.1,34.6,0.78,3.3,4.8,45.8,0,0.1
78,38.8,1.64,1.9,9.8,35.2,0.05,0.2,5.5,47.3,140,0.1
84,0.1,1.57,19.7,15,0.2,0.04,5.1,0.1,59.9,127,0
89,11.2,1.66,1.5,11.4,25.7,0.03,5.8,20.4,24.8,91,10.4
95,8.5,1.72,5.7,4.8,36.6,0.08,8.8,13.1,29.6,43,1.4
98,29.3,1.58,0.2,6.9,30.9,0.29,0.8,2,59.2,15,0
102,65.7,1.33,0.5,4.5,39.7,1.26,3.1,1.8,50.4,0,0
107,9.8,1.34,4,3.6,37.2,2.22,5.1,2.7,47.4,102,0
125,14.9,1.49,3.7,12,12.6,1.43,5.6,0.6,65,0,0
127,25.9,1.55,2.5,11,14.4,0.11,1.7,0.6,69.8,36,0
130,1,1.67,13.3,10.4,11.9,0.07,0,0.6,62.8,157,0
138,92,1.5,2.7,2.4,49.2,0.1,1,4.3,40.1,51,0.3
140,74.9,1.56,2.6,2,51.7,0.1,0.8,4.8,37.9,152,0.2
142,56.5,1.42,1,5.6,9.7,0.32,1.1,0.5,82.1,10,0
144,55.2,1.47,0.9,5.3,10.3,0.1,0.3,0.6,82.6,56,0
146,64.4,1.49,0.5,4.2,11.3,0.05,0.6,0.6,82.3,142,0
156,21.5,1.39,2.7,7.3,16.9,0.69,1,1.7,70.3,21,0.1
157,25.4,1.62,1.6,7.7,15,0.13,0.6,1.6,73.4,61,0.1
158,28.3,1.54,0.8,16.1,13,0.08,0.2,1.4,68.5,10,0
163,41,1.55,0.5,2.3,35.5,0.03,0.6,5.1,55.7,8,0.3
173,1.9,1.59,30,6.3,8.5,14.41,12,1.5,41.6,15,0.1
176,0.81,1.54,19.3,5.4,22,0.22,2.4,2,48.8,41,0.1
177,0.81,1.54,19.3,5.4,22,0.22,2.4,2,48.8,41,0.1
183,2.23,1.63,12.1,16.3,0.5,0.06,3.2,0,67.9,109,0
188,125,1.48,0.7,0.2,71.9,0.16,0.6,8.4,18,46,0.2
191,85.4,1.72,1.6,0.3,62.5,0.1,0.4,12.7,22,140,0.5
192,70.6,1.68,0.7,0.3,62.3,0.06,0.5,12.9,23,193,0.3
193,17.5,1.25,1.9,16.7,4.7,4.4,11.3,0.4,65,0,0
197,2.5,1.42,7.7,17.5,4.6,1.95,9.5,0.5,60.2,51,0
199,4.2,1.51,4.3,18.5,5,0.77,7.1,0.5,64.5,74,0.1
202,105,1.43,1.8,2.3,63.8,0.8,1.3,15.4,15.1,0,0.3
204,30.2,1.67,0.7,9.2,49.9,0.1,1.2,11.6,26.9,46,0.5
209,19.1,1.48,1.4,27.5,18.3,3.09,7.8,2.6,42.2,0,0.2
215,3,1.55,20.8,26.9,15.6,2.29,1.1,3,32.3,94,0.3
222,6.2,1.54,10.4,9.3,13.8,0.36,3.1,0.9,62.5,89,0
225,12.7,1.37,1.8,13.6,15.4,1.3,4.8,0.7,63.7,0,0
228,7.2,1.59,6.6,14.8,13.8,0.43,0.1,1,63.7,61,0
229,5.1,1.55,4.8,15.1,12.9,1.46,4.4,0.9,61.8,71,0.1
231,8.4,1.57,5.1,14.9,12.9,0.42,3.8,1,62.3,86,0
232,1.8,1.72,15.5,12.3,13.2,0.17,1.9,1,56.1,96,0
234,0.6,1.73,25.4,10.6,10.8,0.04,0.9,0.7,51.6,147,0
235,0.4,1.61,32.9,8,9.2,0.03,0.1,0.5,49.3,188,0
239,1.8,1.69,34.3,10.7,1.1,0.17,44.8,0.5,8.5,15,0.1
240,0.2,1.54,53,10.8,0.9,0.1,27.1,0.3,7.8,46,0.1
242,0.2,1.67,61.7,7.6,0.7,0.04,19.6,0.3,9.3,147,0.1
254,1.8,1.74,21,20.9,9.8,0.08,4.5,2,41.7,132,0.1
259,0.7,1.28,26.1,3.6,3.6,0.47,29.9,0.4,36.4,56,0
263,0.4,1.56,33.3,21.1,2.3,0.06,0.8,0,42.5,56,0
269,1.3,1.56,14.6,9.8,8.7,0.08,3.5,3.2,60.1,64,0.1
273,9.3,1.54,7,22.6,10.3,0.09,5.1,2.5,52.3,79,0.2
274,1.5,1.67,17.5,22.3,8.4,0.12,4.6,2.1,44.9,107,0.2
275,0.3,1.53,41,25.4,3.8,0.09,5.8,0.8,23.2,135,0
282,124.8,1.38,0.5,1.5,19.4,0.04,1.4,16.2,57.5,91,3.5
286,125,1.28,1.7,1.7,28.2,0.68,1.7,4.9,61.4,30,0.4
287,91.9,1.29,1,2,16.8,0.27,1.1,1.6,77.4,36,0.1
289,53.9,1.4,0.6,5.9,7.6,0.07,0.9,0.4,84.6,64,0
292,25.9,0.09,2.6,2.9,11.8,0.08,0,4.3,77.7,38,0.7
294,10.7,1.53,0.7,25.2,7.2,0.44,2.7,1.1,63.1,18,0
301,1.1,1.59,23.3,30.2,5.4,0.14,3.3,1,36.8,173,0
302,27.9,1.23,3.2,20.4,12.1,2.02,8.5,2.2,53.4,0,0.2
304,12.3,1.51,3.2,18.9,13.2,0.44,6.6,2.3,55.6,38,0.2
