Var1,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth_cm_Top,VCOS
10725,78.9,1.59,1.6,3.7,37.3,0.02,1.6,19.3,34.4,127,2.1
14506,16.4,1.63,1.7,22.9,15.8,0.17,3.5,3.1,52,28,1
5491,0.09,1.67,29.6,5,25.8,0.08,1.3,2.4,35.8,157,0.1
240,0.2,1.54,53,10.8,0.9,0.1,27.1,0.3,7.8,46,0.1
717,27.7,0.61,17.6,14.3,0.6,11.55,23.1,0,44.4,0,0
12150,19.3,1.07,5.4,4,0.4,1.26,88.6,0,1.6,53,0
2876,42.7,1.44,1.8,3.4,4.4,0.12,1.3,0.2,88.9,58,0
1465,24.3,1.46,2.7,15.1,7.4,0.21,1.8,0.3,72.7,66,0
13915,20.6,1.55,2.9,14.4,25,0.26,7.2,25.9,16.4,13,8.2
5616,53.9,1.6,2,4.3,51.4,0.44,2.9,7.4,31.9,48,0.1
1893,1.75,1.22,1.5,14.6,22.2,5.49,11.9,4.5,45.1,0,0.2
1555,0.56,1.46,35,5.6,22.6,0.33,14.4,5.4,17,112,0
4910,53.25,1.59,0.8,4.9,28.6,0.19,1,10.7,52.4,150,1.6
52,3.7,1.2,16.35,4.05,3.91,2.82,56.86,6.25,3.44,0,9.14
17623,11,1.7,4,12,25.2,0.07,10.8,13,32.6,53,2.4
5348,25.3,1.52,1.7,2.9,28.6,0.63,2.2,4.2,60.4,18,0
3420,2.61,1.33,7.7,2.4,33.5,0.14,7,7.1,39.4,25,2.9
582,13.4,1.52,16.5,11,27.3,0.47,6.1,2.7,36.2,33,0.2
13597,10.5,1.58,0.5,52.9,4.1,0.02,4,0.1,38.4,99,0
8112,4.38,1.61,7.4,10.6,23.3,0.83,6.7,8.3,43,0,0.7
12415,11.2,1.48,1.6,17.6,1.9,0.42,6.5,0.1,72.3,15,0
5956,19.7,1.68,6,0.6,30.4,0.04,2,33.6,7.8,142,19.6
2125,0.44,1.64,4.6,6.7,41.8,3.34,3.6,5.3,38,91,0
6228,0.59,1.68,22.6,7,29.4,0.01,8.2,12.2,19.4,147,1.2
6570,0.08,1.78,6.8,21.8,2,0.45,24.2,0.4,44.6,15,0.2
847,126,0.02,0.4,0.6,68.3,0.14,0.4,5.2,25,43,0.1
1979,0.29,1.08,83,1.2,0.8,0.18,12.4,0.2,2.4,183,0
5354,9.78,1.45,1.5,10.7,22.7,1.32,4.5,7.7,52.3,0,0.6
4586,44.7,1.6,2.5,5.1,42.2,0.07,3.2,3.6,43.3,104,0.1
6229,28.55,1.07,24.7,18.6,4.6,4.22,39.1,4.4,8.2,0,0.4
13822,8.94,1.61,5.5,4.3,40.6,0.32,2.5,3.1,44,183,0
4907,0.65,1.78,5.9,11.6,9.2,1.56,6.6,0.8,65.9,61,0
5602,0.84,1.81,21.8,8.5,25.6,0.09,6.8,4.2,32.7,231,0.4
17064,0.0195,1.6,27.9,8.2,27.7,0.02,13.6,5,17.5,193,0.1
16142,14.9,1.55,2.4,14.5,34.8,0.46,3.6,2.4,42.2,15,0.1
3547,26.3,1.35,2.7,2.9,4.2,1.17,2.9,0.1,87.2,56,0
5145,3.46,1.75,9,8.6,22.6,0.08,22.4,14.8,18.8,43,0
10180,86.8,1.37,1.6,3.7,53.2,0.48,2,4.2,35.3,5,0
9259,0.3,1.53,34.3,4,5,0.18,9.3,0.2,47.2,96,0
15227,0.8,1.63,18.8,5.8,6,0.06,5.1,0.2,64.1,170,0
18075,0.05,1.61,50.6,20,2.8,0.04,5.8,0.4,20.4,173,0
15464,1.55,1.59,3.6,3.5,36.7,1.32,1.3,5.4,49.4,86,0.1
922,14.9,1.44,2.9,25.7,4.3,1.21,6,0.1,61,58,0
4711,8.43,1.54,3.1,15.7,18.8,1.26,6.3,4.1,51.9,0,0.1
10590,0.13,1.76,16,2.7,39.4,0.15,4.9,5.5,31.4,124,0.1
10632,3.16,1.6,6.6,33.1,1.6,0.41,16.7,0.3,41.7,25,0
4709,8.98,1.61,10.3,16.1,15.6,0.11,4.3,3.4,50.2,124,0.1
8,2.51,1.58,32.5,7.5,18.9,0.35,8.5,10.5,18.8,30,3.3
11256,36.8,1.59,1.1,1.6,49.4,0.06,4.1,15.1,27.1,79,1.6
6144,35.2,1.41,10.3,14.1,20.2,2.08,11.9,11.7,28.8,0,3
16174,1.04,1.63,13.1,33.8,1,0.24,25.3,0.2,26.6,25,0
7188,14.9,1.54,1.1,2.9,31.4,1.5,0.6,1.5,62.5,180,0
15075,13.1,1.04,5.1,8.8,5.3,4.2,4.6,0.6,75.5,53,0.1
10096,23,1.52,1,3,5.8,0.16,1.1,0.1,89,117,0
7899,40.8,1.59,1.6,1.6,61.4,0.18,1.4,13.1,20.7,53,0.2
9457,0.11,1.51,19.6,39.1,2.2,0.05,6.7,0.6,31.8,152,0
1324,0.84,1.63,34.5,8,6.2,0.1,7.6,7,26.6,99,10.1
9364,103,1.41,1.2,0.8,62.2,0.49,1.1,5.7,28.9,0,0
14932,13.6,0.98,9,21.6,0.8,1.67,60.1,0.2,8.2,0,0.1
1607,7.68,1.73,3.1,13.7,24.7,0.12,7.4,25.2,16.4,41,9.5
9660,84.1,1.39,0.8,0.4,61.4,1.67,3.2,4.3,29.6,0,0.3
16303,0.15,1.66,4,3.9,44.4,0.41,1.5,5.4,40.7,145,0.1
8026,2.1,1.5,26.4,12.5,17,0.29,10.3,8.2,23.9,30,1.7
16631,21.7,1.42,2.6,10.7,17.8,0.12,9.8,1.9,57.2,41,0
264,0.1,1.32,46.2,13.7,0.7,0.04,18.2,0.1,21.1,173,0
248,4.3,1.69,19.2,7.8,22.9,0.06,7.8,15.8,22,170,4.5
3591,26.45,1.28,1.8,47.3,0.8,2.73,0.7,0,49.4,0,0
7185,15.48,1.58,3.2,3.4,35.9,1.13,3.7,1.4,52.4,61,0
17082,21,1.66,0.8,10.9,7.1,0.14,0.5,1.3,79.3,145,0.1
5875,25.5,1.57,1.3,3,46.8,0.13,5.4,9.9,33.3,56,0.3
738,140,1.41,1,1.1,66.9,0.82,2.9,16,11.7,5,0.4
1778,0.92,1.47,41,5.4,19.4,0.2,7,2.4,24.6,43,0.2
