,Ksat_cmhr,Db,Clay,VFS,MS,OC,Silt,COS,FS,Depth.cm_Top,VCOS
15846,1.84,1.71,3.3,7.0,36.3,0.22,8.6,2.8,41.8,48.0,0.2
12188,7.36,1.75,9.0,10.8,25.0,0.1,11.6,14.0,26.4,20.0,3.2
12241,44.7,1.53,2.5,1.1,57.7,1.23,2.4,7.7,28.6,147.0,0.0
8760,7.56,1.58,0.3,40.6,6.4,0.11,3.0,0.3,49.4,10.0,0.0
13663,17.7,1.49,0.4,15.7,23.2,0.15,1.4,1.8,58.0,13.0,0.1
34,0.56,1.72,9.1,12.4,22.0,1.28,16.2,8.9,28.6,0.0,2.8
11554,6.57,1.58,2.1,12.6,8.0,0.1,1.4,0.9,75.0,53.0,0.0
1777,3.42,1.61,31.2,9.2,18.8,0.34,6.9,2.3,31.4,28.0,0.2
848,107.5,0.03,0.8,0.2,65.7,0.13,0.3,4.1,28.8,99.0,0.1
13726,23.7,1.34,1.1,25.3,5.6,1.33,1.3,0.3,66.4,0.0,0.0
3006,8.88,1.51,2.0,15.2,0.7,0.19,2.9,0.0,79.2,79.0,0.0
16564,64.4,1.13,6.7,7.1,2.2,7.27,10.9,0.2,72.9,0.0,0.0
16086,0.3,1.74,12.1,13.9,20.6,0.19,5.8,1.4,46.2,109.0,0.0
15783,42.1,1.59,1.3,2.5,43.8,0.07,0.8,6.7,44.5,107.0,0.4
9857,21.7,1.52,0.6,17.8,19.0,0.1,0.9,0.6,61.1,15.0,0.0
10652,15.1,1.59,8.2,12.3,24.5,0.36,12.5,9.0,33.1,18.0,0.4
541,6.4,1.57,16.3,26.9,5.3,0.15,3.9,1.0,46.5,76.0,0.1
53,11.29,1.0,8.76,5.42,15.82,3.19,28.72,22.17,9.08,0.0,10.03
18011,64.9,1.0,16.8,4.8,11.7,4.61,15.9,3.9,46.7,0.0,0.2
12157,34.2,1.51,0.6,1.0,28.5,0.13,1.7,4.8,63.3,102.0,0.1
4189,180.0,1.38,0.5,0.6,72.3,0.63,1.2,7.2,18.1,0.0,0.1
16175,3.65,1.7,30.8,6.0,22.6,0.06,5.0,9.8,24.1,94.0,1.7
17323,7.7,1.61,3.6,17.2,11.0,0.77,10.3,1.2,56.6,10.0,0.1
9863,8.22,1.57,1.6,23.9,1.6,0.46,1.1,0.3,71.5,18.0,0.0
13393,2.85,1.39,4.7,22.3,16.7,2.65,5.6,1.4,49.3,53.0,0.0
8724,1.49,1.37,8.0,34.2,4.2,0.52,43.2,2.8,7.4,38.0,0.2
18530,43.4,1.53,2.2,3.2,38.8,0.28,1.6,1.3,52.9,51.0,0.0
5985,0.9,1.62,15.7,19.2,12.9,0.06,8.2,1.6,42.4,140.0,0.0
11954,17.7,1.61,1.4,4.1,36.2,0.83,5.6,5.3,47.3,15.0,0.1
10702,0.12,1.51,15.7,14.6,12.5,0.48,5.1,0.8,51.2,53.0,0.1
13754,14.5,1.5,0.9,12.6,33.2,2.2,4.8,4.7,43.6,94.0,0.2
16134,16.1,1.32,17.7,10.5,26.8,0.69,6.5,2.8,35.6,20.0,0.1
16168,0.07,1.66,21.8,25.7,0.4,0.29,31.7,0.1,20.3,43.0,0.0
833,33.5,1.57,1.6,1.0,59.0,0.46,0.9,9.0,28.1,91.0,0.4
5391,16.45,1.63,1.5,15.6,23.5,0.22,4.0,3.5,51.8,64.0,0.1
17419,23.7,1.18,1.1,3.6,51.9,0.77,2.3,6.0,35.1,0.0,0.0
1100,33.2,1.56,0.5,6.7,25.2,0.17,1.0,2.6,64.0,0.0,0.0
1647,8.27,1.63,23.4,7.6,22.1,0.08,5.2,18.2,19.0,112.0,4.5
3433,42.75,1.54,0.7,2.2,23.8,0.03,0.6,2.2,70.5,36.0,0.0
14593,2.63,1.14,75.5,2.0,3.0,0.53,9.6,0.2,9.6,104.0,0.0
2005,2.13,1.59,20.7,7.6,14.8,0.07,18.9,7.8,27.6,102.0,2.6
17701,0.25,1.67,21.0,19.6,4.4,0.57,42.6,3.4,8.6,18.0,0.4
1045,0.25,1.65,11.8,19.9,14.5,0.23,3.2,2.8,47.6,68.0,0.2
7205,63.1,1.54,1.4,2.5,36.0,0.18,3.8,1.7,54.6,15.0,0.0
13020,39.4,1.56,0.9,0.3,41.3,0.1,1.2,1.0,55.3,10.0,0.0
8681,14.5,1.56,1.4,21.0,11.0,0.1,8.7,2.6,55.0,58.0,0.3
5402,4.28,1.73,6.8,5.0,35.4,0.13,4.5,5.1,43.0,38.0,0.2
11643,0.09,1.67,29.6,5.0,25.8,0.08,1.3,2.4,35.8,157.0,0.1
7835,47.3,1.58,1.1,1.8,52.2,0.28,1.4,2.9,40.6,157.0,0.0
17600,68.4,1.55,0.1,0.6,50.0,0.04,0.0,6.9,42.3,20.0,0.1
17102,6.9,1.55,1.2,7.0,34.2,1.12,7.3,6.6,43.4,61.0,0.3
15980,12.1,1.53,5.6,4.1,0.6,0.41,0.9,0.0,88.8,53.0,0.0
5355,6.7,1.55,3.2,11.1,27.0,0.59,4.9,2.2,51.5,0.0,0.1
12075,27.6,1.55,0.5,2.2,15.0,0.11,2.9,4.6,74.4,155.0,0.4
12573,0.41,1.17,6.3,19.8,1.9,2.1,26.2,0.3,45.4,0.0,0.1
1245,15.77,1.47,2.2,11.7,10.6,1.98,4.5,0.6,70.4,0.0,0.0
4812,25.65,1.47,9.0,3.1,12.1,2.87,4.1,1.6,69.6,89.0,0.5
13303,1.8,1.69,29.9,4.0,9.2,0.15,4.3,1.4,51.0,112.0,0.2
17208,3.3,1.69,8.69,17.0,10.9,0.17,15.9,5.1,41.6,56.0,0.9
14756,18.4,1.49,4.5,32.6,0.4,0.03,3.8,0.1,58.6,142.0,0.0
1673,2.63,1.75,5.4,16.3,20.6,0.29,14.7,13.4,27.7,25.0,1.9
2762,13.25,1.67,1.0,14.8,34.1,0.7,2.4,4.6,43.1,51.0,0.0
12327,0.22,1.81,3.5,12.2,42.0,0.18,3.0,4.9,34.4,33.0,0.0
10987,0.01,1.66,34.0,16.8,1.8,0.24,7.6,0.2,39.6,20.0,0.0
7908,0.1,1.76,15.5,1.6,45.9,0.14,10.0,11.0,15.6,150.0,0.4
10396,104.0,1.5,0.6,1.7,66.6,0.31,1.8,13.3,15.7,18.0,0.3
18067,20.2,1.61,13.8,15.5,13.9,0.41,5.7,3.2,47.7,135.0,0.2
10657,13.1,1.43,2.1,12.7,21.7,1.16,4.7,1.7,56.9,0.0,0.2
6862,36.8,1.46,0.4,1.4,1.0,0.14,1.5,0.0,95.7,20.0,0.0
665,0.1,1.16,61.2,4.9,5.3,0.13,14.0,1.4,13.0,140.0,0.2
12787,13.5,1.67,1.5,21.2,12.3,0.6,2.6,1.2,61.2,81.0,0.0
13304,0.14,1.58,31.8,2.4,6.4,0.13,5.0,0.6,53.8,150.0,0.0
5453,10.3,1.57,0.6,30.6,4.0,0.16,1.3,0.2,63.3,13.0,0.0
3032,19.75,1.59,2.5,0.4,59.0,0.31,3.9,5.0,29.2,86.0,0.0
9374,1.31,1.33,4.1,0.3,59.6,2.16,3.7,5.0,27.2,41.0,0.1
16059,2.88,1.61,8.7,4.2,33.9,0.45,2.3,2.5,48.4,135.0,0.0
